[1] ['1', '1', '8'] -> (1 / 8) + 1 mod 61
[434] ['36', '44', '55'] -> (55 - 36) / 44 mod 61
[435] ['36', '44', '58'] -> (36 - 44) * 58 mod 61
[436] ['2', '57', '57'] -> (57 - 2) * 57 mod 61
[437] ['36', '44', '60'] -> (36 / 44) - 60 mod 61
[438] ['36', '45', '45'] -> 36 - (45 * 45) mod 61
[439] ['36', '45', '48'] -> 36 / (45 + 48) mod 61
[440] ['36', '45', '51'] -> (36 * 45) + 51 mod 61
[441] ['36', '45', '52'] -> 36 - (52 / 45) mod 61
[442] ['36', '45', '55'] -> (55 - 45) / 36 mod 61
[443] ['36', '45', '58'] -> 58 - (36 * 45) mod 61
[444] ['36', '46', '48'] -> 36 - (46 * 48) mod 61
[445] ['36', '46', '49'] -> 49 - (46 / 36) mod 61
[446] ['36', '46', '56'] -> (56 - 46) / 36 mod 61
[447] ['1', '7', '50'] -> (1 / 7) + 50 mod 61
[448] ['2', '57', '60'] -> 2 / (57 + 60) mod 61
[449] ['36', '46', '59'] -> (36 / 46) - 59 mod 61
[450] ['36', '47', '51'] -> (36 + 47) * 51 mod 61
[451] ['36', '47', '52'] -> (47 / 52) + 36 mod 61
[452] ['36', '47', '57'] -> (57 - 47) / 36 mod 61
[453] ['36', '47', '58'] -> (36 - 47) / 58 mod 61
[454] ['36', '47', '60'] -> 47 / (36 + 60) mod 61
[455] ['36', '48', '51'] -> (51 / 36) + 48 mod 61
[456] ['36', '48', '56'] -> (36 + 56) * 48 mod 61
[457] ['36', '48', '58'] -> (58 - 48) / 36 mod 61
[458] ['36', '48', '59'] -> (36 - 48) * 59 mod 61
[459] ['3', '3', '4'] -> (3 + 3) * 4 mod 61
[460] ['36', '49', '54'] -> 54 / (36 - 49) mod 61
[461] ['36', '49', '55'] -> 49 / (36 + 55) mod 61
[462] ['36', '49', '56'] -> (49 * 56) - 36 mod 61
[463] ['36', '49', '57'] -> (49 / 36) - 57 mod 61
[464] ['36', '50', '50'] -> (50 * 50) - 36 mod 61
[465] ['36', '50', '53'] -> 50 - (36 / 53) mod 61
[466] ['36', '51', '54'] -> (51 - 36) / 54 mod 61
[467] ['36', '52', '52'] -> (52 / 36) - 52 mod 61
[468] ['36', '52', '59'] -> (36 - 59) * 52 mod 61
[469] ['36', '53', '59'] -> (36 / 53) + 59 mod 61
[470] ['3', '3', '5'] -> (3 + 5) * 3 mod 61
[471] ['36', '54', '54'] -> (54 * 54) + 36 mod 61
[472] ['36', '55', '58'] -> (36 - 58) / 55 mod 61
[473] ['36', '55', '59'] -> 36 - (55 * 59) mod 61
[474] ['36', '56', '60'] -> (60 / 56) + 36 mod 61
[475] ['36', '58', '60'] -> 60 / (36 + 58) mod 61
[476] ['37', '37', '51'] -> 51 - (37 * 37) mod 61
[477] ['37', '37', '54'] -> 37 - (54 / 37) mod 61
[478] ['37', '38', '43'] -> (38 * 43) + 37 mod 61
[479] ['37', '38', '44'] -> (38 / 44) + 37 mod 61
[480] ['37', '38', '55'] -> (55 / 38) + 37 mod 61
[481] ['3', '3', '7'] -> (3 * 7) + 3 mod 61
[482] ['37', '38', '57'] -> (38 + 57) / 37 mod 61
[483] ['37', '38', '58'] -> 58 - (38 / 37) mod 61
[484] ['37', '39', '41'] -> 37 - (39 * 41) mod 61
[485] ['37', '39', '42'] -> (42 / 39) + 37 mod 61
[486] ['37', '39', '47'] -> (47 - 37) * 39 mod 61
[487] ['37', '39', '48'] -> 48 / (39 - 37) mod 61
[488] ['37', '40', '43'] -> 40 - (43 / 37) mod 61
[489] ['37', '40', '59'] -> 40 / (59 - 37) mod 61
[490] ['37', '40', '60'] -> 60 - (37 / 40) mod 61
[491] ['37', '41', '51'] -> (41 - 37) / 51 mod 61
[492] ['3', '3', '9'] -> (3 * 9) - 3 mod 61
[493] ['37', '41', '56'] -> 41 - (37 / 56) mod 61
[494] ['37', '42', '54'] -> 42 / (54 - 37) mod 61
[495] ['37', '42', '58'] -> 37 - (58 / 42) mod 61
[496] ['37', '42', '59'] -> 59 / (42 - 37) mod 61
[497] ['37', '43', '46'] -> (43 - 37) / 46 mod 61
[498] ['37', '43', '51'] -> (51 / 43) + 37 mod 61
[499] ['37', '43', '52'] -> (43 + 52) / 37 mod 61
[500] ['37', '44', '46'] -> 46 / (44 - 37) mod 61
[501] ['37', '44', '47'] -> (44 - 37) * 47 mod 61
[502] ['37', '44', '49'] -> 44 / (49 - 37) mod 61
[503] ['3', '3', '11'] -> (11 - 3) * 3 mod 61
[504] ['37', '44', '55'] -> 37 - (44 / 55) mod 61
[505] ['37', '44', '56'] -> (56 - 37) / 44 mod 61
[506] ['37', '45', '50'] -> (45 + 50) / 37 mod 61
[507] ['37', '45', '56'] -> 56 - (37 / 45) mod 61
[508] ['37', '46', '50'] -> 50 - (37 / 46) mod 61
[509] ['37', '46', '52'] -> 37 - (46 * 52) mod 61
[510] ['37', '46', '55'] -> 46 - (37 * 55) mod 61
[511] ['37', '47', '50'] -> 50 - (47 / 37) mod 61
[512] ['37', '47', '52'] -> 47 - (37 / 52) mod 61
[513] ['37', '47', '55'] -> 55 - (37 * 47) mod 61
[514] ['3', '3', '14'] -> (14 - 3) / 3 mod 61
[515] ['37', '47', '58'] -> 47 - (58 / 37) mod 61
[516] ['37', '48', '54'] -> 54 - (37 / 48) mod 61
[517] ['37', '49', '55'] -> 55 - (49 / 37) mod 61
[518] ['37', '49', '57'] -> (49 * 57) + 37 mod 61
[519] ['37', '51', '53'] -> 37 - (53 / 51) mod 61
[520] ['37', '51', '54'] -> (51 - 37) * 54 mod 61
[521] ['37', '51', '59'] -> (59 - 37) * 51 mod 61
[522] ['37', '51', '60'] -> 60 - (51 / 37) mod 61
[523] ['37', '52', '54'] -> (52 - 37) / 54 mod 61
[524] ['37', '52', '55'] -> 55 / (52 - 37) mod 61
[525] ['3', '3', '15'] -> (3 * 3) + 15 mod 61
[526] ['37', '52', '56'] -> (56 / 52) + 37 mod 61
[527] ['37', '53', '55'] -> (53 * 55) + 37 mod 61
[528] ['37', '53', '57'] -> 53 / (57 - 37) mod 61
[529] ['37', '57', '59'] -> 59 - (37 * 57) mod 61
[530] ['38', '38', '38'] -> (38 / 38) - 38 mod 61
[531] ['38', '38', '41'] -> (38 - 41) / 38 mod 61
[532] ['38', '38', '47'] -> (38 - 47) * 38 mod 61
[533] ['38', '38', '51'] -> (38 * 51) + 38 mod 61
[534] ['38', '38', '53'] -> (38 * 53) - 38 mod 61
[535] ['38', '38', '54'] -> (38 + 38) / 54 mod 61
[536] ['3', '3', '22'] -> 22 / (3 + 3) mod 61
[537] ['38', '39', '39'] -> (39 / 39) - 38 mod 61
[538] ['38', '39', '49'] -> 38 / (39 + 49) mod 61
[539] ['38', '39', '50'] -> 50 - (38 / 39) mod 61
[540] ['38', '39', '55'] -> (38 * 39) - 55 mod 61
[541] ['38', '39', '58'] -> 38 - (58 / 39) mod 61
[542] ['38', '40', '42'] -> 42 / (38 + 40) mod 61
[543] ['38', '40', '45'] -> 40 / (38 + 45) mod 61
[544] ['38', '40', '50'] -> (50 / 40) + 38 mod 61
[545] ['38', '40', '53'] -> (53 / 38) - 40 mod 61
[546] ['38', '40', '55'] -> 40 - (38 * 55) mod 61
[547] ['3', '3', '25'] -> 25 - (3 / 3) mod 61
[548] ['38', '40', '56'] -> (40 - 38) / 56 mod 61
[549] ['38', '40', '59'] -> 40 - (59 / 38) mod 61
[550] ['38', '40', '60'] -> 40 / (60 - 38) mod 61
[551] ['38', '41', '41'] -> (41 / 41) - 38 mod 61
[552] ['38', '41', '44'] -> (41 - 44) / 38 mod 61
[553] ['38', '41', '45'] -> (41 / 45) + 38 mod 61
[554] ['38', '41', '46'] -> (46 - 38) / 41 mod 61
[555] ['38', '41', '48'] -> (38 / 48) + 41 mod 61
[556] ['38', '41', '53'] -> (38 - 41) * 53 mod 61
[557] ['38', '41', '57'] -> 57 - (38 * 41) mod 61
[558] ['1', '7', '53'] -> (53 / 7) - 1 mod 61
[559] ['3', '3', '34'] -> (3 / 34) - 3 mod 61
[560] ['38', '42', '42'] -> (42 / 42) - 38 mod 61
[561] ['38', '42', '44'] -> (38 + 42) / 44 mod 61
[562] ['38', '42', '45'] -> (42 - 45) / 38 mod 61
[563] ['38', '42', '46'] -> 38 / (42 + 46) mod 61
[564] ['38', '42', '48'] -> (48 / 38) + 42 mod 61
[565] ['38', '42', '54'] -> 54 - (42 / 38) mod 61
[566] ['38', '42', '58'] -> (42 / 58) + 38 mod 61
[567] ['38', '43', '47'] -> (38 / 47) - 43 mod 61
[568] ['38', '43', '49'] -> 49 - (38 / 43) mod 61
[569] ['38', '43', '50'] -> (38 + 43) * 50 mod 61
[570] ['3', '3', '35'] -> (3 / 35) + 3 mod 61
[571] ['38', '43', '52'] -> (43 - 52) * 38 mod 61
[572] ['38', '43', '55'] -> (43 * 55) + 38 mod 61
[573] ['38', '43', '60'] -> (38 / 43) + 60 mod 61
[574] ['38', '44', '46'] -> (44 - 38) / 46 mod 61
[575] ['38', '44', '47'] -> (44 - 47) / 38 mod 61
[576] ['38', '44', '50'] -> 44 / (50 - 38) mod 61
[577] ['38', '44', '55'] -> (55 / 44) + 38 mod 61
[578] ['38', '44', '60'] -> (38 * 44) + 60 mod 61
[579] ['38', '45', '45'] -> (45 / 45) - 38 mod 61
[580] ['38', '45', '47'] -> (45 - 38) * 47 mod 61
[581] ['3', '3', '38'] -> (3 / 3) - 38 mod 61
[582] ['38', '45', '51'] -> (38 + 45) * 51 mod 61
[583] ['38', '45', '52'] -> (38 + 52) * 45 mod 61
[584] ['38', '45', '54'] -> (45 - 54) * 38 mod 61
[585] ['38', '45', '57'] -> 45 - (38 / 57) mod 61
[586] ['38', '45', '58'] -> (38 * 58) - 45 mod 61
[587] ['38', '45', '60'] -> (60 / 38) - 45 mod 61
[588] ['38', '46', '46'] -> (46 / 46) - 38 mod 61
[589] ['38', '46', '50'] -> (38 * 50) - 46 mod 61
[590] ['38', '46', '52'] -> 52 / (38 - 46) mod 61
[591] ['38', '46', '56'] -> 38 - (46 * 56) mod 61
[592] ['3', '3', '41'] -> 3 / (3 - 41) mod 61
[593] ['38', '47', '47'] -> (47 / 47) - 38 mod 61
[594] ['38', '47', '50'] -> (47 - 50) / 38 mod 61
[595] ['38', '47', '54'] -> (38 * 47) - 54 mod 61
[596] ['38', '47', '56'] -> (47 - 56) * 38 mod 61
[597] ['38', '47', '58'] -> 47 / (38 + 58) mod 61
[598] ['38', '48', '54'] -> (38 + 54) * 48 mod 61
[599] ['38', '48', '58'] -> 48 - (58 / 38) mod 61
[600] ['38', '49', '49'] -> (49 / 49) - 38 mod 61
[601] ['38', '49', '54'] -> (38 / 54) - 49 mod 61
[602] ['38', '49', '55'] -> (55 - 38) / 49 mod 61
[603] ['3', '3', '53'] -> (3 - 53) / 3 mod 61
[604] ['38', '49', '56'] -> 56 - (38 * 49) mod 61
[605] ['38', '49', '57'] -> (38 + 49) / 57 mod 61
[606] ['38', '50', '50'] -> (50 / 50) - 38 mod 61
[607] ['38', '51', '51'] -> (51 / 51) - 38 mod 61
[608] ['38', '51', '53'] -> (51 / 53) + 38 mod 61
[609] ['38', '51', '55'] -> (38 / 55) - 51 mod 61
[610] ['38', '51', '56'] -> (51 / 38) - 56 mod 61
[611] ['38', '51', '59'] -> (51 - 38) / 59 mod 61
[612] ['38', '52', '52'] -> (52 / 52) - 38 mod 61
[613] ['38', '52', '54'] -> (52 - 38) * 54 mod 61
[614] ['3', '3', '54'] -> 3 - (3 * 54) mod 61
[615] ['38', '52', '55'] -> (52 - 55) / 38 mod 61
[616] ['38', '52', '57'] -> 38 - (57 / 52) mod 61
[617] ['38', '53', '53'] -> (53 / 53) - 38 mod 61
[618] ['38', '53', '57'] -> (57 / 38) + 53 mod 61
[619] ['38', '53', '58'] -> 53 / (58 - 38) mod 61
[620] ['38', '53', '59'] -> (59 / 38) - 53 mod 61
[621] ['38', '53', '60'] -> (53 + 60) * 38 mod 61
[622] ['38', '55', '55'] -> (55 / 55) - 38 mod 61
[623] ['38', '55', '57'] -> 55 - (38 * 57) mod 61
[624] ['38', '55', '60'] -> (38 - 60) / 55 mod 61
[625] ['3', '3', '56'] -> (3 - 56) * 3 mod 61
[626] ['38', '56', '59'] -> (56 - 59) / 38 mod 61
[627] ['38', '56', '60'] -> 60 / (38 + 56) mod 61
[628] ['38', '57', '57'] -> (57 / 57) - 38 mod 61
[629] ['38', '57', '60'] -> (57 - 60) / 38 mod 61
[630] ['38', '58', '58'] -> (58 / 58) - 38 mod 61
[631] ['38', '59', '59'] -> (59 / 59) - 38 mod 61
[632] ['39', '39', '42'] -> 42 / (39 + 39) mod 61
[633] ['39', '39', '43'] -> (39 + 43) / 39 mod 61
[634] ['39', '39', '45'] -> 39 / (39 - 45) mod 61
[635] ['39', '39', '50'] -> (39 / 50) - 39 mod 61
[636] ['3', '3', '59'] -> 3 - (59 / 3) mod 61
[637] ['39', '39', '52'] -> 39 - (39 * 52) mod 61
[638] ['39', '39', '60'] -> (60 - 39) / 39 mod 61
[639] ['39', '40', '44'] -> 40 / (39 + 44) mod 61
[640] ['39', '40', '48'] -> (40 / 39) + 48 mod 61
[641] ['39', '40', '51'] -> 39 - (51 / 40) mod 61
[642] ['39', '40', '53'] -> (40 * 53) + 39 mod 61
[643] ['39', '40', '56'] -> (56 / 39) - 40 mod 61
[644] ['39', '40', '57'] -> 57 - (39 / 40) mod 61
[645] ['39', '40', '58'] -> (40 * 58) - 39 mod 61
[646] ['39', '40', '59'] -> 59 - (39 * 40) mod 61
[647] ['3', '4', '4'] -> (4 + 4) * 3 mod 61
[648] ['39', '41', '41'] -> (41 + 41) / 39 mod 61
[649] ['39', '41', '42'] -> (41 / 42) + 39 mod 61
[650] ['39', '41', '45'] -> 39 - (41 * 45) mod 61
[651] ['39', '41', '48'] -> 48 / (41 - 39) mod 61
[652] ['39', '41', '53'] -> 41 - (53 / 39) mod 61
[653] ['39', '42', '46'] -> (42 / 46) + 39 mod 61
[654] ['39', '42', '48'] -> 39 / (42 - 48) mod 61
[655] ['39', '42', '51'] -> (39 / 42) - 51 mod 61
[656] ['39', '42', '52'] -> (52 - 42) * 39 mod 61
[657] ['39', '42', '56'] -> 42 / (56 - 39) mod 61
[658] ['3', '4', '5'] -> 5 - (4 / 3) mod 61
[659] ['39', '42', '58'] -> (39 * 58) - 42 mod 61
[660] ['39', '43', '44'] -> (39 - 44) / 43 mod 61
[661] ['39', '43', '48'] -> (39 * 48) + 43 mod 61
[662] ['39', '43', '53'] -> (53 - 43) * 39 mod 61
[663] ['39', '43', '54'] -> 54 - (39 * 43) mod 61
[664] ['39', '43', '60'] -> (43 / 39) - 60 mod 61
[665] ['39', '44', '44'] -> (39 - 44) * 44 mod 61
[666] ['39', '44', '45'] -> (39 * 44) - 45 mod 61
[667] ['39', '44', '48'] -> 44 - (48 / 39) mod 61
[668] ['39', '44', '55'] -> (39 / 44) + 55 mod 61
[669] ['1', '7', '56'] -> (7 / 56) + 1 mod 61
[670] ['3', '4', '6'] -> (4 / 6) + 3 mod 61
[671] ['39', '44', '56'] -> (39 / 56) + 44 mod 61
[672] ['39', '44', '58'] -> (58 - 39) / 44 mod 61
[673] ['39', '45', '53'] -> (45 / 53) - 39 mod 61
[674] ['39', '45', '55'] -> (55 - 45) * 39 mod 61
[675] ['39', '46', '47'] -> (46 - 39) * 47 mod 61
[676] ['39', '46', '49'] -> 49 - (39 * 46) mod 61
[677] ['39', '46', '52'] -> 39 / (46 - 52) mod 61
[678] ['39', '46', '56'] -> (56 - 46) * 39 mod 61
[679] ['39', '46', '58'] -> 58 - (39 / 46) mod 61
[680] ['39', '47', '51'] -> 51 / (39 + 47) mod 61
[681] ['3', '4', '7'] -> (4 + 7) / 3 mod 61
[682] ['39', '47', '53'] -> 39 / (47 - 53) mod 61
[683] ['39', '47', '55'] -> (39 * 55) - 47 mod 61
[684] ['39', '47', '58'] -> (39 - 47) * 58 mod 61
[685] ['39', '48', '49'] -> 39 - (49 / 48) mod 61
[686] ['39', '48', '51'] -> (39 * 51) + 48 mod 61
[687] ['39', '48', '52'] -> 39 - (48 / 52) mod 61
[688] ['39', '48', '54'] -> 39 / (48 - 54) mod 61
[689] ['39', '48', '55'] -> 48 - (39 / 55) mod 61
[690] ['39', '48', '58'] -> (58 - 48) * 39 mod 61
[691] ['39', '49', '49'] -> (39 / 49) - 49 mod 61
[692] ['3', '4', '8'] -> (3 / 4) + 8 mod 61
[693] ['39', '49', '52'] -> 49 / (39 + 52) mod 61
[694] ['39', '49', '56'] -> (56 - 39) / 49 mod 61
[695] ['39', '49', '59'] -> (59 - 49) * 39 mod 61
[696] ['39', '49', '60'] -> 49 - (60 / 39) mod 61
[697] ['39', '50', '54'] -> (50 / 39) + 54 mod 61
[698] ['39', '50', '55'] -> 55 - (50 / 39) mod 61
[699] ['39', '50', '58'] -> (39 - 50) / 58 mod 61
[700] ['39', '50', '60'] -> (60 - 50) * 39 mod 61
[701] ['39', '51', '58'] -> (58 / 39) - 51 mod 61
[702] ['39', '51', '59'] -> (39 - 51) * 59 mod 61
[703] ['3', '4', '10'] -> 3 - (10 * 4) mod 61
[704] ['39', '52', '52'] -> (39 * 52) - 52 mod 61
[705] ['39', '52', '53'] -> (39 / 52) - 53 mod 61
[706] ['39', '52', '58'] -> 39 / (52 - 58) mod 61
[707] ['39', '52', '59'] -> (52 - 39) / 59 mod 61
[708] ['39', '52', '60'] -> (39 + 60) * 52 mod 61
[709] ['39', '53', '57'] -> (53 / 57) - 39 mod 61
[710] ['39', '54', '54'] -> (54 - 39) / 54 mod 61
[711] ['39', '54', '55'] -> 55 / (54 - 39) mod 61
[712] ['39', '54', '60'] -> 39 / (54 - 60) mod 61
[713] ['39', '55', '58'] -> (55 / 58) - 39 mod 61
[714] ['3', '4', '11'] -> (3 / 11) - 4 mod 61
[715] ['39', '55', '60'] -> 60 / (39 + 55) mod 61
[716] ['39', '56', '56'] -> (39 - 56) * 56 mod 61
[717] ['39', '56', '57'] -> 56 / (39 - 57) mod 61
[718] ['39', '56', '60'] -> 39 / (56 + 60) mod 61
[719] ['39', '57', '58'] -> (39 * 57) + 58 mod 61
[720] ['39', '58', '58'] -> 39 / (58 + 58) mod 61
[721] ['39', '60', '60'] -> (60 / 39) + 60 mod 61
[722] ['40', '40', '44'] -> (40 + 40) / 44 mod 61
[723] ['40', '40', '46'] -> (40 + 46) * 40 mod 61
[724] ['40', '40', '51'] -> (40 * 40) - 51 mod 61
[725] ['3', '4', '15'] -> (15 - 4) / 3 mod 61
[726] ['40', '40', '59'] -> (59 / 40) - 40 mod 61
[727] ['40', '41', '42'] -> 40 / (41 + 42) mod 61
[728] ['40', '41', '45'] -> (41 + 45) * 40 mod 61
[729] ['40', '41', '46'] -> 40 - (46 / 41) mod 61
[730] ['40', '41', '50'] -> (40 + 41) * 50 mod 61
[731] ['40', '41', '52'] -> (52 / 40) + 41 mod 61
[732] ['40', '41', '53'] -> 53 / (40 + 41) mod 61
[733] ['40', '41', '54'] -> 54 - (41 / 40) mod 61
[734] ['40', '41', '56'] -> (40 * 56) + 41 mod 61
[735] ['40', '42', '44'] -> (42 + 44) * 40 mod 61
[736] ['3', '4', '19'] -> 3 / (19 + 4) mod 61
[737] ['40', '42', '53'] -> (40 + 53) / 42 mod 61
[738] ['40', '42', '54'] -> 54 - (40 / 42) mod 61
[739] ['40', '42', '55'] -> (40 / 42) + 55 mod 61
[740] ['40', '43', '43'] -> (43 + 43) * 40 mod 61
[741] ['40', '43', '45'] -> (40 - 45) / 43 mod 61
[742] ['40', '43', '49'] -> (40 * 43) - 49 mod 61
[743] ['40', '43', '50'] -> 50 / (40 - 43) mod 61
[744] ['40', '43', '52'] -> (40 * 52) - 43 mod 61
[745] ['40', '43', '55'] -> (43 / 55) - 40 mod 61
[746] ['40', '43', '56'] -> 43 / (40 - 56) mod 61
[747] ['3', '4', '22'] -> (22 * 4) - 3 mod 61
[748] ['40', '43', '57'] -> (57 / 40) - 43 mod 61
[749] ['40', '43', '58'] -> (43 / 40) + 58 mod 61
[750] ['40', '44', '45'] -> (40 - 45) * 44 mod 61
[751] ['40', '44', '49'] -> (40 / 44) - 49 mod 61
[752] ['40', '44', '51'] -> (44 - 40) / 51 mod 61
[753] ['40', '44', '52'] -> 44 / (52 - 40) mod 61
[754] ['40', '44', '54'] -> (54 / 40) + 44 mod 61
[755] ['40', '44', '55'] -> (40 - 44) * 55 mod 61
[756] ['40', '44', '58'] -> (40 / 58) - 44 mod 61
[757] ['40', '45', '47'] -> 45 - (47 / 40) mod 61
[758] ['3', '4', '28'] -> (4 - 3) / 28 mod 61
[759] ['40', '45', '50'] -> (40 + 50) * 45 mod 61
[760] ['40', '45', '54'] -> (40 * 45) + 54 mod 61
[761] ['40', '45', '55'] -> 55 - (40 * 45) mod 61
[762] ['40', '45', '58'] -> (40 - 58) / 45 mod 61
[763] ['40', '45', '59'] -> 59 / (45 - 40) mod 61
[764] ['40', '46', '46'] -> (46 - 40) / 46 mod 61
[765] ['40', '46', '51'] -> 51 / (40 + 46) mod 61
[766] ['40', '46', '55'] -> (55 / 40) - 46 mod 61
[767] ['40', '47', '47'] -> (47 - 40) * 47 mod 61
[768] ['40', '47', '48'] -> (40 - 47) / 48 mod 61
[769] ['3', '4', '29'] -> (3 - 29) / 4 mod 61
[770] ['40', '47', '51'] -> (40 + 51) / 47 mod 61
[771] ['40', '47', '53'] -> (40 / 47) + 53 mod 61
[772] ['40', '48', '48'] -> (40 / 48) - 48 mod 61
[773] ['40', '48', '53'] -> 53 - (40 * 48) mod 61
[774] ['40', '48', '56'] -> (40 * 48) + 56 mod 61
[775] ['40', '49', '51'] -> 49 / (40 + 51) mod 61
[776] ['40', '49', '55'] -> (49 / 40) - 55 mod 61
[777] ['40', '50', '50'] -> (40 / 50) - 50 mod 61
[778] ['40', '50', '57'] -> 57 / (50 - 40) mod 61
[779] ['40', '50', '58'] -> (58 / 40) + 50 mod 61
[780] ['1', '7', '57'] -> (1 - 7) * 57 mod 61
[781] ['3', '4', '33'] -> (3 - 4) / 33 mod 61
[782] ['40', '51', '51'] -> 51 - (40 * 51) mod 61
[783] ['40', '51', '52'] -> (51 / 40) - 52 mod 61
[784] ['40', '52', '58'] -> (52 / 58) - 40 mod 61
[785] ['40', '53', '54'] -> 54 / (40 - 53) mod 61
[786] ['40', '53', '55'] -> 40 - (55 / 53) mod 61
[787] ['40', '54', '54'] -> (54 - 40) * 54 mod 61
[788] ['40', '54', '55'] -> (55 - 40) / 54 mod 61
[789] ['40', '55', '55'] -> 55 / (55 - 40) mod 61
[790] ['40', '55', '59'] -> (55 / 59) - 40 mod 61
[791] ['40', '55', '60'] -> (40 + 60) / 55 mod 61
[792] ['3', '4', '34'] -> 4 - (3 * 34) mod 61
[793] ['40', '56', '57'] -> (40 - 57) * 56 mod 61
[794] ['40', '56', '60'] -> 56 - (60 / 40) mod 61
[795] ['40', '57', '57'] -> 40 - (57 * 57) mod 61
[796] ['40', '57', '58'] -> 40 - (58 / 57) mod 61
[797] ['41', '41', '42'] -> (42 / 41) - 41 mod 61
[798] ['41', '41', '49'] -> (49 - 41) / 41 mod 61
[799] ['41', '41', '55'] -> (41 / 55) + 41 mod 61
[800] ['41', '41', '56'] -> (41 / 56) - 41 mod 61
[801] ['41', '42', '43'] -> 41 - (43 / 42) mod 61
[802] ['41', '42', '50'] -> (50 - 42) / 41 mod 61
[803] ['3', '4', '40'] -> 40 - (3 / 4) mod 61
[804] ['41', '42', '52'] -> (41 + 52) / 42 mod 61
[805] ['41', '42', '55'] -> (55 / 41) + 42 mod 61
[806] ['41', '42', '57'] -> (41 / 57) - 42 mod 61
[807] ['41', '42', '58'] -> 42 / (58 - 41) mod 61
[808] ['41', '43', '44'] -> (43 / 41) - 44 mod 61
[809] ['41', '43', '45'] -> (43 * 45) + 41 mod 61
[810] ['41', '43', '48'] -> 48 / (43 - 41) mod 61
[811] ['41', '43', '49'] -> (41 - 43) * 49 mod 61
[812] ['41', '43', '51'] -> (51 - 43) / 41 mod 61
[813] ['41', '43', '56'] -> (43 - 41) / 56 mod 61
[814] ['3', '4', '42'] -> 3 / (4 - 42) mod 61
[815] ['41', '43', '59'] -> 59 - (41 / 43) mod 61
[816] ['41', '44', '45'] -> (45 / 44) + 41 mod 61
[817] ['41', '44', '52'] -> (52 - 44) / 41 mod 61
[818] ['41', '44', '54'] -> (54 / 44) - 41 mod 61
[819] ['41', '44', '59'] -> 59 - (41 * 44) mod 61
[820] ['41', '45', '50'] -> (45 / 41) - 50 mod 61
[821] ['41', '45', '52'] -> (41 * 45) - 52 mod 61
[822] ['41', '45', '53'] -> (53 - 45) / 41 mod 61
[823] ['41', '45', '57'] -> (45 / 57) - 41 mod 61
[824] ['41', '45', '58'] -> (58 / 45) - 41 mod 61
[825] ['3', '4', '43'] -> (4 / 3) + 43 mod 61
[826] ['41', '46', '47'] -> (47 - 41) / 46 mod 61
[827] ['41', '46', '49'] -> 46 - (41 / 49) mod 61
[828] ['41', '46', '52'] -> (41 / 52) - 46 mod 61
[829] ['41', '46', '53'] -> (46 / 41) - 53 mod 61
[830] ['41', '46', '55'] -> (41 + 55) * 46 mod 61
[831] ['41', '46', '56'] -> (41 * 56) + 46 mod 61
[832] ['41', '47', '48'] -> (48 - 41) * 47 mod 61
[833] ['41', '47', '49'] -> (41 * 47) + 49 mod 61
[834] ['41', '47', '50'] -> (41 + 50) / 47 mod 61
[835] ['41', '47', '52'] -> (47 * 52) - 41 mod 61
[836] ['3', '4', '46'] -> 46 / (3 + 4) mod 61
[837] ['41', '47', '56'] -> (47 / 41) - 56 mod 61
[838] ['41', '47', '57'] -> (41 - 47) * 57 mod 61
[839] ['41', '47', '59'] -> (41 / 59) - 47 mod 61
[840] ['41', '47', '60'] -> 60 - (41 * 47) mod 61
[841] ['41', '48', '48'] -> (41 - 48) / 48 mod 61
[842] ['41', '48', '49'] -> 49 - (41 / 48) mod 61
[843] ['41', '48', '55'] -> 41 - (48 * 55) mod 61
[844] ['41', '48', '60'] -> (41 / 48) + 60 mod 61
[845] ['41', '49', '49'] -> 49 - (49 / 41) mod 61
[846] ['41', '49', '50'] -> 49 / (41 + 50) mod 61
[847] ['3', '4', '48'] -> 4 / (3 + 48) mod 61
[848] ['41', '49', '52'] -> 52 / (41 - 49) mod 61
[849] ['41', '49', '57'] -> (57 - 49) / 41 mod 61
[850] ['41', '49', '59'] -> (41 / 49) - 59 mod 61
[851] ['41', '50', '53'] -> (41 - 50) / 53 mod 61
[852] ['41', '50', '58'] -> (58 - 50) / 41 mod 61
[853] ['41', '51', '52'] -> (52 / 41) + 51 mod 61
[854] ['41', '51', '57'] -> 57 / (51 - 41) mod 61
[855] ['41', '51', '59'] -> (59 - 51) / 41 mod 61
[856] ['41', '51', '60'] -> 41 / (51 + 60) mod 61
[857] ['41', '52', '59'] -> 41 / (52 + 59) mod 61
[858] ['3', '4', '49'] -> (3 * 4) - 49 mod 61
[859] ['41', '52', '60'] -> (60 - 52) / 41 mod 61
[860] ['41', '53', '54'] -> 53 - (41 / 54) mod 61
[861] ['41', '54', '54'] -> 54 / (41 - 54) mod 61
[862] ['41', '54', '59'] -> (54 - 41) / 59 mod 61
[863] ['41', '56', '57'] -> (41 * 57) - 56 mod 61
[864] ['41', '56', '58'] -> (41 - 58) * 56 mod 61
[865] ['41', '56', '59'] -> 56 / (41 - 59) mod 61
[866] ['41', '59', '59'] -> (59 * 59) - 41 mod 61
[867] ['42', '42', '45'] -> (42 / 45) - 42 mod 61
[868] ['42', '42', '51'] -> (42 + 51) / 42 mod 61
[869] ['3', '4', '50'] -> (3 * 50) - 4 mod 61
