[1] ['1', '1', '4'] -> 1 / (1 - 4) mod 73
[5507] ['29', '52', '56'] -> 56 - (52 / 29) mod 73
[5508] ['29', '52', '58'] -> (29 * 58) - 52 mod 73
[5509] ['29', '52', '60'] -> (52 + 60) / 29 mod 73
[5510] ['29', '52', '61'] -> 52 - (29 / 61) mod 73
[5511] ['29', '52', '64'] -> (64 / 29) + 52 mod 73
[5512] ['29', '52', '66'] -> 29 / (52 - 66) mod 73
[5513] ['3', '3', '5'] -> (3 + 5) * 3 mod 73
[5514] ['29', '52', '69'] -> (29 - 52) / 69 mod 73
[5515] ['29', '53', '53'] -> (29 * 53) - 53 mod 73
[5516] ['29', '53', '55'] -> (53 * 55) + 29 mod 73
[5517] ['29', '53', '57'] -> (57 - 29) * 53 mod 73
[5518] ['29', '53', '59'] -> (53 + 59) / 29 mod 73
[5519] ['29', '53', '60'] -> (60 - 29) / 53 mod 73
[5520] ['29', '53', '62'] -> (29 / 62) - 53 mod 73
[5521] ['29', '53', '67'] -> 29 / (53 - 67) mod 73
[5522] ['29', '53', '69'] -> 29 - (53 / 69) mod 73
[5523] ['29', '53', '71'] -> (29 - 71) / 53 mod 73
[5524] ['3', '3', '7'] -> (3 * 7) + 3 mod 73
[5525] ['29', '54', '55'] -> (29 / 55) + 54 mod 73
[5526] ['29', '54', '58'] -> (54 + 58) / 29 mod 73
[5527] ['29', '54', '61'] -> (29 - 61) * 54 mod 73
[5528] ['29', '54', '63'] -> (54 / 63) - 29 mod 73
[5529] ['29', '54', '64'] -> (29 * 54) + 64 mod 73
[5530] ['29', '54', '67'] -> 54 - (67 / 29) mod 73
[5531] ['29', '54', '68'] -> 29 / (54 - 68) mod 73
[5532] ['29', '54', '69'] -> 54 - (29 * 69) mod 73
[5533] ['29', '54', '70'] -> (70 - 29) * 54 mod 73
[5534] ['29', '55', '56'] -> 29 - (56 / 55) mod 73
[5535] ['3', '3', '8'] -> (8 / 3) - 3 mod 73
[5536] ['29', '55', '57'] -> (55 + 57) / 29 mod 73
[5537] ['29', '55', '62'] -> (55 / 62) + 29 mod 73
[5538] ['29', '55', '64'] -> 55 - (29 * 64) mod 73
[5539] ['29', '55', '65'] -> (29 / 65) + 55 mod 73
[5540] ['29', '55', '69'] -> 29 / (55 - 69) mod 73
[5541] ['29', '56', '56'] -> (56 + 56) / 29 mod 73
[5542] ['29', '56', '65'] -> (56 - 29) / 65 mod 73
[5543] ['29', '56', '72'] -> (29 - 72) / 56 mod 73
[5544] ['29', '57', '59'] -> 29 - (57 * 59) mod 73
[5545] ['29', '57', '64'] -> (64 - 29) * 57 mod 73
[5546] ['3', '3', '9'] -> (3 * 9) - 3 mod 73
[5547] ['29', '57', '65'] -> (65 / 29) + 57 mod 73
[5548] ['29', '57', '67'] -> (29 - 67) * 57 mod 73
[5549] ['29', '57', '70'] -> (29 / 57) - 70 mod 73
[5550] ['29', '58', '59'] -> (58 - 29) / 59 mod 73
[5551] ['29', '58', '61'] -> 61 - (29 / 58) mod 73
[5552] ['29', '58', '71'] -> 29 - (71 / 58) mod 73
[5553] ['29', '59', '61'] -> (61 / 59) - 29 mod 73
[5554] ['29', '59', '62'] -> (29 - 62) * 59 mod 73
[5555] ['29', '59', '63'] -> 63 / (59 - 29) mod 73
[5556] ['29', '59', '66'] -> 59 - (66 / 29) mod 73
[5557] ['1', '2', '38'] -> 1 - (2 / 38) mod 73
[5558] ['1', '9', '35'] -> (35 * 9) + 1 mod 73
[5559] ['3', '3', '10'] -> 3 - (10 / 3) mod 73
[5560] ['29', '59', '69'] -> (69 - 29) * 59 mod 73
[5561] ['29', '59', '70'] -> (70 / 59) + 29 mod 73
[5562] ['29', '60', '61'] -> (60 / 61) + 29 mod 73
[5563] ['29', '60', '62'] -> (60 - 29) * 62 mod 73
[5564] ['29', '60', '63'] -> 60 / (29 - 63) mod 73
[5565] ['29', '60', '67'] -> 29 - (60 * 67) mod 73
[5566] ['29', '60', '68'] -> 60 / (68 - 29) mod 73
[5567] ['29', '60', '69'] -> (29 / 69) - 60 mod 73
[5568] ['29', '60', '72'] -> 29 / (60 + 72) mod 73
[5569] ['29', '61', '69'] -> (29 / 61) + 69 mod 73
[5570] ['3', '3', '11'] -> (11 - 3) * 3 mod 73
[5571] ['29', '61', '71'] -> 29 / (61 + 71) mod 73
[5572] ['29', '62', '62'] -> 62 / (62 - 29) mod 73
[5573] ['29', '62', '66'] -> (66 / 29) + 62 mod 73
[5574] ['29', '62', '68'] -> 62 - (29 / 68) mod 73
[5575] ['29', '62', '69'] -> 62 / (29 - 69) mod 73
[5576] ['29', '62', '71'] -> (29 - 71) * 62 mod 73
[5577] ['29', '62', '72'] -> (29 + 72) / 62 mod 73
[5578] ['29', '63', '70'] -> 63 - (29 / 70) mod 73
[5579] ['29', '63', '71'] -> 29 - (63 / 71) mod 73
[5580] ['29', '63', '72'] -> 63 / (29 - 72) mod 73
[5581] ['3', '3', '12'] -> 3 / (3 - 12) mod 73
[5582] ['29', '64', '65'] -> 64 - (65 / 29) mod 73
[5583] ['29', '64', '66'] -> (29 * 64) + 66 mod 73
[5584] ['29', '64', '68'] -> 29 / (64 + 68) mod 73
[5585] ['29', '64', '70'] -> (70 / 29) - 64 mod 73
[5586] ['29', '65', '67'] -> 29 / (65 + 67) mod 73
[5587] ['29', '65', '68'] -> 65 / (29 + 68) mod 73
[5588] ['29', '65', '71'] -> (29 + 71) / 65 mod 73
[5589] ['29', '66', '66'] -> 29 / (66 + 66) mod 73
[5590] ['29', '66', '67'] -> (67 / 66) - 29 mod 73
[5591] ['29', '66', '72'] -> 72 - (29 / 66) mod 73
[5592] ['3', '3', '15'] -> (3 * 3) + 15 mod 73
[5593] ['29', '67', '67'] -> (67 / 29) + 67 mod 73
[5594] ['29', '68', '68'] -> (68 - 29) * 68 mod 73
[5595] ['29', '69', '69'] -> (69 / 29) - 69 mod 73
[5596] ['29', '69', '71'] -> (29 + 69) / 71 mod 73
[5597] ['29', '71', '71'] -> (29 / 71) - 71 mod 73
[5598] ['30', '30', '31'] -> (30 * 31) - 30 mod 73
[5599] ['30', '30', '34'] -> 30 - (34 / 30) mod 73
[5600] ['30', '30', '40'] -> (30 - 40) / 30 mod 73
[5601] ['30', '30', '44'] -> 30 - (30 * 44) mod 73
[5602] ['30', '30', '47'] -> 30 / (30 - 47) mod 73
[5603] ['3', '3', '21'] -> (3 / 21) + 3 mod 73
[5604] ['30', '30', '48'] -> 48 - (30 * 30) mod 73
[5605] ['30', '30', '50'] -> (30 / 30) - 50 mod 73
[5606] ['30', '30', '53'] -> 53 / (30 + 30) mod 73
[5607] ['30', '30', '60'] -> (60 - 30) * 30 mod 73
[5608] ['30', '30', '68'] -> (30 / 68) + 30 mod 73
[5609] ['30', '31', '43'] -> (30 * 31) + 43 mod 73
[5610] ['30', '31', '47'] -> (30 / 47) - 31 mod 73
[5611] ['30', '31', '52'] -> 30 - (31 * 52) mod 73
[5612] ['30', '31', '61'] -> (61 - 31) * 30 mod 73
[5613] ['30', '31', '64'] -> 31 - (64 / 30) mod 73
[5614] ['3', '3', '23'] -> (3 / 3) + 23 mod 73
[5615] ['30', '31', '65'] -> 65 - (30 / 31) mod 73
[5616] ['30', '31', '66'] -> 30 - (31 / 66) mod 73
[5617] ['30', '31', '68'] -> (68 / 31) - 30 mod 73
[5618] ['30', '31', '70'] -> (31 - 30) / 70 mod 73
[5619] ['30', '31', '71'] -> (30 + 31) * 71 mod 73
[5620] ['30', '31', '72'] -> (31 + 72) * 30 mod 73
[5621] ['30', '32', '33'] -> (30 + 32) / 33 mod 73
[5622] ['30', '32', '46'] -> 30 - (46 / 32) mod 73
[5623] ['30', '32', '48'] -> 48 / (32 - 30) mod 73
[5624] ['30', '32', '50'] -> (32 * 50) + 30 mod 73
[5625] ['3', '3', '25'] -> 25 - (3 / 3) mod 73
[5626] ['30', '32', '52'] -> (52 / 30) + 32 mod 73
[5627] ['30', '32', '53'] -> 32 / (30 - 53) mod 73
[5628] ['30', '32', '54'] -> 30 - (32 / 54) mod 73
[5629] ['30', '32', '55'] -> (30 / 32) + 55 mod 73
[5630] ['30', '32', '57'] -> (32 / 30) + 57 mod 73
[5631] ['30', '32', '60'] -> (30 * 32) - 60 mod 73
[5632] ['30', '32', '63'] -> (30 * 63) + 32 mod 73
[5633] ['30', '32', '64'] -> 64 - (32 / 30) mod 73
[5634] ['30', '32', '65'] -> (30 - 65) / 32 mod 73
[5635] ['30', '32', '66'] -> 66 - (30 / 32) mod 73
[5636] ['3', '3', '33'] -> 33 - (3 * 3) mod 73
[5637] ['30', '32', '67'] -> (32 - 30) / 67 mod 73
[5638] ['30', '32', '68'] -> (68 - 30) / 32 mod 73
[5639] ['30', '32', '70'] -> (30 * 70) - 32 mod 73
[5640] ['30', '32', '71'] -> (32 + 71) * 30 mod 73
[5641] ['30', '33', '33'] -> (33 * 33) + 30 mod 73
[5642] ['30', '33', '40'] -> 30 - (33 * 40) mod 73
[5643] ['30', '33', '42'] -> 30 - (33 / 42) mod 73
[5644] ['30', '33', '44'] -> (44 - 30) * 33 mod 73
[5645] ['30', '33', '47'] -> 47 - (33 / 30) mod 73
[5646] ['30', '33', '50'] -> 30 / (33 - 50) mod 73
[5647] ['3', '3', '50'] -> (3 / 3) - 50 mod 73
[5648] ['30', '33', '51'] -> 33 - (51 / 30) mod 73
[5649] ['30', '33', '53'] -> (30 * 53) - 33 mod 73
[5650] ['30', '33', '62'] -> (30 / 62) - 33 mod 73
[5651] ['30', '33', '63'] -> (63 - 33) * 30 mod 73
[5652] ['30', '33', '64'] -> (33 - 30) / 64 mod 73
[5653] ['30', '33', '66'] -> 33 - (30 * 66) mod 73
[5654] ['30', '33', '68'] -> (33 * 68) - 30 mod 73
[5655] ['30', '33', '70'] -> (33 + 70) * 30 mod 73
[5656] ['30', '34', '35'] -> (35 - 30) * 34 mod 73
[5657] ['30', '34', '37'] -> (30 / 34) - 37 mod 73
[5658] ['3', '3', '52'] -> 3 - (3 / 52) mod 73
[5659] ['30', '34', '44'] -> (34 - 44) / 30 mod 73
[5660] ['30', '34', '46'] -> (30 + 34) * 46 mod 73
[5661] ['30', '34', '47'] -> (30 * 34) - 47 mod 73
[5662] ['30', '34', '48'] -> (30 + 48) * 34 mod 73
[5663] ['30', '34', '49'] -> 34 - (30 * 49) mod 73
[5664] ['30', '34', '50'] -> 50 / (30 - 34) mod 73
[5665] ['30', '34', '51'] -> 30 / (34 - 51) mod 73
[5666] ['30', '34', '52'] -> (34 / 52) - 30 mod 73
[5667] ['30', '34', '58'] -> 30 - (58 / 34) mod 73
[5668] ['30', '34', '59'] -> 34 / (30 - 59) mod 73
[5669] ['1', '9', '38'] -> 1 - (38 * 9) mod 73
[5670] ['3', '3', '58'] -> (3 * 3) - 58 mod 73
[5671] ['30', '34', '64'] -> (64 - 34) * 30 mod 73
[5672] ['30', '34', '65'] -> (65 / 30) + 34 mod 73
[5673] ['30', '34', '66'] -> (34 * 66) - 30 mod 73
[5674] ['30', '34', '67'] -> (30 - 34) * 67 mod 73
[5675] ['30', '34', '69'] -> (34 + 69) * 30 mod 73
[5676] ['30', '34', '70'] -> (30 / 70) + 34 mod 73
[5677] ['30', '35', '35'] -> (35 / 30) + 35 mod 73
[5678] ['30', '35', '37'] -> (35 * 37) - 30 mod 73
[5679] ['30', '35', '39'] -> (30 - 35) * 39 mod 73
[5680] ['30', '35', '45'] -> (35 - 45) / 30 mod 73
[5681] ['3', '3', '61'] -> 3 / (3 + 61) mod 73
[5682] ['30', '35', '46'] -> (30 - 46) * 35 mod 73
[5683] ['30', '35', '47'] -> 47 / (35 - 30) mod 73
[5684] ['30', '35', '50'] -> (30 / 50) - 35 mod 73
[5685] ['30', '35', '55'] -> (35 / 55) + 30 mod 73
[5686] ['30', '35', '57'] -> (30 / 57) + 35 mod 73
[5687] ['30', '35', '58'] -> (35 - 30) / 58 mod 73
[5688] ['30', '35', '64'] -> 30 - (64 / 35) mod 73
[5689] ['30', '35', '66'] -> (30 - 66) / 35 mod 73
[5690] ['30', '35', '67'] -> (67 - 30) / 35 mod 73
[5691] ['30', '35', '68'] -> (35 + 68) * 30 mod 73
[5692] ['3', '3', '63'] -> (63 / 3) + 3 mod 73
[5693] ['30', '35', '70'] -> (30 + 35) * 70 mod 73
[5694] ['30', '35', '71'] -> 35 / (71 - 30) mod 73
[5695] ['30', '36', '38'] -> (36 * 38) - 30 mod 73
[5696] ['30', '36', '48'] -> (48 / 30) - 36 mod 73
[5697] ['30', '36', '51'] -> 51 / (30 + 36) mod 73
[5698] ['30', '36', '52'] -> (36 / 30) + 52 mod 73
[5699] ['30', '36', '53'] -> 30 / (36 - 53) mod 73
[5700] ['30', '36', '61'] -> 30 - (36 * 61) mod 73
[5701] ['30', '36', '62'] -> (30 / 36) - 62 mod 73
[5702] ['30', '36', '65'] -> 36 / (30 - 65) mod 73
[5703] ['3', '3', '65'] -> (3 / 65) - 3 mod 73
[5704] ['30', '36', '66'] -> (66 - 36) * 30 mod 73
[5705] ['30', '36', '70'] -> 30 - (70 / 36) mod 73
[5706] ['30', '36', '71'] -> 71 / (36 - 30) mod 73
[5707] ['30', '37', '37'] -> (30 / 37) + 37 mod 73
[5708] ['30', '37', '47'] -> (37 - 47) / 30 mod 73
[5709] ['30', '37', '51'] -> 51 / (30 - 37) mod 73
[5710] ['30', '37', '54'] -> 30 / (37 - 54) mod 73
[5711] ['30', '37', '58'] -> (30 * 58) - 37 mod 73
[5712] ['30', '37', '61'] -> (37 * 61) + 30 mod 73
[5713] ['30', '37', '64'] -> (30 * 37) - 64 mod 73
[5714] ['3', '3', '66'] -> 3 - (3 * 66) mod 73
[5715] ['30', '37', '65'] -> 37 / (65 - 30) mod 73
[5716] ['30', '37', '70'] -> (70 / 37) + 30 mod 73
[5717] ['30', '37', '71'] -> 37 - (30 * 71) mod 73
[5718] ['30', '38', '39'] -> (30 + 38) * 39 mod 73
[5719] ['30', '38', '48'] -> (38 - 48) / 30 mod 73
[5720] ['30', '38', '49'] -> (38 - 30) / 49 mod 73
[5721] ['30', '38', '50'] -> (30 / 50) + 38 mod 73
[5722] ['30', '38', '52'] -> (30 * 38) + 52 mod 73
[5723] ['30', '38', '54'] -> 38 - (30 * 54) mod 73
[5724] ['30', '38', '59'] -> (30 + 59) * 38 mod 73
[5725] ['3', '3', '67'] -> 3 / (67 - 3) mod 73
[5726] ['30', '38', '60'] -> (38 / 30) - 60 mod 73
[5727] ['30', '38', '62'] -> 38 / (62 - 30) mod 73
[5728] ['30', '38', '64'] -> (64 / 38) + 30 mod 73
[5729] ['30', '38', '65'] -> (38 + 65) * 30 mod 73
[5730] ['30', '38', '66'] -> (66 - 30) / 38 mod 73
[5731] ['30', '38', '67'] -> (30 - 67) / 38 mod 73
[5732] ['30', '38', '68'] -> (68 - 38) * 30 mod 73
[5733] ['30', '38', '70'] -> (30 - 38) * 70 mod 73
[5734] ['30', '39', '49'] -> (39 - 49) / 30 mod 73
[5735] ['30', '39', '50'] -> 50 / (30 + 39) mod 73
[5736] ['3', '3', '68'] -> (3 - 68) * 3 mod 73
[5737] ['30', '39', '51'] -> (30 * 39) - 51 mod 73
[5738] ['30', '39', '59'] -> 39 / (59 - 30) mod 73
[5739] ['30', '39', '62'] -> (62 / 39) - 30 mod 73
[5740] ['30', '39', '64'] -> (39 + 64) * 30 mod 73
[5741] ['30', '39', '65'] -> (65 / 30) - 39 mod 73
[5742] ['30', '39', '71'] -> (30 / 71) + 39 mod 73
[5743] ['30', '39', '72'] -> 39 / (30 + 72) mod 73
[5744] ['30', '40', '40'] -> (40 * 40) + 30 mod 73
[5745] ['30', '40', '41'] -> (41 - 30) / 40 mod 73
[5746] ['30', '40', '47'] -> (40 / 30) + 47 mod 73
[5747] ['3', '3', '69'] -> (3 + 69) / 3 mod 73
[5748] ['30', '40', '53'] -> (30 * 53) + 40 mod 73
[5749] ['30', '40', '54'] -> (30 + 54) / 40 mod 73
[5750] ['30', '40', '57'] -> 30 / (40 - 57) mod 73
[5751] ['30', '40', '62'] -> (30 / 62) + 40 mod 73
[5752] ['30', '40', '63'] -> (40 + 63) * 30 mod 73
[5753] ['30', '40', '68'] -> (30 / 40) - 68 mod 73
[5754] ['30', '40', '70'] -> (70 - 40) * 30 mod 73
[5755] ['30', '41', '42'] -> (41 - 30) * 42 mod 73
[5756] ['30', '41', '45'] -> 45 / (41 - 30) mod 73
[5757] ['30', '41', '46'] -> (46 / 41) + 30 mod 73
[5758] ['3', '3', '71'] -> 71 / (3 + 3) mod 73
[5759] ['30', '41', '50'] -> 30 - (41 * 50) mod 73
[5760] ['30', '41', '52'] -> (52 / 30) - 41 mod 73
[5761] ['30', '41', '54'] -> (41 / 54) + 30 mod 73
[5762] ['30', '41', '55'] -> 55 - (30 / 41) mod 73
[5763] ['30', '41', '57'] -> 57 - (41 / 30) mod 73
[5764] ['30', '41', '58'] -> 30 / (41 - 58) mod 73
[5765] ['30', '41', '61'] -> (30 + 41) * 61 mod 73
[5766] ['30', '41', '63'] -> (30 * 63) - 41 mod 73
[5767] ['30', '41', '64'] -> (41 / 30) + 64 mod 73
[5768] ['30', '41', '65'] -> (65 - 30) / 41 mod 73
[5769] ['3', '4', '4'] -> (4 + 4) * 3 mod 73
[5770] ['30', '41', '67'] -> (41 / 67) - 30 mod 73
[5771] ['30', '41', '68'] -> (30 - 68) / 41 mod 73
[5772] ['30', '41', '70'] -> (30 * 70) + 41 mod 73
[5773] ['30', '41', '71'] -> (71 - 41) * 30 mod 73
[5774] ['30', '41', '72'] -> 41 - (72 / 30) mod 73
[5775] ['30', '42', '46'] -> (30 * 46) - 42 mod 73
[5776] ['30', '42', '47'] -> (30 / 47) + 42 mod 73
[5777] ['30', '42', '54'] -> (30 + 54) * 42 mod 73
[5778] ['30', '42', '56'] -> 56 - (30 / 42) mod 73
[5779] ['30', '42', '63'] -> 42 / (30 + 63) mod 73
[5780] ['1', '9', '39'] -> (1 / 39) + 9 mod 73
[5781] ['3', '4', '9'] -> (9 - 3) * 4 mod 73
[5782] ['30', '42', '66'] -> (42 / 66) + 30 mod 73
[5783] ['30', '42', '68'] -> (30 * 42) - 68 mod 73
[5784] ['30', '42', '69'] -> 69 / (42 - 30) mod 73
[5785] ['30', '42', '71'] -> (30 - 42) * 71 mod 73
[5786] ['30', '42', '72'] -> (72 - 42) * 30 mod 73
[5787] ['30', '43', '44'] -> (43 * 44) + 30 mod 73
[5788] ['30', '43', '47'] -> 43 / (47 - 30) mod 73
[5789] ['30', '43', '58'] -> (43 - 30) * 58 mod 73
[5790] ['30', '44', '44'] -> 44 / (44 - 30) mod 73
[5791] ['30', '44', '45'] -> 30 - (45 / 44) mod 73
[5792] ['3', '4', '15'] -> 4 / (3 - 15) mod 73
[5793] ['30', '44', '48'] -> (30 * 48) + 44 mod 73
[5794] ['30', '44', '51'] -> (44 * 51) - 30 mod 73
[5795] ['30', '44', '53'] -> (30 / 44) - 53 mod 73
[5796] ['30', '44', '59'] -> (44 + 59) * 30 mod 73
[5797] ['30', '44', '64'] -> (64 - 30) / 44 mod 73
[5798] ['30', '44', '67'] -> (30 / 67) - 44 mod 73
[5799] ['30', '44', '70'] -> (30 + 44) / 70 mod 73
[5800] ['30', '45', '46'] -> 45 - (46 / 30) mod 73
[5801] ['30', '45', '48'] -> 48 / (30 + 45) mod 73
[5802] ['30', '45', '49'] -> 49 - (30 / 45) mod 73
[5803] ['3', '4', '20'] -> (20 + 3) / 4 mod 73
[5804] ['30', '45', '50'] -> (50 - 30) * 45 mod 73
[5805] ['30', '45', '54'] -> 45 / (30 + 54) mod 73
[5806] ['30', '45', '55'] -> (45 - 55) / 30 mod 73
[5807] ['30', '45', '58'] -> (45 + 58) * 30 mod 73
[5808] ['30', '45', '59'] -> (45 / 30) + 59 mod 73
[5809] ['30', '45', '63'] -> (30 + 63) * 45 mod 73
[5810] ['30', '45', '65'] -> (30 * 65) + 45 mod 73
[5811] ['30', '45', '67'] -> (30 + 45) / 67 mod 73
[5812] ['30', '45', '72'] -> (30 / 45) + 72 mod 73
[5813] ['30', '46', '48'] -> (30 - 46) / 48 mod 73
[5814] ['3', '4', '22'] -> 22 / (3 + 4) mod 73
[5815] ['30', '46', '54'] -> 54 / (30 - 46) mod 73
[5816] ['30', '46', '71'] -> (46 * 71) - 30 mod 73
[5817] ['30', '46', '72'] -> 72 / (30 + 46) mod 73
[5818] ['30', '47', '47'] -> 47 - (30 * 47) mod 73
[5819] ['30', '47', '48'] -> 47 / (30 + 48) mod 73
[5820] ['30', '47', '51'] -> (30 - 47) / 51 mod 73
[5821] ['30', '47', '57'] -> (47 - 57) / 30 mod 73
[5822] ['30', '47', '58'] -> (30 / 58) - 47 mod 73
[5823] ['30', '47', '62'] -> (47 * 62) + 30 mod 73
[5824] ['30', '47', '64'] -> 30 / (47 - 64) mod 73
[5825] ['3', '4', '28'] -> (4 / 28) + 3 mod 73
[5826] ['30', '47', '70'] -> (30 - 70) / 47 mod 73
[5827] ['30', '47', '72'] -> (30 * 47) - 72 mod 73
[5828] ['30', '48', '50'] -> (48 - 30) * 50 mod 73
[5829] ['30', '48', '52'] -> 52 - (30 / 48) mod 73
[5830] ['30', '48', '55'] -> (48 + 55) * 30 mod 73
[5831] ['30', '48', '56'] -> 48 - (30 / 56) mod 73
[5832] ['30', '48', '63'] -> 48 - (63 / 30) mod 73
[5833] ['30', '48', '64'] -> 30 - (48 * 64) mod 73
[5834] ['30', '48', '66'] -> (30 - 66) * 48 mod 73
[5835] ['30', '49', '51'] -> (30 + 51) / 49 mod 73
[5836] ['3', '4', '33'] -> (3 / 33) + 4 mod 73
[5837] ['30', '49', '53'] -> (53 / 30) + 49 mod 73
[5838] ['30', '49', '57'] -> (30 - 49) / 57 mod 73
[5839] ['30', '49', '60'] -> (30 * 60) + 49 mod 73
[5840] ['30', '49', '67'] -> 67 - (49 / 30) mod 73
[5841] ['30', '49', '69'] -> 30 - (49 / 69) mod 73
[5842] ['30', '50', '50'] -> 50 - (50 / 30) mod 73
[5843] ['30', '50', '52'] -> (30 + 50) / 52 mod 73
[5844] ['30', '50', '53'] -> (50 + 53) * 30 mod 73
[5845] ['30', '50', '61'] -> (30 + 61) * 50 mod 73
[5846] ['30', '50', '62'] -> (62 - 30) / 50 mod 73
[5847] ['3', '4', '34'] -> (3 / 34) - 4 mod 73
[5848] ['30', '50', '64'] -> 64 - (30 * 50) mod 73
[5849] ['30', '50', '65'] -> (65 / 50) + 30 mod 73
[5850] ['30', '50', '66'] -> (30 + 50) * 66 mod 73
[5851] ['30', '50', '67'] -> 30 / (50 - 67) mod 73
[5852] ['30', '50', '72'] -> (72 / 50) - 30 mod 73
[5853] ['30', '51', '51'] -> (30 - 51) * 51 mod 73
[5854] ['30', '51', '53'] -> (53 / 51) - 30 mod 73
[5855] ['30', '51', '58'] -> (51 / 30) - 58 mod 73
[5856] ['30', '51', '59'] -> (59 / 51) + 30 mod 73
[5857] ['30', '51', '61'] -> (51 - 61) / 30 mod 73
[5858] ['3', '4', '35'] -> (35 / 4) - 3 mod 73
[5859] ['30', '51', '63'] -> (30 - 51) / 63 mod 73
[5860] ['30', '51', '68'] -> 30 / (51 - 68) mod 73
[5861] ['30', '52', '52'] -> (30 - 52) * 52 mod 73
[5862] ['30', '52', '53'] -> (53 / 52) + 30 mod 73
[5863] ['30', '52', '56'] -> 56 / (30 - 52) mod 73
[5864] ['30', '52', '60'] -> (52 * 60) - 30 mod 73
[5865] ['30', '52', '62'] -> (52 - 62) / 30 mod 73
[5866] ['30', '52', '66'] -> (30 - 52) / 66 mod 73
[5867] ['30', '52', '69'] -> 30 / (52 - 69) mod 73
[5868] ['30', '53', '58'] -> (58 - 30) * 53 mod 73
[5869] ['3', '4', '36'] -> 36 - (3 * 4) mod 73
[5870] ['30', '53', '61'] -> (61 - 30) / 53 mod 73
[5871] ['30', '53', '62'] -> (30 / 53) + 62 mod 73
[5872] ['30', '53', '66'] -> (53 * 66) + 30 mod 73
[5873] ['30', '53', '67'] -> 53 - (67 / 30) mod 73
[5874] ['30', '53', '70'] -> 30 / (53 - 70) mod 73
[5875] ['30', '53', '71'] -> (30 + 71) * 53 mod 73
[5876] ['30', '54', '55'] -> 55 - (54 / 30) mod 73
[5877] ['30', '54', '57'] -> 57 - (30 / 54) mod 73
[5878] ['30', '54', '61'] -> (30 * 61) - 54 mod 73
[5879] ['30', '54', '63'] -> (30 * 54) - 63 mod 73
[5880] ['3', '4', '38'] -> (4 / 38) - 3 mod 73
[5881] ['30', '54', '66'] -> (54 / 30) + 66 mod 73
[5882] ['30', '54', '69'] -> (69 / 54) - 30 mod 73
[5883] ['30', '55', '63'] -> (55 / 30) - 63 mod 73
[5884] ['30', '55', '65'] -> (55 - 65) / 30 mod 73
[5885] ['30', '55', '66'] -> (30 + 66) * 55 mod 73
[5886] ['30', '55', '68'] -> 68 - (30 * 55) mod 73
[5887] ['30', '55', '69'] -> 69 / (30 + 55) mod 73
[5888] ['30', '56', '60'] -> (60 - 30) / 56 mod 73
[5889] ['30', '56', '64'] -> (64 / 30) - 56 mod 73
[5890] ['30', '56', '66'] -> (56 - 66) / 30 mod 73
[5891] ['1', '9', '43'] -> (1 + 9) / 43 mod 73
[5892] ['3', '4', '40'] -> 4 - (3 / 40) mod 73
[5893] ['30', '56', '68'] -> (56 - 30) / 68 mod 73
[5894] ['30', '57', '66'] -> (30 * 57) + 66 mod 73
[5895] ['30', '57', '67'] -> (57 - 67) / 30 mod 73
[5896] ['30', '57', '68'] -> (30 - 68) * 57 mod 73
[5897] ['30', '57', '72'] -> 30 / (57 + 72) mod 73
[5898] ['30', '58', '62'] -> (58 - 30) / 62 mod 73
[5899] ['30', '58', '67'] -> (30 * 67) + 58 mod 73
[5900] ['30', '59', '59'] -> (59 - 30) / 59 mod 73
[5901] ['30', '59', '61'] -> 59 / (30 - 61) mod 73
[5902] ['30', '60', '60'] -> (30 / 60) + 60 mod 73
[5903] ['3', '4', '42'] -> 4 - (3 * 42) mod 73
[5904] ['30', '60', '61'] -> 61 - (30 / 60) mod 73
[5905] ['30', '60', '64'] -> 60 / (30 - 64) mod 73
[5906] ['30', '60', '68'] -> 30 - (68 / 60) mod 73
[5907] ['30', '60', '70'] -> (60 - 70) / 30 mod 73
[5908] ['30', '60', '72'] -> 72 - (30 * 60) mod 73
[5909] ['30', '61', '62'] -> (61 - 30) * 62 mod 73
[5910] ['30', '61', '63'] -> (30 / 61) + 63 mod 73
[5911] ['30', '61', '72'] -> (72 / 61) + 30 mod 73
[5912] ['30', '62', '62'] -> (30 * 62) + 62 mod 73
[5913] ['30', '62', '66'] -> (66 / 62) + 30 mod 73
[5914] ['3', '4', '43'] -> 43 - (3 / 4) mod 73
[5915] ['30', '62', '67'] -> 30 / (62 + 67) mod 73
[5916] ['30', '62', '70'] -> 62 / (30 - 70) mod 73
[5917] ['30', '63', '66'] -> 30 / (63 + 66) mod 73
[5918] ['30', '63', '67'] -> 63 - (30 * 67) mod 73
[5919] ['30', '63', '71'] -> (71 / 30) + 63 mod 73
[5920] ['30', '64', '65'] -> 30 / (64 + 65) mod 73
[5921] ['30', '64', '67'] -> (64 * 67) - 30 mod 73
[5922] ['30', '64', '68'] -> (30 - 64) * 68 mod 73
[5923] ['30', '64', '71'] -> (30 * 64) - 71 mod 73
[5924] ['30', '64', '72'] -> (64 + 72) / 30 mod 73
[5925] ['3', '4', '45'] -> 3 - (4 / 45) mod 73
[5926] ['30', '65', '67'] -> 65 / (30 + 67) mod 73
[5927] ['30', '65', '70'] -> (30 + 70) / 65 mod 73
[5928] ['30', '67', '69'] -> (67 + 69) / 30 mod 73
[5929] ['30', '68', '68'] -> (68 + 68) / 30 mod 73
