[1] ['1', '1', '4'] -> 1 / (1 - 4) mod 73
[7721] ['37', '60', '65'] -> 65 / (37 + 60) mod 73
[7722] ['37', '60', '67'] -> (37 * 60) + 67 mod 73
[7723] ['37', '60', '68'] -> (60 / 68) - 37 mod 73
[7724] ['3', '12', '55'] -> (3 / 55) + 12 mod 73
[7725] ['37', '60', '69'] -> (37 - 60) / 69 mod 73
[7726] ['37', '61', '63'] -> 37 - (63 / 61) mod 73
[7727] ['37', '61', '65'] -> 65 / (61 - 37) mod 73
[7728] ['37', '61', '68'] -> (61 * 68) + 37 mod 73
[7729] ['37', '61', '70'] -> (37 / 70) - 61 mod 73
[7730] ['37', '62', '64'] -> (37 + 64) / 62 mod 73
[7731] ['37', '62', '65'] -> (65 - 37) / 62 mod 73
[7732] ['37', '62', '67'] -> (37 + 67) * 62 mod 73
[7733] ['37', '62', '69'] -> 62 / (37 + 69) mod 73
[7734] ['37', '63', '64'] -> 64 / (37 + 63) mod 73
[7735] ['3', '12', '57'] -> (12 * 57) - 3 mod 73
[7736] ['37', '63', '65'] -> (37 + 63) / 65 mod 73
[7737] ['37', '63', '66'] -> 63 / (37 + 66) mod 73
[7738] ['37', '64', '66'] -> (37 * 66) + 64 mod 73
[7739] ['37', '65', '65'] -> 65 - (37 / 65) mod 73
[7740] ['37', '66', '71'] -> (37 / 66) + 71 mod 73
[7741] ['37', '67', '68'] -> 37 - (68 / 67) mod 73
[7742] ['37', '67', '72'] -> (72 / 67) - 37 mod 73
[7743] ['37', '68', '71'] -> (37 - 71) * 68 mod 73
[7744] ['38', '38', '39'] -> (38 / 39) + 38 mod 73
[7745] ['38', '38', '40'] -> (38 * 38) + 40 mod 73
[7746] ['3', '12', '62'] -> 3 - (12 / 62) mod 73
[7747] ['38', '38', '43'] -> (38 / 43) - 38 mod 73
[7748] ['38', '38', '50'] -> (38 / 38) - 50 mod 73
[7749] ['38', '38', '51'] -> (38 + 51) * 38 mod 73
[7750] ['38', '38', '58'] -> 38 - (38 * 58) mod 73
[7751] ['38', '38', '64'] -> (38 + 38) / 64 mod 73
[7752] ['38', '38', '67'] -> 38 / (38 + 67) mod 73
[7753] ['38', '38', '71'] -> (38 + 71) / 38 mod 73
[7754] ['38', '38', '72'] -> 72 / (38 + 38) mod 73
[7755] ['38', '39', '43'] -> (38 - 43) * 39 mod 73
[7756] ['38', '39', '46'] -> 46 - (38 * 39) mod 73
[7757] ['3', '12', '66'] -> (3 + 66) / 12 mod 73
[7758] ['38', '39', '54'] -> (39 * 54) - 38 mod 73
[7759] ['38', '39', '55'] -> (55 - 39) * 38 mod 73
[7760] ['38', '39', '58'] -> (58 / 38) - 39 mod 73
[7761] ['38', '39', '59'] -> 39 - (59 / 38) mod 73
[7762] ['38', '39', '61'] -> (38 + 39) / 61 mod 73
[7763] ['38', '39', '63'] -> (38 * 63) + 39 mod 73
[7764] ['38', '39', '65'] -> (39 / 65) + 38 mod 73
[7765] ['38', '39', '66'] -> 38 / (39 + 66) mod 73
[7766] ['38', '39', '67'] -> 39 / (67 - 38) mod 73
[7767] ['38', '40', '55'] -> 38 - (40 / 55) mod 73
[7768] ['3', '12', '67'] -> (3 / 67) - 12 mod 73
[7769] ['38', '40', '58'] -> (38 + 40) / 58 mod 73
[7770] ['38', '40', '64'] -> 40 / (64 - 38) mod 73
[7771] ['38', '40', '65'] -> 38 / (40 + 65) mod 73
[7772] ['38', '40', '71'] -> (71 / 40) - 38 mod 73
[7773] ['38', '40', '72'] -> 38 / (72 - 40) mod 73
[7774] ['38', '41', '44'] -> (41 / 44) + 38 mod 73
[7775] ['38', '41', '45'] -> (38 / 45) + 41 mod 73
[7776] ['38', '41', '49'] -> 49 - (38 * 41) mod 73
[7777] ['38', '41', '50'] -> (38 / 50) - 41 mod 73
[7778] ['38', '41', '56'] -> (41 / 56) - 38 mod 73
[7779] ['1', '2', '47'] -> (1 + 47) / 2 mod 73
[7780] ['1', '10', '53'] -> (1 - 53) / 10 mod 73
[7781] ['3', '12', '68'] -> 68 / (12 + 3) mod 73
[7782] ['38', '41', '58'] -> 41 / (38 + 58) mod 73
[7783] ['38', '41', '62'] -> 41 - (62 / 38) mod 73
[7784] ['38', '41', '63'] -> 38 - (63 / 41) mod 73
[7785] ['38', '41', '65'] -> (38 - 41) * 65 mod 73
[7786] ['38', '41', '70'] -> (38 + 70) / 41 mod 73
[7787] ['38', '42', '44'] -> (38 * 44) - 42 mod 73
[7788] ['38', '42', '47'] -> (42 + 47) * 38 mod 73
[7789] ['38', '42', '50'] -> 50 / (38 - 42) mod 73
[7790] ['38', '42', '55'] -> 42 / (38 + 55) mod 73
[7791] ['38', '42', '63'] -> 38 / (42 + 63) mod 73
[7792] ['3', '12', '70'] -> 70 / (12 - 3) mod 73
[7793] ['38', '42', '66'] -> (38 + 42) * 66 mod 73
[7794] ['38', '42', '70'] -> (42 / 70) + 38 mod 73
[7795] ['38', '42', '71'] -> (42 * 71) - 38 mod 73
[7796] ['38', '43', '45'] -> (38 + 45) / 43 mod 73
[7797] ['38', '43', '47'] -> 47 / (43 - 38) mod 73
[7798] ['38', '43', '48'] -> (48 - 38) / 43 mod 73
[7799] ['38', '43', '49'] -> (38 + 43) / 49 mod 73
[7800] ['38', '43', '50'] -> 38 - (43 / 50) mod 73
[7801] ['38', '43', '58'] -> (43 - 38) / 58 mod 73
[7802] ['38', '43', '59'] -> (59 - 43) * 38 mod 73
[7803] ['3', '13', '13'] -> 13 - (3 / 13) mod 73
[7804] ['38', '43', '64'] -> (64 / 38) - 43 mod 73
[7805] ['38', '43', '65'] -> 43 - (65 / 38) mod 73
[7806] ['38', '43', '66'] -> (43 + 66) / 38 mod 73
[7807] ['38', '43', '68'] -> (38 - 68) * 43 mod 73
[7808] ['38', '43', '71'] -> (38 / 71) + 43 mod 73
[7809] ['38', '44', '45'] -> (44 + 45) * 38 mod 73
[7810] ['38', '44', '46'] -> (38 + 44) / 46 mod 73
[7811] ['38', '44', '52'] -> 44 / (52 - 38) mod 73
[7812] ['38', '44', '54'] -> (44 / 38) - 54 mod 73
[7813] ['38', '44', '60'] -> (60 - 44) * 38 mod 73
[7814] ['3', '13', '15'] -> (13 * 3) - 15 mod 73
[7815] ['38', '44', '61'] -> 38 / (44 + 61) mod 73
[7816] ['38', '44', '62'] -> 44 - (38 * 62) mod 73
[7817] ['38', '44', '64'] -> (38 - 64) * 44 mod 73
[7818] ['38', '44', '65'] -> (44 + 65) / 38 mod 73
[7819] ['38', '44', '68'] -> 68 - (38 / 44) mod 73
[7820] ['38', '44', '71'] -> 71 / (44 - 38) mod 73
[7821] ['38', '44', '72'] -> (72 - 38) / 44 mod 73
[7822] ['38', '45', '47'] -> 45 - (38 / 47) mod 73
[7823] ['38', '45', '52'] -> (45 - 38) / 52 mod 73
[7824] ['38', '45', '54'] -> 54 - (45 / 38) mod 73
[7825] ['3', '13', '22'] -> 3 / (13 - 22) mod 73
[7826] ['38', '45', '58'] -> (58 - 38) * 45 mod 73
[7827] ['38', '45', '60'] -> 38 / (45 + 60) mod 73
[7828] ['38', '45', '61'] -> (61 - 45) * 38 mod 73
[7829] ['38', '45', '64'] -> (45 + 64) / 38 mod 73
[7830] ['38', '45', '68'] -> 45 - (68 / 38) mod 73
[7831] ['38', '45', '71'] -> 38 - (45 / 71) mod 73
[7832] ['38', '46', '46'] -> 46 / (46 - 38) mod 73
[7833] ['38', '46', '49'] -> (46 - 38) / 49 mod 73
[7834] ['38', '46', '53'] -> (38 / 46) - 53 mod 73
[7835] ['38', '46', '58'] -> (38 / 58) + 46 mod 73
[7836] ['3', '13', '23'] -> (23 - 3) / 13 mod 73
[7837] ['38', '46', '59'] -> 38 / (46 + 59) mod 73
[7838] ['38', '46', '62'] -> (62 - 46) * 38 mod 73
[7839] ['38', '46', '63'] -> (46 + 63) / 38 mod 73
[7840] ['38', '46', '68'] -> (46 * 68) - 38 mod 73
[7841] ['38', '46', '70'] -> (38 - 46) * 70 mod 73
[7842] ['38', '46', '71'] -> (38 * 71) - 46 mod 73
[7843] ['38', '47', '50'] -> 38 - (47 * 50) mod 73
[7844] ['38', '47', '56'] -> (47 / 38) - 56 mod 73
[7845] ['38', '47', '62'] -> (47 + 62) / 38 mod 73
[7846] ['38', '47', '64'] -> 47 - (38 * 64) mod 73
[7847] ['3', '13', '25'] -> (13 + 3) / 25 mod 73
[7848] ['38', '47', '68'] -> (38 + 68) / 47 mod 73
[7849] ['38', '47', '69'] -> 69 / (38 + 47) mod 73
[7850] ['38', '47', '72'] -> (72 / 47) + 38 mod 73
[7851] ['38', '48', '48'] -> (38 * 48) - 48 mod 73
[7852] ['38', '48', '53'] -> (48 * 53) - 38 mod 73
[7853] ['38', '48', '54'] -> (38 - 54) / 48 mod 73
[7854] ['38', '48', '61'] -> (48 + 61) / 38 mod 73
[7855] ['38', '48', '64'] -> (64 - 48) * 38 mod 73
[7856] ['38', '48', '66'] -> 38 - (48 / 66) mod 73
[7857] ['38', '48', '72'] -> (38 + 72) * 48 mod 73
[7858] ['3', '13', '30'] -> (3 - 13) / 30 mod 73
[7859] ['38', '49', '57'] -> 49 - (38 / 57) mod 73
[7860] ['38', '49', '61'] -> 61 - (38 * 49) mod 73
[7861] ['38', '49', '72'] -> (72 / 38) + 49 mod 73
[7862] ['38', '50', '51'] -> (38 * 50) - 51 mod 73
[7863] ['38', '50', '52'] -> 50 - (38 / 52) mod 73
[7864] ['38', '50', '53'] -> (38 + 53) * 50 mod 73
[7865] ['38', '50', '55'] -> 38 / (50 + 55) mod 73
[7866] ['38', '50', '56'] -> (56 - 38) * 50 mod 73
[7867] ['38', '50', '58'] -> (50 / 38) - 58 mod 73
[7868] ['38', '50', '60'] -> (38 + 50) * 60 mod 73
[7869] ['3', '13', '35'] -> (3 / 13) + 35 mod 73
[7870] ['38', '50', '68'] -> 68 / (38 + 50) mod 73
[7871] ['38', '50', '69'] -> 69 / (50 - 38) mod 73
[7872] ['38', '50', '71'] -> (38 - 50) * 71 mod 73
[7873] ['38', '51', '53'] -> 53 / (38 - 51) mod 73
[7874] ['38', '51', '54'] -> 38 / (51 + 54) mod 73
[7875] ['38', '51', '61'] -> 38 - (51 / 61) mod 73
[7876] ['38', '51', '63'] -> (51 / 38) + 63 mod 73
[7877] ['38', '51', '64'] -> 64 - (38 * 51) mod 73
[7878] ['38', '52', '53'] -> 38 / (52 + 53) mod 73
[7879] ['38', '52', '54'] -> (38 * 52) - 54 mod 73
[7880] ['3', '13', '37'] -> 13 / (37 - 3) mod 73
[7881] ['38', '52', '55'] -> (52 / 55) - 38 mod 73
[7882] ['38', '52', '56'] -> (38 / 56) + 52 mod 73
[7883] ['38', '52', '57'] -> (52 + 57) / 38 mod 73
[7884] ['38', '52', '60'] -> (38 - 60) * 52 mod 73
[7885] ['38', '53', '54'] -> (38 * 53) + 54 mod 73
[7886] ['38', '53', '56'] -> (53 + 56) / 38 mod 73
[7887] ['38', '53', '61'] -> (61 / 53) + 38 mod 73
[7888] ['38', '53', '63'] -> (38 + 63) * 53 mod 73
[7889] ['38', '53', '65'] -> 38 - (53 * 65) mod 73
[7890] ['38', '54', '54'] -> 54 / (38 - 54) mod 73
[7891] ['1', '10', '57'] -> (1 - 57) * 10 mod 73
[7892] ['3', '13', '42'] -> 13 / (3 - 42) mod 73
[7893] ['38', '54', '55'] -> (54 + 55) / 38 mod 73
[7894] ['38', '54', '57'] -> (38 * 54) - 57 mod 73
[7895] ['38', '54', '60'] -> 60 - (54 / 38) mod 73
[7896] ['38', '54', '62'] -> (38 / 62) + 54 mod 73
[7897] ['38', '54', '63'] -> (63 / 54) - 38 mod 73
[7898] ['38', '54', '66'] -> (38 / 66) - 54 mod 73
[7899] ['38', '55', '56'] -> 38 - (55 * 56) mod 73
[7900] ['38', '55', '57'] -> 55 / (38 - 57) mod 73
[7901] ['38', '55', '58'] -> (38 + 58) * 55 mod 73
[7902] ['38', '55', '60'] -> (38 / 60) + 55 mod 73
[7903] ['3', '13', '43'] -> (13 - 3) / 43 mod 73
[7904] ['38', '55', '61'] -> (61 - 38) * 55 mod 73
[7905] ['38', '55', '68'] -> (55 / 68) - 38 mod 73
[7906] ['38', '55', '70'] -> 70 - (38 * 55) mod 73
[7907] ['38', '56', '62'] -> (56 / 38) - 62 mod 73
[7908] ['38', '56', '65'] -> (38 + 65) / 56 mod 73
[7909] ['38', '56', '66'] -> 66 / (38 + 56) mod 73
[7910] ['38', '56', '72'] -> (72 - 56) * 38 mod 73
[7911] ['38', '57', '57'] -> (38 - 57) / 57 mod 73
[7912] ['38', '57', '59'] -> (57 / 38) + 59 mod 73
[7913] ['38', '57', '62'] -> 62 - (57 / 38) mod 73
[7914] ['3', '13', '44'] -> (13 / 3) + 44 mod 73
[7915] ['38', '57', '70'] -> (38 + 70) * 57 mod 73
[7916] ['38', '58', '59'] -> (38 / 59) + 58 mod 73
[7917] ['38', '58', '60'] -> (38 - 58) / 60 mod 73
[7918] ['38', '58', '61'] -> (38 / 61) - 58 mod 73
[7919] ['38', '58', '63'] -> (38 * 58) - 63 mod 73
[7920] ['38', '59', '61'] -> (59 / 61) - 38 mod 73
[7921] ['38', '59', '65'] -> 65 / (38 + 59) mod 73
[7922] ['38', '59', '66'] -> 66 / (59 - 38) mod 73
[7923] ['38', '59', '67'] -> (67 - 38) / 59 mod 73
[7924] ['38', '59', '69'] -> 59 / (38 - 69) mod 73
[7925] ['3', '13', '45'] -> 13 - (3 * 45) mod 73
[7926] ['38', '59', '71'] -> (38 - 71) * 59 mod 73
[7927] ['38', '60', '64'] -> 64 - (60 / 38) mod 73
[7928] ['38', '61', '62'] -> (61 * 62) + 38 mod 73
[7929] ['38', '61', '64'] -> (38 / 64) - 61 mod 73
[7930] ['38', '61', '68'] -> (38 + 61) / 68 mod 73
[7931] ['38', '61', '69'] -> (38 - 61) / 69 mod 73
[7932] ['38', '62', '63'] -> (38 + 63) / 62 mod 73
[7933] ['38', '62', '64'] -> 64 / (38 + 62) mod 73
[7934] ['38', '62', '68'] -> 62 / (38 + 68) mod 73
[7935] ['38', '62', '71'] -> 62 / (71 - 38) mod 73
[7936] ['3', '13', '47'] -> (13 * 47) - 3 mod 73
[7937] ['38', '63', '64'] -> 64 - (38 / 63) mod 73
[7938] ['38', '63', '65'] -> 63 / (38 + 65) mod 73
[7939] ['38', '63', '66'] -> 66 - (63 / 38) mod 73
[7940] ['38', '63', '67'] -> (67 / 63) + 38 mod 73
[7941] ['38', '63', '68'] -> 63 / (68 - 38) mod 73
[7942] ['38', '63', '71'] -> (63 - 38) / 71 mod 73
[7943] ['38', '64', '72'] -> (38 * 64) - 72 mod 73
[7944] ['38', '65', '65'] -> (65 - 38) / 65 mod 73
[7945] ['38', '65', '68'] -> (65 / 38) - 68 mod 73
[7946] ['38', '66', '67'] -> (66 / 67) - 38 mod 73
[7947] ['3', '13', '51'] -> 3 / (13 + 51) mod 73
[7948] ['38', '68', '68'] -> (38 * 68) + 68 mod 73
[7949] ['38', '68', '72'] -> (38 - 72) * 68 mod 73
[7950] ['38', '71', '72'] -> (71 / 38) - 72 mod 73
[7951] ['38', '72', '72'] -> 72 - (72 / 38) mod 73
[7952] ['39', '39', '44'] -> (39 - 44) * 39 mod 73
[7953] ['39', '39', '47'] -> 47 / (39 + 39) mod 73
[7954] ['39', '39', '48'] -> (48 / 39) - 39 mod 73
[7955] ['39', '39', '50'] -> (39 / 39) - 50 mod 73
[7956] ['39', '39', '52'] -> (39 - 52) / 39 mod 73
[7957] ['39', '39', '58'] -> (39 + 39) / 58 mod 73
[7958] ['3', '13', '52'] -> 52 / (3 - 13) mod 73
[7959] ['39', '39', '61'] -> 39 - (39 / 61) mod 73
[7960] ['39', '39', '63'] -> 39 / (39 + 63) mod 73
[7961] ['39', '39', '67'] -> (39 * 67) + 39 mod 73
[7962] ['39', '39', '68'] -> 39 / (68 - 39) mod 73
[7963] ['39', '39', '69'] -> (39 * 69) - 39 mod 73
[7964] ['39', '39', '72'] -> (72 / 39) + 39 mod 73
[7965] ['39', '40', '40'] -> 40 - (40 / 39) mod 73
[7966] ['39', '40', '51'] -> 51 - (39 * 40) mod 73
[7967] ['39', '40', '52'] -> (39 * 52) + 40 mod 73
[7968] ['39', '40', '56'] -> 56 - (39 / 40) mod 73
[7969] ['3', '13', '54'] -> (54 / 13) + 3 mod 73
[7970] ['39', '40', '57'] -> (57 / 40) + 39 mod 73
[7971] ['39', '40', '60'] -> 40 / (39 + 60) mod 73
[7972] ['39', '40', '62'] -> 39 / (40 + 62) mod 73
[7973] ['39', '40', '66'] -> (39 / 66) + 40 mod 73
[7974] ['39', '40', '71'] -> 71 / (39 + 40) mod 73
[7975] ['39', '41', '46'] -> (41 - 46) * 39 mod 73
[7976] ['39', '41', '48'] -> 48 / (41 - 39) mod 73
[7977] ['39', '41', '54'] -> (41 - 54) / 39 mod 73
[7978] ['39', '41', '55'] -> 55 - (41 / 39) mod 73
[7979] ['39', '41', '58'] -> (39 - 58) * 41 mod 73
[7980] ['3', '13', '58'] -> (13 * 3) + 58 mod 73
[7981] ['39', '41', '59'] -> (39 / 59) - 41 mod 73
[7982] ['39', '41', '64'] -> (39 / 41) + 64 mod 73
[7983] ['39', '41', '69'] -> (39 + 69) / 41 mod 73
[7984] ['39', '41', '70'] -> 39 / (70 - 41) mod 73
[7985] ['39', '41', '71'] -> 41 - (39 / 71) mod 73
[7986] ['39', '42', '47'] -> (42 - 47) * 39 mod 73
[7987] ['39', '42', '49'] -> (39 + 42) / 49 mod 73
[7988] ['39', '42', '53'] -> (39 - 53) / 42 mod 73
[7989] ['39', '42', '54'] -> 42 / (39 + 54) mod 73
[7990] ['39', '42', '55'] -> (42 - 55) / 39 mod 73
[7991] ['3', '13', '63'] -> 63 - (13 * 3) mod 73
[7992] ['39', '42', '56'] -> 56 - (39 * 42) mod 73
[7993] ['39', '42', '59'] -> 42 / (59 - 39) mod 73
[7994] ['39', '42', '60'] -> 39 / (42 + 60) mod 73
[7995] ['39', '42', '63'] -> 42 - (39 / 63) mod 73
[7996] ['39', '42', '71'] -> 39 / (71 - 42) mod 73
[7997] ['39', '42', '72'] -> 72 / (42 - 39) mod 73
[7998] ['39', '43', '44'] -> (39 + 44) / 43 mod 73
[7999] ['39', '43', '46'] -> (39 + 43) / 46 mod 73
[8000] ['39', '43', '47'] -> (39 * 43) - 47 mod 73
[8001] ['39', '43', '48'] -> (43 - 48) * 39 mod 73
[8002] ['1', '10', '62'] -> 1 - (62 / 10) mod 73
[8003] ['3', '13', '69'] -> (13 * 69) + 3 mod 73
[8004] ['39', '43', '50'] -> 50 / (39 - 43) mod 73
[8005] ['39', '43', '51'] -> 43 / (39 + 51) mod 73
[8006] ['39', '43', '52'] -> 43 - (39 / 52) mod 73
[8007] ['39', '43', '59'] -> 39 / (43 + 59) mod 73
[8008] ['39', '43', '62'] -> (62 / 39) + 43 mod 73
[8009] ['39', '43', '66'] -> 43 - (39 * 66) mod 73
[8010] ['39', '43', '67'] -> (39 - 43) * 67 mod 73
[8011] ['39', '43', '69'] -> (39 - 69) * 43 mod 73
[8012] ['39', '43', '70'] -> 70 / (39 + 43) mod 73
[8013] ['39', '43', '72'] -> 39 / (72 - 43) mod 73
[8014] ['3', '14', '18'] -> (14 * 3) - 18 mod 73
[8015] ['39', '44', '47'] -> 47 / (44 - 39) mod 73
[8016] ['39', '44', '49'] -> (44 - 49) * 39 mod 73
[8017] ['39', '44', '50'] -> 44 - (50 / 39) mod 73
[8018] ['39', '44', '52'] -> (44 / 39) - 52 mod 73
[8019] ['39', '44', '53'] -> 44 / (53 - 39) mod 73
[8020] ['39', '44', '57'] -> (44 - 57) / 39 mod 73
[8021] ['39', '44', '60'] -> (39 * 44) + 60 mod 73
[8022] ['39', '44', '61'] -> 61 - (39 * 44) mod 73
[8023] ['39', '44', '68'] -> (39 + 68) / 44 mod 73
[8024] ['39', '44', '70'] -> (70 / 44) + 39 mod 73
[8025] ['3', '14', '19'] -> 19 - (3 / 14) mod 73
[8026] ['39', '45', '49'] -> 39 - (45 * 49) mod 73
[8027] ['39', '45', '52'] -> (39 * 45) - 52 mod 73
[8028] ['39', '45', '58'] -> (45 - 58) / 39 mod 73
[8029] ['39', '45', '59'] -> (59 - 39) * 45 mod 73
[8030] ['39', '45', '61'] -> (61 / 45) - 39 mod 73
[8031] ['39', '45', '63'] -> (63 / 39) - 45 mod 73
[8032] ['39', '45', '69'] -> (39 - 45) * 69 mod 73
[8033] ['39', '45', '70'] -> (45 / 70) + 39 mod 73
[8034] ['39', '45', '71'] -> 71 / (45 - 39) mod 73
[8035] ['39', '46', '52'] -> (46 - 39) / 52 mod 73
[8036] ['3', '14', '21'] -> 14 - (21 * 3) mod 73
[8037] ['39', '46', '57'] -> 57 - (46 / 39) mod 73
[8038] ['39', '46', '60'] -> (39 / 60) - 46 mod 73
[8039] ['39', '46', '64'] -> (46 / 39) + 64 mod 73
[8040] ['39', '46', '69'] -> 69 / (39 + 46) mod 73
[8041] ['39', '47', '48'] -> 39 - (48 / 47) mod 73
[8042] ['39', '47', '53'] -> 47 - (39 * 53) mod 73
[8043] ['39', '47', '55'] -> 39 / (47 + 55) mod 73
[8044] ['39', '47', '58'] -> (39 + 47) * 58 mod 73
[8045] ['39', '47', '59'] -> 59 - (39 / 47) mod 73
[8046] ['39', '47', '60'] -> (47 - 60) / 39 mod 73
[8047] ['3', '14', '23'] -> 3 / (14 - 23) mod 73
[8048] ['39', '47', '61'] -> (47 / 61) - 39 mod 73
[8049] ['39', '47', '64'] -> 39 - (47 * 64) mod 73
[8050] ['39', '47', '65'] -> (47 / 65) + 39 mod 73
[8051] ['39', '47', '67'] -> (39 + 67) / 47 mod 73
[8052] ['39', '47', '70'] -> (39 - 47) * 70 mod 73
[8053] ['39', '48', '50'] -> (39 * 48) + 50 mod 73
[8054] ['39', '48', '53'] -> (48 - 53) * 39 mod 73
[8055] ['39', '48', '54'] -> 39 / (48 + 54) mod 73
[8056] ['39', '48', '55'] -> (39 - 55) / 48 mod 73
[8057] ['39', '48', '59'] -> (48 * 59) + 39 mod 73
[8058] ['3', '14', '25'] -> (14 / 25) + 3 mod 73
[8059] ['39', '48', '60'] -> 48 - (60 / 39) mod 73
[8060] ['39', '48', '61'] -> (48 - 61) / 39 mod 73
[8061] ['39', '48', '68'] -> 48 - (39 * 68) mod 73
[8062] ['39', '48', '70'] -> 70 / (48 - 39) mod 73
[8063] ['39', '49', '51'] -> (39 / 51) + 49 mod 73
[8064] ['39', '49', '52'] -> 52 / (39 - 49) mod 73
[8065] ['39', '49', '56'] -> (39 - 49) * 56 mod 73
[8066] ['39', '49', '63'] -> (39 * 63) + 49 mod 73
[8067] ['39', '50', '53'] -> (53 / 50) + 39 mod 73
[8068] ['39', '50', '55'] -> (50 - 55) * 39 mod 73
[8069] ['3', '14', '29'] -> (3 / 14) + 29 mod 73
[8070] ['39', '50', '57'] -> (57 - 39) * 50 mod 73
[8071] ['39', '50', '68'] -> (50 / 68) - 39 mod 73
[8072] ['39', '50', '69'] -> (50 / 39) - 69 mod 73
[8073] ['39', '50', '71'] -> (71 - 39) / 50 mod 73
[8074] ['39', '51', '51'] -> 39 / (51 + 51) mod 73
[8075] ['39', '51', '55'] -> (51 / 55) + 39 mod 73
[8076] ['39', '51', '59'] -> 59 - (51 / 39) mod 73
[8077] ['39', '51', '60'] -> (39 - 60) * 51 mod 73
[8078] ['39', '51', '62'] -> (51 / 39) + 62 mod 73
[8079] ['39', '51', '64'] -> (51 - 64) / 39 mod 73
[8080] ['3', '14', '31'] -> (3 - 14) * 31 mod 73
[8081] ['39', '51', '71'] -> (39 - 51) * 71 mod 73
[8082] ['39', '51', '72'] -> 72 - (39 / 51) mod 73
[8083] ['39', '52', '53'] -> 53 / (39 - 52) mod 73
[8084] ['39', '52', '55'] -> 52 - (39 * 55) mod 73
[8085] ['39', '52', '58'] -> (52 - 39) * 58 mod 73
[8086] ['39', '52', '61'] -> (39 - 61) * 52 mod 73
[8087] ['39', '52', '64'] -> (64 / 52) - 39 mod 73
[8088] ['39', '52', '65'] -> (52 - 65) / 39 mod 73
[8089] ['39', '52', '68'] -> (39 / 52) - 68 mod 73
[8090] ['39', '53', '60'] -> (39 * 60) - 53 mod 73
[8091] ['3', '14', '32'] -> (3 - 32) / 14 mod 73
[8092] ['39', '53', '62'] -> (39 + 62) * 53 mod 73
[8093] ['39', '53', '66'] -> (53 - 66) / 39 mod 73
[8094] ['39', '53', '67'] -> (67 - 39) * 53 mod 73
[8095] ['39', '53', '72'] -> (39 * 53) - 72 mod 73
[8096] ['39', '54', '55'] -> 54 / (39 - 55) mod 73
[8097] ['39', '54', '56'] -> (54 / 39) - 56 mod 73
[8098] ['39', '54', '57'] -> (39 - 57) / 54 mod 73
[8099] ['39', '54', '59'] -> (54 - 59) * 39 mod 73
[8100] ['39', '54', '60'] -> (54 - 39) * 60 mod 73
[8101] ['39', '54', '61'] -> (39 * 61) + 54 mod 73
[8102] ['3', '14', '33'] -> (3 - 14) / 33 mod 73
[8103] ['39', '54', '68'] -> 68 / (54 - 39) mod 73
[8104] ['39', '54', '70'] -> (39 / 54) - 70 mod 73
[8105] ['39', '55', '57'] -> (39 + 57) * 55 mod 73
[8106] ['39', '55', '58'] -> 55 / (39 - 58) mod 73
[8107] ['39', '55', '59'] -> (39 / 55) - 59 mod 73
[8108] ['39', '55', '66'] -> 66 / (39 + 55) mod 73
[8109] ['39', '55', '68'] -> (55 - 68) / 39 mod 73
[8110] ['39', '55', '69'] -> (39 * 55) + 69 mod 73
[8111] ['39', '55', '71'] -> (55 / 39) - 71 mod 73
[8112] ['39', '56', '60'] -> (56 / 39) + 60 mod 73
[8113] ['1', '10', '68'] -> (10 * 68) + 1 mod 73
[8114] ['3', '14', '34'] -> 14 / (34 - 3) mod 73
[8115] ['39', '56', '63'] -> (39 - 56) * 63 mod 73
[8116] ['39', '56', '64'] -> (39 + 64) / 56 mod 73
[8117] ['39', '56', '65'] -> (56 * 65) - 39 mod 73
[8118] ['39', '57', '57'] -> 57 - (39 * 57) mod 73
[8119] ['39', '57', '58'] -> (39 - 58) / 57 mod 73
[8120] ['39', '57', '60'] -> (57 / 60) - 39 mod 73
[8121] ['39', '57', '69'] -> (39 + 69) * 57 mod 73
[8122] ['39', '57', '70'] -> (57 - 70) / 39 mod 73
[8123] ['39', '58', '59'] -> (59 / 39) - 58 mod 73
[8124] ['39', '58', '62'] -> (39 * 62) - 58 mod 73
[8125] ['3', '14', '36'] -> (36 - 3) * 14 mod 73
[8126] ['39', '58', '63'] -> (58 - 63) * 39 mod 73
[8127] ['39', '58', '65'] -> 65 / (39 + 58) mod 73
[8128] ['39', '58', '71'] -> (58 - 71) / 39 mod 73
[8129] ['39', '59', '59'] -> (39 * 59) + 59 mod 73
[8130] ['39', '59', '60'] -> (39 - 59) / 60 mod 73
[8131] ['39', '59', '62'] -> 62 - (39 * 59) mod 73
[8132] ['39', '59', '63'] -> (39 + 63) / 59 mod 73
[8133] ['39', '59', '67'] -> (67 / 59) - 39 mod 73
[8134] ['39', '59', '68'] -> (68 - 39) / 59 mod 73
[8135] ['39', '59', '71'] -> (39 + 59) / 71 mod 73
[8136] ['3', '14', '37'] -> (3 * 37) - 14 mod 73
[8137] ['39', '60', '63'] -> (39 - 60) / 63 mod 73
[8138] ['39', '60', '64'] -> (64 / 39) - 60 mod 73
[8139] ['39', '60', '66'] -> 66 / (60 - 39) mod 73
[8140] ['39', '60', '67'] -> (60 / 67) - 39 mod 73
[8141] ['39', '60', '69'] -> (60 / 69) + 39 mod 73
[8142] ['39', '61', '63'] -> 63 - (61 / 39) mod 73
[8143] ['39', '61', '65'] -> (39 + 61) / 65 mod 73
