[1] ['1', '1', '12'] -> (1 + 1) * 12 mod 79
[10043] ['31', '70', '70'] -> (70 / 31) - 70 mod 79
[10044] ['31', '70', '71'] -> (70 * 71) + 31 mod 79
[10045] ['31', '70', '72'] -> 31 / (70 - 72) mod 79
[10046] ['31', '70', '75'] -> (75 / 31) + 70 mod 79
[10047] ['3', '13', '27'] -> (13 + 3) / 27 mod 79
[10048] ['31', '71', '73'] -> 31 / (71 - 73) mod 79
[10049] ['31', '71', '74'] -> 71 / (31 + 74) mod 79
[10050] ['31', '72', '75'] -> (31 * 72) - 75 mod 79
[10051] ['31', '72', '77'] -> (31 * 77) - 72 mod 79
[10052] ['31', '74', '74'] -> 74 / (31 - 74) mod 79
[10053] ['31', '74', '76'] -> 31 / (74 - 76) mod 79
[10054] ['31', '75', '77'] -> 31 / (75 - 77) mod 79
[10055] ['31', '75', '78'] -> (78 / 31) + 75 mod 79
[10056] ['31', '76', '78'] -> 31 / (76 - 78) mod 79
[10057] ['31', '77', '77'] -> 77 / (77 - 31) mod 79
[10058] ['3', '13', '29'] -> (3 / 29) + 13 mod 79
[10059] ['31', '78', '78'] -> 31 / (78 + 78) mod 79
[10060] ['32', '32', '35'] -> 35 / (32 + 32) mod 79
[10061] ['32', '32', '51'] -> (32 - 51) * 32 mod 79
[10062] ['32', '32', '52'] -> (32 * 32) - 52 mod 79
[10063] ['32', '32', '59'] -> (32 * 59) + 32 mod 79
[10064] ['32', '32', '60'] -> (60 / 32) + 32 mod 79
[10065] ['32', '32', '61'] -> (32 * 61) - 32 mod 79
[10066] ['32', '32', '75'] -> (32 / 75) + 32 mod 79
[10067] ['32', '33', '34'] -> (34 - 32) / 33 mod 79
[10068] ['32', '33', '35'] -> (32 / 33) + 35 mod 79
[10069] ['3', '13', '30'] -> (3 * 30) + 13 mod 79
[10070] ['32', '33', '40'] -> (33 * 40) - 32 mod 79
[10071] ['32', '33', '49'] -> (32 + 49) / 33 mod 79
[10072] ['32', '33', '51'] -> 33 - (51 / 32) mod 79
[10073] ['32', '33', '53'] -> 53 - (32 * 33) mod 79
[10074] ['32', '33', '58'] -> 32 / (33 - 58) mod 79
[10075] ['32', '33', '59'] -> 59 / (32 + 33) mod 79
[10076] ['32', '33', '63'] -> 33 / (63 - 32) mod 79
[10077] ['32', '33', '66'] -> (32 + 33) * 66 mod 79
[10078] ['32', '33', '67'] -> 67 - (33 / 32) mod 79
[10079] ['32', '33', '74'] -> (32 * 33) + 74 mod 79
[10080] ['3', '13', '35'] -> (35 / 13) - 3 mod 79
[10081] ['32', '33', '78'] -> 33 / (32 + 78) mod 79
[10082] ['32', '34', '35'] -> 32 - (35 / 34) mod 79
[10083] ['32', '34', '39'] -> (39 / 32) - 34 mod 79
[10084] ['32', '34', '40'] -> 34 / (40 - 32) mod 79
[10085] ['32', '34', '44'] -> (44 / 34) + 32 mod 79
[10086] ['32', '34', '46'] -> (32 - 34) / 46 mod 79
[10087] ['32', '34', '48'] -> 48 / (34 - 32) mod 79
[10088] ['32', '34', '54'] -> (32 * 54) + 34 mod 79
[10089] ['32', '34', '58'] -> (58 - 32) / 34 mod 79
[10090] ['32', '34', '59'] -> 32 / (34 - 59) mod 79
[10091] ['3', '13', '36'] -> (36 / 13) + 3 mod 79
[10092] ['32', '34', '60'] -> (32 / 60) + 34 mod 79
[10093] ['32', '34', '61'] -> (34 / 32) - 61 mod 79
[10094] ['32', '34', '66'] -> (32 * 66) - 34 mod 79
[10095] ['32', '34', '67'] -> (32 - 34) * 67 mod 79
[10096] ['32', '34', '73'] -> (32 + 73) / 34 mod 79
[10097] ['32', '34', '75'] -> (75 / 32) + 34 mod 79
[10098] ['32', '34', '76'] -> (34 * 76) - 32 mod 79
[10099] ['32', '35', '38'] -> 38 - (32 * 35) mod 79
[10100] ['32', '35', '39'] -> (32 + 35) / 39 mod 79
[10101] ['32', '35', '45'] -> (35 / 45) + 32 mod 79
[10102] ['3', '13', '41'] -> (13 + 3) * 41 mod 79
[10103] ['32', '35', '47'] -> 35 / (32 - 47) mod 79
[10104] ['32', '35', '49'] -> (35 * 49) - 32 mod 79
[10105] ['32', '35', '50'] -> (35 / 50) - 32 mod 79
[10106] ['32', '35', '53'] -> (53 - 32) * 35 mod 79
[10107] ['32', '35', '54'] -> (35 - 54) * 32 mod 79
[10108] ['32', '35', '55'] -> (35 / 32) + 55 mod 79
[10109] ['32', '35', '57'] -> (35 - 57) / 32 mod 79
[10110] ['32', '35', '60'] -> 32 / (35 - 60) mod 79
[10111] ['32', '35', '61'] -> (32 - 61) / 35 mod 79
[10112] ['32', '35', '64'] -> (64 / 35) - 32 mod 79
[10113] ['1', '11', '72'] -> (1 - 11) / 72 mod 79
[10114] ['3', '13', '43'] -> 3 - (43 / 13) mod 79
[10115] ['32', '35', '68'] -> (32 + 68) * 35 mod 79
[10116] ['32', '35', '75'] -> (32 / 35) + 75 mod 79
[10117] ['32', '35', '77'] -> (32 + 35) * 77 mod 79
[10118] ['32', '36', '37'] -> (32 - 37) / 36 mod 79
[10119] ['32', '36', '42'] -> (32 + 42) / 36 mod 79
[10120] ['32', '36', '49'] -> (32 * 49) + 36 mod 79
[10121] ['32', '36', '50'] -> (32 / 50) + 36 mod 79
[10122] ['32', '36', '52'] -> 52 / (32 + 36) mod 79
[10123] ['32', '36', '55'] -> (36 - 55) * 32 mod 79
[10124] ['32', '36', '57'] -> (32 * 36) + 57 mod 79
[10125] ['3', '13', '47'] -> 3 - (13 * 47) mod 79
[10126] ['32', '36', '58'] -> (36 - 58) / 32 mod 79
[10127] ['32', '36', '60'] -> 60 - (32 / 36) mod 79
[10128] ['32', '36', '61'] -> 32 / (36 - 61) mod 79
[10129] ['32', '36', '62'] -> 62 / (32 - 36) mod 79
[10130] ['32', '36', '67'] -> (32 / 36) + 67 mod 79
[10131] ['32', '36', '68'] -> 36 - (68 / 32) mod 79
[10132] ['32', '36', '69'] -> (32 / 69) - 36 mod 79
[10133] ['32', '36', '71'] -> (32 * 71) - 36 mod 79
[10134] ['32', '37', '38'] -> 38 / (32 - 37) mod 79
[10135] ['32', '37', '41'] -> 41 / (37 - 32) mod 79
[10136] ['3', '13', '49'] -> 13 - (3 * 49) mod 79
[10137] ['32', '37', '43'] -> (37 - 32) / 43 mod 79
[10138] ['32', '37', '51'] -> (51 - 32) / 37 mod 79
[10139] ['32', '37', '62'] -> 32 / (37 - 62) mod 79
[10140] ['32', '37', '65'] -> 37 / (32 + 65) mod 79
[10141] ['32', '37', '66'] -> (32 + 66) / 37 mod 79
[10142] ['32', '37', '68'] -> (37 - 32) * 68 mod 79
[10143] ['32', '37', '69'] -> (32 + 69) * 37 mod 79
[10144] ['32', '37', '76'] -> 76 / (32 + 37) mod 79
[10145] ['32', '37', '77'] -> 77 - (37 / 32) mod 79
[10146] ['32', '38', '40'] -> 40 - (38 / 32) mod 79
[10147] ['3', '13', '50'] -> 13 - (3 / 50) mod 79
[10148] ['32', '38', '42'] -> 38 / (32 + 42) mod 79
[10149] ['32', '38', '44'] -> (32 * 44) + 38 mod 79
[10150] ['32', '38', '48'] -> (32 - 48) * 38 mod 79
[10151] ['32', '38', '50'] -> (32 + 38) * 50 mod 79
[10152] ['32', '38', '53'] -> 38 - (53 / 32) mod 79
[10153] ['32', '38', '55'] -> 55 - (32 * 38) mod 79
[10154] ['32', '38', '57'] -> (38 - 57) * 32 mod 79
[10155] ['32', '38', '58'] -> (38 * 58) + 32 mod 79
[10156] ['32', '38', '59'] -> (32 - 38) / 59 mod 79
[10157] ['32', '38', '63'] -> 32 / (38 - 63) mod 79
[10158] ['3', '13', '62'] -> (3 / 62) - 13 mod 79
[10159] ['32', '38', '64'] -> 32 - (38 / 64) mod 79
[10160] ['32', '38', '65'] -> 65 / (38 - 32) mod 79
[10161] ['32', '38', '67'] -> 32 - (67 / 38) mod 79
[10162] ['32', '38', '70'] -> 38 - (32 / 70) mod 79
[10163] ['32', '38', '71'] -> (38 / 32) - 71 mod 79
[10164] ['32', '38', '72'] -> (32 * 38) + 72 mod 79
[10165] ['32', '38', '74'] -> (74 / 38) - 32 mod 79
[10166] ['32', '38', '76'] -> (32 * 76) - 38 mod 79
[10167] ['32', '39', '41'] -> (41 / 32) - 39 mod 79
[10168] ['32', '39', '46'] -> (39 * 46) - 32 mod 79
[10169] ['3', '13', '63'] -> 63 - (13 * 3) mod 79
[10170] ['32', '39', '51'] -> (51 / 39) - 32 mod 79
[10171] ['32', '39', '53'] -> (32 - 39) * 53 mod 79
[10172] ['32', '39', '58'] -> (39 - 58) * 32 mod 79
[10173] ['32', '39', '60'] -> 39 / (32 - 60) mod 79
[10174] ['32', '39', '61'] -> (39 - 61) / 32 mod 79
[10175] ['32', '39', '64'] -> 32 / (39 - 64) mod 79
[10176] ['32', '39', '67'] -> (39 / 67) - 32 mod 79
[10177] ['32', '39', '69'] -> 69 / (32 - 39) mod 79
[10178] ['32', '39', '70'] -> (32 / 39) - 70 mod 79
[10179] ['32', '39', '73'] -> (73 / 32) + 39 mod 79
[10180] ['3', '13', '64'] -> (13 * 3) + 64 mod 79
[10181] ['32', '39', '74'] -> 32 - (39 / 74) mod 79
[10182] ['32', '39', '75'] -> 32 - (75 / 39) mod 79
[10183] ['32', '39', '78'] -> (32 + 78) * 39 mod 79
[10184] ['32', '40', '44'] -> (44 - 32) / 40 mod 79
[10185] ['32', '40', '60'] -> 40 / (60 - 32) mod 79
[10186] ['32', '40', '62'] -> (40 - 62) / 32 mod 79
[10187] ['32', '40', '65'] -> 32 / (40 - 65) mod 79
[10188] ['32', '40', '69'] -> 69 / (32 + 40) mod 79
[10189] ['32', '40', '71'] -> (32 * 40) - 71 mod 79
[10190] ['32', '40', '73'] -> (73 / 32) - 40 mod 79
[10191] ['3', '13', '74'] -> (13 + 74) * 3 mod 79
[10192] ['32', '40', '74'] -> (40 / 74) + 32 mod 79
[10193] ['32', '40', '77'] -> (32 / 77) + 40 mod 79
[10194] ['32', '41', '44'] -> (32 * 44) - 41 mod 79
[10195] ['32', '41', '48'] -> (48 - 32) * 41 mod 79
[10196] ['32', '41', '53'] -> 41 - (32 / 53) mod 79
[10197] ['32', '41', '55'] -> (32 * 41) + 55 mod 79
[10198] ['32', '41', '59'] -> (32 + 41) / 59 mod 79
[10199] ['32', '41', '60'] -> (41 - 60) * 32 mod 79
[10200] ['32', '41', '66'] -> 32 / (41 - 66) mod 79
[10201] ['32', '41', '67'] -> (67 / 41) + 32 mod 79
[10202] ['3', '13', '75'] -> (13 * 75) - 3 mod 79
[10203] ['32', '41', '68'] -> (68 - 32) / 41 mod 79
[10204] ['32', '41', '70'] -> 41 - (70 / 32) mod 79
[10205] ['32', '41', '72'] -> 72 - (32 * 41) mod 79
[10206] ['32', '41', '76'] -> (32 * 76) + 41 mod 79
[10207] ['32', '42', '51'] -> (32 - 51) / 42 mod 79
[10208] ['32', '42', '52'] -> (32 / 42) - 52 mod 79
[10209] ['32', '42', '58'] -> (58 / 32) - 42 mod 79
[10210] ['32', '42', '59'] -> (59 / 42) + 32 mod 79
[10211] ['32', '42', '64'] -> (42 - 64) / 32 mod 79
[10212] ['32', '42', '67'] -> 32 / (42 - 67) mod 79
[10213] ['3', '13', '78'] -> (78 - 3) / 13 mod 79
[10214] ['32', '42', '76'] -> 76 / (32 - 42) mod 79
[10215] ['32', '42', '77'] -> (42 / 32) + 77 mod 79
[10216] ['32', '43', '49'] -> (32 * 49) - 43 mod 79
[10217] ['32', '43', '50'] -> (32 / 50) - 43 mod 79
[10218] ['32', '43', '55'] -> 43 - (55 / 32) mod 79
[10219] ['32', '43', '57'] -> 57 - (32 * 43) mod 79
[10220] ['32', '43', '59'] -> (32 - 59) * 43 mod 79
[10221] ['32', '43', '60'] -> (32 / 43) + 60 mod 79
[10222] ['32', '43', '63'] -> (43 - 32) / 63 mod 79
[10223] ['32', '43', '65'] -> (43 - 65) / 32 mod 79
[10224] ['1', '11', '75'] -> (75 - 1) * 11 mod 79
[10225] ['3', '14', '17'] -> (17 + 3) / 14 mod 79
[10226] ['32', '43', '67'] -> 67 - (32 / 43) mod 79
[10227] ['32', '43', '68'] -> 32 / (43 - 68) mod 79
[10228] ['32', '43', '69'] -> (32 / 69) + 43 mod 79
[10229] ['32', '43', '71'] -> (32 * 71) + 43 mod 79
[10230] ['32', '43', '74'] -> (43 - 32) * 74 mod 79
[10231] ['32', '44', '45'] -> 32 - (44 / 45) mod 79
[10232] ['32', '44', '47'] -> 44 / (47 - 32) mod 79
[10233] ['32', '44', '49'] -> 44 - (32 / 49) mod 79
[10234] ['32', '44', '50'] -> 44 - (32 * 50) mod 79
[10235] ['32', '44', '51'] -> 51 / (44 - 32) mod 79
[10236] ['3', '14', '18'] -> (14 * 3) - 18 mod 79
[10237] ['32', '44', '53'] -> (32 - 53) * 44 mod 79
[10238] ['32', '44', '55'] -> 55 - (44 / 32) mod 79
[10239] ['32', '44', '61'] -> (61 - 32) / 44 mod 79
[10240] ['32', '44', '62'] -> 44 / (32 + 62) mod 79
[10241] ['32', '44', '63'] -> (44 - 63) * 32 mod 79
[10242] ['32', '44', '75'] -> 75 - (32 / 44) mod 79
[10243] ['32', '44', '76'] -> (32 + 76) / 44 mod 79
[10244] ['32', '45', '46'] -> (32 + 45) / 46 mod 79
[10245] ['32', '45', '49'] -> (45 / 32) - 49 mod 79
[10246] ['32', '45', '55'] -> 32 - (45 / 55) mod 79
[10247] ['3', '14', '20'] -> (14 + 3) * 20 mod 79
[10248] ['32', '45', '56'] -> (45 * 56) + 32 mod 79
[10249] ['32', '45', '58'] -> (32 - 58) / 45 mod 79
[10250] ['32', '45', '62'] -> (32 - 45) / 62 mod 79
[10251] ['32', '45', '64'] -> (45 - 64) * 32 mod 79
[10252] ['32', '45', '65'] -> (32 - 45) * 65 mod 79
[10253] ['32', '45', '66'] -> (32 * 66) + 45 mod 79
[10254] ['32', '45', '70'] -> 32 / (45 - 70) mod 79
[10255] ['32', '45', '71'] -> (71 / 45) - 32 mod 79
[10256] ['32', '46', '48'] -> (48 / 46) - 32 mod 79
[10257] ['32', '46', '52'] -> 32 - (52 / 46) mod 79
[10258] ['3', '14', '30'] -> (30 / 3) + 14 mod 79
[10259] ['32', '46', '53'] -> (32 * 46) + 53 mod 79
[10260] ['32', '46', '56'] -> (32 / 56) + 46 mod 79
[10261] ['32', '46', '59'] -> 59 / (32 - 46) mod 79
[10262] ['32', '46', '62'] -> 32 - (46 * 62) mod 79
[10263] ['32', '46', '67'] -> (46 / 32) + 67 mod 79
[10264] ['32', '46', '68'] -> (46 - 68) / 32 mod 79
[10265] ['32', '46', '71'] -> 32 / (46 - 71) mod 79
[10266] ['32', '46', '72'] -> 46 - (72 / 32) mod 79
[10267] ['32', '46', '73'] -> (46 - 32) / 73 mod 79
[10268] ['32', '46', '75'] -> (32 + 75) * 46 mod 79
[10269] ['3', '14', '38'] -> 3 - (14 * 38) mod 79
[10270] ['32', '46', '77'] -> (46 / 77) - 32 mod 79
[10271] ['32', '47', '49'] -> (47 - 32) * 49 mod 79
[10272] ['32', '47', '50'] -> (47 - 32) / 50 mod 79
[10273] ['32', '47', '51'] -> (51 - 32) * 47 mod 79
[10274] ['32', '47', '58'] -> (32 * 47) - 58 mod 79
[10275] ['32', '47', '61'] -> (32 * 61) + 47 mod 79
[10276] ['32', '48', '49'] -> 48 / (32 + 49) mod 79
[10277] ['32', '48', '51'] -> 51 - (32 / 48) mod 79
[10278] ['32', '48', '52'] -> (32 - 48) / 52 mod 79
[10279] ['32', '48', '54'] -> 48 - (32 / 54) mod 79
[10280] ['3', '14', '49'] -> 14 - (49 / 3) mod 79
[10281] ['32', '48', '57'] -> 48 - (57 / 32) mod 79
[10282] ['32', '48', '59'] -> 59 - (32 * 48) mod 79
[10283] ['32', '48', '60'] -> 48 - (32 * 60) mod 79
[10284] ['32', '48', '62'] -> (48 / 32) + 62 mod 79
[10285] ['32', '48', '66'] -> 32 - (48 * 66) mod 79
[10286] ['32', '48', '70'] -> (48 - 70) / 32 mod 79
[10287] ['32', '48', '72'] -> (72 - 32) * 48 mod 79
[10288] ['32', '48', '76'] -> (32 / 48) + 76 mod 79
[10289] ['32', '48', '78'] -> (78 - 32) / 48 mod 79
[10290] ['32', '49', '53'] -> 49 / (32 - 53) mod 79
[10291] ['3', '14', '56'] -> (3 * 56) + 14 mod 79
[10292] ['32', '49', '55'] -> 49 - (32 / 55) mod 79
[10293] ['32', '49', '56'] -> (32 * 56) + 49 mod 79
[10294] ['32', '49', '58'] -> (58 / 49) - 32 mod 79
[10295] ['32', '49', '62'] -> (32 + 62) * 49 mod 79
[10296] ['32', '49', '63'] -> (49 / 63) + 32 mod 79
[10297] ['32', '49', '64'] -> (32 * 64) - 49 mod 79
[10298] ['32', '49', '68'] -> (49 - 68) * 32 mod 79
[10299] ['32', '49', '69'] -> (69 / 32) + 49 mod 79
[10300] ['32', '49', '70'] -> (49 / 70) - 32 mod 79
[10301] ['32', '49', '71'] -> (49 - 71) / 32 mod 79
[10302] ['3', '14', '58'] -> (14 + 58) / 3 mod 79
[10303] ['32', '49', '76'] -> 32 - (76 / 49) mod 79
[10304] ['32', '50', '53'] -> (50 / 53) + 32 mod 79
[10305] ['32', '50', '54'] -> (50 - 32) * 54 mod 79
[10306] ['32', '50', '57'] -> (50 / 32) + 57 mod 79
[10307] ['32', '50', '60'] -> (50 - 32) / 60 mod 79
[10308] ['32', '50', '65'] -> 50 - (32 * 65) mod 79
[10309] ['32', '50', '67'] -> 50 / (67 - 32) mod 79
[10310] ['32', '50', '69'] -> (50 - 69) * 32 mod 79
[10311] ['32', '50', '70'] -> 70 - (50 / 32) mod 79
[10312] ['32', '50', '74'] -> (74 / 50) + 32 mod 79
[10313] ['3', '14', '63'] -> (14 - 3) / 63 mod 79
[10314] ['32', '51', '51'] -> (32 * 51) + 51 mod 79
[10315] ['32', '51', '61'] -> 61 / (51 - 32) mod 79
[10316] ['32', '51', '64'] -> (51 / 32) - 64 mod 79
[10317] ['32', '51', '65'] -> (65 - 32) * 51 mod 79
[10318] ['32', '51', '69'] -> (32 * 69) - 51 mod 79
[10319] ['32', '51', '70'] -> (51 - 70) * 32 mod 79
[10320] ['32', '51', '72'] -> (32 - 72) / 51 mod 79
[10321] ['32', '51', '73'] -> (51 - 73) / 32 mod 79
[10322] ['32', '51', '77'] -> (51 * 77) - 32 mod 79
[10323] ['32', '51', '78'] -> (32 - 78) * 51 mod 79
[10324] ['3', '14', '64'] -> (14 * 64) - 3 mod 79
[10325] ['32', '52', '52'] -> (52 / 32) + 52 mod 79
[10326] ['32', '52', '55'] -> 55 - (32 / 52) mod 79
[10327] ['32', '52', '58'] -> (58 / 52) + 32 mod 79
[10328] ['32', '52', '63'] -> (52 / 63) - 32 mod 79
[10329] ['32', '52', '65'] -> (32 - 52) / 65 mod 79
[10330] ['32', '52', '67'] -> 32 - (52 * 67) mod 79
[10331] ['32', '52', '70'] -> 52 - (32 * 70) mod 79
[10332] ['32', '52', '71'] -> (52 - 71) * 32 mod 79
[10333] ['32', '52', '72'] -> (32 / 52) + 72 mod 79
[10334] ['32', '52', '73'] -> 73 / (32 - 52) mod 79
[10335] ['1', '11', '76'] -> 76 / (1 - 11) mod 79
[10336] ['3', '14', '69'] -> (3 - 69) * 14 mod 79
[10337] ['32', '53', '56'] -> 32 - (53 / 56) mod 79
[10338] ['32', '53', '59'] -> 53 - (59 / 32) mod 79
[10339] ['32', '53', '63'] -> (32 / 63) - 53 mod 79
[10340] ['32', '53', '65'] -> 65 / (32 + 53) mod 79
[10341] ['32', '53', '67'] -> (32 / 67) + 53 mod 79
[10342] ['32', '53', '69'] -> (53 / 32) - 69 mod 79
[10343] ['32', '53', '70'] -> (53 - 32) / 70 mod 79
[10344] ['32', '53', '74'] -> (32 * 74) - 53 mod 79
[10345] ['32', '53', '75'] -> (53 - 75) / 32 mod 79
[10346] ['32', '53', '77'] -> 53 / (77 - 32) mod 79
[10347] ['3', '14', '70'] -> 14 / (3 + 70) mod 79
[10348] ['32', '53', '78'] -> 32 / (53 - 78) mod 79
[10349] ['32', '54', '54'] -> 54 / (54 - 32) mod 79
[10350] ['32', '54', '59'] -> 54 - (32 / 59) mod 79
[10351] ['32', '54', '64'] -> (64 - 32) / 54 mod 79
[10352] ['32', '54', '65'] -> (32 + 65) * 54 mod 79
[10353] ['32', '54', '66'] -> 32 - (54 / 66) mod 79
[10354] ['32', '54', '67'] -> (67 / 32) + 54 mod 79
[10355] ['32', '54', '69'] -> 54 / (32 + 69) mod 79
[10356] ['32', '54', '75'] -> 54 - (32 * 75) mod 79
[10357] ['32', '55', '55'] -> (32 - 55) / 55 mod 79
[10358] ['3', '14', '73'] -> (14 + 73) * 3 mod 79
[10359] ['32', '55', '76'] -> 32 - (55 / 76) mod 79
[10360] ['32', '56', '56'] -> 56 / (32 - 56) mod 79
[10361] ['32', '56', '58'] -> 58 / (32 + 56) mod 79
[10362] ['32', '56', '70'] -> (32 + 70) * 56 mod 79
[10363] ['32', '56', '72'] -> (56 / 72) + 32 mod 79
[10364] ['32', '56', '75'] -> (56 - 75) * 32 mod 79
[10365] ['32', '56', '76'] -> 56 - (76 / 32) mod 79
[10366] ['32', '56', '77'] -> 32 / (56 + 77) mod 79
[10367] ['32', '57', '57'] -> (57 - 32) / 57 mod 79
[10368] ['32', '57', '68'] -> 57 - (32 / 68) mod 79
[10369] ['3', '14', '74'] -> (14 - 3) * 74 mod 79
[10370] ['32', '57', '69'] -> (32 - 69) * 57 mod 79
[10371] ['32', '57', '72'] -> (32 + 72) / 57 mod 79
[10372] ['32', '57', '74'] -> (74 - 32) * 57 mod 79
[10373] ['32', '58', '64'] -> (32 * 58) + 64 mod 79
[10374] ['32', '58', '69'] -> 32 - (69 / 58) mod 79
[10375] ['32', '58', '71'] -> 71 / (58 - 32) mod 79
[10376] ['32', '58', '72'] -> (32 - 58) * 72 mod 79
[10377] ['32', '58', '73'] -> (32 * 73) + 58 mod 79
[10378] ['32', '58', '74'] -> (32 + 58) * 74 mod 79
[10379] ['32', '58', '75'] -> 32 / (58 + 75) mod 79
[10380] ['3', '14', '76'] -> 14 / (76 - 3) mod 79
[10381] ['32', '58', '76'] -> (76 - 32) * 58 mod 79
[10382] ['32', '58', '78'] -> (58 + 78) / 32 mod 79
[10383] ['32', '59', '63'] -> 63 / (32 - 59) mod 79
[10384] ['32', '59', '68'] -> (32 - 59) / 68 mod 79
[10385] ['32', '59', '78'] -> (59 - 78) * 32 mod 79
[10386] ['32', '60', '64'] -> (64 - 32) * 60 mod 79
[10387] ['32', '60', '65'] -> (32 + 65) / 60 mod 79
[10388] ['32', '60', '67'] -> (60 - 32) / 67 mod 79
[10389] ['32', '60', '69'] -> 60 / (32 - 69) mod 79
[10390] ['32', '60', '74'] -> 60 / (74 - 32) mod 79
[10391] ['3', '15', '19'] -> (15 / 3) + 19 mod 79
[10392] ['32', '61', '61'] -> 32 - (61 * 61) mod 79
[10393] ['32', '61', '62'] -> (32 / 61) - 62 mod 79
[10394] ['32', '61', '64'] -> 64 / (61 - 32) mod 79
[10395] ['32', '61', '65'] -> (65 / 61) + 32 mod 79
[10396] ['32', '61', '66'] -> 61 / (32 + 66) mod 79
[10397] ['32', '61', '70'] -> (32 - 61) * 70 mod 79
[10398] ['32', '61', '73'] -> (32 + 61) / 73 mod 79
[10399] ['32', '61', '75'] -> (61 + 75) / 32 mod 79
[10400] ['32', '62', '63'] -> (32 * 63) + 62 mod 79
[10401] ['32', '62', '67'] -> 32 - (62 / 67) mod 79
[10402] ['3', '15', '21'] -> (15 * 3) - 21 mod 79
[10403] ['32', '62', '75'] -> (75 / 62) - 32 mod 79
[10404] ['32', '63', '63'] -> 63 - (63 / 32) mod 79
[10405] ['32', '63', '65'] -> 65 - (32 * 63) mod 79
[10406] ['32', '63', '68'] -> 68 / (32 + 63) mod 79
[10407] ['32', '63', '76'] -> (63 + 76) * 32 mod 79
[10408] ['32', '64', '64'] -> 64 - (32 / 64) mod 79
[10409] ['32', '64', '65'] -> (32 / 65) - 64 mod 79
[10410] ['32', '64', '67'] -> (67 - 32) / 64 mod 79
[10411] ['32', '64', '70'] -> (64 * 70) - 32 mod 79
[10412] ['32', '64', '77'] -> (32 + 77) * 64 mod 79
[10413] ['3', '15', '22'] -> (15 - 22) / 3 mod 79
[10414] ['32', '65', '75'] -> (65 * 75) - 32 mod 79
[10415] ['32', '66', '70'] -> (66 + 70) / 32 mod 79
[10416] ['32', '66', '71'] -> (32 - 66) / 71 mod 79
[10417] ['32', '66', '73'] -> (66 + 73) * 32 mod 79
[10418] ['32', '66', '78'] -> (78 / 32) + 66 mod 79
[10419] ['32', '67', '69'] -> (67 + 69) / 32 mod 79
[10420] ['32', '67', '71'] -> 67 / (71 - 32) mod 79
[10421] ['32', '67', '73'] -> 73 - (67 / 32) mod 79
[10422] ['32', '68', '68'] -> (68 + 68) / 32 mod 79
[10423] ['32', '68', '71'] -> (68 + 71) * 32 mod 79
[10424] ['3', '15', '23'] -> (23 - 15) * 3 mod 79
[10425] ['32', '68', '72'] -> (32 * 72) - 68 mod 79
[10426] ['32', '68', '74'] -> 74 / (68 - 32) mod 79
[10427] ['32', '69', '72'] -> (72 / 69) - 32 mod 79
[10428] ['32', '69', '76'] -> (69 / 76) - 32 mod 79
[10429] ['32', '70', '74'] -> (70 - 32) / 74 mod 79
[10430] ['32', '70', '75'] -> (32 * 70) + 75 mod 79
[10431] ['32', '70', '77'] -> (32 * 77) - 70 mod 79
[10432] ['32', '71', '72'] -> (71 * 72) - 32 mod 79
[10433] ['32', '71', '76'] -> (76 / 32) + 71 mod 79
[10434] ['32', '71', '77'] -> (77 - 32) / 71 mod 79
[10435] ['3', '15', '25'] -> 3 / (25 - 15) mod 79
[10436] ['32', '72', '73'] -> (32 / 72) - 73 mod 79
[10437] ['32', '72', '77'] -> (72 / 32) - 77 mod 79
[10438] ['32', '73', '74'] -> (32 - 73) / 74 mod 79
[10439] ['32', '73', '75'] -> (32 * 75) + 73 mod 79
[10440] ['32', '73', '76'] -> (32 / 73) - 76 mod 79
[10441] ['32', '74', '75'] -> 74 / (32 - 75) mod 79
[10442] ['32', '75', '77'] -> 32 - (75 * 77) mod 79
[10443] ['33', '33', '35'] -> (35 - 33) / 33 mod 79
[10444] ['33', '33', '41'] -> (33 * 33) + 41 mod 79
[10445] ['33', '33', '48'] -> (33 + 48) / 33 mod 79
[10446] ['1', '12', '14'] -> (1 + 12) * 14 mod 79
[10447] ['3', '15', '26'] -> 15 - (3 / 26) mod 79
[10448] ['33', '33', '49'] -> (33 / 49) + 33 mod 79
[10449] ['33', '33', '50'] -> (33 * 50) + 33 mod 79
[10450] ['33', '33', '52'] -> (33 * 52) - 33 mod 79
[10451] ['33', '33', '60'] -> 33 - (60 / 33) mod 79
[10452] ['33', '33', '61'] -> (33 - 61) * 33 mod 79
[10453] ['33', '33', '62'] -> (33 + 33) / 62 mod 79
[10454] ['33', '33', '65'] -> (33 + 33) * 65 mod 79
[10455] ['33', '33', '77'] -> 33 / (33 + 77) mod 79
[10456] ['33', '34', '37'] -> 37 - (34 / 33) mod 79
[10457] ['33', '34', '38'] -> (33 * 38) + 34 mod 79
[10458] ['3', '15', '28'] -> 28 / (3 - 15) mod 79
[10459] ['33', '34', '39'] -> (33 + 34) / 39 mod 79
[10460] ['33', '34', '40'] -> 40 - (33 * 34) mod 79
[10461] ['33', '34', '42'] -> (42 / 34) - 33 mod 79
[10462] ['33', '34', '47'] -> (34 + 47) / 33 mod 79
[10463] ['33', '34', '49'] -> (33 / 34) - 49 mod 79
[10464] ['33', '34', '52'] -> (33 / 52) + 34 mod 79
[10465] ['33', '34', '62'] -> (34 - 62) * 33 mod 79
