[1] ['1', '1', '12'] -> (1 + 1) * 12 mod 89
[28162] ['5', '24', '63'] -> (5 * 63) - 24 mod 89
[28163] ['5', '25', '29'] -> 29 - (25 / 5) mod 89
[28164] ['5', '25', '30'] -> (30 / 25) + 5 mod 89
[28165] ['1', '28', '78'] -> (1 / 28) + 78 mod 89
[28166] ['5', '25', '32'] -> 25 / (32 - 5) mod 89
[28167] ['5', '25', '35'] -> 35 / (25 - 5) mod 89
[28168] ['5', '25', '42'] -> 42 - (5 / 25) mod 89
[28169] ['5', '25', '56'] -> (56 - 25) / 5 mod 89
[28170] ['5', '25', '59'] -> 5 - (59 / 25) mod 89
[28171] ['5', '25', '66'] -> 5 / (66 - 25) mod 89
[28172] ['5', '25', '68'] -> (25 + 5) / 68 mod 89
[28173] ['5', '25', '72'] -> (25 + 5) * 72 mod 89
[28174] ['5', '25', '73'] -> 5 / (25 - 73) mod 89
[28175] ['5', '25', '74'] -> 5 - (25 * 74) mod 89
[28176] ['1', '3', '79'] -> 3 / (79 - 1) mod 89
[28177] ['1', '28', '79'] -> (28 - 1) / 79 mod 89
[28178] ['5', '25', '75'] -> (25 - 5) / 75 mod 89
[28179] ['5', '25', '77'] -> (25 * 5) + 77 mod 89
[28180] ['5', '25', '81'] -> (5 * 81) - 25 mod 89
[28181] ['5', '26', '30'] -> 30 / (5 - 26) mod 89
[28182] ['5', '26', '36'] -> 26 - (36 * 5) mod 89
[28183] ['5', '26', '39'] -> (26 - 39) * 5 mod 89
[28184] ['5', '26', '40'] -> 5 - (40 / 26) mod 89
[28185] ['5', '26', '41'] -> 26 / (5 - 41) mod 89
[28186] ['5', '26', '48'] -> 26 / (48 + 5) mod 89
[28187] ['5', '26', '49'] -> (49 / 26) + 5 mod 89
[28188] ['1', '28', '80'] -> (28 - 1) * 80 mod 89
[28189] ['5', '26', '53'] -> (5 * 53) + 26 mod 89
[28190] ['5', '26', '57'] -> (57 - 26) / 5 mod 89
[28191] ['5', '26', '58'] -> 26 / (58 - 5) mod 89
[28192] ['5', '26', '59'] -> 59 / (26 - 5) mod 89
[28193] ['5', '26', '65'] -> 65 - (26 * 5) mod 89
[28194] ['5', '26', '67'] -> 5 / (67 - 26) mod 89
[28195] ['5', '26', '73'] -> (26 * 73) - 5 mod 89
[28196] ['5', '26', '74'] -> 5 / (26 - 74) mod 89
[28197] ['5', '26', '77'] -> (5 - 26) / 77 mod 89
[28198] ['5', '26', '78'] -> 5 - (26 * 78) mod 89
[28199] ['1', '28', '83'] -> (28 / 83) - 1 mod 89
[28200] ['5', '26', '79'] -> (79 / 5) + 26 mod 89
[28201] ['5', '26', '81'] -> (26 / 81) + 5 mod 89
[28202] ['5', '26', '84'] -> (26 - 84) / 5 mod 89
[28203] ['5', '26', '85'] -> (5 + 85) / 26 mod 89
[28204] ['5', '26', '88'] -> (26 / 5) - 88 mod 89
[28205] ['5', '27', '30'] -> (30 - 5) / 27 mod 89
[28206] ['5', '27', '31'] -> (27 + 5) / 31 mod 89
[28207] ['5', '27', '37'] -> (5 / 27) + 37 mod 89
[28208] ['5', '27', '38'] -> (27 - 5) / 38 mod 89
[28209] ['5', '27', '40'] -> (27 - 40) * 5 mod 89
[28210] ['1', '28', '87'] -> 1 / (28 + 87) mod 89
[28211] ['5', '27', '49'] -> (27 + 49) * 5 mod 89
[28212] ['5', '27', '51'] -> (5 - 27) / 51 mod 89
[28213] ['5', '27', '52'] -> (5 / 27) - 52 mod 89
[28214] ['5', '27', '54'] -> 27 - (5 * 54) mod 89
[28215] ['5', '27', '58'] -> (58 - 27) / 5 mod 89
[28216] ['5', '27', '61'] -> 27 - (5 / 61) mod 89
[28217] ['5', '27', '65'] -> 65 - (27 / 5) mod 89
[28218] ['5', '27', '69'] -> (5 - 69) / 27 mod 89
[28219] ['5', '27', '70'] -> 70 - (27 * 5) mod 89
[28220] ['5', '27', '71'] -> (71 / 27) - 5 mod 89
[28221] ['1', '29', '39'] -> (29 - 1) * 39 mod 89
[28222] ['5', '27', '72'] -> (27 / 5) + 72 mod 89
[28223] ['5', '27', '77'] -> (77 / 5) - 27 mod 89
[28224] ['5', '27', '82'] -> (27 - 5) * 82 mod 89
[28225] ['5', '27', '83'] -> 83 / (27 - 5) mod 89
[28226] ['5', '27', '84'] -> 27 / (84 - 5) mod 89
[28227] ['5', '28', '32'] -> (28 - 5) * 32 mod 89
[28228] ['5', '28', '34'] -> (34 + 5) * 28 mod 89
[28229] ['5', '28', '35'] -> (28 / 5) - 35 mod 89
[28230] ['5', '28', '41'] -> (28 - 41) * 5 mod 89
[28231] ['5', '28', '45'] -> (5 - 45) / 28 mod 89
[28232] ['1', '29', '40'] -> 40 / (1 - 29) mod 89
[28233] ['5', '28', '46'] -> (46 * 5) - 28 mod 89
[28234] ['5', '28', '48'] -> (28 + 48) * 5 mod 89
[28235] ['5', '28', '53'] -> (28 / 53) + 5 mod 89
[28236] ['5', '28', '55'] -> (5 - 55) * 28 mod 89
[28237] ['5', '28', '59'] -> (59 - 28) / 5 mod 89
[28238] ['5', '28', '60'] -> (5 / 60) - 28 mod 89
[28239] ['5', '28', '64'] -> (28 - 5) / 64 mod 89
[28240] ['5', '28', '68'] -> 28 - (5 / 68) mod 89
[28241] ['5', '28', '71'] -> 71 / (5 - 28) mod 89
[28242] ['5', '28', '72'] -> 28 - (5 * 72) mod 89
[28243] ['1', '29', '41'] -> 29 / (1 + 41) mod 89
[28244] ['5', '28', '75'] -> 75 - (28 * 5) mod 89
[28245] ['5', '28', '76'] -> 5 / (28 - 76) mod 89
[28246] ['5', '28', '78'] -> 28 / (5 - 78) mod 89
[28247] ['5', '28', '82'] -> (82 / 5) - 28 mod 89
[28248] ['5', '28', '83'] -> 83 - (28 / 5) mod 89
[28249] ['5', '28', '86'] -> (28 - 86) / 5 mod 89
[28250] ['5', '28', '87'] -> (87 / 28) + 5 mod 89
[28251] ['5', '29', '36'] -> (29 / 5) + 36 mod 89
[28252] ['5', '29', '37'] -> 29 / (37 + 5) mod 89
[28253] ['5', '29', '39'] -> (29 / 39) + 5 mod 89
[28254] ['1', '29', '43'] -> 29 / (43 - 1) mod 89
[28255] ['5', '29', '40'] -> (40 / 29) - 5 mod 89
[28256] ['5', '29', '50'] -> 5 - (29 / 50) mod 89
[28257] ['5', '29', '52'] -> 29 / (5 - 52) mod 89
[28258] ['5', '29', '53'] -> (29 / 5) - 53 mod 89
[28259] ['5', '29', '57'] -> (29 * 5) + 57 mod 89
[28260] ['5', '29', '60'] -> (60 - 29) / 5 mod 89
[28261] ['5', '29', '61'] -> 61 - (5 / 29) mod 89
[28262] ['5', '29', '70'] -> 5 / (70 - 29) mod 89
[28263] ['5', '29', '73'] -> 5 - (29 * 73) mod 89
[28264] ['5', '29', '74'] -> (29 + 5) * 74 mod 89
[28265] ['1', '29', '44'] -> (44 / 29) + 1 mod 89
[28266] ['5', '29', '76'] -> (5 / 29) + 76 mod 89
[28267] ['5', '29', '77'] -> 5 / (29 - 77) mod 89
[28268] ['5', '29', '78'] -> (78 - 5) / 29 mod 89
[28269] ['5', '29', '80'] -> 80 - (29 * 5) mod 89
[28270] ['5', '29', '83'] -> (29 + 5) / 83 mod 89
[28271] ['5', '30', '30'] -> 30 - (30 / 5) mod 89
[28272] ['5', '30', '32'] -> 5 - (30 * 32) mod 89
[28273] ['5', '30', '33'] -> (30 - 5) * 33 mod 89
[28274] ['5', '30', '36'] -> (36 / 30) + 5 mod 89
[28275] ['5', '30', '37'] -> (30 * 5) - 37 mod 89
[28276] ['1', '29', '45'] -> 1 - (45 / 29) mod 89
[28277] ['5', '30', '38'] -> (5 / 38) - 30 mod 89
[28278] ['5', '30', '43'] -> (30 - 43) * 5 mod 89
[28279] ['5', '30', '44'] -> (30 / 44) - 5 mod 89
[28280] ['5', '30', '46'] -> (30 + 46) * 5 mod 89
[28281] ['5', '30', '52'] -> (30 * 5) + 52 mod 89
[28282] ['5', '30', '53'] -> 5 - (53 / 30) mod 89
[28283] ['5', '30', '56'] -> (5 - 30) * 56 mod 89
[28284] ['5', '30', '57'] -> (30 * 57) + 5 mod 89
[28285] ['5', '30', '61'] -> (61 - 30) / 5 mod 89
[28286] ['5', '30', '62'] -> (5 - 30) / 62 mod 89
[28287] ['1', '3', '83'] -> (1 / 3) + 83 mod 89
[28288] ['1', '29', '48'] -> 29 / (1 - 48) mod 89
[28289] ['5', '30', '63'] -> 30 / (5 + 63) mod 89
[28290] ['5', '30', '64'] -> 5 - (30 / 64) mod 89
[28291] ['5', '30', '66'] -> 66 / (30 - 5) mod 89
[28292] ['5', '30', '69'] -> (69 / 30) - 5 mod 89
[28293] ['5', '30', '70'] -> (5 * 70) + 30 mod 89
[28294] ['5', '30', '75'] -> 30 - (5 / 75) mod 89
[28295] ['5', '30', '77'] -> (77 - 5) * 30 mod 89
[28296] ['5', '30', '80'] -> (5 / 30) - 80 mod 89
[28297] ['5', '30', '82'] -> (5 * 82) - 30 mod 89
[28298] ['5', '30', '85'] -> 85 - (30 * 5) mod 89
[28299] ['1', '29', '49'] -> 49 / (29 - 1) mod 89
[28300] ['5', '30', '86'] -> (5 - 86) / 30 mod 89
[28301] ['5', '30', '87'] -> (30 * 87) - 5 mod 89
[28302] ['5', '31', '34'] -> 5 - (34 / 31) mod 89
[28303] ['5', '31', '35'] -> 31 - (35 / 5) mod 89
[28304] ['5', '31', '36'] -> (5 - 31) / 36 mod 89
[28305] ['5', '31', '45'] -> (31 + 45) * 5 mod 89
[28306] ['5', '31', '46'] -> (31 + 5) / 46 mod 89
[28307] ['5', '31', '48'] -> 48 - (31 / 5) mod 89
[28308] ['5', '31', '52'] -> (5 * 52) + 31 mod 89
[28309] ['5', '31', '54'] -> (54 / 5) + 31 mod 89
[28310] ['1', '29', '51'] -> (29 / 51) - 1 mod 89
[28311] ['5', '31', '55'] -> (55 / 31) + 5 mod 89
[28312] ['5', '31', '63'] -> 63 / (31 + 5) mod 89
[28313] ['5', '31', '72'] -> 5 / (72 - 31) mod 89
[28314] ['5', '31', '76'] -> (5 - 76) * 31 mod 89
[28315] ['5', '31', '78'] -> 5 - (31 / 78) mod 89
[28316] ['5', '31', '79'] -> 5 / (31 - 79) mod 89
[28317] ['5', '31', '88'] -> 88 / (5 - 31) mod 89
[28318] ['5', '32', '36'] -> 32 / (36 - 5) mod 89
[28319] ['5', '32', '40'] -> 32 - (40 / 5) mod 89
[28320] ['5', '32', '41'] -> (32 / 41) - 5 mod 89
[28321] ['1', '29', '55'] -> 1 / (55 - 29) mod 89
[28322] ['5', '32', '42'] -> (32 * 5) + 42 mod 89
[28323] ['5', '32', '44'] -> (32 + 44) * 5 mod 89
[28324] ['5', '32', '45'] -> (32 - 45) * 5 mod 89
[28325] ['5', '32', '47'] -> (32 * 5) - 47 mod 89
[28326] ['5', '32', '49'] -> (49 / 5) + 32 mod 89
[28327] ['5', '32', '59'] -> (32 * 59) + 5 mod 89
[28328] ['5', '32', '60'] -> (5 / 32) + 60 mod 89
[28329] ['5', '32', '64'] -> 64 / (5 - 32) mod 89
[28330] ['5', '32', '68'] -> (32 + 5) * 68 mod 89
[28331] ['5', '32', '72'] -> (32 + 5) / 72 mod 89
[28332] ['1', '29', '67'] -> 67 - (1 / 29) mod 89
[28333] ['5', '32', '73'] -> 5 / (73 - 32) mod 89
[28334] ['5', '32', '74'] -> (74 / 32) + 5 mod 89
[28335] ['5', '32', '77'] -> 77 - (5 / 32) mod 89
[28336] ['5', '32', '79'] -> (32 - 5) / 79 mod 89
[28337] ['5', '32', '87'] -> 87 / (32 + 5) mod 89
[28338] ['5', '32', '88'] -> (32 + 88) / 5 mod 89
[28339] ['5', '33', '40'] -> 40 / (5 - 33) mod 89
[28340] ['5', '33', '43'] -> (33 + 43) * 5 mod 89
[28341] ['5', '33', '45'] -> 33 - (45 / 5) mod 89
[28342] ['5', '33', '46'] -> (33 - 46) * 5 mod 89
[28343] ['1', '29', '68'] -> (1 + 29) / 68 mod 89
[28344] ['5', '33', '49'] -> 49 / (33 - 5) mod 89
[28345] ['5', '33', '53'] -> (33 / 5) + 53 mod 89
[28346] ['5', '33', '64'] -> (64 - 33) / 5 mod 89
[28347] ['5', '33', '68'] -> (33 * 68) + 5 mod 89
[28348] ['5', '33', '69'] -> (5 - 69) * 33 mod 89
[28349] ['5', '33', '70'] -> 70 - (5 / 33) mod 89
[28350] ['5', '33', '71'] -> (33 * 71) - 5 mod 89
[28351] ['5', '33', '72'] -> (33 / 72) + 5 mod 89
[28352] ['5', '33', '74'] -> 5 / (74 - 33) mod 89
[28353] ['5', '33', '81'] -> 5 / (33 - 81) mod 89
[28354] ['1', '29', '70'] -> (1 / 29) + 70 mod 89
[28355] ['5', '33', '87'] -> (33 + 87) / 5 mod 89
[28356] ['5', '34', '38'] -> (34 / 38) - 5 mod 89
[28357] ['5', '34', '39'] -> (39 / 5) + 34 mod 89
[28358] ['5', '34', '44'] -> (5 / 44) + 34 mod 89
[28359] ['5', '34', '45'] -> 34 - (5 / 45) mod 89
[28360] ['5', '34', '46'] -> 46 / (34 + 5) mod 89
[28361] ['5', '34', '50'] -> 34 - (50 / 5) mod 89
[28362] ['5', '34', '54'] -> (34 / 5) - 54 mod 89
[28363] ['5', '34', '57'] -> (34 * 5) - 57 mod 89
[28364] ['5', '34', '58'] -> (34 / 58) + 5 mod 89
[28365] ['1', '29', '71'] -> (1 / 71) + 29 mod 89
[28366] ['5', '34', '69'] -> (5 + 69) * 34 mod 89
[28367] ['5', '34', '78'] -> 34 / (5 + 78) mod 89
[28368] ['5', '34', '87'] -> (5 * 87) + 34 mod 89
[28369] ['5', '34', '88'] -> 34 / (88 - 5) mod 89
[28370] ['5', '35', '36'] -> (36 / 35) - 5 mod 89
[28371] ['5', '35', '40'] -> (5 / 40) + 35 mod 89
[28372] ['5', '35', '41'] -> (35 + 41) * 5 mod 89
[28373] ['5', '35', '42'] -> (42 / 35) + 5 mod 89
[28374] ['5', '35', '47'] -> 5 - (47 / 35) mod 89
[28375] ['5', '35', '48'] -> (35 - 48) * 5 mod 89
[28376] ['1', '29', '74'] -> (74 - 1) / 29 mod 89
[28377] ['5', '35', '49'] -> 35 - (5 / 49) mod 89
[28378] ['5', '35', '61'] -> (35 + 5) / 61 mod 89
[28379] ['5', '35', '66'] -> (66 - 35) / 5 mod 89
[28380] ['5', '35', '68'] -> (35 - 5) / 68 mod 89
[28381] ['5', '35', '69'] -> (5 * 69) + 35 mod 89
[28382] ['5', '35', '70'] -> 70 / (35 + 5) mod 89
[28383] ['5', '35', '75'] -> 75 - (5 / 35) mod 89
[28384] ['5', '35', '76'] -> 5 / (76 - 35) mod 89
[28385] ['5', '35', '85'] -> (35 + 85) / 5 mod 89
[28386] ['5', '35', '87'] -> (35 * 87) + 5 mod 89
[28387] ['1', '29', '79'] -> 1 - (29 * 79) mod 89
[28388] ['5', '36', '38'] -> 36 - (38 * 5) mod 89
[28389] ['5', '36', '40'] -> (36 + 40) * 5 mod 89
[28390] ['5', '36', '41'] -> 36 / (41 + 5) mod 89
[28391] ['5', '36', '44'] -> (36 + 5) * 44 mod 89
[28392] ['5', '36', '56'] -> (5 / 36) + 56 mod 89
[28393] ['5', '36', '57'] -> 57 / (5 - 36) mod 89
[28394] ['5', '36', '59'] -> 5 - (36 / 59) mod 89
[28395] ['5', '36', '60'] -> 36 - (60 / 5) mod 89
[28396] ['5', '36', '61'] -> (61 / 36) + 5 mod 89
[28397] ['5', '36', '68'] -> (68 - 5) / 36 mod 89
[28398] ['1', '1', '52'] -> (1 + 1) / 52 mod 89
[28399] ['1', '3', '85'] -> 1 - (3 / 85) mod 89
[28400] ['1', '29', '80'] -> 1 - (29 / 80) mod 89
[28401] ['5', '36', '71'] -> (5 - 36) * 71 mod 89
[28402] ['5', '36', '77'] -> 5 / (77 - 36) mod 89
[28403] ['5', '36', '81'] -> 81 - (5 / 36) mod 89
[28404] ['5', '36', '86'] -> 5 - (36 * 86) mod 89
[28405] ['5', '36', '87'] -> (36 + 5) / 87 mod 89
[28406] ['5', '36', '88'] -> (36 / 5) + 88 mod 89
[28407] ['5', '37', '38'] -> (38 / 5) - 37 mod 89
[28408] ['5', '37', '58'] -> (5 - 37) / 58 mod 89
[28409] ['5', '37', '62'] -> 37 - (5 / 62) mod 89
[28410] ['5', '37', '63'] -> (5 + 63) * 37 mod 89
[28411] ['1', '29', '86'] -> 1 / (29 + 86) mod 89
[28412] ['5', '37', '65'] -> 37 - (65 / 5) mod 89
[28413] ['5', '37', '68'] -> (68 - 37) / 5 mod 89
[28414] ['5', '37', '70'] -> (37 / 5) + 70 mod 89
[28415] ['5', '37', '72'] -> (37 * 5) - 72 mod 89
[28416] ['5', '37', '77'] -> 37 / (77 - 5) mod 89
[28417] ['5', '37', '80'] -> (80 / 37) + 5 mod 89
[28418] ['5', '37', '82'] -> (5 + 82) / 37 mod 89
[28419] ['5', '37', '83'] -> (37 + 83) / 5 mod 89
[28420] ['5', '37', '84'] -> (5 / 37) + 84 mod 89
[28421] ['5', '37', '85'] -> 5 / (37 - 85) mod 89
[28422] ['1', '30', '32'] -> 32 / (1 + 30) mod 89
[28423] ['5', '38', '38'] -> (38 + 38) * 5 mod 89
[28424] ['5', '38', '43'] -> (43 / 5) - 38 mod 89
[28425] ['5', '38', '44'] -> 5 - (38 * 44) mod 89
[28426] ['5', '38', '48'] -> (48 * 5) - 38 mod 89
[28427] ['5', '38', '51'] -> (38 - 51) * 5 mod 89
[28428] ['5', '38', '52'] -> (38 / 5) + 52 mod 89
[28429] ['5', '38', '53'] -> 53 / (38 + 5) mod 89
[28430] ['5', '38', '59'] -> (5 / 38) + 59 mod 89
[28431] ['5', '38', '72'] -> (5 - 72) / 38 mod 89
[28432] ['5', '38', '74'] -> 38 - (5 * 74) mod 89
[28433] ['1', '30', '38'] -> (38 / 30) - 1 mod 89
[28434] ['5', '38', '77'] -> (38 * 5) - 77 mod 89
[28435] ['5', '38', '78'] -> 78 - (5 / 38) mod 89
[28436] ['5', '38', '82'] -> (38 + 82) / 5 mod 89
[28437] ['5', '38', '83'] -> 38 - (5 / 83) mod 89
[28438] ['5', '38', '84'] -> (5 - 84) * 38 mod 89
[28439] ['5', '38', '86'] -> 5 / (38 - 86) mod 89
[28440] ['5', '38', '87'] -> 5 - (38 / 87) mod 89
[28441] ['5', '39', '40'] -> 39 / (40 - 5) mod 89
[28442] ['5', '39', '55'] -> (39 / 5) - 55 mod 89
[28443] ['5', '39', '56'] -> (5 / 39) - 56 mod 89
[28444] ['1', '30', '40'] -> (30 / 40) + 1 mod 89
[28445] ['5', '39', '60'] -> 5 - (60 / 39) mod 89
[28446] ['5', '39', '63'] -> (63 / 39) - 5 mod 89
[28447] ['5', '39', '70'] -> (70 - 39) / 5 mod 89
[28448] ['5', '39', '76'] -> (39 + 5) / 76 mod 89
[28449] ['5', '39', '80'] -> 5 / (80 - 39) mod 89
[28450] ['5', '39', '81'] -> (39 + 81) / 5 mod 89
[28451] ['5', '39', '82'] -> (39 * 5) - 82 mod 89
[28452] ['5', '39', '83'] -> (39 - 5) / 83 mod 89
[28453] ['5', '39', '87'] -> 5 / (39 - 87) mod 89
[28454] ['5', '40', '40'] -> (5 - 40) * 40 mod 89
[28455] ['1', '30', '42'] -> (30 - 1) / 42 mod 89
[28456] ['5', '40', '41'] -> 5 - (41 / 40) mod 89
[28457] ['5', '40', '43'] -> (40 * 43) - 5 mod 89
[28458] ['5', '40', '46'] -> 46 - (40 * 5) mod 89
[28459] ['5', '40', '50'] -> 50 / (5 - 40) mod 89
[28460] ['5', '40', '54'] -> (5 / 40) - 54 mod 89
[28461] ['5', '40', '56'] -> 40 / (5 + 56) mod 89
[28462] ['5', '40', '63'] -> (40 / 63) + 5 mod 89
[28463] ['5', '40', '66'] -> 40 / (66 - 5) mod 89
[28464] ['5', '40', '72'] -> (5 / 72) + 40 mod 89
[28465] ['5', '40', '73'] -> (40 / 5) - 73 mod 89
[28466] ['1', '30', '47'] -> (1 - 30) / 47 mod 89
[28467] ['5', '40', '75'] -> (75 - 5) / 40 mod 89
[28468] ['5', '40', '81'] -> 5 / (81 - 40) mod 89
[28469] ['5', '40', '84'] -> (5 * 84) - 40 mod 89
[28470] ['5', '40', '87'] -> (40 * 5) - 87 mod 89
[28471] ['5', '40', '88'] -> 5 / (40 - 88) mod 89
[28472] ['5', '41', '43'] -> (5 - 41) / 43 mod 89
[28473] ['5', '41', '46'] -> (41 - 5) / 46 mod 89
[28474] ['5', '41', '51'] -> 51 - (41 * 5) mod 89
[28475] ['5', '41', '54'] -> (41 - 54) * 5 mod 89
[28476] ['5', '41', '58'] -> (58 / 5) - 41 mod 89
[28477] ['1', '30', '49'] -> 1 - (30 / 49) mod 89
[28478] ['5', '41', '63'] -> 63 / (41 - 5) mod 89
[28479] ['5', '41', '68'] -> (41 * 68) - 5 mod 89
[28480] ['5', '41', '69'] -> 5 - (41 * 69) mod 89
[28481] ['5', '41', '73'] -> (5 / 73) + 41 mod 89
[28482] ['5', '41', '85'] -> 41 - (85 / 5) mod 89
[28483] ['5', '41', '86'] -> (41 * 5) + 86 mod 89
[28484] ['5', '41', '87'] -> (41 / 5) + 87 mod 89
[28485] ['5', '42', '54'] -> 5 - (42 / 54) mod 89
[28486] ['5', '42', '55'] -> (42 - 55) * 5 mod 89
[28487] ['5', '42', '57'] -> 42 - (5 * 57) mod 89
[28488] ['1', '30', '56'] -> 1 / (56 - 30) mod 89
[28489] ['5', '42', '60'] -> 60 / (42 + 5) mod 89
[28490] ['5', '42', '64'] -> (5 / 64) + 42 mod 89
[28491] ['5', '42', '69'] -> (42 / 5) + 69 mod 89
[28492] ['5', '42', '70'] -> 42 / (5 - 70) mod 89
[28493] ['5', '42', '72'] -> (42 - 5) / 72 mod 89
[28494] ['5', '42', '73'] -> (73 - 42) / 5 mod 89
[28495] ['5', '42', '78'] -> (42 + 78) / 5 mod 89
[28496] ['5', '42', '81'] -> (42 * 5) + 81 mod 89
[28497] ['5', '42', '83'] -> 5 / (83 - 42) mod 89
[28498] ['5', '42', '86'] -> (86 / 42) + 5 mod 89
[28499] ['1', '30', '61'] -> (1 / 61) - 30 mod 89
[28500] ['5', '42', '87'] -> 87 / (42 - 5) mod 89
[28501] ['5', '43', '44'] -> 43 / (5 - 44) mod 89
[28502] ['5', '43', '48'] -> (48 + 5) / 43 mod 89
[28503] ['5', '43', '49'] -> (49 * 5) - 43 mod 89
[28504] ['5', '43', '51'] -> (43 / 5) + 51 mod 89
[28505] ['5', '43', '55'] -> 43 / (55 - 5) mod 89
[28506] ['5', '43', '56'] -> (43 - 56) * 5 mod 89
[28507] ['5', '43', '57'] -> (5 / 43) + 57 mod 89
[28508] ['5', '43', '58'] -> (58 - 5) / 43 mod 89
[28509] ['5', '43', '61'] -> 61 - (43 * 5) mod 89
[28510] ['1', '4', '5'] -> (1 + 5) * 4 mod 89
[28511] ['1', '30', '71'] -> (1 + 71) * 30 mod 89
[28512] ['5', '43', '67'] -> 67 / (5 - 43) mod 89
[28513] ['5', '43', '69'] -> (43 / 69) - 5 mod 89
[28514] ['5', '43', '70'] -> (5 / 70) + 43 mod 89
[28515] ['5', '43', '73'] -> 5 - (73 / 43) mod 89
[28516] ['5', '43', '74'] -> (74 - 43) / 5 mod 89
[28517] ['5', '43', '76'] -> (43 * 5) + 76 mod 89
[28518] ['5', '43', '77'] -> (43 + 77) / 5 mod 89
[28519] ['5', '43', '78'] -> (78 - 5) * 43 mod 89
[28520] ['5', '43', '79'] -> (5 - 43) * 79 mod 89
[28521] ['5', '43', '83'] -> (83 / 5) + 43 mod 89
[28522] ['1', '30', '74'] -> (1 / 74) + 30 mod 89
[28523] ['5', '43', '86'] -> 86 - (43 / 5) mod 89
[28524] ['5', '44', '53'] -> (5 - 53) * 44 mod 89
[28525] ['5', '44', '55'] -> (5 / 44) - 55 mod 89
[28526] ['5', '44', '56'] -> (44 / 5) - 56 mod 89
[28527] ['5', '44', '57'] -> (44 - 57) * 5 mod 89
[28528] ['5', '44', '61'] -> (5 - 44) * 61 mod 89
[28529] ['5', '44', '66'] -> 66 - (44 * 5) mod 89
[28530] ['5', '44', '72'] -> (5 + 72) / 44 mod 89
[28531] ['5', '44', '75'] -> (75 - 44) / 5 mod 89
[28532] ['5', '44', '76'] -> (44 + 76) / 5 mod 89
[28533] ['1', '30', '75'] -> (30 * 75) - 1 mod 89
[28534] ['5', '44', '78'] -> (78 / 5) + 44 mod 89
[28535] ['5', '44', '81'] -> 44 / (81 - 5) mod 89
[28536] ['5', '44', '86'] -> 5 / (44 + 86) mod 89
[28537] ['5', '45', '46'] -> (5 - 46) * 45 mod 89
[28538] ['5', '45', '51'] -> 5 - (45 * 51) mod 89
[28539] ['5', '45', '53'] -> (53 - 5) * 45 mod 89
[28540] ['5', '45', '59'] -> (59 / 45) - 5 mod 89
[28541] ['5', '45', '67'] -> (5 * 67) + 45 mod 89
[28542] ['5', '45', '70'] -> 70 / (45 - 5) mod 89
[28543] ['5', '45', '71'] -> 71 - (45 * 5) mod 89
[28544] ['1', '30', '85'] -> 1 / (30 + 85) mod 89
[28545] ['5', '45', '76'] -> (76 - 45) / 5 mod 89
[28546] ['5', '45', '78'] -> (78 / 5) - 45 mod 89
[28547] ['5', '45', '81'] -> 45 / (5 - 81) mod 89
[28548] ['5', '45', '86'] -> 5 / (86 - 45) mod 89
[28549] ['5', '46', '51'] -> 51 - (46 / 5) mod 89
[28550] ['5', '46', '55'] -> 46 / (5 - 55) mod 89
[28551] ['5', '46', '58'] -> (5 - 58) / 46 mod 89
[28552] ['5', '46', '59'] -> (46 - 59) * 5 mod 89
[28553] ['5', '46', '61'] -> (46 * 5) + 61 mod 89
[28554] ['5', '46', '67'] -> 67 / (46 + 5) mod 89
[28555] ['1', '31', '31'] -> (1 + 31) / 31 mod 89
[28556] ['5', '46', '69'] -> 46 - (5 / 69) mod 89
[28557] ['5', '46', '70'] -> (5 / 70) - 46 mod 89
[28558] ['5', '46', '73'] -> (73 / 46) + 5 mod 89
[28559] ['5', '46', '74'] -> (46 + 74) / 5 mod 89
[28560] ['5', '46', '76'] -> 76 - (46 * 5) mod 89
[28561] ['5', '46', '77'] -> (77 - 46) / 5 mod 89
[28562] ['5', '46', '78'] -> (5 - 78) * 46 mod 89
[28563] ['5', '46', '83'] -> (83 / 5) - 46 mod 89
[28564] ['5', '46', '86'] -> (46 / 5) + 86 mod 89
[28565] ['5', '46', '88'] -> (88 / 46) - 5 mod 89
[28566] ['1', '31', '33'] -> (33 - 1) / 31 mod 89
[28567] ['5', '47', '54'] -> (47 / 54) + 5 mod 89
[28568] ['5', '47', '55'] -> (5 + 55) / 47 mod 89
[28569] ['5', '47', '56'] -> (47 * 5) + 56 mod 89
[28570] ['5', '47', '64'] -> (5 / 64) - 47 mod 89
[28571] ['5', '47', '67'] -> (5 / 47) - 67 mod 89
[28572] ['5', '47', '69'] -> 69 - (47 / 5) mod 89
[28573] ['5', '47', '70'] -> 47 / (70 - 5) mod 89
[28574] ['5', '47', '73'] -> (47 + 73) / 5 mod 89
[28575] ['5', '47', '78'] -> (78 - 47) / 5 mod 89
[28576] ['5', '47', '81'] -> 81 - (47 * 5) mod 89
[28577] ['1', '31', '34'] -> (1 / 34) - 31 mod 89
[28578] ['5', '47', '83'] -> 5 / (47 + 83) mod 89
[28579] ['5', '47', '86'] -> 5 - (86 / 47) mod 89
[28580] ['5', '48', '48'] -> (5 / 48) + 48 mod 89
[28581] ['5', '48', '51'] -> (48 * 5) + 51 mod 89
[28582] ['5', '48', '53'] -> 53 / (48 - 5) mod 89
[28583] ['5', '48', '57'] -> (57 / 48) - 5 mod 89
[28584] ['5', '48', '58'] -> (58 / 5) + 48 mod 89
