[1] ['1', '1', '5'] -> 1 / (1 - 5) mod 97
[22228] ['32', '71', '75'] -> 75 - (32 / 71) mod 97
[22229] ['32', '71', '80'] -> (32 * 71) + 80 mod 97
[22230] ['32', '71', '81'] -> (32 / 81) - 71 mod 97
[22231] ['32', '71', '83'] -> 32 - (83 / 71) mod 97
[22232] ['32', '71', '86'] -> (32 / 86) + 71 mod 97
[22233] ['32', '71', '92'] -> 32 / (71 + 92) mod 97
[22234] ['32', '72', '77'] -> (32 - 72) * 77 mod 97
[22235] ['32', '72', '95'] -> (32 / 72) - 95 mod 97
[22236] ['32', '73', '83'] -> 83 / (32 - 73) mod 97
[22237] ['3', '30', '86'] -> (30 - 3) / 86 mod 97
[22238] ['32', '73', '94'] -> 32 - (73 / 94) mod 97
[22239] ['32', '73', '96'] -> 96 - (73 / 32) mod 97
[22240] ['32', '74', '76'] -> (32 / 74) + 76 mod 97
[22241] ['32', '74', '84'] -> 32 - (74 * 84) mod 97
[22242] ['32', '74', '86'] -> 74 - (32 / 86) mod 97
[22243] ['32', '74', '89'] -> 32 / (74 + 89) mod 97
[22244] ['32', '74', '90'] -> (90 - 32) * 74 mod 97
[22245] ['32', '74', '93'] -> 93 - (74 / 32) mod 97
[22246] ['32', '74', '94'] -> (32 * 94) - 74 mod 97
[22247] ['32', '74', '95'] -> (32 + 95) / 74 mod 97
[22248] ['3', '30', '92'] -> 92 - (3 / 30) mod 97
[22249] ['32', '75', '88'] -> 32 / (75 + 88) mod 97
[22250] ['32', '75', '90'] -> 90 - (75 / 32) mod 97
[22251] ['32', '75', '91'] -> (32 * 91) - 75 mod 97
[22252] ['32', '76', '79'] -> (32 - 76) / 79 mod 97
[22253] ['32', '76', '82'] -> (82 / 32) + 76 mod 97
[22254] ['32', '76', '85'] -> (85 / 76) - 32 mod 97
[22255] ['32', '76', '86'] -> 86 / (76 - 32) mod 97
[22256] ['32', '76', '88'] -> (32 * 88) - 76 mod 97
[22257] ['32', '76', '92'] -> 32 - (76 * 92) mod 97
[22258] ['32', '76', '96'] -> (96 / 32) - 76 mod 97
[22259] ['3', '30', '95'] -> (3 * 95) + 30 mod 97
[22260] ['32', '77', '83'] -> (32 - 77) / 83 mod 97
[22261] ['32', '77', '86'] -> 32 / (77 + 86) mod 97
[22262] ['32', '77', '89'] -> (89 - 32) * 77 mod 97
[22263] ['32', '77', '90'] -> (32 - 77) * 90 mod 97
[22264] ['32', '77', '94'] -> 94 / (32 + 77) mod 97
[22265] ['32', '78', '79'] -> 78 - (79 / 32) mod 97
[22266] ['32', '78', '81'] -> 81 - (78 / 32) mod 97
[22267] ['32', '78', '82'] -> (32 * 82) - 78 mod 97
[22268] ['32', '78', '84'] -> (32 / 84) - 78 mod 97
[22269] ['32', '78', '85'] -> 32 / (78 + 85) mod 97
[22270] ['3', '31', '35'] -> (3 - 35) / 31 mod 97
[22271] ['32', '78', '87'] -> (32 - 78) / 87 mod 97
[22272] ['32', '78', '88'] -> (78 / 88) - 32 mod 97
[22273] ['32', '78', '92'] -> (92 - 32) * 78 mod 97
[22274] ['32', '78', '95'] -> 95 - (32 * 78) mod 97
[22275] ['32', '79', '79'] -> (32 * 79) - 79 mod 97
[22276] ['32', '79', '81'] -> (79 - 32) * 81 mod 97
[22277] ['32', '79', '82'] -> (32 / 79) - 82 mod 97
[22278] ['32', '79', '83'] -> (83 / 32) + 79 mod 97
[22279] ['32', '79', '84'] -> 32 / (79 + 84) mod 97
[22280] ['32', '79', '85'] -> (85 - 32) / 79 mod 97
[22281] ['3', '31', '39'] -> (39 - 31) * 3 mod 97
[22282] ['32', '79', '91'] -> (32 - 79) / 91 mod 97
[22283] ['32', '79', '95'] -> (95 / 32) - 79 mod 97
[22284] ['32', '79', '96'] -> (32 + 96) * 79 mod 97
[22285] ['32', '80', '85'] -> 85 / (80 - 32) mod 97
[22286] ['32', '80', '95'] -> (32 - 80) / 95 mod 97
[22287] ['32', '81', '93'] -> 93 / (32 + 81) mod 97
[22288] ['32', '81', '94'] -> 94 - (32 * 81) mod 97
[22289] ['32', '81', '96'] -> 81 / (96 - 32) mod 97
[22290] ['32', '82', '83'] -> 32 - (82 / 83) mod 97
[22291] ['32', '82', '84'] -> (84 / 32) + 82 mod 97
[22292] ['3', '31', '41'] -> (31 + 41) / 3 mod 97
[22293] ['32', '82', '87'] -> (32 + 82) * 87 mod 97
[22294] ['32', '82', '91'] -> (82 - 32) / 91 mod 97
[22295] ['32', '82', '92'] -> 82 / (92 - 32) mod 97
[22296] ['32', '82', '94'] -> (94 / 32) - 82 mod 97
[22297] ['32', '82', '95'] -> (82 / 95) - 32 mod 97
[22298] ['32', '83', '87'] -> (83 - 32) / 87 mod 97
[22299] ['32', '83', '88'] -> 83 / (88 - 32) mod 97
[22300] ['32', '83', '89'] -> (89 / 83) - 32 mod 97
[22301] ['32', '83', '93'] -> (83 * 93) - 32 mod 97
[22302] ['32', '84', '84'] -> 84 / (84 - 32) mod 97
[22303] ['3', '31', '42'] -> 31 - (3 / 42) mod 97
[22304] ['32', '85', '85'] -> (85 / 32) + 85 mod 97
[22305] ['32', '85', '92'] -> 92 / (32 + 85) mod 97
[22306] ['32', '86', '89'] -> (32 * 89) + 86 mod 97
[22307] ['32', '87', '89'] -> 87 / (32 - 89) mod 97
[22308] ['32', '87', '91'] -> (87 / 32) + 91 mod 97
[22309] ['32', '88', '91'] -> (32 / 88) - 91 mod 97
[22310] ['32', '88', '92'] -> (92 / 32) - 88 mod 97
[22311] ['32', '88', '93'] -> 88 / (32 - 93) mod 97
[22312] ['32', '88', '95'] -> (32 * 95) + 88 mod 97
[22313] ['32', '89', '90'] -> (89 * 90) - 32 mod 97
[22314] ['3', '31', '51'] -> (31 / 3) - 51 mod 97
[22315] ['32', '91', '91'] -> (91 / 32) - 91 mod 97
[22316] ['32', '91', '94'] -> (32 / 91) + 94 mod 97
[22317] ['32', '92', '95'] -> (32 - 95) * 92 mod 97
[22318] ['32', '93', '95'] -> 32 - (93 * 95) mod 97
[22319] ['33', '33', '35'] -> (33 * 35) + 33 mod 97
[22320] ['33', '33', '36'] -> 33 - (33 / 36) mod 97
[22321] ['33', '33', '37'] -> (33 * 37) - 33 mod 97
[22322] ['33', '33', '38'] -> (38 / 33) - 33 mod 97
[22323] ['33', '33', '46'] -> 46 - (33 * 33) mod 97
[22324] ['33', '33', '49'] -> (49 - 33) / 33 mod 97
[22325] ['3', '31', '55'] -> (3 / 55) + 31 mod 97
[22326] ['33', '33', '61'] -> (33 / 61) + 33 mod 97
[22327] ['33', '33', '62'] -> 33 - (33 * 62) mod 97
[22328] ['33', '33', '68'] -> 33 / (33 - 68) mod 97
[22329] ['33', '33', '69'] -> (69 - 33) * 33 mod 97
[22330] ['33', '33', '74'] -> (33 / 33) - 74 mod 97
[22331] ['33', '33', '80'] -> (33 + 80) / 33 mod 97
[22332] ['33', '33', '91'] -> (91 / 33) + 33 mod 97
[22333] ['33', '33', '94'] -> (33 - 94) * 33 mod 97
[22334] ['33', '34', '39'] -> 34 - (39 / 33) mod 97
[22335] ['33', '34', '50'] -> (50 - 34) / 33 mod 97
[22336] ['1', '15', '22'] -> (22 - 1) * 15 mod 97
[22337] ['3', '31', '56'] -> (31 - 56) / 3 mod 97
[22338] ['33', '34', '56'] -> 56 / (33 + 34) mod 97
[22339] ['33', '34', '58'] -> (58 / 33) + 34 mod 97
[22340] ['33', '34', '66'] -> (33 * 34) + 66 mod 97
[22341] ['33', '34', '69'] -> 33 / (34 - 69) mod 97
[22342] ['33', '34', '75'] -> 75 - (34 / 33) mod 97
[22343] ['33', '34', '83'] -> 33 - (34 * 83) mod 97
[22344] ['33', '34', '84'] -> (33 / 84) + 34 mod 97
[22345] ['33', '34', '93'] -> (34 - 33) / 93 mod 97
[22346] ['33', '34', '96'] -> 33 / (96 - 34) mod 97
[22347] ['33', '35', '40'] -> (33 * 40) - 35 mod 97
[22348] ['3', '31', '57'] -> (31 * 57) + 3 mod 97
[22349] ['33', '35', '42'] -> (42 - 33) * 35 mod 97
[22350] ['33', '35', '46'] -> (33 + 35) * 46 mod 97
[22351] ['33', '35', '47'] -> 33 - (35 / 47) mod 97
[22352] ['33', '35', '50'] -> (35 / 50) + 33 mod 97
[22353] ['33', '35', '51'] -> (51 - 35) / 33 mod 97
[22354] ['33', '35', '55'] -> (55 / 35) - 33 mod 97
[22355] ['33', '35', '65'] -> 35 - (33 * 65) mod 97
[22356] ['33', '35', '66'] -> (33 - 66) / 35 mod 97
[22357] ['33', '35', '70'] -> 33 / (35 - 70) mod 97
[22358] ['33', '35', '72'] -> 35 - (72 / 33) mod 97
[22359] ['3', '31', '61'] -> (61 / 31) - 3 mod 97
[22360] ['33', '35', '76'] -> 35 / (33 - 76) mod 97
[22361] ['33', '35', '77'] -> (35 / 33) - 77 mod 97
[22362] ['33', '35', '78'] -> (35 + 78) / 33 mod 97
[22363] ['33', '35', '80'] -> 80 / (33 + 35) mod 97
[22364] ['33', '35', '82'] -> (35 * 82) - 33 mod 97
[22365] ['33', '35', '84'] -> (35 / 84) - 33 mod 97
[22366] ['33', '35', '85'] -> (33 - 35) * 85 mod 97
[22367] ['33', '35', '87'] -> 35 / (87 - 33) mod 97
[22368] ['33', '35', '89'] -> (35 - 33) / 89 mod 97
[22369] ['33', '35', '94'] -> (33 / 94) + 35 mod 97
[22370] ['3', '31', '62'] -> (3 + 62) / 31 mod 97
[22371] ['33', '36', '40'] -> (40 / 33) - 36 mod 97
[22372] ['33', '36', '48'] -> 48 - (33 * 36) mod 97
[22373] ['33', '36', '55'] -> (33 + 55) / 36 mod 97
[22374] ['33', '36', '64'] -> (64 / 36) + 33 mod 97
[22375] ['33', '36', '66'] -> (66 - 33) * 36 mod 97
[22376] ['33', '36', '71'] -> 33 / (36 - 71) mod 97
[22377] ['33', '36', '73'] -> 33 - (36 * 73) mod 97
[22378] ['33', '36', '77'] -> (36 + 77) / 33 mod 97
[22379] ['33', '36', '78'] -> 78 - (36 / 33) mod 97
[22380] ['33', '36', '79'] -> (33 * 79) + 36 mod 97
[22381] ['3', '31', '74'] -> (31 + 74) * 3 mod 97
[22382] ['33', '36', '80'] -> 36 / (33 - 80) mod 97
[22383] ['33', '36', '82'] -> (33 / 36) - 82 mod 97
[22384] ['33', '36', '85'] -> (36 - 33) / 85 mod 97
[22385] ['33', '36', '90'] -> (33 * 90) - 36 mod 97
[22386] ['33', '37', '38'] -> 38 - (33 / 37) mod 97
[22387] ['33', '37', '39'] -> (37 / 39) + 33 mod 97
[22388] ['33', '37', '42'] -> 33 - (42 / 37) mod 97
[22389] ['33', '37', '43'] -> (33 * 43) - 37 mod 97
[22390] ['33', '37', '48'] -> (48 - 33) / 37 mod 97
[22391] ['33', '37', '50'] -> (37 / 50) - 33 mod 97
[22392] ['3', '31', '80'] -> (31 / 80) + 3 mod 97
[22393] ['33', '37', '52'] -> (52 - 33) * 37 mod 97
[22394] ['33', '37', '55'] -> (55 / 37) + 33 mod 97
[22395] ['33', '37', '56'] -> (56 / 33) + 37 mod 97
[22396] ['33', '37', '58'] -> 33 - (37 / 58) mod 97
[22397] ['33', '37', '64'] -> (33 * 37) + 64 mod 97
[22398] ['33', '37', '68'] -> 37 - (33 * 68) mod 97
[22399] ['33', '37', '76'] -> (37 + 76) / 33 mod 97
[22400] ['33', '37', '80'] -> (37 / 33) - 80 mod 97
[22401] ['33', '37', '83'] -> (33 + 83) * 37 mod 97
[22402] ['33', '37', '84'] -> 37 / (33 - 84) mod 97
[22403] ['3', '31', '83'] -> (3 * 83) - 31 mod 97
[22404] ['33', '37', '88'] -> (33 / 88) - 37 mod 97
[22405] ['33', '37', '91'] -> (33 - 37) * 91 mod 97
[22406] ['33', '37', '92'] -> 33 - (37 * 92) mod 97
[22407] ['33', '38', '41'] -> (33 / 38) + 41 mod 97
[22408] ['33', '38', '46'] -> (46 / 38) + 33 mod 97
[22409] ['33', '38', '51'] -> 33 - (51 / 38) mod 97
[22410] ['33', '38', '54'] -> (54 - 38) / 33 mod 97
[22411] ['33', '38', '55'] -> 55 / (33 + 38) mod 97
[22412] ['33', '38', '56'] -> (33 / 38) - 56 mod 97
[22413] ['33', '38', '60'] -> (33 / 60) + 38 mod 97
[22414] ['3', '31', '84'] -> (31 - 3) * 84 mod 97
[22415] ['33', '38', '64'] -> (38 / 33) + 64 mod 97
[22416] ['33', '38', '66'] -> (33 * 38) - 66 mod 97
[22417] ['33', '38', '72'] -> (72 - 33) / 38 mod 97
[22418] ['33', '38', '73'] -> 33 / (38 - 73) mod 97
[22419] ['33', '38', '76'] -> (33 * 76) + 38 mod 97
[22420] ['33', '38', '81'] -> 81 - (38 / 33) mod 97
[22421] ['33', '38', '82'] -> (38 / 82) + 33 mod 97
[22422] ['33', '38', '84'] -> (38 * 84) + 33 mod 97
[22423] ['33', '38', '88'] -> 38 / (33 - 88) mod 97
[22424] ['33', '38', '91'] -> (33 - 91) / 38 mod 97
[22425] ['3', '31', '92'] -> (3 + 31) * 92 mod 97
[22426] ['33', '38', '93'] -> (33 * 93) - 38 mod 97
[22427] ['33', '39', '41'] -> 39 - (33 / 41) mod 97
[22428] ['33', '39', '44'] -> (33 / 39) - 44 mod 97
[22429] ['33', '39', '45'] -> 33 - (39 * 45) mod 97
[22430] ['33', '39', '47'] -> 47 / (39 - 33) mod 97
[22431] ['33', '39', '52'] -> (39 * 52) + 33 mod 97
[22432] ['33', '39', '53'] -> (33 / 39) + 53 mod 97
[22433] ['33', '39', '55'] -> (55 - 39) / 33 mod 97
[22434] ['33', '39', '60'] -> 33 - (60 / 39) mod 97
[22435] ['33', '39', '65'] -> (33 + 39) * 65 mod 97
[22436] ['3', '31', '95'] -> (3 / 31) - 95 mod 97
[22437] ['33', '39', '69'] -> 33 - (39 / 69) mod 97
[22438] ['33', '39', '73'] -> (39 - 33) / 73 mod 97
[22439] ['33', '39', '75'] -> (75 - 39) * 33 mod 97
[22440] ['33', '39', '89'] -> (89 / 39) - 33 mod 97
[22441] ['33', '39', '91'] -> (39 * 91) - 33 mod 97
[22442] ['33', '39', '93'] -> (33 - 39) * 93 mod 97
[22443] ['33', '39', '94'] -> (39 + 94) * 33 mod 97
[22444] ['33', '39', '95'] -> (33 * 39) + 95 mod 97
[22445] ['33', '40', '41'] -> (40 * 41) + 33 mod 97
[22446] ['33', '40', '53'] -> (53 - 33) * 40 mod 97
[22447] ['1', '15', '26'] -> (1 - 15) * 26 mod 97
[22448] ['3', '32', '33'] -> (3 / 32) + 33 mod 97
[22449] ['33', '40', '61'] -> (40 / 33) + 61 mod 97
[22450] ['33', '40', '62'] -> (33 * 40) + 62 mod 97
[22451] ['33', '40', '67'] -> 40 / (67 - 33) mod 97
[22452] ['33', '40', '76'] -> (76 - 40) * 33 mod 97
[22453] ['33', '40', '83'] -> 83 - (33 * 40) mod 97
[22454] ['33', '41', '49'] -> (33 * 49) - 41 mod 97
[22455] ['33', '41', '58'] -> (33 + 41) * 58 mod 97
[22456] ['33', '41', '59'] -> 41 - (33 / 59) mod 97
[22457] ['33', '41', '63'] -> 41 / (63 - 33) mod 97
[22458] ['33', '41', '68'] -> (33 * 41) - 68 mod 97
[22459] ['3', '32', '35'] -> 32 - (3 * 35) mod 97
[22460] ['33', '41', '70'] -> (41 * 70) - 33 mod 97
[22461] ['33', '41', '72'] -> (41 + 72) / 33 mod 97
[22462] ['33', '41', '75'] -> (33 - 75) * 41 mod 97
[22463] ['33', '41', '77'] -> (77 - 41) * 33 mod 97
[22464] ['33', '41', '79'] -> (41 / 79) - 33 mod 97
[22465] ['33', '41', '80'] -> 33 - (41 / 80) mod 97
[22466] ['33', '41', '86'] -> (41 / 33) - 86 mod 97
[22467] ['33', '41', '95'] -> 95 / (41 - 33) mod 97
[22468] ['33', '42', '43'] -> (33 + 42) * 43 mod 97
[22469] ['33', '42', '49'] -> (33 / 49) - 42 mod 97
[22470] ['3', '32', '46'] -> (3 - 32) * 46 mod 97
[22471] ['33', '42', '52'] -> 52 - (33 * 42) mod 97
[22472] ['33', '42', '53'] -> (33 / 42) - 53 mod 97
[22473] ['33', '42', '54'] -> 54 / (33 + 42) mod 97
[22474] ['33', '42', '59'] -> 42 / (59 - 33) mod 97
[22475] ['33', '42', '60'] -> (42 / 60) + 33 mod 97
[22476] ['33', '42', '61'] -> (42 - 33) / 61 mod 97
[22477] ['33', '42', '66'] -> (66 / 42) - 33 mod 97
[22478] ['33', '42', '70'] -> (33 * 70) + 42 mod 97
[22479] ['33', '42', '74'] -> (33 - 74) * 42 mod 97
[22480] ['33', '42', '75'] -> 75 / (33 - 42) mod 97
[22481] ['3', '32', '54'] -> (3 + 32) / 54 mod 97
[22482] ['33', '42', '76'] -> (42 * 76) + 33 mod 97
[22483] ['33', '42', '77'] -> 33 / (42 - 77) mod 97
[22484] ['33', '42', '78'] -> (78 - 42) * 33 mod 97
[22485] ['33', '42', '79'] -> (33 / 79) + 42 mod 97
[22486] ['33', '42', '85'] -> (85 / 33) + 42 mod 97
[22487] ['33', '42', '88'] -> (33 + 42) / 88 mod 97
[22488] ['33', '42', '89'] -> (89 - 33) * 42 mod 97
[22489] ['33', '42', '91'] -> (42 + 91) * 33 mod 97
[22490] ['33', '42', '92'] -> (33 - 92) / 42 mod 97
[22491] ['33', '42', '93'] -> (33 * 42) + 93 mod 97
[22492] ['3', '32', '57'] -> (32 - 57) / 3 mod 97
[22493] ['33', '43', '46'] -> 46 / (43 - 33) mod 97
[22494] ['33', '43', '51'] -> 51 / (33 - 43) mod 97
[22495] ['33', '43', '57'] -> (43 - 33) / 57 mod 97
[22496] ['33', '43', '59'] -> (59 - 43) / 33 mod 97
[22497] ['33', '43', '60'] -> (33 * 43) + 60 mod 97
[22498] ['33', '43', '67'] -> (33 / 43) - 67 mod 97
[22499] ['33', '43', '68'] -> (33 - 68) / 43 mod 97
[22500] ['33', '43', '69'] -> (43 * 69) - 33 mod 97
[22501] ['33', '43', '70'] -> (43 + 70) / 33 mod 97
[22502] ['33', '43', '79'] -> (79 - 43) * 33 mod 97
[22503] ['3', '32', '61'] -> 32 - (3 / 61) mod 97
[22504] ['33', '43', '80'] -> (43 - 33) * 80 mod 97
[22505] ['33', '43', '81'] -> (43 * 81) + 33 mod 97
[22506] ['33', '43', '82'] -> (33 + 43) * 82 mod 97
[22507] ['33', '43', '84'] -> (33 + 43) / 84 mod 97
[22508] ['33', '43', '85'] -> 85 - (33 * 43) mod 97
[22509] ['33', '43', '86'] -> 43 / (33 + 86) mod 97
[22510] ['33', '43', '89'] -> (43 / 33) - 89 mod 97
[22511] ['33', '43', '90'] -> (43 + 90) * 33 mod 97
[22512] ['33', '43', '91'] -> 33 - (43 / 91) mod 97
[22513] ['33', '43', '95'] -> (95 - 33) / 43 mod 97
[22514] ['3', '32', '67'] -> 67 - (32 / 3) mod 97
[22515] ['33', '43', '96'] -> 33 - (96 / 43) mod 97
[22516] ['33', '44', '48'] -> 33 - (44 / 48) mod 97
[22517] ['33', '44', '51'] -> 44 / (51 - 33) mod 97
[22518] ['33', '44', '52'] -> (44 * 52) - 33 mod 97
[22519] ['33', '44', '57'] -> (33 + 44) * 57 mod 97
[22520] ['33', '44', '67'] -> (33 * 67) + 44 mod 97
[22521] ['33', '44', '69'] -> (44 + 69) / 33 mod 97
[22522] ['33', '44', '78'] -> 44 - (78 / 33) mod 97
[22523] ['33', '44', '79'] -> 33 / (44 - 79) mod 97
[22524] ['33', '44', '82'] -> 44 / (33 + 82) mod 97
[22525] ['3', '32', '69'] -> 32 / (69 - 3) mod 97
[22526] ['33', '44', '83'] -> (83 / 44) - 33 mod 97
[22527] ['33', '44', '86'] -> (33 - 44) * 86 mod 97
[22528] ['33', '44', '90'] -> 90 - (44 / 33) mod 97
[22529] ['33', '44', '91'] -> (33 + 91) * 44 mod 97
[22530] ['33', '44', '95'] -> 33 - (44 * 95) mod 97
[22531] ['33', '44', '96'] -> (33 / 44) + 96 mod 97
[22532] ['33', '45', '47'] -> 45 / (47 - 33) mod 97
[22533] ['33', '45', '48'] -> (33 - 45) / 48 mod 97
[22534] ['33', '45', '49'] -> (45 - 33) / 49 mod 97
[22535] ['33', '45', '53'] -> (45 * 53) - 33 mod 97
[22536] ['3', '32', '71'] -> (71 / 3) - 32 mod 97
[22537] ['33', '45', '55'] -> (33 * 55) - 45 mod 97
[22538] ['33', '45', '57'] -> 45 - (33 / 57) mod 97
[22539] ['33', '45', '58'] -> (45 * 58) + 33 mod 97
[22540] ['33', '45', '60'] -> (33 + 45) * 60 mod 97
[22541] ['33', '45', '70'] -> 70 - (33 / 45) mod 97
[22542] ['33', '45', '71'] -> (33 + 71) * 45 mod 97
[22543] ['33', '45', '75'] -> (33 / 45) + 75 mod 97
[22544] ['33', '45', '76'] -> (33 + 45) / 76 mod 97
[22545] ['33', '45', '77'] -> (33 + 77) / 45 mod 97
[22546] ['33', '45', '78'] -> 45 / (33 + 78) mod 97
[22547] ['3', '32', '72'] -> (3 * 32) - 72 mod 97
[22548] ['33', '45', '81'] -> (81 - 45) * 33 mod 97
[22549] ['33', '45', '83'] -> (83 / 33) + 45 mod 97
[22550] ['33', '45', '88'] -> (45 + 88) * 33 mod 97
[22551] ['33', '45', '91'] -> (33 * 45) + 91 mod 97
[22552] ['33', '45', '94'] -> 94 / (45 - 33) mod 97
[22553] ['33', '45', '95'] -> (33 - 45) * 95 mod 97
[22554] ['33', '46', '53'] -> 53 / (33 + 46) mod 97
[22555] ['33', '46', '58'] -> (33 * 46) + 58 mod 97
[22556] ['33', '46', '59'] -> 33 - (46 / 59) mod 97
[22557] ['33', '46', '64'] -> (33 * 64) + 46 mod 97
[22558] ['1', '15', '29'] -> (1 - 29) / 15 mod 97
[22559] ['3', '32', '77'] -> 3 - (32 / 77) mod 97
[22560] ['33', '46', '67'] -> (46 + 67) / 33 mod 97
[22561] ['33', '46', '70'] -> (70 - 33) / 46 mod 97
[22562] ['33', '46', '71'] -> (71 / 46) + 33 mod 97
[22563] ['33', '46', '72'] -> (33 + 46) / 72 mod 97
[22564] ['33', '46', '79'] -> (79 / 33) - 46 mod 97
[22565] ['33', '46', '81'] -> 33 / (46 - 81) mod 97
[22566] ['33', '46', '82'] -> (82 - 46) * 33 mod 97
[22567] ['33', '46', '85'] -> (33 / 85) - 46 mod 97
[22568] ['33', '46', '91'] -> (46 / 91) - 33 mod 97
[22569] ['33', '47', '48'] -> (33 + 48) * 47 mod 97
[22570] ['3', '32', '80'] -> 80 / (3 - 32) mod 97
[22571] ['33', '47', '49'] -> (33 - 49) * 47 mod 97
[22572] ['33', '47', '51'] -> (33 / 47) - 51 mod 97
[22573] ['33', '47', '52'] -> 52 / (33 - 47) mod 97
[22574] ['33', '47', '58'] -> (33 * 58) - 47 mod 97
[22575] ['33', '47', '60'] -> (60 / 47) - 33 mod 97
[22576] ['33', '47', '62'] -> (62 / 47) + 33 mod 97
[22577] ['33', '47', '63'] -> (63 - 47) / 33 mod 97
[22578] ['33', '47', '66'] -> (47 + 66) / 33 mod 97
[22579] ['33', '47', '68'] -> (33 + 47) / 68 mod 97
[22580] ['33', '47', '69'] -> (33 - 69) / 47 mod 97
[22581] ['3', '32', '88'] -> (88 / 32) - 3 mod 97
[22582] ['33', '47', '70'] -> 47 / (33 + 70) mod 97
[22583] ['33', '47', '71'] -> (47 - 33) * 71 mod 97
[22584] ['33', '47', '72'] -> (33 * 47) - 72 mod 97
[22585] ['33', '47', '74'] -> (47 / 74) - 33 mod 97
[22586] ['33', '47', '77'] -> 77 / (33 + 47) mod 97
[22587] ['33', '47', '80'] -> 47 - (80 / 33) mod 97
[22588] ['33', '47', '81'] -> (47 / 81) + 33 mod 97
[22589] ['33', '47', '82'] -> 33 / (47 - 82) mod 97
[22590] ['33', '47', '86'] -> (47 + 86) * 33 mod 97
[22591] ['33', '47', '90'] -> 47 - (33 / 90) mod 97
[22592] ['3', '32', '90'] -> (90 / 32) + 3 mod 97
[22593] ['33', '47', '91'] -> 33 - (47 * 91) mod 97
[22594] ['33', '47', '92'] -> (33 / 92) - 47 mod 97
[22595] ['33', '47', '94'] -> (94 - 33) / 47 mod 97
[22596] ['33', '47', '95'] -> (47 / 33) - 95 mod 97
[22597] ['33', '48', '48'] -> (48 / 33) - 48 mod 97
[22598] ['33', '48', '49'] -> (48 / 33) + 49 mod 97
[22599] ['33', '48', '52'] -> (33 + 52) / 48 mod 97
[22600] ['33', '48', '55'] -> 55 - (33 / 48) mod 97
[22601] ['33', '48', '56'] -> 56 - (33 * 48) mod 97
[22602] ['33', '48', '60'] -> (33 - 48) / 60 mod 97
[22603] ['3', '32', '91'] -> (32 / 91) - 3 mod 97
[22604] ['33', '48', '61'] -> (33 * 61) + 48 mod 97
[22605] ['33', '48', '62'] -> 48 - (33 / 62) mod 97
[22606] ['33', '48', '69'] -> 69 / (48 - 33) mod 97
[22607] ['33', '48', '76'] -> (33 - 48) * 76 mod 97
[22608] ['33', '48', '80'] -> (48 * 80) - 33 mod 97
[22609] ['33', '48', '82'] -> (82 - 33) * 48 mod 97
[22610] ['33', '48', '83'] -> 33 / (48 - 83) mod 97
[22611] ['33', '48', '84'] -> (84 - 48) * 33 mod 97
[22612] ['33', '48', '85'] -> (48 + 85) * 33 mod 97
[22613] ['33', '48', '90'] -> (33 / 48) + 90 mod 97
[22614] ['3', '33', '33'] -> (3 + 33) * 33 mod 97
[22615] ['33', '48', '96'] -> 96 - (48 / 33) mod 97
[22616] ['33', '49', '49'] -> 49 - (49 / 33) mod 97
[22617] ['33', '49', '50'] -> (49 - 33) * 50 mod 97
[22618] ['33', '49', '55'] -> (33 / 49) + 55 mod 97
[22619] ['33', '49', '56'] -> (33 * 49) + 56 mod 97
[22620] ['33', '49', '60'] -> (33 + 49) / 60 mod 97
[22621] ['33', '49', '61'] -> (33 * 61) - 49 mod 97
[22622] ['33', '49', '62'] -> 49 / (33 + 62) mod 97
[22623] ['33', '49', '65'] -> (65 - 49) / 33 mod 97
[22624] ['33', '49', '70'] -> (49 / 70) + 33 mod 97
[22625] ['3', '33', '35'] -> 35 - (33 / 3) mod 97
[22626] ['33', '49', '77'] -> (77 / 49) - 33 mod 97
[22627] ['33', '49', '79'] -> (49 * 79) + 33 mod 97
[22628] ['33', '49', '82'] -> (33 - 82) * 49 mod 97
[22629] ['33', '49', '85'] -> (85 - 49) * 33 mod 97
[22630] ['33', '49', '86'] -> 49 - (33 * 86) mod 97
[22631] ['33', '49', '90'] -> 90 - (33 / 49) mod 97
[22632] ['33', '49', '93'] -> 93 / (49 - 33) mod 97
[22633] ['33', '49', '96'] -> (49 / 33) + 96 mod 97
[22634] ['33', '50', '51'] -> (50 / 33) - 51 mod 97
[22635] ['33', '50', '52'] -> 52 / (33 + 50) mod 97
[22636] ['3', '33', '40'] -> 3 - (33 / 40) mod 97
[22637] ['33', '50', '62'] -> 33 - (62 / 50) mod 97
[22638] ['33', '50', '63'] -> (50 + 63) / 33 mod 97
[22639] ['33', '50', '66'] -> (66 - 50) / 33 mod 97
[22640] ['33', '50', '68'] -> (33 - 50) / 68 mod 97
[22641] ['33', '50', '69'] -> (69 - 33) / 50 mod 97
[22642] ['33', '50', '74'] -> (33 * 50) - 74 mod 97
[22643] ['33', '50', '77'] -> 77 / (33 - 50) mod 97
[22644] ['33', '50', '80'] -> (33 + 80) * 50 mod 97
[22645] ['33', '50', '81'] -> 33 - (50 / 81) mod 97
[22646] ['33', '50', '82'] -> 50 - (82 / 33) mod 97
[22647] ['3', '33', '45'] -> 3 / (33 - 45) mod 97
[22648] ['33', '50', '83'] -> (50 + 83) * 33 mod 97
[22649] ['33', '50', '85'] -> 33 / (50 - 85) mod 97
[22650] ['33', '50', '86'] -> (86 - 50) * 33 mod 97
