[1] ['1', '1', '2'] -> 1 / (1 + 2) mod 71
[1024] ['19', '39', '59'] -> (19 * 59) + 39 mod 71
[1025] ['2', '27', '61'] -> (2 * 61) - 27 mod 71
[1026] ['19', '39', '60'] -> (39 - 19) / 60 mod 71
[1027] ['19', '39', '61'] -> (61 / 19) - 39 mod 71
[1028] ['19', '39', '63'] -> (39 * 63) - 19 mod 71
[1029] ['19', '40', '41'] -> 40 / (19 - 41) mod 71
[1030] ['19', '40', '49'] -> (40 * 49) - 19 mod 71
[1031] ['19', '40', '50'] -> 40 - (19 / 50) mod 71
[1032] ['19', '40', '51'] -> (51 / 19) + 40 mod 71
[1033] ['19', '40', '53'] -> (19 - 53) / 40 mod 71
[1034] ['19', '40', '69'] -> (19 + 40) * 69 mod 71
[1035] ['19', '40', '70'] -> (70 - 40) / 19 mod 71
[1036] ['2', '27', '62'] -> (2 + 62) * 27 mod 71
[1037] ['19', '41', '43'] -> (19 + 41) * 43 mod 71
[1038] ['19', '41', '44'] -> (19 / 41) - 44 mod 71
[1039] ['19', '41', '45'] -> (19 * 41) - 45 mod 71
[1040] ['19', '41', '48'] -> (41 / 19) + 48 mod 71
[1041] ['19', '41', '49'] -> (19 / 49) + 41 mod 71
[1042] ['19', '41', '52'] -> (19 * 52) - 41 mod 71
[1043] ['19', '41', '53'] -> (41 * 53) - 19 mod 71
[1044] ['19', '41', '55'] -> 19 / (41 - 55) mod 71
[1045] ['19', '41', '56'] -> (19 / 56) - 41 mod 71
[1046] ['19', '41', '57'] -> (19 - 41) * 57 mod 71
[1047] ['2', '27', '64'] -> (2 - 64) / 27 mod 71
[1048] ['19', '41', '60'] -> (41 + 60) / 19 mod 71
[1049] ['19', '41', '66'] -> (41 - 19) / 66 mod 71
[1050] ['19', '41', '67'] -> (41 / 67) - 19 mod 71
[1051] ['19', '42', '50'] -> (50 - 19) * 42 mod 71
[1052] ['19', '42', '55'] -> 55 / (42 - 19) mod 71
[1053] ['19', '42', '56'] -> 19 / (42 - 56) mod 71
[1054] ['19', '42', '57'] -> 42 - (19 * 57) mod 71
[1055] ['19', '42', '58'] -> 42 - (58 / 19) mod 71
[1056] ['19', '42', '64'] -> (19 * 42) - 64 mod 71
[1057] ['19', '42', '67'] -> (19 * 67) - 42 mod 71
[1058] ['2', '27', '65'] -> (65 / 2) + 27 mod 71
[1059] ['19', '42', '69'] -> (42 - 19) / 69 mod 71
[1060] ['19', '43', '44'] -> (19 + 43) / 44 mod 71
[1061] ['19', '43', '52'] -> (19 - 52) / 43 mod 71
[1062] ['19', '43', '53'] -> (43 / 19) - 53 mod 71
[1063] ['19', '43', '58'] -> (43 + 58) / 19 mod 71
[1064] ['19', '43', '60'] -> 60 - (19 * 43) mod 71
[1065] ['19', '43', '63'] -> 63 / (19 - 43) mod 71
[1066] ['19', '43', '65'] -> (65 / 19) + 43 mod 71
[1067] ['19', '43', '66'] -> (66 / 19) - 43 mod 71
[1068] ['19', '43', '68'] -> 68 / (19 + 43) mod 71
[1069] ['2', '27', '67'] -> (2 - 27) / 67 mod 71
[1070] ['19', '43', '69'] -> 19 - (69 / 43) mod 71
[1071] ['19', '44', '45'] -> 45 - (44 / 19) mod 71
[1072] ['19', '44', '47'] -> (19 + 44) / 47 mod 71
[1073] ['19', '44', '48'] -> 19 - (44 / 48) mod 71
[1074] ['19', '44', '53'] -> (19 - 44) * 53 mod 71
[1075] ['19', '44', '55'] -> (19 * 55) + 44 mod 71
[1076] ['19', '44', '57'] -> (44 + 57) / 19 mod 71
[1077] ['19', '44', '58'] -> 19 / (44 - 58) mod 71
[1078] ['19', '44', '59'] -> (19 + 59) * 44 mod 71
[1079] ['19', '44', '64'] -> 19 - (64 / 44) mod 71
[1080] ['2', '27', '69'] -> (27 / 69) + 2 mod 71
[1081] ['19', '44', '67'] -> (19 - 44) / 67 mod 71
[1082] ['19', '45', '45'] -> 45 / (19 + 45) mod 71
[1083] ['19', '45', '49'] -> (19 / 45) - 49 mod 71
[1084] ['19', '45', '55'] -> 45 - (19 / 55) mod 71
[1085] ['19', '45', '60'] -> 60 - (45 / 19) mod 71
[1086] ['19', '45', '61'] -> (45 - 19) * 61 mod 71
[1087] ['19', '45', '63'] -> 19 - (45 * 63) mod 71
[1088] ['19', '45', '64'] -> (19 - 45) / 64 mod 71
[1089] ['19', '45', '67'] -> (19 + 67) / 45 mod 71
[1090] ['19', '46', '48'] -> 46 / (19 + 48) mod 71
[1091] ['2', '28', '29'] -> (2 / 28) + 29 mod 71
[1092] ['19', '46', '53'] -> (19 + 46) / 53 mod 71
[1093] ['19', '46', '55'] -> (46 + 55) / 19 mod 71
[1094] ['19', '46', '57'] -> 19 - (46 * 57) mod 71
[1095] ['19', '46', '58'] -> (58 - 19) / 46 mod 71
[1096] ['19', '46', '60'] -> 19 / (46 - 60) mod 71
[1097] ['19', '46', '62'] -> 62 / (19 - 46) mod 71
[1098] ['19', '46', '64'] -> (46 - 19) * 64 mod 71
[1099] ['19', '46', '67'] -> (19 + 46) * 67 mod 71
[1100] ['19', '47', '49'] -> 19 - (49 / 47) mod 71
[1101] ['19', '47', '58'] -> (19 - 47) / 58 mod 71
[1102] ['2', '28', '32'] -> (2 * 28) - 32 mod 71
[1103] ['19', '47', '64'] -> (19 / 64) + 47 mod 71
[1104] ['19', '47', '65'] -> 65 - (19 * 47) mod 71
[1105] ['19', '48', '49'] -> (48 / 49) - 19 mod 71
[1106] ['19', '48', '59'] -> (19 + 48) / 59 mod 71
[1107] ['19', '48', '62'] -> 19 / (48 - 62) mod 71
[1108] ['19', '48', '65'] -> (19 + 48) * 65 mod 71
[1109] ['19', '48', '68'] -> (19 + 68) / 48 mod 71
[1110] ['19', '49', '49'] -> 49 - (49 / 19) mod 71
[1111] ['19', '49', '51'] -> (19 * 51) + 49 mod 71
[1112] ['19', '49', '55'] -> (19 * 49) - 55 mod 71
[1113] ['1', '2', '9'] -> (1 + 2) / 9 mod 71
[1114] ['1', '8', '25'] -> 8 / (25 - 1) mod 71
[1115] ['2', '28', '33'] -> (33 / 2) - 28 mod 71
[1116] ['19', '49', '56'] -> (19 - 49) * 56 mod 71
[1117] ['19', '49', '57'] -> 49 / (19 + 57) mod 71
[1118] ['19', '49', '59'] -> (59 - 19) / 49 mod 71
[1119] ['19', '49', '61'] -> 61 / (19 - 49) mod 71
[1120] ['19', '49', '62'] -> (19 + 49) / 62 mod 71
[1121] ['19', '49', '68'] -> 19 - (49 * 68) mod 71
[1122] ['19', '50', '54'] -> (50 / 54) - 19 mod 71
[1123] ['19', '50', '57'] -> (57 / 19) - 50 mod 71
[1124] ['19', '50', '59'] -> (19 + 50) * 59 mod 71
[1125] ['19', '50', '60'] -> 50 / (19 + 60) mod 71
[1126] ['2', '28', '34'] -> 2 / (34 - 28) mod 71
[1127] ['19', '50', '63'] -> (19 / 50) - 63 mod 71
[1128] ['19', '50', '65'] -> (19 + 50) / 65 mod 71
[1129] ['19', '50', '69'] -> 50 - (19 / 69) mod 71
[1130] ['19', '51', '54'] -> (51 - 19) * 54 mod 71
[1131] ['19', '51', '60'] -> (19 * 60) - 51 mod 71
[1132] ['19', '51', '64'] -> (19 / 51) + 64 mod 71
[1133] ['19', '51', '68'] -> (19 + 51) / 68 mod 71
[1134] ['19', '51', '69'] -> (19 + 69) / 51 mod 71
[1135] ['19', '51', '70'] -> 70 - (19 * 51) mod 71
[1136] ['19', '53', '54'] -> 53 - (54 / 19) mod 71
[1137] ['2', '28', '36'] -> 28 - (2 / 36) mod 71
[1138] ['19', '53', '55'] -> (53 - 19) * 55 mod 71
[1139] ['19', '53', '60'] -> (19 * 53) - 60 mod 71
[1140] ['19', '53', '62'] -> (19 * 62) + 53 mod 71
[1141] ['19', '53', '63'] -> (19 / 63) + 53 mod 71
[1142] ['19', '53', '65'] -> (65 - 19) * 53 mod 71
[1143] ['19', '53', '67'] -> 19 / (53 - 67) mod 71
[1144] ['19', '53', '69'] -> 53 / (19 + 69) mod 71
[1145] ['19', '54', '56'] -> 56 - (19 * 54) mod 71
[1146] ['19', '54', '62'] -> (62 / 19) - 54 mod 71
[1147] ['19', '54', '63'] -> (19 * 54) + 63 mod 71
[1148] ['2', '28', '38'] -> 38 - (28 / 2) mod 71
[1149] ['19', '54', '64'] -> (54 / 64) - 19 mod 71
[1150] ['19', '54', '66'] -> (54 / 19) + 66 mod 71
[1151] ['19', '54', '69'] -> (69 / 19) + 54 mod 71
[1152] ['19', '55', '55'] -> (55 * 55) - 19 mod 71
[1153] ['19', '55', '56'] -> (19 - 56) * 55 mod 71
[1154] ['19', '55', '58'] -> 19 - (55 * 58) mod 71
[1155] ['19', '55', '67'] -> 55 / (19 - 67) mod 71
[1156] ['19', '55', '69'] -> 19 / (55 - 69) mod 71
[1157] ['19', '56', '60'] -> (60 - 19) * 56 mod 71
[1158] ['19', '56', '65'] -> (65 / 56) - 19 mod 71
[1159] ['2', '28', '39'] -> (2 * 28) + 39 mod 71
[1160] ['19', '56', '70'] -> 19 / (56 - 70) mod 71
[1161] ['19', '57', '59'] -> 57 - (59 / 19) mod 71
[1162] ['19', '57', '60'] -> 60 / (57 - 19) mod 71
[1163] ['19', '57', '61'] -> 57 / (19 - 61) mod 71
[1164] ['19', '57', '65'] -> (19 * 57) - 65 mod 71
[1165] ['19', '57', '68'] -> (68 - 19) * 57 mod 71
[1166] ['19', '57', '69'] -> 57 - (19 * 69) mod 71
[1167] ['19', '57', '70'] -> 19 - (70 / 57) mod 71
[1168] ['19', '58', '60'] -> (19 / 60) + 58 mod 71
[1169] ['19', '58', '61'] -> 61 - (19 * 58) mod 71
[1170] ['2', '28', '48'] -> (48 / 28) + 2 mod 71
[1171] ['19', '58', '62'] -> (62 - 19) / 58 mod 71
[1172] ['19', '58', '64'] -> (64 / 19) + 58 mod 71
[1173] ['19', '58', '67'] -> (67 / 19) - 58 mod 71
[1174] ['19', '59', '60'] -> 19 - (60 / 59) mod 71
[1175] ['19', '59', '62'] -> (59 / 19) + 62 mod 71
[1176] ['19', '59', '67'] -> (19 / 59) + 67 mod 71
[1177] ['19', '59', '69'] -> 19 / (59 + 69) mod 71
[1178] ['19', '60', '62'] -> (62 - 19) * 60 mod 71
[1179] ['19', '60', '67'] -> (19 / 67) - 60 mod 71
[1180] ['19', '60', '68'] -> 19 / (60 + 68) mod 71
[1181] ['2', '28', '49'] -> 2 / (28 + 49) mod 71
[1182] ['19', '60', '70'] -> (19 - 70) / 60 mod 71
[1183] ['19', '61', '63'] -> (63 - 19) / 61 mod 71
[1184] ['19', '61', '70'] -> (19 * 61) - 70 mod 71
[1185] ['19', '62', '63'] -> 62 / (63 - 19) mod 71
[1186] ['19', '63', '64'] -> (19 - 63) * 64 mod 71
[1187] ['19', '63', '65'] -> 19 / (63 + 65) mod 71
[1188] ['19', '65', '68'] -> 65 - (19 / 68) mod 71
[1189] ['19', '65', '69'] -> 65 - (69 / 19) mod 71
[1190] ['19', '66', '68'] -> (19 - 68) / 66 mod 71
[1191] ['19', '66', '69'] -> (69 / 66) - 19 mod 71
[1192] ['2', '28', '51'] -> (28 - 51) / 2 mod 71
[1193] ['19', '67', '69'] -> (19 - 67) / 69 mod 71
[1194] ['19', '69', '69'] -> (19 / 69) + 69 mod 71
[1195] ['20', '20', '21'] -> (20 * 20) - 21 mod 71
[1196] ['20', '20', '23'] -> (20 / 20) + 23 mod 71
[1197] ['20', '20', '25'] -> 25 - (20 / 20) mod 71
[1198] ['20', '20', '28'] -> (28 / 20) - 20 mod 71
[1199] ['20', '20', '29'] -> (20 + 20) * 29 mod 71
[1200] ['20', '20', '31'] -> 20 / (20 - 31) mod 71
[1201] ['20', '20', '33'] -> (20 - 33) * 20 mod 71
[1202] ['20', '20', '34'] -> (20 + 34) / 20 mod 71
[1203] ['2', '28', '60'] -> 28 / (2 - 60) mod 71
[1204] ['20', '20', '38'] -> (20 + 38) * 20 mod 71
[1205] ['20', '20', '40'] -> 20 / (20 + 40) mod 71
[1206] ['20', '20', '48'] -> (20 / 20) - 48 mod 71
[1207] ['20', '20', '49'] -> (20 + 20) / 49 mod 71
[1208] ['20', '20', '50'] -> (20 * 20) + 50 mod 71
[1209] ['20', '20', '57'] -> (20 * 57) + 20 mod 71
[1210] ['20', '20', '59'] -> (20 * 59) - 20 mod 71
[1211] ['20', '20', '62'] -> 20 - (62 / 20) mod 71
[1212] ['20', '20', '65'] -> (20 / 65) - 20 mod 71
[1213] ['20', '20', '66'] -> 20 - (20 / 66) mod 71
[1214] ['2', '28', '62'] -> (2 - 62) * 28 mod 71
[1215] ['20', '20', '69'] -> 69 - (20 * 20) mod 71
[1216] ['20', '21', '27'] -> (27 - 20) / 21 mod 71
[1217] ['20', '21', '29'] -> (20 - 29) * 21 mod 71
[1218] ['20', '21', '30'] -> (20 * 21) + 30 mod 71
[1219] ['20', '21', '38'] -> (21 - 38) / 20 mod 71
[1220] ['20', '21', '39'] -> 20 / (21 + 39) mod 71
[1221] ['20', '21', '41'] -> (20 * 21) - 41 mod 71
[1222] ['20', '21', '42'] -> (20 + 42) * 21 mod 71
[1223] ['20', '21', '43'] -> 21 / (20 + 43) mod 71
[1224] ['20', '21', '56'] -> (20 + 21) * 56 mod 71
[1225] ['1', '8', '26'] -> 26 / (8 - 1) mod 71
[1226] ['2', '28', '63'] -> (63 / 2) + 28 mod 71
[1227] ['20', '21', '57'] -> 57 - (21 / 20) mod 71
[1228] ['20', '21', '60'] -> (60 / 20) + 21 mod 71
[1229] ['20', '21', '61'] -> 61 / (20 + 21) mod 71
[1230] ['20', '21', '62'] -> (21 / 20) + 62 mod 71
[1231] ['20', '21', '68'] -> (20 - 21) / 68 mod 71
[1232] ['20', '22', '23'] -> 23 / (20 - 22) mod 71
[1233] ['20', '22', '25'] -> 22 / (20 - 25) mod 71
[1234] ['20', '22', '32'] -> (22 + 32) / 20 mod 71
[1235] ['20', '22', '33'] -> 20 / (22 - 33) mod 71
[1236] ['20', '22', '34'] -> (34 - 20) * 22 mod 71
[1237] ['2', '28', '64'] -> (2 - 28) / 64 mod 71
[1238] ['20', '22', '39'] -> (22 - 39) / 20 mod 71
[1239] ['20', '22', '40'] -> (40 / 20) + 22 mod 71
[1240] ['20', '22', '46'] -> 22 / (20 + 46) mod 71
[1241] ['20', '22', '48'] -> 48 / (22 - 20) mod 71
[1242] ['20', '22', '51'] -> (51 - 20) / 22 mod 71
[1243] ['20', '22', '54'] -> 20 - (54 / 22) mod 71
[1244] ['20', '22', '55'] -> (20 + 22) / 55 mod 71
[1245] ['20', '22', '56'] -> (20 / 56) - 22 mod 71
[1246] ['20', '22', '59'] -> (20 - 22) * 59 mod 71
[1247] ['20', '22', '60'] -> (20 - 60) / 22 mod 71
[1248] ['2', '29', '37'] -> (2 * 29) + 37 mod 71
[1249] ['20', '22', '64'] -> (20 * 64) + 22 mod 71
[1250] ['20', '22', '68'] -> (68 / 20) - 22 mod 71
[1251] ['20', '23', '32'] -> (20 * 32) + 23 mod 71
[1252] ['20', '23', '34'] -> 20 / (23 - 34) mod 71
[1253] ['20', '23', '37'] -> 20 / (23 + 37) mod 71
[1254] ['20', '23', '38'] -> 38 / (20 + 23) mod 71
[1255] ['20', '23', '39'] -> 23 - (20 * 39) mod 71
[1256] ['20', '23', '40'] -> (23 - 40) / 20 mod 71
[1257] ['20', '23', '49'] -> 23 / (20 + 49) mod 71
[1258] ['20', '23', '54'] -> (20 / 23) + 54 mod 71
[1259] ['2', '29', '41'] -> (41 - 29) * 2 mod 71
[1260] ['20', '23', '57'] -> (23 / 57) - 20 mod 71
[1261] ['20', '23', '59'] -> (23 / 59) + 20 mod 71
[1262] ['20', '23', '60'] -> (20 + 23) * 60 mod 71
[1263] ['20', '23', '62'] -> (20 - 23) / 62 mod 71
[1264] ['20', '23', '63'] -> (20 - 23) * 63 mod 71
[1265] ['20', '23', '69'] -> (23 / 20) + 69 mod 71
[1266] ['20', '23', '70'] -> 70 / (20 - 23) mod 71
[1267] ['20', '24', '45'] -> (20 * 45) - 24 mod 71
[1268] ['20', '25', '27'] -> 27 - (20 * 25) mod 71
[1269] ['20', '25', '28'] -> (25 / 28) - 20 mod 71
[1270] ['2', '29', '44'] -> (44 / 29) - 2 mod 71
[1271] ['20', '25', '32'] -> 25 - (20 * 32) mod 71
[1272] ['20', '25', '36'] -> 20 / (25 - 36) mod 71
[1273] ['20', '25', '43'] -> 43 - (25 / 20) mod 71
[1274] ['20', '25', '47'] -> 20 - (25 / 47) mod 71
[1275] ['20', '25', '49'] -> 49 / (25 - 20) mod 71
[1276] ['20', '25', '55'] -> 25 / (20 + 55) mod 71
[1277] ['20', '25', '56'] -> (20 - 25) / 56 mod 71
[1278] ['20', '25', '59'] -> (20 - 59) / 25 mod 71
[1279] ['20', '25', '62'] -> (20 / 25) - 62 mod 71
[1280] ['20', '25', '64'] -> (20 + 25) / 64 mod 71
[1281] ['2', '29', '45'] -> (29 / 2) + 45 mod 71
[1282] ['20', '25', '66'] -> (25 / 20) - 66 mod 71
[1283] ['20', '25', '68'] -> 20 - (25 * 68) mod 71
[1284] ['20', '26', '28'] -> (26 + 28) / 20 mod 71
[1285] ['20', '26', '31'] -> (31 / 20) + 26 mod 71
[1286] ['20', '26', '32'] -> (26 + 32) * 20 mod 71
[1287] ['20', '26', '33'] -> (33 / 26) + 20 mod 71
[1288] ['20', '26', '34'] -> 20 / (26 + 34) mod 71
[1289] ['20', '26', '36'] -> (20 + 36) / 26 mod 71
[1290] ['20', '26', '37'] -> 20 / (26 - 37) mod 71
[1291] ['20', '26', '40'] -> 26 - (40 / 20) mod 71
[1292] ['2', '29', '48'] -> 2 / (29 + 48) mod 71
[1293] ['20', '26', '42'] -> (26 / 42) + 20 mod 71
[1294] ['20', '26', '44'] -> (26 / 20) + 44 mod 71
[1295] ['20', '26', '47'] -> 47 - (20 * 26) mod 71
[1296] ['20', '26', '56'] -> (20 / 26) + 56 mod 71
[1297] ['20', '26', '58'] -> 26 / (20 + 58) mod 71
[1298] ['20', '26', '61'] -> (20 / 61) + 26 mod 71
[1299] ['20', '26', '63'] -> 63 - (20 / 26) mod 71
[1300] ['20', '26', '64'] -> 26 - (20 * 64) mod 71
[1301] ['20', '27', '29'] -> (29 - 20) / 27 mod 71
[1302] ['20', '27', '33'] -> 20 / (27 + 33) mod 71
[1303] ['2', '29', '52'] -> (29 - 52) / 2 mod 71
[1304] ['20', '27', '34'] -> 20 - (34 / 27) mod 71
[1305] ['20', '27', '37'] -> (37 / 27) + 20 mod 71
[1306] ['20', '27', '45'] -> 45 / (20 - 27) mod 71
[1307] ['20', '27', '46'] -> (20 * 46) + 27 mod 71
[1308] ['20', '27', '50'] -> (20 - 27) / 50 mod 71
[1309] ['20', '27', '53'] -> (20 / 27) - 53 mod 71
[1310] ['20', '27', '59'] -> (27 / 20) - 59 mod 71
[1311] ['20', '27', '61'] -> 27 / (20 + 61) mod 71
[1312] ['20', '27', '63'] -> 63 / (20 + 27) mod 71
[1313] ['20', '27', '67'] -> 67 - (20 * 27) mod 71
[1314] ['2', '29', '53'] -> (29 / 53) - 2 mod 71
[1315] ['20', '28', '33'] -> 28 / (33 - 20) mod 71
[1316] ['20', '28', '36'] -> (20 + 28) * 36 mod 71
[1317] ['20', '28', '46'] -> (46 / 20) - 28 mod 71
[1318] ['20', '28', '50'] -> 50 / (28 - 20) mod 71
[1319] ['20', '28', '51'] -> (28 / 20) + 51 mod 71
[1320] ['20', '28', '53'] -> (53 - 20) / 28 mod 71
[1321] ['20', '28', '57'] -> 28 - (20 * 57) mod 71
[1322] ['20', '28', '58'] -> (20 - 58) / 28 mod 71
[1323] ['20', '28', '66'] -> (20 / 66) + 28 mod 71
[1324] ['20', '29', '31'] -> 20 / (29 + 31) mod 71
[1325] ['2', '29', '54'] -> (29 + 54) * 2 mod 71
[1326] ['20', '29', '34'] -> (20 - 34) / 29 mod 71
[1327] ['20', '29', '37'] -> (20 + 37) / 29 mod 71
[1328] ['20', '29', '41'] -> (29 / 41) - 20 mod 71
[1329] ['20', '29', '44'] -> (20 - 29) / 44 mod 71
[1330] ['20', '29', '45'] -> (45 / 29) + 20 mod 71
[1331] ['20', '29', '50'] -> (29 - 20) * 50 mod 71
[1332] ['20', '29', '51'] -> (20 - 51) * 29 mod 71
[1333] ['20', '29', '52'] -> (29 / 20) - 52 mod 71
[1334] ['20', '29', '53'] -> (20 * 53) + 29 mod 71
[1335] ['20', '29', '54'] -> (29 * 54) + 20 mod 71
[1336] ['1', '8', '29'] -> 1 - (29 / 8) mod 71
[1337] ['2', '29', '57'] -> 29 / (2 - 57) mod 71
[1338] ['20', '29', '57'] -> (20 + 29) * 57 mod 71
[1339] ['20', '29', '59'] -> (20 * 29) - 59 mod 71
[1340] ['20', '29', '60'] -> (60 - 20) * 29 mod 71
[1341] ['20', '29', '62'] -> (20 / 62) - 29 mod 71
[1342] ['20', '29', '63'] -> (20 * 63) - 29 mod 71
[1343] ['20', '29', '66'] -> (66 / 20) - 29 mod 71
[1344] ['20', '29', '68'] -> 68 / (20 - 29) mod 71
[1345] ['20', '29', '69'] -> (69 / 29) - 20 mod 71
[1346] ['20', '30', '33'] -> 20 - (30 * 33) mod 71
[1347] ['20', '30', '35'] -> (35 - 20) * 30 mod 71
[1348] ['2', '29', '58'] -> 2 - (29 * 58) mod 71
[1349] ['20', '30', '38'] -> (30 * 38) + 20 mod 71
[1350] ['20', '30', '39'] -> 30 / (39 - 20) mod 71
[1351] ['20', '30', '42'] -> (42 / 30) - 20 mod 71
[1352] ['20', '30', '50'] -> 30 - (20 * 50) mod 71
[1353] ['20', '30', '56'] -> 56 - (20 * 30) mod 71
[1354] ['20', '30', '62'] -> (30 / 62) - 20 mod 71
[1355] ['20', '30', '64'] -> 64 / (20 + 30) mod 71
[1356] ['20', '30', '66'] -> (20 + 66) * 30 mod 71
[1357] ['20', '30', '70'] -> 30 / (20 + 70) mod 71
[1358] ['20', '31', '33'] -> (31 - 20) / 33 mod 71
[1359] ['2', '29', '59'] -> (59 - 2) / 29 mod 71
[1360] ['20', '31', '38'] -> (20 - 31) / 38 mod 71
[1361] ['20', '31', '45'] -> (31 / 20) - 45 mod 71
[1362] ['20', '31', '48'] -> (31 - 48) / 20 mod 71
[1363] ['20', '31', '49'] -> (20 - 49) * 31 mod 71
[1364] ['20', '31', '51'] -> 51 / (31 - 20) mod 71
[1365] ['20', '31', '52'] -> (20 / 52) - 31 mod 71
[1366] ['20', '31', '53'] -> (53 / 31) + 20 mod 71
[1367] ['20', '31', '54'] -> (54 - 20) / 31 mod 71
[1368] ['20', '31', '56'] -> (20 * 56) - 31 mod 71
[1369] ['20', '31', '57'] -> (20 - 57) / 31 mod 71
[1370] ['2', '29', '60'] -> 2 - (29 / 60) mod 71
[1371] ['20', '31', '61'] -> (31 / 61) + 20 mod 71
[1372] ['20', '31', '62'] -> (62 - 20) * 31 mod 71
[1373] ['20', '31', '64'] -> 20 - (31 * 64) mod 71
[1374] ['20', '32', '34'] -> (20 + 34) * 32 mod 71
[1375] ['20', '32', '37'] -> (20 - 37) * 32 mod 71
[1376] ['20', '32', '41'] -> 41 / (20 + 32) mod 71
[1377] ['20', '32', '46'] -> (20 / 46) - 32 mod 71
[1378] ['20', '32', '48'] -> (20 * 32) - 48 mod 71
[1379] ['20', '32', '49'] -> (32 - 49) / 20 mod 71
[1380] ['20', '32', '50'] -> (20 / 32) + 50 mod 71
[1381] ['2', '29', '63'] -> (2 / 63) - 29 mod 71
[1382] ['20', '32', '53'] -> (53 / 20) + 32 mod 71
[1383] ['20', '32', '54'] -> 54 - (32 / 20) mod 71
[1384] ['20', '32', '55'] -> (55 / 20) - 32 mod 71
[1385] ['20', '32', '57'] -> (57 / 32) + 20 mod 71
[1386] ['20', '32', '62'] -> 20 - (32 * 62) mod 71
[1387] ['20', '32', '63'] -> 20 - (32 / 63) mod 71
[1388] ['20', '32', '65'] -> (32 / 20) + 65 mod 71
[1389] ['20', '32', '67'] -> 67 / (20 - 32) mod 71
[1390] ['20', '33', '33'] -> (33 / 20) + 33 mod 71
[1391] ['20', '33', '41'] -> (33 * 41) + 20 mod 71
[1392] ['2', '29', '67'] -> (29 * 67) - 2 mod 71
[1393] ['20', '33', '43'] -> 43 / (20 - 33) mod 71
[1394] ['20', '33', '48'] -> 33 / (48 - 20) mod 71
[1395] ['20', '33', '49'] -> (20 * 49) - 33 mod 71
[1396] ['20', '33', '50'] -> (33 - 50) / 20 mod 71
[1397] ['20', '33', '51'] -> (33 - 20) * 51 mod 71
[1398] ['20', '33', '54'] -> (33 / 54) - 20 mod 71
[1399] ['20', '33', '58'] -> (20 - 58) * 33 mod 71
[1400] ['20', '33', '61'] -> (61 / 33) + 20 mod 71
[1401] ['20', '33', '65'] -> 65 / (20 + 33) mod 71
[1402] ['20', '33', '67'] -> (20 * 67) + 33 mod 71
[1403] ['2', '29', '70'] -> (70 / 29) + 2 mod 71
[1404] ['20', '34', '42'] -> (34 - 20) / 42 mod 71
[1405] ['20', '34', '44'] -> (34 / 44) + 20 mod 71
[1406] ['20', '34', '45'] -> 20 / (34 - 45) mod 71
[1407] ['20', '34', '49'] -> (20 - 34) * 49 mod 71
[1408] ['20', '34', '50'] -> 20 - (34 * 50) mod 71
[1409] ['20', '34', '54'] -> (20 * 34) + 54 mod 71
[1410] ['20', '34', '60'] -> 34 / (20 - 60) mod 71
[1411] ['20', '34', '64'] -> (20 / 64) - 34 mod 71
[1412] ['20', '34', '70'] -> (34 / 20) - 70 mod 71
[1413] ['20', '35', '37'] -> (20 * 35) - 37 mod 71
[1414] ['2', '30', '33'] -> 33 / (30 - 2) mod 71
[1415] ['20', '35', '43'] -> (43 - 20) * 35 mod 71
[1416] ['20', '35', '45'] -> (35 - 20) / 45 mod 71
[1417] ['20', '35', '46'] -> 20 / (35 - 46) mod 71
[1418] ['20', '35', '47'] -> 35 - (20 / 47) mod 71
[1419] ['20', '35', '48'] -> (35 - 48) * 20 mod 71
[1420] ['20', '35', '49'] -> (49 / 35) - 20 mod 71
[1421] ['20', '35', '52'] -> (35 - 52) / 20 mod 71
[1422] ['20', '35', '55'] -> 55 - (20 / 35) mod 71
[1423] ['20', '35', '57'] -> 35 / (20 - 57) mod 71
[1424] ['20', '35', '63'] -> (35 * 63) + 20 mod 71
[1425] ['2', '30', '34'] -> (30 * 34) - 2 mod 71
[1426] ['20', '35', '66'] -> 66 / (20 - 35) mod 71
[1427] ['20', '35', '69'] -> (69 / 35) + 20 mod 71
[1428] ['20', '36', '41'] -> (20 + 36) * 41 mod 71
[1429] ['20', '36', '43'] -> (20 - 43) * 36 mod 71
[1430] ['20', '36', '44'] -> (44 / 20) + 36 mod 71
[1431] ['20', '36', '46'] -> (36 / 46) - 20 mod 71
[1432] ['20', '36', '47'] -> 20 / (36 - 47) mod 71
[1433] ['20', '36', '53'] -> (36 - 53) / 20 mod 71
[1434] ['20', '36', '54'] -> 36 / (20 - 54) mod 71
[1435] ['20', '36', '55'] -> (20 / 36) + 55 mod 71
[1436] ['2', '30', '35'] -> (2 * 30) + 35 mod 71
[1437] ['20', '36', '62'] -> 20 - (36 / 62) mod 71
[1438] ['20', '36', '66'] -> 66 / (20 + 36) mod 71
[1439] ['20', '36', '68'] -> (68 - 20) * 36 mod 71
[1440] ['20', '36', '69'] -> 20 - (69 / 36) mod 71
[1441] ['20', '37', '39'] -> (37 - 20) * 39 mod 71
[1442] ['20', '37', '44'] -> 20 - (37 / 44) mod 71
[1443] ['20', '37', '48'] -> 20 / (37 - 48) mod 71
[1444] ['20', '37', '49'] -> (20 + 37) * 49 mod 71
[1445] ['20', '37', '55'] -> (20 - 55) / 37 mod 71
[1446] ['20', '37', '56'] -> (56 - 20) / 37 mod 71
