[1] ['1', '1', '5'] -> (1 + 1) / 5 mod 59
[6285] ['15', '35', '47'] -> 35 - (47 / 15) mod 59
[6286] ['15', '35', '51'] -> 51 / (15 - 35) mod 59
[6287] ['15', '35', '52'] -> 15 - (35 * 52) mod 59
[6288] ['15', '35', '58'] -> (15 + 58) / 35 mod 59
[6289] ['15', '36', '36'] -> (15 - 36) / 36 mod 59
[6290] ['15', '36', '41'] -> (15 - 36) * 41 mod 59
[6291] ['15', '36', '46'] -> 36 / (46 - 15) mod 59
[6292] ['15', '36', '47'] -> (47 / 36) - 15 mod 59
[6293] ['15', '36', '48'] -> 36 - (15 * 48) mod 59
[6294] ['2', '8', '23'] -> (8 / 23) - 2 mod 59
[6295] ['15', '36', '49'] -> 49 - (15 / 36) mod 59
[6296] ['15', '36', '50'] -> 50 - (36 / 15) mod 59
[6297] ['15', '36', '53'] -> (53 - 15) / 36 mod 59
[6298] ['15', '36', '57'] -> (36 / 15) + 57 mod 59
[6299] ['15', '37', '37'] -> (15 / 37) - 37 mod 59
[6300] ['15', '37', '38'] -> (38 / 37) + 15 mod 59
[6301] ['15', '37', '41'] -> (41 / 15) + 37 mod 59
[6302] ['15', '37', '42'] -> 37 - (15 / 42) mod 59
[6303] ['15', '37', '43'] -> (43 - 37) / 15 mod 59
[6304] ['15', '37', '44'] -> (37 - 15) * 44 mod 59
[6305] ['2', '8', '25'] -> (2 + 8) / 25 mod 59
[6306] ['15', '37', '47'] -> (15 + 47) / 37 mod 59
[6307] ['15', '37', '50'] -> (37 / 50) + 15 mod 59
[6308] ['15', '37', '52'] -> 37 - (15 * 52) mod 59
[6309] ['15', '37', '53'] -> (37 / 15) + 53 mod 59
[6310] ['15', '37', '54'] -> 54 - (37 / 15) mod 59
[6311] ['15', '37', '55'] -> (37 - 15) / 55 mod 59
[6312] ['15', '37', '56'] -> 56 / (37 - 15) mod 59
[6313] ['15', '38', '38'] -> 38 / (15 - 38) mod 59
[6314] ['15', '38', '39'] -> 38 - (15 / 39) mod 59
[6315] ['15', '38', '40'] -> (15 - 38) * 40 mod 59
[6316] ['2', '8', '27'] -> 8 - (27 / 2) mod 59
[6317] ['15', '38', '42'] -> (42 - 15) / 38 mod 59
[6318] ['15', '38', '45'] -> (45 / 15) - 38 mod 59
[6319] ['15', '38', '50'] -> (15 / 38) + 50 mod 59
[6320] ['15', '38', '55'] -> (15 + 38) * 55 mod 59
[6321] ['15', '38', '57'] -> 57 - (15 / 38) mod 59
[6322] ['15', '39', '46'] -> (46 / 39) - 15 mod 59
[6323] ['15', '39', '47'] -> 15 / (47 - 39) mod 59
[6324] ['15', '39', '49'] -> (15 / 39) - 49 mod 59
[6325] ['15', '39', '53'] -> 39 / (15 + 53) mod 59
[6326] ['15', '39', '56'] -> (56 / 39) + 15 mod 59
[6327] ['1', '5', '10'] -> (5 - 1) / 10 mod 59
[6328] ['2', '8', '28'] -> 28 - (8 / 2) mod 59
[6329] ['15', '40', '41'] -> (40 / 15) + 41 mod 59
[6330] ['15', '40', '43'] -> (40 * 43) + 15 mod 59
[6331] ['15', '40', '45'] -> (15 * 40) - 45 mod 59
[6332] ['15', '40', '47'] -> (15 / 47) + 40 mod 59
[6333] ['15', '40', '51'] -> (51 - 15) * 40 mod 59
[6334] ['15', '40', '54'] -> (15 * 54) + 40 mod 59
[6335] ['15', '40', '55'] -> (55 / 15) + 40 mod 59
[6336] ['15', '40', '57'] -> (40 / 57) - 15 mod 59
[6337] ['15', '41', '51'] -> (15 + 41) * 51 mod 59
[6338] ['15', '41', '54'] -> (41 / 54) - 15 mod 59
[6339] ['2', '8', '32'] -> (32 / 2) + 8 mod 59
[6340] ['15', '42', '43'] -> (15 * 42) + 43 mod 59
[6341] ['15', '42', '44'] -> (42 / 44) + 15 mod 59
[6342] ['15', '42', '47'] -> (15 + 42) * 47 mod 59
[6343] ['15', '42', '49'] -> (15 + 49) / 42 mod 59
[6344] ['15', '42', '53'] -> (15 + 53) * 42 mod 59
[6345] ['15', '42', '55'] -> (42 * 55) + 15 mod 59
[6346] ['15', '42', '58'] -> 58 / (42 - 15) mod 59
[6347] ['15', '43', '43'] -> (43 - 15) * 43 mod 59
[6348] ['15', '43', '44'] -> (44 - 15) / 43 mod 59
[6349] ['15', '43', '45'] -> (15 - 45) / 43 mod 59
[6350] ['2', '8', '33'] -> 33 / (2 - 8) mod 59
[6351] ['15', '43', '46'] -> (15 - 46) * 43 mod 59
[6352] ['15', '43', '51'] -> 15 / (51 - 43) mod 59
[6353] ['15', '44', '46'] -> (15 * 44) - 46 mod 59
[6354] ['15', '44', '47'] -> 47 / (44 - 15) mod 59
[6355] ['15', '44', '48'] -> (15 - 44) * 48 mod 59
[6356] ['15', '44', '50'] -> (50 - 44) / 15 mod 59
[6357] ['15', '45', '48'] -> (45 - 15) * 48 mod 59
[6358] ['15', '45', '52'] -> (45 * 52) - 15 mod 59
[6359] ['15', '45', '55'] -> (15 / 45) - 55 mod 59
[6360] ['15', '45', '56'] -> (15 - 56) / 45 mod 59
[6361] ['2', '8', '44'] -> (2 - 8) / 44 mod 59
[6362] ['15', '45', '57'] -> (15 * 45) + 57 mod 59
[6363] ['15', '46', '51'] -> (46 / 51) + 15 mod 59
[6364] ['15', '46', '56'] -> (46 * 56) - 15 mod 59
[6365] ['15', '46', '58'] -> 15 - (58 / 46) mod 59
[6366] ['15', '47', '48'] -> (15 * 48) - 47 mod 59
[6367] ['15', '47', '50'] -> 47 - (50 / 15) mod 59
[6368] ['15', '47', '53'] -> (53 - 47) / 15 mod 59
[6369] ['15', '47', '55'] -> 15 / (55 - 47) mod 59
[6370] ['15', '47', '58'] -> 58 / (15 - 47) mod 59
[6371] ['15', '48', '48'] -> (48 + 48) * 15 mod 59
[6372] ['2', '8', '46'] -> (2 - 46) / 8 mod 59
[6373] ['15', '48', '49'] -> (48 - 15) * 49 mod 59
[6374] ['15', '48', '51'] -> (15 / 51) + 48 mod 59
[6375] ['15', '48', '54'] -> (54 - 48) / 15 mod 59
[6376] ['15', '48', '56'] -> 15 / (56 - 48) mod 59
[6377] ['15', '49', '51'] -> 51 - (15 * 49) mod 59
[6378] ['15', '49', '57'] -> 15 / (57 - 49) mod 59
[6379] ['15', '50', '51'] -> 50 / (15 + 51) mod 59
[6380] ['15', '50', '53'] -> (15 / 50) - 53 mod 59
[6381] ['15', '50', '54'] -> (15 - 54) / 50 mod 59
[6382] ['15', '50', '56'] -> (56 - 50) / 15 mod 59
[6383] ['2', '8', '47'] -> (47 * 8) + 2 mod 59
[6384] ['15', '50', '57'] -> (15 - 57) * 50 mod 59
[6385] ['15', '51', '51'] -> 51 - (51 / 15) mod 59
[6386] ['15', '51', '53'] -> 51 - (15 / 53) mod 59
[6387] ['15', '51', '56'] -> (51 / 15) + 56 mod 59
[6388] ['15', '51', '57'] -> (57 - 51) / 15 mod 59
[6389] ['15', '52', '52'] -> (52 / 15) + 52 mod 59
[6390] ['15', '52', '58'] -> (58 - 52) / 15 mod 59
[6391] ['15', '53', '54'] -> 15 - (54 / 53) mod 59
[6392] ['15', '53', '55'] -> (15 * 53) + 55 mod 59
[6393] ['15', '53', '57'] -> 53 - (15 * 57) mod 59
[6394] ['2', '8', '48'] -> (2 / 48) - 8 mod 59
[6395] ['15', '56', '56'] -> (56 * 56) + 15 mod 59
[6396] ['15', '57', '57'] -> (15 / 57) - 57 mod 59
[6397] ['16', '16', '21'] -> (16 + 16) / 21 mod 59
[6398] ['16', '16', '23'] -> (16 / 16) + 23 mod 59
[6399] ['16', '16', '25'] -> 25 - (16 / 16) mod 59
[6400] ['16', '16', '29'] -> 16 - (16 * 29) mod 59
[6401] ['16', '16', '30'] -> (16 * 30) + 16 mod 59
[6402] ['16', '16', '36'] -> (16 / 16) - 36 mod 59
[6403] ['16', '16', '46'] -> (46 - 16) / 16 mod 59
[6404] ['16', '16', '47'] -> (47 - 16) * 16 mod 59
[6405] ['2', '8', '50'] -> (2 / 8) - 50 mod 59
[6406] ['16', '16', '49'] -> 16 - (49 / 16) mod 59
[6407] ['16', '16', '55'] -> (16 * 16) - 55 mod 59
[6408] ['16', '16', '57'] -> 16 - (16 / 57) mod 59
[6409] ['16', '17', '20'] -> 16 - (17 / 20) mod 59
[6410] ['16', '17', '27'] -> (16 - 17) / 27 mod 59
[6411] ['16', '17', '30'] -> (16 / 17) + 30 mod 59
[6412] ['16', '17', '32'] -> (17 - 16) / 32 mod 59
[6413] ['16', '17', '39'] -> (17 / 39) + 16 mod 59
[6414] ['16', '17', '46'] -> (17 - 46) / 16 mod 59
[6415] ['16', '17', '48'] -> (48 - 17) * 16 mod 59
[6416] ['2', '8', '54'] -> (8 / 54) + 2 mod 59
[6417] ['16', '17', '49'] -> (16 + 17) * 49 mod 59
[6418] ['16', '18', '23'] -> (23 / 16) - 18 mod 59
[6419] ['16', '18', '25'] -> (16 + 18) * 25 mod 59
[6420] ['16', '18', '28'] -> (16 * 18) - 28 mod 59
[6421] ['16', '18', '29'] -> 18 / (16 + 29) mod 59
[6422] ['16', '18', '30'] -> 18 / (16 - 30) mod 59
[6423] ['16', '18', '31'] -> (16 * 18) + 31 mod 59
[6424] ['16', '18', '38'] -> 38 - (16 / 18) mod 59
[6425] ['16', '18', '45'] -> (18 / 16) + 45 mod 59
[6426] ['16', '18', '46'] -> (18 - 46) * 16 mod 59
[6427] ['2', '9', '10'] -> (9 / 2) - 10 mod 59
[6428] ['16', '18', '56'] -> (16 - 56) / 18 mod 59
[6429] ['16', '19', '22'] -> (16 - 19) / 22 mod 59
[6430] ['16', '19', '25'] -> 16 - (25 / 19) mod 59
[6431] ['16', '19', '33'] -> 33 - (16 * 19) mod 59
[6432] ['16', '19', '37'] -> (19 - 16) / 37 mod 59
[6433] ['16', '19', '46'] -> 46 / (16 - 19) mod 59
[6434] ['16', '19', '49'] -> (49 - 19) / 16 mod 59
[6435] ['16', '19', '50'] -> (50 - 19) * 16 mod 59
[6436] ['16', '19', '54'] -> (19 / 54) + 16 mod 59
[6437] ['16', '19', '55'] -> 19 - (16 * 55) mod 59
[6438] ['1', '5', '15'] -> (1 + 5) / 15 mod 59
[6439] ['2', '9', '12'] -> (2 - 9) / 12 mod 59
[6440] ['16', '19', '56'] -> (19 / 16) + 56 mod 59
[6441] ['16', '19', '57'] -> 19 / (16 - 57) mod 59
[6442] ['16', '20', '22'] -> 22 / (16 - 20) mod 59
[6443] ['16', '20', '25'] -> 20 / (16 - 25) mod 59
[6444] ['16', '20', '27'] -> 16 - (20 / 27) mod 59
[6445] ['16', '20', '29'] -> (29 - 16) * 20 mod 59
[6446] ['16', '20', '32'] -> (20 / 32) + 16 mod 59
[6447] ['16', '20', '37'] -> 37 / (20 - 16) mod 59
[6448] ['16', '20', '38'] -> 38 / (16 + 20) mod 59
[6449] ['16', '20', '42'] -> (42 / 20) + 16 mod 59
[6450] ['2', '9', '14'] -> 2 / (14 - 9) mod 59
[6451] ['16', '20', '44'] -> 20 - (16 * 44) mod 59
[6452] ['16', '20', '48'] -> (20 - 48) * 16 mod 59
[6453] ['16', '20', '50'] -> (50 - 20) / 16 mod 59
[6454] ['16', '20', '53'] -> (16 - 20) * 53 mod 59
[6455] ['16', '20', '56'] -> (16 + 56) * 20 mod 59
[6456] ['16', '20', '58'] -> (16 * 20) + 58 mod 59
[6457] ['16', '21', '25'] -> (16 / 25) + 21 mod 59
[6458] ['16', '21', '26'] -> (16 * 26) + 21 mod 59
[6459] ['16', '21', '33'] -> 21 - (16 * 33) mod 59
[6460] ['16', '21', '39'] -> 21 / (39 - 16) mod 59
[6461] ['2', '9', '16'] -> (16 * 9) - 2 mod 59
[6462] ['16', '21', '41'] -> (16 / 41) - 21 mod 59
[6463] ['16', '21', '43'] -> (16 - 43) / 21 mod 59
[6464] ['16', '21', '47'] -> (16 / 21) - 47 mod 59
[6465] ['16', '21', '51'] -> (51 - 21) / 16 mod 59
[6466] ['16', '21', '53'] -> 16 - (21 * 53) mod 59
[6467] ['16', '22', '22'] -> 22 - (16 * 22) mod 59
[6468] ['16', '22', '31'] -> (16 - 31) * 22 mod 59
[6469] ['16', '22', '32'] -> (32 / 16) + 22 mod 59
[6470] ['16', '22', '36'] -> (16 + 22) / 36 mod 59
[6471] ['16', '22', '37'] -> (16 * 37) + 22 mod 59
[6472] ['2', '9', '20'] -> (9 - 20) / 2 mod 59
[6473] ['16', '22', '39'] -> 22 / (16 + 39) mod 59
[6474] ['16', '22', '40'] -> (16 + 40) / 22 mod 59
[6475] ['16', '22', '50'] -> (22 - 50) * 16 mod 59
[6476] ['16', '22', '52'] -> (52 - 22) / 16 mod 59
[6477] ['16', '22', '53'] -> (53 - 22) * 16 mod 59
[6478] ['16', '22', '58'] -> (58 / 22) + 16 mod 59
[6479] ['16', '23', '25'] -> (23 / 25) + 16 mod 59
[6480] ['16', '23', '26'] -> (23 * 26) + 16 mod 59
[6481] ['16', '23', '33'] -> 16 - (23 * 33) mod 59
[6482] ['16', '23', '34'] -> 16 - (23 / 34) mod 59
[6483] ['2', '9', '30'] -> (30 / 2) + 9 mod 59
[6484] ['16', '23', '37'] -> (37 - 16) / 23 mod 59
[6485] ['16', '23', '48'] -> (16 * 48) + 23 mod 59
[6486] ['16', '23', '49'] -> (16 * 23) - 49 mod 59
[6487] ['16', '23', '50'] -> 50 / (23 - 16) mod 59
[6488] ['16', '23', '53'] -> (53 - 23) / 16 mod 59
[6489] ['16', '23', '56'] -> (16 - 56) * 23 mod 59
[6490] ['16', '24', '29'] -> (16 + 29) / 24 mod 59
[6491] ['16', '24', '30'] -> (16 - 30) / 24 mod 59
[6492] ['16', '25', '27'] -> 27 - (16 / 25) mod 59
[6493] ['16', '25', '28'] -> 16 - (25 * 28) mod 59
[6494] ['2', '9', '38'] -> 2 - (38 / 9) mod 59
[6495] ['16', '25', '31'] -> (25 * 31) + 16 mod 59
[6496] ['16', '25', '36'] -> 16 - (36 / 25) mod 59
[6497] ['16', '25', '41'] -> (16 - 41) * 25 mod 59
[6498] ['16', '25', '48'] -> 25 - (16 * 48) mod 59
[6499] ['16', '25', '49'] -> 25 / (49 - 16) mod 59
[6500] ['16', '25', '51'] -> (16 * 51) - 25 mod 59
[6501] ['16', '25', '52'] -> (25 - 16) / 52 mod 59
[6502] ['16', '25', '54'] -> (25 - 54) / 16 mod 59
[6503] ['16', '26', '26'] -> (26 - 16) * 26 mod 59
[6504] ['16', '26', '28'] -> 16 - (28 / 26) mod 59
[6505] ['2', '9', '39'] -> (39 + 9) / 2 mod 59
[6506] ['16', '26', '32'] -> 26 - (32 / 16) mod 59
[6507] ['16', '26', '36'] -> 16 - (26 * 36) mod 59
[6508] ['16', '26', '38'] -> (16 * 26) - 38 mod 59
[6509] ['16', '26', '40'] -> (16 * 40) - 26 mod 59
[6510] ['16', '26', '44'] -> (26 / 16) - 44 mod 59
[6511] ['16', '26', '46'] -> (16 + 26) / 46 mod 59
[6512] ['16', '26', '49'] -> 26 / (16 + 49) mod 59
[6513] ['16', '26', '50'] -> (50 - 16) / 26 mod 59
[6514] ['16', '26', '51'] -> (16 / 51) + 26 mod 59
[6515] ['16', '26', '53'] -> (16 + 53) * 26 mod 59
[6516] ['2', '9', '40'] -> (2 + 40) * 9 mod 59
[6517] ['16', '26', '54'] -> (26 - 54) * 16 mod 59
[6518] ['16', '26', '57'] -> (57 - 26) * 16 mod 59
[6519] ['16', '27', '31'] -> 31 / (16 - 27) mod 59
[6520] ['16', '27', '34'] -> (16 / 34) + 27 mod 59
[6521] ['16', '27', '37'] -> 27 / (16 - 37) mod 59
[6522] ['16', '27', '39'] -> (39 / 27) + 16 mod 59
[6523] ['16', '27', '42'] -> (16 + 42) / 27 mod 59
[6524] ['16', '27', '44'] -> (27 * 44) + 16 mod 59
[6525] ['16', '27', '48'] -> 27 - (48 / 16) mod 59
[6526] ['16', '27', '49'] -> (49 / 16) - 27 mod 59
[6527] ['2', '9', '41'] -> (41 - 2) / 9 mod 59
[6528] ['16', '27', '53'] -> 53 - (16 / 27) mod 59
[6529] ['16', '27', '56'] -> (27 - 56) / 16 mod 59
[6530] ['16', '27', '58'] -> (58 - 27) * 16 mod 59
[6531] ['16', '28', '29'] -> (16 - 28) / 29 mod 59
[6532] ['16', '28', '30'] -> (28 - 16) / 30 mod 59
[6533] ['16', '28', '32'] -> (16 - 32) * 28 mod 59
[6534] ['16', '28', '34'] -> (28 * 34) + 16 mod 59
[6535] ['16', '28', '37'] -> (28 / 16) + 37 mod 59
[6536] ['16', '28', '48'] -> (16 * 28) + 48 mod 59
[6537] ['16', '28', '51'] -> (16 + 28) / 51 mod 59
[6538] ['2', '9', '44'] -> (44 - 2) * 9 mod 59
[6539] ['16', '28', '53'] -> 53 / (16 + 28) mod 59
[6540] ['16', '28', '55'] -> (16 / 55) + 28 mod 59
[6541] ['16', '29', '31'] -> (16 + 31) / 29 mod 59
[6542] ['16', '29', '42'] -> 42 / (16 - 29) mod 59
[6543] ['16', '29', '43'] -> (29 * 43) + 16 mod 59
[6544] ['16', '29', '51'] -> 51 - (16 / 29) mod 59
[6545] ['16', '29', '54'] -> (16 + 54) * 29 mod 59
[6546] ['16', '29', '57'] -> (29 - 57) * 16 mod 59
[6547] ['16', '30', '35'] -> (30 - 16) / 35 mod 59
[6548] ['16', '30', '39'] -> (16 + 30) * 39 mod 59
[6549] ['1', '5', '22'] -> 22 / (1 - 5) mod 59
[6550] ['2', '9', '47'] -> (9 - 2) / 47 mod 59
[6551] ['16', '30', '41'] -> 41 / (30 - 16) mod 59
[6552] ['16', '30', '44'] -> (16 / 44) - 30 mod 59
[6553] ['16', '30', '51'] -> (16 / 30) + 51 mod 59
[6554] ['16', '30', '52'] -> 30 - (16 * 52) mod 59
[6555] ['16', '30', '58'] -> (30 - 58) * 16 mod 59
[6556] ['16', '31', '34'] -> 16 - (31 * 34) mod 59
[6557] ['16', '31', '41'] -> 31 - (16 * 41) mod 59
[6558] ['16', '31', '44'] -> (16 * 44) - 31 mod 59
[6559] ['16', '31', '47'] -> 16 - (47 / 31) mod 59
[6560] ['16', '31', '51'] -> (16 - 31) / 51 mod 59
[6561] ['2', '9', '48'] -> (9 / 48) - 2 mod 59
[6562] ['16', '31', '52'] -> (52 - 16) / 31 mod 59
[6563] ['16', '31', '54'] -> (54 / 16) - 31 mod 59
[6564] ['16', '31', '55'] -> (16 / 55) - 31 mod 59
[6565] ['16', '31', '57'] -> (16 + 31) * 57 mod 59
[6566] ['16', '31', '58'] -> (31 + 58) / 16 mod 59
[6567] ['16', '32', '33'] -> (16 * 33) - 32 mod 59
[6568] ['16', '32', '34'] -> (16 / 34) - 32 mod 59
[6569] ['16', '32', '39'] -> 16 - (39 / 32) mod 59
[6570] ['16', '32', '43'] -> (16 * 32) + 43 mod 59
[6571] ['16', '32', '49'] -> (49 / 16) + 32 mod 59
[6572] ['2', '9', '51'] -> 9 - (2 / 51) mod 59
[6573] ['16', '32', '53'] -> (16 / 32) + 53 mod 59
[6574] ['16', '32', '55'] -> 16 - (32 / 55) mod 59
[6575] ['16', '32', '58'] -> (32 + 58) * 16 mod 59
[6576] ['16', '33', '36'] -> (33 * 36) + 16 mod 59
[6577] ['16', '33', '40'] -> (16 * 40) + 33 mod 59
[6578] ['16', '33', '48'] -> (16 / 33) - 48 mod 59
[6579] ['16', '33', '54'] -> 54 / (33 - 16) mod 59
[6580] ['16', '33', '55'] -> 55 / (16 + 33) mod 59
[6581] ['16', '33', '56'] -> (33 + 56) / 16 mod 59
[6582] ['16', '33', '57'] -> (33 + 57) * 16 mod 59
[6583] ['2', '9', '55'] -> 2 / (55 + 9) mod 59
[6584] ['16', '34', '36'] -> (36 / 34) + 16 mod 59
[6585] ['16', '34', '38'] -> (16 - 34) * 38 mod 59
[6586] ['16', '34', '41'] -> (41 - 16) * 34 mod 59
[6587] ['16', '34', '44'] -> (34 / 16) + 44 mod 59
[6588] ['16', '34', '45'] -> (34 - 16) / 45 mod 59
[6589] ['16', '34', '48'] -> (16 * 34) - 48 mod 59
[6590] ['16', '34', '49'] -> 34 / (16 - 49) mod 59
[6591] ['16', '34', '50'] -> (16 - 50) * 34 mod 59
[6592] ['16', '34', '55'] -> (34 + 55) / 16 mod 59
[6593] ['16', '34', '56'] -> (34 + 56) * 16 mod 59
[6594] ['2', '9', '56'] -> (9 - 56) * 2 mod 59
[6595] ['16', '35', '36'] -> (16 - 35) * 36 mod 59
[6596] ['16', '35', '41'] -> (16 - 35) / 41 mod 59
[6597] ['16', '35', '52'] -> 52 - (35 / 16) mod 59
[6598] ['16', '35', '53'] -> 53 - (16 * 35) mod 59
[6599] ['16', '35', '57'] -> (16 + 57) / 35 mod 59
[6600] ['16', '35', '58'] -> 35 - (58 / 16) mod 59
[6601] ['16', '36', '37'] -> (16 - 37) / 36 mod 59
[6602] ['16', '36', '41'] -> 41 - (36 / 16) mod 59
[6603] ['16', '36', '42'] -> (16 / 36) - 42 mod 59
[6604] ['16', '36', '45'] -> 36 - (16 * 45) mod 59
[6605] ['2', '9', '58'] -> 58 - (9 / 2) mod 59
[6606] ['16', '36', '46'] -> (16 - 36) * 46 mod 59
[6607] ['16', '36', '48'] -> (16 * 48) - 36 mod 59
[6608] ['16', '36', '51'] -> 51 / (16 - 36) mod 59
[6609] ['16', '36', '53'] -> (36 + 53) / 16 mod 59
[6610] ['16', '36', '56'] -> (56 - 16) * 36 mod 59
[6611] ['16', '37', '37'] -> (16 * 37) - 37 mod 59
[6612] ['16', '37', '44'] -> (16 + 37) / 44 mod 59
[6613] ['16', '37', '46'] -> (16 + 46) / 37 mod 59
[6614] ['16', '37', '52'] -> (37 + 52) / 16 mod 59
[6615] ['16', '37', '53'] -> (37 + 53) * 16 mod 59
[6616] ['2', '10', '19'] -> (10 / 2) + 19 mod 59
[6617] ['16', '37', '54'] -> 16 - (37 * 54) mod 59
[6618] ['16', '37', '55'] -> (16 + 37) * 55 mod 59
[6619] ['16', '38', '39'] -> 38 / (16 - 39) mod 59
[6620] ['16', '38', '41'] -> (16 / 41) + 38 mod 59
[6621] ['16', '38', '42'] -> 42 - (16 * 38) mod 59
[6622] ['16', '38', '43'] -> (43 - 16) / 38 mod 59
[6623] ['16', '38', '44'] -> (38 - 16) * 44 mod 59
[6624] ['16', '38', '47'] -> 38 - (47 / 16) mod 59
[6625] ['16', '38', '49'] -> (38 / 49) + 16 mod 59
[6626] ['16', '38', '50'] -> 16 - (50 / 38) mod 59
[6627] ['2', '10', '20'] -> (10 - 2) / 20 mod 59
[6628] ['16', '38', '51'] -> (38 + 51) / 16 mod 59
[6629] ['16', '38', '55'] -> (38 - 16) / 55 mod 59
[6630] ['16', '38', '56'] -> 56 / (38 - 16) mod 59
[6631] ['16', '39', '42'] -> 16 - (42 / 39) mod 59
[6632] ['16', '39', '46'] -> (16 / 39) - 46 mod 59
[6633] ['16', '39', '50'] -> (39 + 50) / 16 mod 59
[6634] ['16', '39', '51'] -> (39 + 51) * 16 mod 59
[6635] ['16', '39', '52'] -> 39 / (16 + 52) mod 59
[6636] ['16', '39', '53'] -> (16 + 39) * 53 mod 59
[6637] ['16', '39', '54'] -> (16 / 54) + 39 mod 59
[6638] ['2', '10', '22'] -> (22 - 10) * 2 mod 59
[6639] ['16', '39', '55'] -> (55 / 16) + 39 mod 59
[6640] ['16', '40', '46'] -> 46 / (16 + 40) mod 59
[6641] ['16', '40', '47'] -> 16 - (40 * 47) mod 59
[6642] ['16', '40', '49'] -> (40 + 49) / 16 mod 59
[6643] ['16', '40', '50'] -> (40 + 50) * 16 mod 59
[6644] ['16', '40', '52'] -> (52 - 16) * 40 mod 59
[6645] ['16', '40', '54'] -> 16 - (40 / 54) mod 59
[6646] ['16', '40', '56'] -> 56 - (40 / 16) mod 59
[6647] ['16', '40', '57'] -> 40 / (57 - 16) mod 59
[6648] ['16', '41', '45'] -> 45 - (41 / 16) mod 59
[6649] ['2', '10', '23'] -> 10 / (2 + 23) mod 59
[6650] ['16', '41', '48'] -> (41 + 48) / 16 mod 59
[6651] ['16', '41', '53'] -> 41 - (16 / 53) mod 59
[6652] ['16', '41', '57'] -> 41 / (16 + 57) mod 59
[6653] ['16', '42', '49'] -> (16 - 42) * 49 mod 59
[6654] ['16', '42', '56'] -> 16 - (42 * 56) mod 59
[6655] ['16', '42', '58'] -> (16 * 42) - 58 mod 59
[6656] ['16', '43', '49'] -> (49 / 43) + 16 mod 59
[6657] ['16', '43', '50'] -> (50 / 16) + 43 mod 59
[6658] ['16', '43', '57'] -> (43 / 57) + 16 mod 59
[6659] ['16', '43', '58'] -> 58 / (43 - 16) mod 59
[6660] ['1', '5', '26'] -> 26 / (1 + 5) mod 59
[6661] ['2', '10', '29'] -> 29 - (10 / 2) mod 59
[6662] ['16', '44', '45'] -> (44 + 45) / 16 mod 59
[6663] ['16', '44', '46'] -> (44 + 46) * 16 mod 59
[6664] ['16', '45', '45'] -> (45 + 45) * 16 mod 59
[6665] ['16', '45', '46'] -> 16 - (45 / 46) mod 59
[6666] ['16', '45', '50'] -> (45 * 50) + 16 mod 59
[6667] ['16', '45', '51'] -> 45 / (16 - 51) mod 59
[6668] ['16', '45', '57'] -> (16 - 57) / 45 mod 59
[6669] ['16', '46', '46'] -> 16 - (46 * 46) mod 59
[6670] ['16', '46', '47'] -> 47 / (16 - 46) mod 59
[6671] ['16', '46', '48'] -> (46 - 16) * 48 mod 59
[6672] ['2', '10', '31'] -> 10 - (31 / 2) mod 59
[6673] ['16', '46', '52'] -> 52 - (16 * 46) mod 59
[6674] ['16', '46', '56'] -> (16 * 56) - 46 mod 59
[6675] ['16', '47', '48'] -> (47 - 16) / 48 mod 59
[6676] ['16', '47', '49'] -> (47 / 16) - 49 mod 59
[6677] ['16', '47', '50'] -> (16 + 50) / 47 mod 59
[6678] ['16', '48', '49'] -> 16 - (48 * 49) mod 59
[6679] ['16', '48', '52'] -> (16 + 48) * 52 mod 59
[6680] ['16', '48', '53'] -> 16 - (48 / 53) mod 59
[6681] ['16', '48', '55'] -> (16 / 48) - 55 mod 59
[6682] ['16', '48', '58'] -> 58 / (16 - 48) mod 59
[6683] ['2', '10', '35'] -> (2 - 35) * 10 mod 59
[6684] ['16', '49', '49'] -> (49 - 16) * 49 mod 59
[6685] ['16', '49', '52'] -> (16 * 49) - 52 mod 59
[6686] ['16', '49', '53'] -> (49 - 16) / 53 mod 59
[6687] ['16', '50', '52'] -> (16 / 50) + 52 mod 59
[6688] ['16', '50', '54'] -> (16 + 50) * 54 mod 59
[6689] ['16', '50', '56'] -> (56 / 16) + 50 mod 59
[6690] ['16', '50', '57'] -> 57 - (16 * 50) mod 59
[6691] ['16', '51', '53'] -> 53 - (51 / 16) mod 59
[6692] ['16', '51', '57'] -> 51 - (16 * 57) mod 59
[6693] ['16', '52', '52'] -> (16 + 52) / 52 mod 59
[6694] ['2', '10', '39'] -> (2 - 10) / 39 mod 59
[6695] ['16', '52', '55'] -> 52 / (16 + 55) mod 59
[6696] ['16', '52', '56'] -> 16 - (56 / 52) mod 59
[6697] ['16', '54', '57'] -> (16 + 54) / 57 mod 59
[6698] ['16', '54', '58'] -> 54 / (16 - 58) mod 59
[6699] ['16', '56', '58'] -> 58 - (16 / 56) mod 59
[6700] ['16', '57', '57'] -> (57 / 16) - 57 mod 59
[6701] ['17', '17', '18'] -> 18 - (17 * 17) mod 59
[6702] ['17', '17', '23'] -> (17 / 17) + 23 mod 59
[6703] ['17', '17', '29'] -> (17 * 17) - 29 mod 59
[6704] ['17', '17', '36'] -> (17 / 17) - 36 mod 59
[6705] ['2', '10', '40'] -> (10 / 2) - 40 mod 59
[6706] ['17', '17', '37'] -> (17 + 37) / 17 mod 59
[6707] ['17', '17', '48'] -> (48 / 17) - 17 mod 59
