[1] ['1', '1', '12'] -> (1 + 1) * 12 base 9
[136] ['2', '14', '20'] -> (20 / 2) + 14 base 9
[137] ['28', '32', '73'] -> 73 / (32 - 28) base 9
[138] ['30', '32', '48'] -> 48 / (32 - 30) base 9
[139] ['30', '33', '73'] -> 73 / (33 - 30) base 9
[140] ['31', '33', '48'] -> 48 / (33 - 31) base 9
[141] ['31', '34', '73'] -> 73 / (34 - 31) base 9
[142] ['32', '34', '48'] -> 48 / (34 - 32) base 9
[143] ['32', '35', '73'] -> 73 / (35 - 32) base 9
[144] ['33', '35', '48'] -> 48 / (35 - 33) base 9
[145] ['33', '36', '73'] -> 73 / (36 - 33) base 9
[146] ['34', '36', '48'] -> 48 / (36 - 34) base 9
[147] ['2', '14', '26'] -> (26 - 14) * 2 base 9
[148] ['34', '37', '73'] -> 73 / (37 - 34) base 9
[149] ['35', '38', '73'] -> 73 / (38 - 35) base 9
[150] ['36', '38', '48'] -> 48 / (38 - 36) base 9
[151] ['36', '40', '73'] -> 73 / (40 - 36) base 9
[152] ['37', '40', '48'] -> 48 / (40 - 37) base 9
[153] ['37', '41', '73'] -> 73 / (41 - 37) base 9
[154] ['38', '41', '48'] -> 48 / (41 - 38) base 9
[155] ['38', '42', '73'] -> 73 / (42 - 38) base 9
[156] ['40', '42', '48'] -> 48 / (42 - 40) base 9
[157] ['40', '43', '73'] -> 73 / (43 - 40) base 9
[158] ['2', '14', '34'] -> (14 + 34) / 2 base 9
[159] ['41', '43', '48'] -> 48 / (43 - 41) base 9
[160] ['41', '44', '73'] -> 73 / (44 - 41) base 9
[161] ['42', '44', '48'] -> 48 / (44 - 42) base 9
[162] ['42', '45', '73'] -> 73 / (45 - 42) base 9
[163] ['43', '45', '48'] -> 48 / (45 - 43) base 9
[164] ['43', '46', '73'] -> 73 / (46 - 43) base 9
[165] ['44', '46', '48'] -> 48 / (46 - 44) base 9
[166] ['44', '47', '73'] -> 73 / (47 - 44) base 9
[167] ['45', '47', '48'] -> 48 / (47 - 45) base 9
[168] ['45', '48', '73'] -> 73 / (48 - 45) base 9
[169] ['2', '14', '53'] -> 53 - (14 * 2) base 9
[170] ['46', '48', '48'] -> 48 / (48 - 46) base 9
[171] ['46', '50', '73'] -> 73 / (50 - 46) base 9
[172] ['47', '48', '50'] -> 48 / (50 - 47) base 9
[173] ['47', '51', '73'] -> 73 / (51 - 47) base 9
[174] ['48', '48', '51'] -> 48 / (51 - 48) base 9
[175] ['48', '50', '52'] -> 48 / (52 - 50) base 9
[176] ['48', '51', '53'] -> 48 / (53 - 51) base 9
[177] ['48', '52', '54'] -> 48 / (54 - 52) base 9
[178] ['48', '52', '73'] -> 73 / (52 - 48) base 9
[179] ['48', '53', '55'] -> 48 / (55 - 53) base 9
[180] ['2', '14', '63'] -> (63 - 14) / 2 base 9
[181] ['48', '54', '56'] -> 48 / (56 - 54) base 9
[182] ['48', '55', '57'] -> 48 / (57 - 55) base 9
[183] ['48', '56', '58'] -> 48 / (58 - 56) base 9
[184] ['48', '57', '60'] -> 48 / (60 - 57) base 9
[185] ['48', '58', '61'] -> 48 / (61 - 58) base 9
[186] ['48', '60', '62'] -> 48 / (62 - 60) base 9
[187] ['48', '61', '63'] -> 48 / (63 - 61) base 9
[188] ['48', '62', '64'] -> 48 / (64 - 62) base 9
[189] ['48', '63', '65'] -> 48 / (65 - 63) base 9
[190] ['48', '64', '66'] -> 48 / (66 - 64) base 9
[191] ['2', '14', '77'] -> (77 / 2) - 14 base 9
[192] ['48', '65', '67'] -> 48 / (67 - 65) base 9
[193] ['48', '66', '68'] -> 48 / (68 - 66) base 9
[194] ['48', '67', '70'] -> 48 / (70 - 67) base 9
[195] ['48', '68', '71'] -> 48 / (71 - 68) base 9
[196] ['48', '70', '72'] -> 48 / (72 - 70) base 9
[197] ['48', '71', '73'] -> 48 / (73 - 71) base 9
[198] ['48', '72', '74'] -> 48 / (74 - 72) base 9
[199] ['48', '73', '75'] -> 48 / (75 - 73) base 9
[200] ['48', '74', '76'] -> 48 / (76 - 74) base 9
[201] ['48', '75', '77'] -> 48 / (77 - 75) base 9
[202] ['2', '15', '16'] -> (15 / 2) + 16 base 9
[203] ['48', '76', '78'] -> 48 / (78 - 76) base 9
[204] ['48', '77', '80'] -> 48 / (80 - 77) base 9
[205] ['48', '78', '81'] -> 48 / (81 - 78) base 9
[206] ['48', '80', '82'] -> 48 / (82 - 80) base 9
[207] ['48', '81', '83'] -> 48 / (83 - 81) base 9
[208] ['48', '82', '84'] -> 48 / (84 - 82) base 9
[209] ['48', '83', '85'] -> 48 / (85 - 83) base 9
[210] ['48', '84', '86'] -> 48 / (86 - 84) base 9
[211] ['48', '85', '87'] -> 48 / (87 - 85) base 9
[212] ['48', '86', '88'] -> 48 / (88 - 86) base 9
[213] ['2', '15', '17'] -> (17 / 2) + 15 base 9
[214] ['50', '53', '73'] -> 73 / (53 - 50) base 9
[215] ['51', '54', '73'] -> 73 / (54 - 51) base 9
[216] ['52', '55', '73'] -> 73 / (55 - 52) base 9
[217] ['53', '56', '73'] -> 73 / (56 - 53) base 9
[218] ['54', '57', '73'] -> 73 / (57 - 54) base 9
[219] ['55', '58', '73'] -> 73 / (58 - 55) base 9
[220] ['56', '60', '73'] -> 73 / (60 - 56) base 9
[221] ['57', '61', '73'] -> 73 / (61 - 57) base 9
[222] ['58', '62', '73'] -> 73 / (62 - 58) base 9
[223] ['60', '63', '73'] -> 73 / (63 - 60) base 9
[224] ['1', '3', '48'] -> 48 / (3 - 1) base 9
[225] ['2', '15', '20'] -> (2 * 20) - 15 base 9
[226] ['61', '64', '73'] -> 73 / (64 - 61) base 9
[227] ['62', '65', '73'] -> 73 / (65 - 62) base 9
[228] ['63', '66', '73'] -> 73 / (66 - 63) base 9
[229] ['64', '67', '73'] -> 73 / (67 - 64) base 9
[230] ['65', '68', '73'] -> 73 / (68 - 65) base 9
[231] ['66', '70', '73'] -> 73 / (70 - 66) base 9
[232] ['67', '71', '73'] -> 73 / (71 - 67) base 9
[233] ['68', '72', '73'] -> 73 / (72 - 68) base 9
[234] ['70', '73', '73'] -> 73 / (73 - 70) base 9
[235] ['71', '73', '74'] -> 73 / (74 - 71) base 9
[236] ['2', '15', '27'] -> (27 - 15) * 2 base 9
[237] ['72', '73', '75'] -> 73 / (75 - 72) base 9
[238] ['73', '73', '76'] -> 73 / (76 - 73) base 9
[239] ['73', '74', '77'] -> 73 / (77 - 74) base 9
[240] ['73', '75', '78'] -> 73 / (78 - 75) base 9
[241] ['73', '76', '80'] -> 73 / (80 - 76) base 9
[242] ['73', '77', '81'] -> 73 / (81 - 77) base 9
[243] ['73', '78', '82'] -> 73 / (82 - 78) base 9
[244] ['73', '80', '83'] -> 73 / (83 - 80) base 9
[245] ['73', '81', '84'] -> 73 / (84 - 81) base 9
[246] ['73', '82', '85'] -> 73 / (85 - 82) base 9
[247] ['2', '15', '32'] -> 32 - (15 / 2) base 9
[248] ['73', '83', '86'] -> 73 / (86 - 83) base 9
[249] ['73', '84', '87'] -> 73 / (87 - 84) base 9
[250] ['73', '85', '88'] -> 73 / (88 - 85) base 9
[251] ['2', '15', '33'] -> (15 + 33) / 2 base 9
[252] ['2', '15', '55'] -> 55 - (15 * 2) base 9
[253] ['2', '15', '64'] -> (64 - 15) / 2 base 9
[254] ['2', '15', '80'] -> (80 / 2) - 15 base 9
[255] ['2', '16', '28'] -> (28 - 16) * 2 base 9
[256] ['2', '16', '32'] -> (16 + 32) / 2 base 9
[257] ['2', '16', '57'] -> 57 - (16 * 2) base 9
[258] ['1', '3', '70'] -> (70 / 3) + 1 base 9
[259] ['2', '16', '65'] -> (65 - 16) / 2 base 9
[260] ['2', '16', '82'] -> (82 / 2) - 16 base 9
[261] ['2', '17', '21'] -> (2 * 21) - 17 base 9
[262] ['2', '17', '30'] -> (30 - 17) * 2 base 9
[263] ['2', '17', '31'] -> (17 + 31) / 2 base 9
[264] ['2', '17', '33'] -> 33 - (17 / 2) base 9
[265] ['2', '17', '60'] -> 60 - (17 * 2) base 9
[266] ['2', '17', '66'] -> (66 - 17) / 2 base 9
[267] ['2', '17', '84'] -> (84 / 2) - 17 base 9
[268] ['2', '18', '30'] -> (18 + 30) / 2 base 9
[269] ['1', '3', '72'] -> (1 + 72) / 3 base 9
[270] ['2', '18', '31'] -> (31 - 18) * 2 base 9
[271] ['2', '18', '62'] -> 62 - (18 * 2) base 9
[272] ['2', '18', '67'] -> (67 - 18) / 2 base 9
[273] ['2', '18', '86'] -> (86 / 2) - 18 base 9
[274] ['2', '20', '22'] -> (2 * 22) - 20 base 9
[275] ['2', '20', '28'] -> (20 + 28) / 2 base 9
[276] ['2', '20', '32'] -> (32 - 20) * 2 base 9
[277] ['2', '20', '34'] -> 34 - (20 / 2) base 9
[278] ['2', '20', '64'] -> 64 - (2 * 20) base 9
[279] ['2', '20', '68'] -> (68 - 20) / 2 base 9
[280] ['1', '3', '74'] -> (74 - 1) / 3 base 9
[281] ['2', '20', '88'] -> (88 / 2) - 20 base 9
[282] ['2', '21', '27'] -> (21 + 27) / 2 base 9
[283] ['2', '21', '33'] -> (33 - 21) * 2 base 9
[284] ['2', '21', '66'] -> 66 - (2 * 21) base 9
[285] ['2', '21', '70'] -> (70 - 21) / 2 base 9
[286] ['2', '22', '23'] -> (2 * 23) - 22 base 9
[287] ['2', '22', '26'] -> (22 + 26) / 2 base 9
[288] ['2', '22', '34'] -> (34 - 22) * 2 base 9
[289] ['2', '22', '35'] -> 35 - (22 / 2) base 9
[290] ['2', '22', '68'] -> 68 - (2 * 22) base 9
[291] ['1', '3', '76'] -> (76 / 3) - 1 base 9
[292] ['2', '22', '71'] -> (71 - 22) / 2 base 9
[293] ['2', '23', '25'] -> (23 + 25) / 2 base 9
[294] ['2', '23', '35'] -> (35 - 23) * 2 base 9
[295] ['2', '23', '71'] -> 71 - (2 * 23) base 9
[296] ['2', '23', '72'] -> (72 - 23) / 2 base 9
[297] ['2', '25', '26'] -> (2 * 25) - 26 base 9
[298] ['2', '25', '37'] -> (37 - 25) * 2 base 9
[299] ['2', '25', '74'] -> (74 - 25) / 2 base 9
[300] ['2', '25', '75'] -> 75 - (2 * 25) base 9
[301] ['2', '26', '28'] -> (2 * 26) - 28 base 9
[302] ['1', '4', '73'] -> 73 / (4 - 1) base 9
[303] ['2', '26', '37'] -> 37 - (26 / 2) base 9
[304] ['2', '26', '38'] -> (38 - 26) * 2 base 9
[305] ['2', '26', '75'] -> (75 - 26) / 2 base 9
[306] ['2', '26', '77'] -> 77 - (2 * 26) base 9
[307] ['2', '27', '31'] -> (2 * 27) - 31 base 9
[308] ['2', '27', '40'] -> (40 - 27) * 2 base 9
[309] ['2', '27', '76'] -> (76 - 27) / 2 base 9
[310] ['2', '27', '80'] -> 80 - (2 * 27) base 9
[311] ['2', '28', '33'] -> (2 * 28) - 33 base 9
[312] ['2', '28', '38'] -> 38 - (28 / 2) base 9
[313] ['2', '2', '10'] -> (10 + 2) * 2 base 9
[314] ['2', '28', '41'] -> (41 - 28) * 2 base 9
[315] ['2', '28', '77'] -> (77 - 28) / 2 base 9
[316] ['2', '28', '82'] -> 82 - (2 * 28) base 9
[317] ['2', '30', '35'] -> (2 * 30) - 35 base 9
[318] ['2', '30', '42'] -> (42 - 30) * 2 base 9
[319] ['2', '30', '78'] -> (78 - 30) / 2 base 9
[320] ['2', '30', '84'] -> 84 - (2 * 30) base 9
[321] ['2', '31', '37'] -> (2 * 31) - 37 base 9
[322] ['2', '31', '40'] -> 40 - (31 / 2) base 9
[323] ['2', '31', '43'] -> (43 - 31) * 2 base 9
[324] ['2', '2', '11'] -> (11 * 2) + 2 base 9
[325] ['2', '31', '80'] -> (80 - 31) / 2 base 9
[326] ['2', '31', '86'] -> 86 - (2 * 31) base 9
[327] ['2', '32', '40'] -> (2 * 32) - 40 base 9
[328] ['2', '32', '44'] -> (44 - 32) * 2 base 9
[329] ['2', '32', '81'] -> (81 - 32) / 2 base 9
[330] ['2', '32', '88'] -> 88 - (2 * 32) base 9
[331] ['2', '33', '41'] -> 41 - (33 / 2) base 9
[332] ['2', '33', '42'] -> (2 * 33) - 42 base 9
[333] ['2', '33', '45'] -> (45 - 33) * 2 base 9
[334] ['2', '33', '82'] -> (82 - 33) / 2 base 9
[335] ['1', '1', '48'] -> 48 / (1 + 1) base 9
[336] ['2', '2', '13'] -> (13 * 2) - 2 base 9
[337] ['2', '34', '44'] -> (2 * 34) - 44 base 9
[338] ['2', '34', '46'] -> (46 - 34) * 2 base 9
[339] ['2', '34', '83'] -> (83 - 34) / 2 base 9
[340] ['2', '35', '42'] -> 42 - (35 / 2) base 9
[341] ['2', '35', '46'] -> (2 * 35) - 46 base 9
[342] ['2', '35', '47'] -> (47 - 35) * 2 base 9
[343] ['2', '35', '84'] -> (84 - 35) / 2 base 9
[344] ['2', '36', '85'] -> (85 - 36) / 2 base 9
[345] ['2', '37', '43'] -> 43 - (37 / 2) base 9
[346] ['2', '37', '50'] -> (50 - 37) * 2 base 9
[347] ['2', '2', '14'] -> (14 - 2) * 2 base 9
[348] ['2', '37', '51'] -> (2 * 37) - 51 base 9
[349] ['2', '37', '86'] -> (86 - 37) / 2 base 9
[350] ['2', '38', '51'] -> (51 - 38) * 2 base 9
[351] ['2', '38', '53'] -> (2 * 38) - 53 base 9
[352] ['2', '38', '87'] -> (87 - 38) / 2 base 9
[353] ['2', '40', '44'] -> 44 - (40 / 2) base 9
[354] ['2', '40', '52'] -> (52 - 40) * 2 base 9
[355] ['2', '40', '55'] -> (2 * 40) - 55 base 9
[356] ['2', '40', '88'] -> (88 - 40) / 2 base 9
[357] ['2', '41', '53'] -> (53 - 41) * 2 base 9
[358] ['2', '2', '23'] -> (2 / 2) + 23 base 9
[359] ['2', '41', '57'] -> (2 * 41) - 57 base 9
[360] ['2', '42', '45'] -> 45 - (42 / 2) base 9
[361] ['2', '42', '54'] -> (54 - 42) * 2 base 9
[362] ['2', '42', '60'] -> (2 * 42) - 60 base 9
[363] ['2', '43', '55'] -> (55 - 43) * 2 base 9
[364] ['2', '43', '62'] -> (2 * 43) - 62 base 9
[365] ['2', '44', '46'] -> 46 - (44 / 2) base 9
[366] ['2', '44', '56'] -> (56 - 44) * 2 base 9
[367] ['2', '44', '64'] -> (2 * 44) - 64 base 9
[368] ['2', '45', '57'] -> (57 - 45) * 2 base 9
[369] ['2', '2', '25'] -> 25 - (2 / 2) base 9
[370] ['2', '45', '66'] -> (2 * 45) - 66 base 9
[371] ['2', '46', '47'] -> 47 - (46 / 2) base 9
[372] ['2', '46', '58'] -> (58 - 46) * 2 base 9
[373] ['2', '47', '60'] -> (60 - 47) * 2 base 9
[374] ['2', '47', '71'] -> (2 * 47) - 71 base 9
[375] ['2', '48', '48'] -> 48 - (48 / 2) base 9
[376] ['2', '48', '61'] -> (61 - 48) * 2 base 9
[377] ['2', '48', '73'] -> (2 * 48) - 73 base 9
[378] ['2', '50', '51'] -> 50 - (51 / 2) base 9
[379] ['2', '50', '62'] -> (62 - 50) * 2 base 9
[380] ['2', '2', '44'] -> (44 / 2) + 2 base 9
[381] ['2', '50', '75'] -> (2 * 50) - 75 base 9
[382] ['2', '51', '53'] -> 51 - (53 / 2) base 9
[383] ['2', '51', '63'] -> (63 - 51) * 2 base 9
[384] ['2', '52', '55'] -> 52 - (55 / 2) base 9
[385] ['2', '52', '64'] -> (64 - 52) * 2 base 9
[386] ['2', '52', '80'] -> (2 * 52) - 80 base 9
[387] ['2', '53', '57'] -> 53 - (57 / 2) base 9
[388] ['2', '53', '65'] -> (65 - 53) * 2 base 9
[389] ['2', '53', '82'] -> (2 * 53) - 82 base 9
[390] ['2', '54', '60'] -> 54 - (60 / 2) base 9
[391] ['2', '2', '46'] -> (2 + 46) / 2 base 9
[392] ['2', '54', '66'] -> (66 - 54) * 2 base 9
[393] ['2', '54', '84'] -> (2 * 54) - 84 base 9
[394] ['2', '55', '62'] -> 55 - (62 / 2) base 9
[395] ['2', '55', '67'] -> (67 - 55) * 2 base 9
[396] ['2', '55', '86'] -> (2 * 55) - 86 base 9
[397] ['2', '56', '64'] -> 56 - (64 / 2) base 9
[398] ['2', '56', '68'] -> (68 - 56) * 2 base 9
[399] ['2', '56', '88'] -> (2 * 56) - 88 base 9
[400] ['2', '57', '66'] -> 57 - (66 / 2) base 9
[401] ['2', '57', '70'] -> (70 - 57) * 2 base 9
[402] ['2', '2', '51'] -> (51 - 2) / 2 base 9
[403] ['2', '58', '68'] -> 58 - (68 / 2) base 9
[404] ['2', '58', '71'] -> (71 - 58) * 2 base 9
[405] ['2', '60', '71'] -> 60 - (71 / 2) base 9
[406] ['2', '60', '72'] -> (72 - 60) * 2 base 9
[407] ['2', '62', '74'] -> (74 - 62) * 2 base 9
[408] ['2', '62', '75'] -> 62 - (75 / 2) base 9
[409] ['2', '63', '75'] -> (75 - 63) * 2 base 9
[410] ['2', '63', '77'] -> 63 - (77 / 2) base 9
[411] ['2', '64', '76'] -> (76 - 64) * 2 base 9
[412] ['2', '64', '80'] -> 64 - (80 / 2) base 9
[413] ['2', '2', '53'] -> (53 / 2) - 2 base 9
[414] ['2', '65', '77'] -> (77 - 65) * 2 base 9
[415] ['2', '65', '82'] -> 65 - (82 / 2) base 9
[416] ['2', '66', '78'] -> (78 - 66) * 2 base 9
[417] ['2', '66', '84'] -> 66 - (84 / 2) base 9
[418] ['2', '67', '80'] -> (80 - 67) * 2 base 9
[419] ['2', '67', '86'] -> 67 - (86 / 2) base 9
[420] ['2', '68', '81'] -> (81 - 68) * 2 base 9
[421] ['2', '68', '88'] -> 68 - (88 / 2) base 9
[422] ['2', '70', '82'] -> (82 - 70) * 2 base 9
[423] ['2', '71', '83'] -> (83 - 71) * 2 base 9
[424] ['2', '3', '15'] -> (15 - 3) * 2 base 9
[425] ['2', '72', '84'] -> (84 - 72) * 2 base 9
[426] ['2', '73', '85'] -> (85 - 73) * 2 base 9
[427] ['2', '74', '86'] -> (86 - 74) * 2 base 9
[428] ['2', '75', '87'] -> (87 - 75) * 2 base 9
[429] ['2', '76', '88'] -> (88 - 76) * 2 base 9
[430] ['3', '3', '14'] -> (3 * 3) + 14 base 9
[431] ['3', '3', '23'] -> (3 / 3) + 23 base 9
[432] ['3', '3', '25'] -> 25 - (3 / 3) base 9
[433] ['3', '3', '34'] -> 34 - (3 * 3) base 9
[434] ['3', '3', '63'] -> (63 / 3) + 3 base 9
[435] ['2', '3', '17'] -> (2 * 3) + 17 base 9
[436] ['3', '3', '70'] -> (3 + 70) / 3 base 9
[437] ['3', '3', '76'] -> (76 - 3) / 3 base 9
[438] ['3', '3', '83'] -> (83 / 3) - 3 base 9
[439] ['3', '4', '6'] -> (3 * 6) + 4 base 9
[440] ['3', '4', '11'] -> (3 * 4) + 11 base 9
[441] ['3', '4', '37'] -> 37 - (3 * 4) base 9
[442] ['3', '4', '60'] -> (60 / 3) + 4 base 9
[443] ['3', '4', '68'] -> (4 + 68) / 3 base 9
[444] ['3', '4', '77'] -> (77 - 4) / 3 base 9
[445] ['3', '4', '84'] -> (84 / 4) + 3 base 9
[446] ['1', '2', '11'] -> (1 + 11) * 2 base 9
[447] ['2', '3', '31'] -> 31 - (2 * 3) base 9
[448] ['3', '4', '86'] -> (86 / 3) - 4 base 9
[449] ['3', '5', '5'] -> (5 * 5) - 3 base 9
[450] ['3', '5', '7'] -> (3 * 5) + 7 base 9
