[1] ['1', '1', '1', '11'] -> (1 + 1) * (1 + 11) base 9
[1456] ['20', '28', '34', '51'] -> (20 * 51) - (28 * 34) base 9
[1457] ['20', '28', '35', '41'] -> ((28 * 35) - 20) / 41 base 9
[1458] ['20', '28', '35', '44'] -> 28 - ((35 + 44) / 20) base 9
[1459] ['2', '2', '8', '46'] -> 46 - ((2 + 8) * 2) base 9
[1460] ['20', '28', '35', '50'] -> (28 * 35) - (20 * 50) base 9
[1461] ['20', '28', '36', '38'] -> (20 + 28) / (38 - 36) base 9
[1462] ['20', '28', '36', '43'] -> 28 - ((36 + 43) / 20) base 9
[1463] ['20', '28', '37', '40'] -> (20 + 28) / (40 - 37) base 9
[1464] ['20', '28', '37', '42'] -> 28 - ((37 + 42) / 20) base 9
[1465] ['20', '28', '37', '44'] -> ((20 * 37) - 44) / 28 base 9
[1466] ['20', '28', '37', '45'] -> ((28 * 37) + 20) / 45 base 9
[1467] ['20', '28', '37', '47'] -> ((20 * 47) - 28) / 37 base 9
[1468] ['20', '28', '40', '40'] -> 28 - ((40 + 40) / 20) base 9
[1469] ['20', '28', '40', '42'] -> (20 + 28) / (42 - 40) base 9
[1470] ['2', '2', '10', '11'] -> ((11 * 2) - 10) * 2 base 9
[1471] ['20', '28', '41', '43'] -> (20 + 28) / (43 - 41) base 9
[1472] ['20', '28', '42', '44'] -> (20 + 28) / (44 - 42) base 9
[1473] ['20', '28', '42', '50'] -> ((20 * 50) + 28) / 42 base 9
[1474] ['20', '28', '43', '45'] -> (20 + 28) / (45 - 43) base 9
[1475] ['20', '28', '44', '46'] -> (20 + 28) / (46 - 44) base 9
[1476] ['20', '28', '45', '47'] -> (20 + 28) / (47 - 45) base 9
[1477] ['20', '28', '50', '52'] -> (20 + 28) / (52 - 50) base 9
[1478] ['20', '28', '51', '53'] -> (20 + 28) / (53 - 51) base 9
[1479] ['20', '28', '52', '54'] -> (20 + 28) / (54 - 52) base 9
[1480] ['20', '30', '33', '35'] -> ((33 - 30) * 20) - 35 base 9
[1481] ['2', '2', '10', '22'] -> (2 * 22) - (10 * 2) base 9
[1482] ['20', '30', '33', '53'] -> (20 + 53) / (33 - 30) base 9
[1483] ['20', '30', '38', '40'] -> ((20 * 38) - 40) / 30 base 9
[1484] ['20', '30', '40', '50'] -> ((30 * 40) + 20) / 50 base 9
[1485] ['20', '30', '45', '54'] -> 30 - ((45 + 54) / 20) base 9
[1486] ['20', '30', '46', '53'] -> 30 - ((46 + 53) / 20) base 9
[1487] ['20', '30', '47', '52'] -> 30 - ((47 + 52) / 20) base 9
[1488] ['20', '30', '48', '51'] -> 30 - ((48 + 51) / 20) base 9
[1489] ['20', '30', '50', '50'] -> 30 - ((50 + 50) / 20) base 9
[1490] ['20', '31', '32', '41'] -> ((20 * 41) - 31) / 32 base 9
[1491] ['20', '31', '33', '43'] -> ((31 * 33) + 20) / 43 base 9
[1492] ['2', '2', '10', '23'] -> ((23 - 10) * 2) - 2 base 9
[1493] ['20', '31', '34', '35'] -> ((34 - 31) * 20) - 35 base 9
[1494] ['20', '31', '34', '52'] -> (31 * 34) - (20 * 52) base 9
[1495] ['20', '31', '34', '53'] -> (20 + 53) / (34 - 31) base 9
[1496] ['20', '31', '35', '44'] -> ((20 * 35) + 44) / 31 base 9
[1497] ['20', '31', '37', '44'] -> ((20 * 44) + 31) / 37 base 9
[1498] ['20', '31', '40', '50'] -> ((31 * 40) - 20) / 50 base 9
[1499] ['20', '31', '42', '53'] -> ((20 * 53) - 31) / 42 base 9
[1500] ['20', '32', '35', '35'] -> ((35 - 32) * 20) - 35 base 9
[1501] ['20', '32', '35', '53'] -> (20 + 53) / (35 - 32) base 9
[1502] ['20', '32', '37', '48'] -> ((32 * 37) - 20) / 48 base 9
[1503] ['2', '2', '10', '26'] -> ((2 + 26) / 2) + 10 base 9
[1504] ['20', '32', '42', '51'] -> ((20 * 42) - 51) / 32 base 9
[1505] ['20', '33', '33', '38'] -> ((20 * 38) + 33) / 33 base 9
[1506] ['20', '33', '36', '53'] -> (20 + 53) / (36 - 33) base 9
[1507] ['20', '33', '37', '53'] -> ((20 * 37) + 53) / 33 base 9
[1508] ['20', '33', '43', '46'] -> ((20 * 43) - 46) / 33 base 9
[1509] ['20', '33', '43', '51'] -> ((20 * 51) + 33) / 43 base 9
[1510] ['20', '34', '37', '53'] -> (20 + 53) / (37 - 34) base 9
[1511] ['20', '35', '35', '38'] -> ((38 - 35) * 20) - 35 base 9
[1512] ['20', '35', '36', '40'] -> ((40 - 36) * 20) - 35 base 9
[1513] ['20', '35', '37', '41'] -> ((41 - 37) * 20) - 35 base 9
[1514] ['2', '2', '10', '28'] -> ((10 * 2) + 28) / 2 base 9
[1515] ['20', '35', '37', '45'] -> ((20 * 45) - 37) / 35 base 9
[1516] ['20', '35', '38', '42'] -> ((42 - 38) * 20) - 35 base 9
[1517] ['20', '35', '38', '45'] -> ((20 * 45) + 35) / 38 base 9
[1518] ['20', '35', '38', '53'] -> (20 + 53) / (38 - 35) base 9
[1519] ['20', '35', '40', '43'] -> ((43 - 40) * 20) - 35 base 9
[1520] ['20', '35', '41', '42'] -> ((20 * 41) + 42) / 35 base 9
[1521] ['20', '35', '41', '44'] -> ((44 - 41) * 20) - 35 base 9
[1522] ['20', '35', '41', '52'] -> ((20 * 52) - 35) / 41 base 9
[1523] ['20', '35', '42', '45'] -> ((45 - 42) * 20) - 35 base 9
[1524] ['20', '35', '43', '46'] -> ((46 - 43) * 20) - 35 base 9
[1525] ['2', '2', '10', '32'] -> (32 - (10 * 2)) * 2 base 9
[1526] ['20', '35', '44', '47'] -> ((47 - 44) * 20) - 35 base 9
[1527] ['20', '35', '46', '50'] -> ((50 - 46) * 20) - 35 base 9
[1528] ['20', '35', '47', '51'] -> ((51 - 47) * 20) - 35 base 9
[1529] ['20', '35', '48', '52'] -> ((52 - 48) * 20) - 35 base 9
[1530] ['20', '35', '50', '53'] -> ((53 - 50) * 20) - 35 base 9
[1531] ['20', '35', '51', '54'] -> ((54 - 51) * 20) - 35 base 9
[1532] ['20', '36', '42', '46'] -> ((20 * 42) + 46) / 36 base 9
[1533] ['20', '36', '47', '53'] -> ((20 * 47) - 53) / 36 base 9
[1534] ['20', '37', '41', '53'] -> (20 + 53) / (41 - 37) base 9
[1535] ['20', '37', '43', '51'] -> ((20 * 43) + 51) / 37 base 9
[1536] ['2', '2', '10', '43'] -> ((10 + 43) / 2) - 2 base 9
[1537] ['20', '37', '44', '52'] -> ((20 * 52) + 37) / 44 base 9
[1538] ['20', '37', '48', '48'] -> ((20 * 48) - 48) / 37 base 9
[1539] ['20', '38', '42', '53'] -> (20 + 53) / (42 - 38) base 9
[1540] ['20', '40', '40', '46'] -> ((20 * 46) + 40) / 40 base 9
[1541] ['20', '40', '40', '51'] -> ((20 * 51) - 40) / 40 base 9
[1542] ['20', '42', '48', '48'] -> ((20 * 48) + 48) / 42 base 9
[1543] ['20', '42', '51', '54'] -> ((20 * 54) - 51) / 42 base 9
[1544] ['20', '43', '46', '53'] -> (20 + 53) / (46 - 43) base 9
[1545] ['20', '43', '50', '53'] -> ((20 * 50) + 53) / 43 base 9
[1546] ['20', '44', '47', '53'] -> (20 + 53) / (47 - 44) base 9
[1547] ['2', '2', '10', '44'] -> ((44 / 2) - 10) * 2 base 9
[1548] ['20', '45', '48', '53'] -> (20 + 53) / (48 - 45) base 9
[1549] ['20', '46', '46', '54'] -> ((20 * 54) + 46) / 46 base 9
[1550] ['20', '46', '50', '53'] -> (20 + 53) / (50 - 46) base 9
[1551] ['20', '47', '51', '53'] -> (20 + 53) / (51 - 47) base 9
[1552] ['20', '48', '52', '53'] -> (20 + 53) / (52 - 48) base 9
[1553] ['20', '50', '53', '53'] -> (20 + 53) / (53 - 50) base 9
[1554] ['20', '51', '53', '54'] -> (20 + 53) / (54 - 51) base 9
[1555] ['21', '21', '21', '22'] -> ((21 + 21) / 21) + 22 base 9
[1556] ['21', '21', '21', '23'] -> ((21 * 23) + 21) / 21 base 9
[1557] ['21', '21', '21', '25'] -> ((21 * 25) - 21) / 21 base 9
[1558] ['1', '1', '30', '35'] -> ((1 + 1) * 30) - 35 base 9
[1559] ['2', '2', '10', '48'] -> 48 - ((10 + 2) * 2) base 9
[1560] ['21', '21', '21', '26'] -> 26 - ((21 + 21) / 21) base 9
[1561] ['21', '21', '21', '42'] -> ((21 + 42) / 21) + 21 base 9
[1562] ['21', '21', '22', '41'] -> ((22 + 41) / 21) + 21 base 9
[1563] ['21', '21', '22', '42'] -> ((21 * 22) + 42) / 21 base 9
[1564] ['21', '21', '23', '27'] -> (21 + 27) / (23 - 21) base 9
[1565] ['21', '21', '23', '40'] -> ((23 + 40) / 21) + 21 base 9
[1566] ['21', '21', '25', '37'] -> ((25 + 37) / 21) + 21 base 9
[1567] ['21', '21', '26', '36'] -> ((26 + 36) / 21) + 21 base 9
[1568] ['21', '21', '26', '42'] -> ((21 * 26) - 42) / 21 base 9
[1569] ['21', '21', '27', '35'] -> ((27 + 35) / 21) + 21 base 9
[1570] ['2', '2', '11', '11'] -> ((2 / 11) + 2) * 11 base 9
[1571] ['21', '21', '28', '34'] -> ((28 + 34) / 21) + 21 base 9
[1572] ['21', '21', '30', '33'] -> ((30 + 33) / 21) + 21 base 9
[1573] ['21', '21', '31', '32'] -> ((31 + 32) / 21) + 21 base 9
[1574] ['21', '21', '42', '50'] -> ((21 * 50) - 21) / 42 base 9
[1575] ['21', '22', '22', '23'] -> ((21 + 23) / 22) + 22 base 9
[1576] ['21', '22', '23', '23'] -> ((23 - 21) * 23) - 22 base 9
[1577] ['21', '22', '23', '25'] -> ((21 + 25) / 23) + 22 base 9
[1578] ['21', '22', '25', '38'] -> ((25 - 22) * 21) - 38 base 9
[1579] ['21', '22', '25', '41'] -> ((25 + 41) / 22) + 21 base 9
[1580] ['21', '22', '25', '46'] -> ((22 * 25) - 46) / 21 base 9
[1581] ['2', '2', '11', '15'] -> ((15 + 2) * 2) - 11 base 9
[1582] ['21', '22', '25', '52'] -> (21 + 52) / (25 - 22) base 9
[1583] ['21', '22', '25', '54'] -> ((22 + 54) / 25) + 21 base 9
[1584] ['21', '22', '26', '40'] -> ((26 + 40) / 22) + 21 base 9
[1585] ['21', '22', '27', '33'] -> ((21 * 33) - 22) / 27 base 9
[1586] ['21', '22', '27', '34'] -> ((21 + 34) / 27) + 22 base 9
[1587] ['21', '22', '27', '41'] -> 27 - ((22 + 41) / 21) base 9
[1588] ['21', '22', '27', '45'] -> 27 - ((21 + 45) / 22) base 9
[1589] ['21', '22', '28', '37'] -> ((28 + 37) / 22) + 21 base 9
[1590] ['21', '22', '30', '36'] -> ((30 + 36) / 22) + 21 base 9
[1591] ['21', '22', '30', '38'] -> ((21 + 38) / 30) + 22 base 9
[1592] ['2', '2', '11', '23'] -> (2 * 23) - (11 * 2) base 9
[1593] ['21', '22', '31', '35'] -> ((31 + 35) / 22) + 21 base 9
[1594] ['21', '22', '31', '41'] -> ((21 + 41) / 31) + 22 base 9
[1595] ['21', '22', '32', '34'] -> ((32 + 34) / 22) + 21 base 9
[1596] ['21', '22', '32', '43'] -> ((21 + 43) / 32) + 22 base 9
[1597] ['21', '22', '33', '45'] -> ((21 + 45) / 33) + 22 base 9
[1598] ['21', '22', '34', '47'] -> ((21 + 47) / 34) + 22 base 9
[1599] ['21', '22', '35', '50'] -> ((21 + 50) / 35) + 22 base 9
[1600] ['21', '22', '36', '52'] -> ((21 + 52) / 36) + 22 base 9
[1601] ['21', '22', '37', '54'] -> ((21 + 54) / 37) + 22 base 9
[1602] ['21', '22', '38', '42'] -> (21 * 42) - (22 * 38) base 9
[1603] ['2', '2', '11', '26'] -> ((11 * 2) + 26) / 2 base 9
[1604] ['21', '22', '45', '46'] -> (22 * 45) - (21 * 46) base 9
[1605] ['21', '23', '25', '53'] -> ((23 + 53) / 25) + 21 base 9
[1606] ['21', '23', '26', '28'] -> ((23 - 21) * 26) - 28 base 9
[1607] ['21', '23', '26', '43'] -> ((26 + 43) / 23) + 21 base 9
[1608] ['21', '23', '26', '52'] -> (21 + 52) / (26 - 23) base 9
[1609] ['21', '23', '27', '31'] -> ((23 - 21) * 27) - 31 base 9
[1610] ['21', '23', '27', '42'] -> ((27 + 42) / 23) + 21 base 9
[1611] ['21', '23', '28', '32'] -> ((21 * 32) + 23) / 28 base 9
[1612] ['21', '23', '28', '33'] -> ((23 - 21) * 28) - 33 base 9
[1613] ['21', '23', '28', '35'] -> ((21 * 28) - 35) / 23 base 9
[1614] ['2', '2', '11', '30'] -> ((2 * 30) - 11) / 2 base 9
[1615] ['21', '23', '30', '34'] -> (21 * 34) - (23 * 30) base 9
[1616] ['21', '23', '30', '35'] -> ((23 - 21) * 30) - 35 base 9
[1617] ['21', '23', '30', '40'] -> ((30 + 40) / 23) + 21 base 9
[1618] ['21', '23', '32', '37'] -> ((32 + 37) / 23) + 21 base 9
[1619] ['21', '23', '33', '36'] -> ((33 + 36) / 23) + 21 base 9
[1620] ['21', '23', '33', '42'] -> ((23 - 21) * 33) - 42 base 9
[1621] ['21', '23', '34', '35'] -> ((34 + 35) / 23) + 21 base 9
[1622] ['21', '23', '34', '41'] -> ((21 * 41) - 23) / 34 base 9
[1623] ['21', '23', '34', '44'] -> ((23 - 21) * 34) - 44 base 9
[1624] ['21', '23', '35', '46'] -> ((23 - 21) * 35) - 46 base 9
[1625] ['2', '2', '11', '33'] -> ((11 + 33) / 2) + 2 base 9
[1626] ['21', '23', '37', '51'] -> ((23 - 21) * 37) - 51 base 9
[1627] ['21', '23', '38', '53'] -> ((23 - 21) * 38) - 53 base 9
[1628] ['21', '23', '44', '45'] -> ((23 * 45) + 21) / 44 base 9
[1629] ['21', '23', '48', '52'] -> ((23 * 52) - 21) / 48 base 9
[1630] ['21', '24', '26', '31'] -> ((21 * 26) + 31) / 24 base 9
[1631] ['21', '24', '30', '32'] -> ((21 * 30) - 32) / 24 base 9
[1632] ['21', '25', '25', '32'] -> (21 * 32) - (25 * 25) base 9
[1633] ['21', '25', '25', '51'] -> ((25 + 51) / 25) + 21 base 9
[1634] ['21', '25', '26', '30'] -> 26 - ((21 + 30) / 25) base 9
[1635] ['21', '25', '26', '32'] -> ((21 * 32) - 25) / 26 base 9
[1636] ['2', '2', '11', '37'] -> (11 / 2) + (37 / 2) base 9
[1637] ['21', '25', '26', '50'] -> ((26 + 50) / 25) + 21 base 9
[1638] ['21', '25', '26', '54'] -> ((25 + 54) / 26) + 21 base 9
[1639] ['21', '25', '27', '27'] -> (21 + 27) / (27 - 25) base 9
[1640] ['21', '25', '27', '30'] -> ((25 * 27) + 21) / 30 base 9
[1641] ['21', '25', '27', '34'] -> ((21 * 27) + 34) / 25 base 9
[1642] ['21', '25', '27', '37'] -> 27 - ((25 + 37) / 21) base 9
[1643] ['21', '25', '28', '31'] -> ((21 * 31) - 28) / 25 base 9
[1644] ['21', '25', '28', '38'] -> ((28 - 25) * 21) - 38 base 9
[1645] ['21', '25', '28', '47'] -> ((28 + 47) / 25) + 21 base 9
[1646] ['21', '25', '28', '52'] -> (21 + 52) / (28 - 25) base 9
[1647] ['2', '2', '11', '43'] -> ((11 / 2) + 43) / 2 base 9
[1648] ['21', '25', '30', '46'] -> ((30 + 46) / 25) + 21 base 9
[1649] ['21', '25', '31', '45'] -> ((31 + 45) / 25) + 21 base 9
[1650] ['21', '25', '32', '44'] -> ((32 + 44) / 25) + 21 base 9
[1651] ['21', '25', '32', '50'] -> ((21 * 32) - 50) / 25 base 9
[1652] ['21', '25', '33', '43'] -> ((33 + 43) / 25) + 21 base 9
[1653] ['21', '25', '34', '42'] -> ((34 + 42) / 25) + 21 base 9
[1654] ['21', '25', '35', '41'] -> ((35 + 41) / 25) + 21 base 9
[1655] ['21', '25', '36', '40'] -> ((36 + 40) / 25) + 21 base 9
[1656] ['21', '25', '36', '41'] -> ((21 * 41) + 25) / 36 base 9
[1657] ['21', '25', '37', '38'] -> ((37 + 38) / 25) + 21 base 9
[1658] ['2', '2', '11', '46'] -> ((46 / 2) - 11) * 2 base 9
[1659] ['21', '25', '37', '44'] -> (25 * 37) - (21 * 44) base 9
[1660] ['21', '25', '43', '54'] -> (43 + 54) / (25 - 21) base 9
[1661] ['21', '25', '44', '53'] -> (44 + 53) / (25 - 21) base 9
[1662] ['21', '25', '45', '46'] -> ((25 * 45) - 21) / 46 base 9
[1663] ['21', '25', '45', '52'] -> (45 + 52) / (25 - 21) base 9
[1664] ['21', '25', '46', '51'] -> (46 + 51) / (25 - 21) base 9
[1665] ['21', '25', '47', '50'] -> (47 + 50) / (25 - 21) base 9
[1666] ['21', '26', '26', '32'] -> 26 - ((21 + 32) / 26) base 9
[1667] ['21', '26', '26', '53'] -> ((26 + 53) / 26) + 21 base 9
[1668] ['21', '26', '27', '34'] -> 26 - ((21 + 34) / 27) base 9
[1669] ['1', '1', '30', '42'] -> (1 + 1) * (42 - 30) base 9
[1670] ['2', '2', '11', '51'] -> 51 - ((11 + 2) * 2) base 9
[1671] ['21', '26', '27', '52'] -> ((27 + 52) / 26) + 21 base 9
[1672] ['21', '26', '28', '36'] -> 26 - ((21 + 36) / 28) base 9
[1673] ['21', '26', '28', '51'] -> ((28 + 51) / 26) + 21 base 9
[1674] ['21', '26', '30', '33'] -> ((21 * 33) + 26) / 30 base 9
[1675] ['21', '26', '30', '50'] -> ((30 + 50) / 26) + 21 base 9
[1676] ['21', '26', '30', '52'] -> (21 + 52) / (30 - 26) base 9
[1677] ['21', '26', '31', '48'] -> ((31 + 48) / 26) + 21 base 9
[1678] ['21', '26', '32', '43'] -> 26 - ((21 + 43) / 32) base 9
[1679] ['21', '26', '32', '47'] -> ((32 + 47) / 26) + 21 base 9
[1680] ['21', '26', '33', '40'] -> ((21 * 40) - 26) / 33 base 9
[1681] ['2', '2', '11', '54'] -> (54 - (11 / 2)) / 2 base 9
[1682] ['21', '26', '33', '45'] -> 26 - ((21 + 45) / 33) base 9
[1683] ['21', '26', '34', '42'] -> (26 * 34) - (21 * 42) base 9
[1684] ['21', '26', '34', '45'] -> ((34 + 45) / 26) + 21 base 9
[1685] ['21', '26', '34', '47'] -> 26 - ((21 + 47) / 34) base 9
[1686] ['21', '26', '35', '50'] -> 26 - ((21 + 50) / 35) base 9
[1687] ['21', '26', '36', '43'] -> ((36 + 43) / 26) + 21 base 9
[1688] ['21', '26', '36', '52'] -> 26 - ((21 + 52) / 36) base 9
[1689] ['21', '26', '37', '54'] -> 26 - ((21 + 54) / 37) base 9
[1690] ['21', '26', '38', '41'] -> ((38 + 41) / 26) + 21 base 9
[1691] ['21', '27', '27', '30'] -> (21 + 27) / (30 - 27) base 9
[1692] ['2', '2', '13', '13'] -> (2 - (2 / 13)) * 13 base 9
[1693] ['21', '27', '27', '35'] -> 27 - ((27 + 35) / 21) base 9
[1694] ['21', '27', '28', '31'] -> (21 + 27) / (31 - 28) base 9
[1695] ['21', '27', '28', '34'] -> 27 - ((28 + 34) / 21) base 9
[1696] ['21', '27', '28', '54'] -> ((28 + 54) / 27) + 21 base 9
[1697] ['21', '27', '30', '32'] -> (21 + 27) / (32 - 30) base 9
[1698] ['21', '27', '30', '41'] -> ((21 * 30) + 41) / 27 base 9
[1699] ['21', '27', '30', '53'] -> ((30 + 53) / 27) + 21 base 9
[1700] ['21', '27', '31', '32'] -> 27 - ((31 + 32) / 21) base 9
[1701] ['21', '27', '31', '33'] -> (21 + 27) / (33 - 31) base 9
[1702] ['21', '27', '31', '38'] -> ((31 - 27) * 21) - 38 base 9
[1703] ['2', '2', '13', '14'] -> ((13 * 2) - 14) * 2 base 9
[1704] ['21', '27', '32', '34'] -> (21 + 27) / (34 - 32) base 9
[1705] ['21', '27', '32', '51'] -> ((32 + 51) / 27) + 21 base 9
[1706] ['21', '27', '33', '35'] -> (21 + 27) / (35 - 33) base 9
[1707] ['21', '27', '33', '50'] -> ((33 + 50) / 27) + 21 base 9
[1708] ['21', '27', '34', '36'] -> (21 + 27) / (36 - 34) base 9
[1709] ['21', '27', '34', '43'] -> ((21 * 34) - 43) / 27 base 9
[1710] ['21', '27', '35', '47'] -> ((35 + 47) / 27) + 21 base 9
[1711] ['21', '27', '36', '38'] -> (21 + 27) / (38 - 36) base 9
[1712] ['21', '27', '37', '40'] -> (21 + 27) / (40 - 37) base 9
[1713] ['21', '27', '37', '45'] -> ((37 + 45) / 27) + 21 base 9
[1714] ['2', '2', '13', '22'] -> ((13 * 2) + 22) / 2 base 9
[1715] ['21', '27', '38', '41'] -> (21 + 27) / (41 - 38) base 9
[1716] ['21', '27', '38', '44'] -> ((38 + 44) / 27) + 21 base 9
[1717] ['21', '27', '40', '43'] -> ((40 + 43) / 27) + 21 base 9
[1718] ['21', '27', '40', '47'] -> ((21 * 47) - 27) / 40 base 9
[1719] ['21', '27', '41', '42'] -> ((41 + 42) / 27) + 21 base 9
[1720] ['21', '27', '41', '43'] -> (21 + 27) / (43 - 41) base 9
[1721] ['21', '27', '42', '44'] -> (21 + 27) / (44 - 42) base 9
[1722] ['21', '27', '43', '45'] -> (21 + 27) / (45 - 43) base 9
[1723] ['21', '27', '44', '46'] -> (21 + 27) / (46 - 44) base 9
[1724] ['21', '27', '45', '47'] -> (21 + 27) / (47 - 45) base 9
[1725] ['2', '2', '13', '25'] -> (2 * 25) - (13 * 2) base 9
[1726] ['21', '27', '47', '50'] -> (21 + 27) / (50 - 47) base 9
[1727] ['21', '27', '47', '53'] -> ((27 * 47) - 21) / 53 base 9
[1728] ['21', '27', '50', '52'] -> (21 + 27) / (52 - 50) base 9
[1729] ['21', '27', '51', '53'] -> (21 + 27) / (53 - 51) base 9
[1730] ['21', '27', '52', '54'] -> (21 + 27) / (54 - 52) base 9
[1731] ['21', '28', '30', '54'] -> 28 - ((30 + 54) / 21) base 9
[1732] ['21', '28', '31', '44'] -> ((21 * 31) + 44) / 28 base 9
[1733] ['21', '28', '31', '53'] -> 28 - ((31 + 53) / 21) base 9
[1734] ['21', '28', '32', '38'] -> ((32 - 28) * 21) - 38 base 9
[1735] ['21', '28', '33', '51'] -> 28 - ((33 + 51) / 21) base 9
[1736] ['2', '2', '13', '32'] -> 32 - ((13 + 2) / 2) base 9
[1737] ['21', '28', '33', '53'] -> ((33 + 53) / 28) + 21 base 9
[1738] ['21', '28', '34', '50'] -> 28 - ((34 + 50) / 21) base 9
[1739] ['21', '28', '34', '52'] -> ((34 + 52) / 28) + 21 base 9
[1740] ['21', '28', '35', '40'] -> ((21 * 35) - 40) / 28 base 9
[1741] ['21', '28', '35', '51'] -> ((35 + 51) / 28) + 21 base 9
[1742] ['21', '28', '36', '47'] -> 28 - ((36 + 47) / 21) base 9
[1743] ['21', '28', '36', '50'] -> ((36 + 50) / 28) + 21 base 9
[1744] ['21', '28', '37', '42'] -> ((21 * 42) + 28) / 37 base 9
[1745] ['21', '28', '37', '46'] -> 28 - ((37 + 46) / 21) base 9
[1746] ['21', '28', '37', '48'] -> ((37 + 48) / 28) + 21 base 9
[1747] ['2', '2', '13', '35'] -> (13 / 2) + (35 / 2) base 9
[1748] ['21', '28', '38', '45'] -> 28 - ((38 + 45) / 21) base 9
[1749] ['21', '28', '38', '47'] -> ((38 + 47) / 28) + 21 base 9
[1750] ['21', '28', '40', '44'] -> 28 - ((40 + 44) / 21) base 9
[1751] ['21', '28', '40', '46'] -> ((40 + 46) / 28) + 21 base 9
[1752] ['21', '28', '41', '43'] -> 28 - ((41 + 43) / 21) base 9
[1753] ['21', '28', '41', '45'] -> ((41 + 45) / 28) + 21 base 9
[1754] ['21', '28', '42', '42'] -> 28 - ((42 + 42) / 21) base 9
[1755] ['21', '28', '42', '44'] -> ((42 + 44) / 28) + 21 base 9
[1756] ['21', '30', '30', '37'] -> ((30 * 30) + 21) / 37 base 9
[1757] ['21', '30', '31', '34'] -> ((21 * 34) + 30) / 31 base 9
[1758] ['2', '2', '13', '40'] -> ((13 + 40) / 2) - 2 base 9
[1759] ['21', '30', '32', '38'] -> ((21 * 38) - 30) / 32 base 9
[1760] ['21', '30', '33', '38'] -> ((33 - 30) * 21) - 38 base 9
[1761] ['21', '30', '33', '52'] -> (21 + 52) / (33 - 30) base 9
[1762] ['21', '30', '35', '54'] -> ((35 + 54) / 30) + 21 base 9
[1763] ['21', '30', '36', '36'] -> ((21 * 36) - 36) / 30 base 9
[1764] ['21', '30', '36', '53'] -> ((36 + 53) / 30) + 21 base 9
[1765] ['21', '30', '37', '52'] -> ((37 + 52) / 30) + 21 base 9
[1766] ['21', '30', '38', '51'] -> ((38 + 51) / 30) + 21 base 9
[1767] ['21', '30', '41', '48'] -> ((41 + 48) / 30) + 21 base 9
[1768] ['21', '30', '42', '47'] -> ((42 + 47) / 30) + 21 base 9
[1769] ['2', '2', '13', '51'] -> ((51 / 2) - 13) * 2 base 9
[1770] ['21', '30', '43', '46'] -> ((43 + 46) / 30) + 21 base 9
[1771] ['21', '30', '43', '52'] -> ((30 * 43) - 21) / 52 base 9
[1772] ['21', '30', '44', '45'] -> ((44 + 45) / 30) + 21 base 9
[1773] ['21', '30', '51', '54'] -> 30 - ((51 + 54) / 21) base 9
[1774] ['21', '30', '52', '53'] -> 30 - ((52 + 53) / 21) base 9
[1775] ['21', '31', '33', '37'] -> ((21 * 37) - 33) / 31 base 9
[1776] ['21', '31', '33', '51'] -> ((21 * 33) + 51) / 31 base 9
[1777] ['21', '31', '34', '38'] -> ((34 - 31) * 21) - 38 base 9
[1778] ['21', '31', '34', '52'] -> (21 + 52) / (34 - 31) base 9
[1779] ['21', '31', '35', '51'] -> (31 * 35) - (21 * 51) base 9
[1780] ['1', '1', '31', '37'] -> ((1 + 1) * 31) - 37 base 9
[1781] ['2', '2', '14', '16'] -> ((14 * 2) - 16) * 2 base 9
[1782] ['21', '31', '38', '46'] -> ((21 * 46) - 31) / 38 base 9
[1783] ['21', '31', '40', '53'] -> ((40 + 53) / 31) + 21 base 9
[1784] ['21', '31', '41', '52'] -> ((41 + 52) / 31) + 21 base 9
[1785] ['21', '31', '42', '51'] -> ((42 + 51) / 31) + 21 base 9
[1786] ['21', '31', '43', '50'] -> ((43 + 50) / 31) + 21 base 9
[1787] ['21', '31', '44', '48'] -> ((44 + 48) / 31) + 21 base 9
[1788] ['21', '31', '45', '47'] -> ((45 + 47) / 31) + 21 base 9
[1789] ['21', '31', '45', '51'] -> ((21 * 51) + 31) / 45 base 9
[1790] ['21', '32', '33', '35'] -> ((21 * 35) + 33) / 32 base 9
[1791] ['21', '32', '34', '44'] -> ((32 * 34) - 21) / 44 base 9
[1792] ['2', '2', '14', '17'] -> ((17 + 2) / 2) + 14 base 9
[1793] ['21', '32', '34', '54'] -> ((21 * 34) + 54) / 32 base 9
[1794] ['21', '32', '35', '38'] -> ((35 - 32) * 21) - 38 base 9
[1795] ['21', '32', '35', '52'] -> (21 + 52) / (35 - 32) base 9
[1796] ['21', '32', '38', '43'] -> ((21 * 43) + 32) / 38 base 9
[1797] ['21', '32', '40', '51'] -> ((21 * 40) - 51) / 32 base 9
[1798] ['21', '32', '43', '53'] -> ((43 + 53) / 32) + 21 base 9
[1799] ['21', '32', '44', '52'] -> ((44 + 52) / 32) + 21 base 9
[1800] ['21', '32', '45', '51'] -> ((45 + 51) / 32) + 21 base 9
[1801] ['21', '32', '45', '54'] -> ((21 * 54) - 32) / 45 base 9
[1802] ['21', '32', '46', '50'] -> ((46 + 50) / 32) + 21 base 9
[1803] ['2', '2', '14', '20'] -> ((14 * 2) + 20) / 2 base 9
[1804] ['21', '32', '47', '48'] -> ((47 + 48) / 32) + 21 base 9
[1805] ['21', '33', '36', '36'] -> ((21 * 36) + 36) / 33 base 9
