[1] ['1', '1', '1', '11'] -> (1 + 1) * (1 + 11) base 12
[2870] ['26', '28', '39', '3B'] -> ((3B - 39) * 26) - 28 base 12
[2871] ['26', '28', '3A', '40'] -> ((40 - 3A) * 26) - 28 base 12
[2872] ['26', '28', '3B', '41'] -> ((41 - 3B) * 26) - 28 base 12
[2873] ['26', '29', '29', '29'] -> 26 - ((29 + 29) / 29) base 12
[2874] ['26', '29', '2A', '2B'] -> 26 - ((29 + 2B) / 2A) base 12
[2875] ['26', '29', '2A', '33'] -> ((29 * 2A) - 26) / 33 base 12
[2876] ['26', '29', '2B', '41'] -> (2B + 41) / (29 - 26) base 12
[2877] ['26', '29', '30', '33'] -> 26 - ((29 + 33) / 30) base 12
[2878] ['26', '29', '30', '40'] -> (30 + 40) / (29 - 26) base 12
[2879] ['26', '29', '31', '35'] -> 26 - ((29 + 35) / 31) base 12
[2880] ['2', '3', '6', '9'] -> ((2 / 6) + 9) * 3 base 12
[2881] ['26', '29', '31', '3A'] -> ((26 * 29) + 3A) / 31 base 12
[2882] ['26', '29', '31', '3B'] -> (31 + 3B) / (29 - 26) base 12
[2883] ['26', '29', '32', '37'] -> 26 - ((29 + 37) / 32) base 12
[2884] ['26', '29', '32', '3A'] -> (32 + 3A) / (29 - 26) base 12
[2885] ['26', '29', '34', '38'] -> (34 + 38) / (29 - 26) base 12
[2886] ['26', '29', '34', '3B'] -> 26 - ((29 + 3B) / 34) base 12
[2887] ['26', '29', '35', '37'] -> (35 + 37) / (29 - 26) base 12
[2888] ['26', '29', '35', '41'] -> 26 - ((29 + 41) / 35) base 12
[2889] ['26', '2A', '2A', '2A'] -> 26 - ((2A + 2A) / 2A) base 12
[2890] ['26', '2A', '2B', '30'] -> 26 - ((2A + 30) / 2B) base 12
[2891] ['1', '1', '2A', '39'] -> 39 - (2A / (1 + 1)) base 12
[2892] ['2', '3', '6', '35'] -> ((3 + 35) / 2) + 6 base 12
[2893] ['26', '2A', '30', '32'] -> 26 - ((2A + 32) / 30) base 12
[2894] ['26', '2A', '31', '34'] -> 26 - ((2A + 34) / 31) base 12
[2895] ['26', '2A', '31', '35'] -> (2A * 31) - (26 * 35) base 12
[2896] ['26', '2A', '31', '3A'] -> ((2A * 31) + 26) / 3A base 12
[2897] ['26', '2A', '32', '36'] -> 26 - ((2A + 36) / 32) base 12
[2898] ['26', '2A', '33', '37'] -> ((26 * 33) + 2A) / 37 base 12
[2899] ['26', '2A', '34', '3A'] -> 26 - ((2A + 3A) / 34) base 12
[2900] ['26', '2B', '30', '31'] -> 26 - ((2B + 31) / 30) base 12
[2901] ['26', '2B', '32', '35'] -> 26 - ((2B + 35) / 32) base 12
[2902] ['26', '2B', '33', '36'] -> ((26 * 2B) + 36) / 33 base 12
[2903] ['2', '3', '6', '39'] -> ((2 * 39) - 6) / 3 base 12
[2904] ['26', '2B', '33', '37'] -> 26 - ((2B + 37) / 33) base 12
[2905] ['26', '2B', '34', '39'] -> 26 - ((2B + 39) / 34) base 12
[2906] ['26', '2B', '35', '3B'] -> 26 - ((2B + 3B) / 35) base 12
[2907] ['26', '2B', '36', '41'] -> 26 - ((2B + 41) / 36) base 12
[2908] ['26', '30', '30', '30'] -> 26 - ((30 + 30) / 30) base 12
[2909] ['26', '30', '31', '32'] -> 26 - ((30 + 32) / 31) base 12
[2910] ['26', '30', '31', '38'] -> ((26 * 30) - 38) / 31 base 12
[2911] ['26', '30', '32', '34'] -> 26 - ((30 + 34) / 32) base 12
[2912] ['26', '30', '32', '36'] -> ((26 * 32) + 30) / 36 base 12
[2913] ['26', '30', '33', '36'] -> 26 - ((30 + 36) / 33) base 12
[2914] ['2', '3', '6', '3A'] -> 3A - ((3 + 6) * 2) base 12
[2915] ['26', '30', '34', '34'] -> ((26 * 30) + 34) / 34 base 12
[2916] ['26', '30', '34', '38'] -> 26 - ((30 + 38) / 34) base 12
[2917] ['26', '30', '35', '3A'] -> 26 - ((30 + 3A) / 35) base 12
[2918] ['26', '30', '36', '40'] -> 26 - ((30 + 40) / 36) base 12
[2919] ['26', '31', '31', '31'] -> 26 - ((31 + 31) / 31) base 12
[2920] ['26', '31', '32', '33'] -> 26 - ((31 + 33) / 32) base 12
[2921] ['26', '31', '32', '35'] -> ((26 * 31) + 32) / 35 base 12
[2922] ['26', '31', '32', '3A'] -> ((26 * 31) - 3A) / 32 base 12
[2923] ['26', '31', '33', '35'] -> 26 - ((31 + 35) / 33) base 12
[2924] ['26', '31', '34', '37'] -> 26 - ((31 + 37) / 34) base 12
[2925] ['2', '3', '7', '8'] -> ((3 + 7) * 2) + 8 base 12
[2926] ['26', '31', '36', '3B'] -> 26 - ((31 + 3B) / 36) base 12
[2927] ['26', '31', '37', '41'] -> 26 - ((31 + 41) / 37) base 12
[2928] ['26', '32', '32', '32'] -> 26 - ((32 + 32) / 32) base 12
[2929] ['26', '32', '33', '34'] -> 26 - ((32 + 34) / 33) base 12
[2930] ['26', '32', '33', '40'] -> ((26 * 32) - 40) / 33 base 12
[2931] ['26', '32', '34', '36'] -> 26 - ((32 + 36) / 34) base 12
[2932] ['26', '32', '36', '3A'] -> 26 - ((32 + 3A) / 36) base 12
[2933] ['26', '32', '37', '40'] -> 26 - ((32 + 40) / 37) base 12
[2934] ['26', '33', '33', '33'] -> 26 - ((33 + 33) / 33) base 12
[2935] ['26', '33', '34', '35'] -> 26 - ((33 + 35) / 34) base 12
[2936] ['2', '3', '7', '1B'] -> ((3 + 7) / 2) + 1B base 12
[2937] ['26', '33', '36', '39'] -> 26 - ((33 + 39) / 36) base 12
[2938] ['26', '33', '37', '3B'] -> 26 - ((33 + 3B) / 37) base 12
[2939] ['26', '33', '38', '41'] -> 26 - ((33 + 41) / 38) base 12
[2940] ['26', '34', '34', '34'] -> 26 - ((34 + 34) / 34) base 12
[2941] ['26', '34', '35', '36'] -> 26 - ((34 + 36) / 35) base 12
[2942] ['26', '34', '37', '3A'] -> 26 - ((34 + 3A) / 37) base 12
[2943] ['26', '34', '38', '40'] -> 26 - ((34 + 40) / 38) base 12
[2944] ['26', '35', '35', '35'] -> 26 - ((35 + 35) / 35) base 12
[2945] ['26', '35', '36', '37'] -> 26 - ((35 + 37) / 36) base 12
[2946] ['26', '35', '37', '39'] -> 26 - ((35 + 39) / 37) base 12
[2947] ['2', '3', '7', '21'] -> ((2 + 7) / 3) + 21 base 12
[2948] ['26', '35', '38', '3B'] -> 26 - ((35 + 3B) / 38) base 12
[2949] ['26', '35', '39', '41'] -> 26 - ((35 + 41) / 39) base 12
[2950] ['26', '36', '36', '36'] -> 26 - ((36 + 36) / 36) base 12
[2951] ['26', '36', '38', '3A'] -> 26 - ((36 + 3A) / 38) base 12
[2952] ['26', '36', '39', '40'] -> 26 - ((36 + 40) / 39) base 12
[2953] ['26', '37', '37', '37'] -> 26 - ((37 + 37) / 37) base 12
[2954] ['26', '37', '3A', '41'] -> 26 - ((37 + 41) / 3A) base 12
[2955] ['26', '38', '38', '38'] -> 26 - ((38 + 38) / 38) base 12
[2956] ['26', '38', '39', '3A'] -> 26 - ((38 + 3A) / 39) base 12
[2957] ['26', '39', '39', '39'] -> 26 - ((39 + 39) / 39) base 12
[2958] ['2', '3', '7', '27'] -> 27 - ((2 + 7) / 3) base 12
[2959] ['26', '39', '3A', '3B'] -> 26 - ((39 + 3B) / 3A) base 12
[2960] ['26', '39', '3B', '41'] -> 26 - ((39 + 41) / 3B) base 12
[2961] ['26', '3A', '3A', '3A'] -> 26 - ((3A + 3A) / 3A) base 12
[2962] ['26', '3A', '3B', '40'] -> 26 - ((3A + 40) / 3B) base 12
[2963] ['26', '3B', '3B', '3B'] -> 26 - ((3B + 3B) / 3B) base 12
[2964] ['26', '3B', '40', '41'] -> 26 - ((3B + 41) / 40) base 12
[2965] ['26', '40', '40', '40'] -> 26 - ((40 + 40) / 40) base 12
[2966] ['26', '41', '41', '41'] -> 26 - ((41 + 41) / 41) base 12
[2967] ['27', '27', '29', '2A'] -> ((29 - 27) * 27) - 2A base 12
[2968] ['27', '27', '29', '31'] -> ((27 * 27) - 31) / 29 base 12
[2969] ['2', '3', '7', '29'] -> 29 - ((3 + 7) / 2) base 12
[2970] ['27', '27', '30', '3B'] -> ((27 * 27) + 3B) / 30 base 12
[2971] ['27', '27', '38', '41'] -> 27 - ((38 + 41) / 27) base 12
[2972] ['27', '27', '39', '40'] -> 27 - ((39 + 40) / 27) base 12
[2973] ['27', '27', '3A', '3B'] -> 27 - ((3A + 3B) / 27) base 12
[2974] ['27', '28', '29', '30'] -> ((29 - 27) * 28) - 30 base 12
[2975] ['27', '28', '2A', '2A'] -> ((2A - 28) * 27) - 2A base 12
[2976] ['27', '28', '2A', '30'] -> (27 * 30) - (28 * 2A) base 12
[2977] ['27', '28', '2A', '34'] -> ((27 * 28) - 34) / 2A base 12
[2978] ['27', '28', '30', '35'] -> ((27 * 30) + 28) / 35 base 12
[2979] ['27', '28', '31', '38'] -> ((27 * 28) + 38) / 31 base 12
[2980] ['2', '3', '7', '36'] -> (2 * 7) + (36 / 3) base 12
[2981] ['27', '28', '3B', '41'] -> 27 - ((3B + 41) / 28) base 12
[2982] ['27', '29', '29', '32'] -> ((29 - 27) * 29) - 32 base 12
[2983] ['27', '29', '29', '34'] -> ((29 * 29) + 27) / 34 base 12
[2984] ['27', '29', '2A', '2B'] -> ((2B - 29) * 27) - 2A base 12
[2985] ['27', '29', '2A', '34'] -> ((29 - 27) * 2A) - 34 base 12
[2986] ['27', '29', '2B', '36'] -> ((29 - 27) * 2B) - 36 base 12
[2987] ['27', '29', '2B', '37'] -> ((27 * 29) - 37) / 2B base 12
[2988] ['27', '29', '30', '38'] -> ((29 - 27) * 30) - 38 base 12
[2989] ['27', '29', '31', '3A'] -> ((29 - 27) * 31) - 3A base 12
[2990] ['27', '29', '32', '35'] -> ((27 * 29) + 35) / 32 base 12
[2991] ['2', '3', '7', '38'] -> 38 / (2 - (3 / 7)) base 12
[2992] ['27', '29', '32', '40'] -> ((29 - 27) * 32) - 40 base 12
[2993] ['27', '29', '33', '36'] -> ((27 * 33) - 29) / 36 base 12
[2994] ['27', '2A', '2A', '30'] -> ((30 - 2A) * 27) - 2A base 12
[2995] ['27', '2A', '2B', '31'] -> ((31 - 2B) * 27) - 2A base 12
[2996] ['27', '2A', '2B', '41'] -> (2B + 41) / (2A - 27) base 12
[2997] ['27', '2A', '30', '32'] -> ((32 - 30) * 27) - 2A base 12
[2998] ['27', '2A', '30', '40'] -> (30 + 40) / (2A - 27) base 12
[2999] ['27', '2A', '31', '33'] -> ((33 - 31) * 27) - 2A base 12
[3000] ['27', '2A', '31', '3B'] -> (31 + 3B) / (2A - 27) base 12
[3001] ['27', '2A', '32', '33'] -> ((27 * 2A) + 32) / 33 base 12
[3002] ['1', '1', '2A', '40'] -> (1 + 1) * (40 - 2A) base 12
[3003] ['2', '3', '8', '8'] -> (3 * 8) + (8 / 2) base 12
[3004] ['27', '2A', '32', '34'] -> ((34 - 32) * 27) - 2A base 12
[3005] ['27', '2A', '32', '3A'] -> (32 + 3A) / (2A - 27) base 12
[3006] ['27', '2A', '33', '39'] -> (33 + 39) / (2A - 27) base 12
[3007] ['27', '2A', '34', '36'] -> ((36 - 34) * 27) - 2A base 12
[3008] ['27', '2A', '34', '38'] -> (34 + 38) / (2A - 27) base 12
[3009] ['27', '2A', '36', '38'] -> ((38 - 36) * 27) - 2A base 12
[3010] ['27', '2A', '38', '3A'] -> ((3A - 38) * 27) - 2A base 12
[3011] ['27', '2A', '39', '3B'] -> ((3B - 39) * 27) - 2A base 12
[3012] ['27', '2A', '3A', '40'] -> ((40 - 3A) * 27) - 2A base 12
[3013] ['27', '2A', '3B', '41'] -> ((41 - 3B) * 27) - 2A base 12
[3014] ['2', '3', '8', '10'] -> ((2 + 3) * 8) - 10 base 12
[3015] ['27', '2B', '2B', '34'] -> ((27 * 2B) + 2B) / 34 base 12
[3016] ['27', '2B', '31', '41'] -> ((27 * 2B) - 41) / 31 base 12
[3017] ['27', '2B', '32', '36'] -> (2B * 32) - (27 * 36) base 12
[3018] ['27', '30', '34', '37'] -> ((27 * 34) - 30) / 37 base 12
[3019] ['27', '33', '35', '38'] -> ((27 * 35) - 33) / 38 base 12
[3020] ['27', '33', '37', '41'] -> ((27 * 37) + 33) / 41 base 12
[3021] ['27', '34', '3A', '40'] -> ((27 * 34) + 40) / 3A base 12
[3022] ['27', '35', '39', '3B'] -> ((27 * 35) + 39) / 3B base 12
[3023] ['27', '36', '36', '39'] -> ((27 * 36) - 36) / 39 base 12
[3024] ['27', '36', '36', '40'] -> ((27 * 36) + 36) / 40 base 12
[3025] ['2', '3', '8', '28'] -> ((3 * 8) + 28) / 2 base 12
[3026] ['27', '37', '39', '3A'] -> ((27 * 37) - 39) / 3A base 12
[3027] ['27', '38', '3B', '40'] -> ((27 * 38) - 40) / 3B base 12
[3028] ['28', '28', '2A', '30'] -> ((2A - 28) * 28) - 30 base 12
[3029] ['28', '28', '2A', '34'] -> ((28 * 2A) + 28) / 34 base 12
[3030] ['28', '28', '2B', '38'] -> ((28 * 28) - 38) / 2B base 12
[3031] ['28', '28', '30', '34'] -> ((28 * 30) - 28) / 34 base 12
[3032] ['28', '28', '32', '34'] -> ((28 * 28) + 34) / 32 base 12
[3033] ['28', '28', '35', '40'] -> ((28 * 35) + 28) / 40 base 12
[3034] ['28', '28', '37', '40'] -> ((28 * 37) - 28) / 40 base 12
[3035] ['28', '29', '2A', '32'] -> ((2A - 28) * 29) - 32 base 12
[3036] ['2', '3', '9', '13'] -> ((13 / 3) + 9) * 2 base 12
[3037] ['28', '29', '2B', '30'] -> ((2B - 29) * 28) - 30 base 12
[3038] ['28', '29', '30', '32'] -> (28 * 32) - (29 * 30) base 12
[3039] ['28', '29', '30', '33'] -> ((28 * 29) + 30) / 33 base 12
[3040] ['28', '29', '30', '40'] -> ((28 * 29) - 40) / 30 base 12
[3041] ['28', '29', '34', '3A'] -> ((29 * 34) - 28) / 3A base 12
[3042] ['28', '2A', '2A', '31'] -> (28 * 31) - (2A * 2A) base 12
[3043] ['28', '2A', '2A', '34'] -> ((2A - 28) * 2A) - 34 base 12
[3044] ['28', '2A', '2B', '36'] -> ((2A - 28) * 2B) - 36 base 12
[3045] ['28', '2A', '30', '30'] -> ((30 - 2A) * 28) - 30 base 12
[3046] ['28', '2A', '31', '3A'] -> ((2A - 28) * 31) - 3A base 12
[3047] ['2', '3', '9', '26'] -> (2 * 9) + (26 / 3) base 12
[3048] ['28', '2A', '32', '39'] -> ((2A * 32) - 28) / 39 base 12
[3049] ['28', '2A', '32', '40'] -> ((2A - 28) * 32) - 40 base 12
[3050] ['28', '2B', '2B', '41'] -> (2B + 41) / (2B - 28) base 12
[3051] ['28', '2B', '30', '31'] -> ((31 - 2B) * 28) - 30 base 12
[3052] ['28', '2B', '30', '40'] -> (30 + 40) / (2B - 28) base 12
[3053] ['28', '2B', '31', '3B'] -> (31 + 3B) / (2B - 28) base 12
[3054] ['28', '2B', '32', '3A'] -> (32 + 3A) / (2B - 28) base 12
[3055] ['28', '2B', '33', '39'] -> (33 + 39) / (2B - 28) base 12
[3056] ['28', '2B', '34', '38'] -> (34 + 38) / (2B - 28) base 12
[3057] ['28', '2B', '35', '37'] -> (35 + 37) / (2B - 28) base 12
[3058] ['2', '3', '9', '2B'] -> ((2B + 3) / 2) + 9 base 12
[3059] ['28', '2B', '38', '41'] -> (28 * 41) - (2B * 38) base 12
[3060] ['28', '30', '30', '32'] -> ((32 - 30) * 28) - 30 base 12
[3061] ['28', '30', '31', '33'] -> ((33 - 31) * 28) - 30 base 12
[3062] ['28', '30', '33', '35'] -> ((35 - 33) * 28) - 30 base 12
[3063] ['28', '30', '33', '41'] -> ((30 * 33) - 28) / 41 base 12
[3064] ['28', '30', '34', '36'] -> ((36 - 34) * 28) - 30 base 12
[3065] ['28', '30', '35', '37'] -> ((37 - 35) * 28) - 30 base 12
[3066] ['28', '30', '35', '3B'] -> (28 * 3B) - (30 * 35) base 12
[3067] ['28', '30', '36', '38'] -> ((38 - 36) * 28) - 30 base 12
[3068] ['28', '30', '37', '39'] -> ((39 - 37) * 28) - 30 base 12
[3069] ['2', '3', 'A', 'A'] -> (3 - (2 / A)) * A base 12
[3070] ['28', '30', '38', '3A'] -> ((3A - 38) * 28) - 30 base 12
[3071] ['28', '30', '38', '41'] -> ((28 * 38) - 30) / 41 base 12
[3072] ['28', '30', '39', '3B'] -> ((3B - 39) * 28) - 30 base 12
[3073] ['28', '30', '3A', '40'] -> ((40 - 3A) * 28) - 30 base 12
[3074] ['28', '32', '32', '3A'] -> (28 * 3A) - (32 * 32) base 12
[3075] ['28', '32', '34', '36'] -> ((28 * 32) - 34) / 36 base 12
[3076] ['28', '32', '36', '41'] -> (32 * 36) - (28 * 41) base 12
[3077] ['28', '32', '38', '39'] -> ((28 * 32) + 38) / 39 base 12
[3078] ['28', '33', '34', '3A'] -> ((28 * 33) + 34) / 3A base 12
[3079] ['28', '33', '37', '38'] -> ((28 * 33) - 38) / 37 base 12
[3080] ['2', '3', 'A', '25'] -> (2 * 25) - (3 * A) base 12
[3081] ['28', '34', '38', '40'] -> ((28 * 34) - 40) / 38 base 12
[3082] ['29', '29', '2B', '32'] -> ((2B - 29) * 29) - 32 base 12
[3083] ['29', '2A', '2B', '34'] -> ((2B - 29) * 2A) - 34 base 12
[3084] ['29', '2A', '30', '32'] -> ((30 - 2A) * 29) - 32 base 12
[3085] ['29', '2A', '32', '3A'] -> ((29 * 32) + 2A) / 3A base 12
[3086] ['29', '2B', '2B', '34'] -> ((29 * 2B) - 2B) / 34 base 12
[3087] ['29', '2B', '30', '38'] -> ((2B - 29) * 30) - 38 base 12
[3088] ['29', '2B', '30', '41'] -> (2B + 41) / (30 - 29) base 12
[3089] ['29', '2B', '31', '32'] -> ((31 - 2B) * 29) - 32 base 12
[3090] ['29', '2B', '31', '3A'] -> ((2B - 29) * 31) - 3A base 12
[3091] ['2', '3', 'A', '34'] -> ((34 + A) / 2) + 3 base 12
[3092] ['29', '2B', '32', '40'] -> ((2B - 29) * 32) - 40 base 12
[3093] ['29', '2B', '37', '41'] -> ((29 * 2B) + 41) / 37 base 12
[3094] ['29', '30', '30', '40'] -> (30 + 40) / (30 - 29) base 12
[3095] ['29', '30', '31', '3B'] -> (31 + 3B) / (30 - 29) base 12
[3096] ['29', '30', '32', '32'] -> ((32 - 30) * 29) - 32 base 12
[3097] ['29', '30', '32', '3A'] -> (32 + 3A) / (30 - 29) base 12
[3098] ['29', '30', '33', '39'] -> (33 + 39) / (30 - 29) base 12
[3099] ['29', '30', '34', '35'] -> ((29 * 30) - 34) / 35 base 12
[3100] ['29', '30', '35', '37'] -> (35 + 37) / (30 - 29) base 12
[3101] ['29', '30', '38', '38'] -> ((29 * 30) + 38) / 38 base 12
[3102] ['2', '3', 'A', '3B'] -> ((2 * 3B) - A) / 3 base 12
[3103] ['29', '31', '32', '33'] -> ((33 - 31) * 29) - 32 base 12
[3104] ['29', '31', '33', '39'] -> ((29 * 31) + 33) / 39 base 12
[3105] ['29', '31', '34', '38'] -> (31 * 34) - (29 * 38) base 12
[3106] ['29', '31', '35', '3B'] -> ((29 * 35) - 31) / 3B base 12
[3107] ['29', '31', '36', '39'] -> ((29 * 31) - 39) / 36 base 12
[3108] ['29', '32', '32', '34'] -> ((34 - 32) * 29) - 32 base 12
[3109] ['29', '32', '35', '37'] -> ((37 - 35) * 29) - 32 base 12
[3110] ['29', '32', '36', '38'] -> ((38 - 36) * 29) - 32 base 12
[3111] ['29', '32', '37', '39'] -> ((39 - 37) * 29) - 32 base 12
[3112] ['29', '32', '38', '3A'] -> ((3A - 38) * 29) - 32 base 12
[3113] ['1', '1', '2B', '36'] -> ((1 + 1) * 2B) - 36 base 12
[3114] ['2', '3', 'B', '17'] -> ((3 * B) - 17) * 2 base 12
[3115] ['29', '32', '3A', '40'] -> ((40 - 3A) * 29) - 32 base 12
[3116] ['29', '32', '3B', '41'] -> ((41 - 3B) * 29) - 32 base 12
[3117] ['29', '36', '36', '40'] -> ((29 * 36) - 36) / 40 base 12
[3118] ['29', '37', '3B', '41'] -> ((29 * 37) - 3B) / 41 base 12
[3119] ['2A', '2A', '37', '40'] -> ((2A * 2A) + 40) / 37 base 12
[3120] ['2A', '2B', '30', '36'] -> ((30 - 2A) * 2B) - 36 base 12
[3121] ['2A', '2B', '31', '34'] -> ((31 - 2B) * 2A) - 34 base 12
[3122] ['2A', '2B', '31', '41'] -> (2B + 41) / (31 - 2A) base 12
[3123] ['2A', '2B', '35', '36'] -> ((2A * 2B) - 36) / 35 base 12
[3124] ['2A', '2B', '36', '38'] -> ((2A * 2B) + 36) / 38 base 12
[3125] ['2', '3', 'B', '23'] -> ((2 + 3) * B) - 23 base 12
[3126] ['2A', '30', '30', '38'] -> ((30 - 2A) * 30) - 38 base 12
[3127] ['2A', '30', '30', '39'] -> ((2A * 30) + 30) / 39 base 12
[3128] ['2A', '30', '31', '3A'] -> ((30 - 2A) * 31) - 3A base 12
[3129] ['2A', '30', '31', '40'] -> (30 + 40) / (31 - 2A) base 12
[3130] ['2A', '30', '32', '34'] -> ((32 - 30) * 2A) - 34 base 12
[3131] ['2A', '31', '31', '3B'] -> (31 + 3B) / (31 - 2A) base 12
[3132] ['2A', '31', '32', '3A'] -> (32 + 3A) / (31 - 2A) base 12
[3133] ['2A', '31', '32', '41'] -> ((31 * 32) - 2A) / 41 base 12
[3134] ['2A', '31', '33', '34'] -> ((33 - 31) * 2A) - 34 base 12
[3135] ['2A', '31', '34', '38'] -> (34 + 38) / (31 - 2A) base 12
[3136] ['2', '3', 'B', '2B'] -> 2B - ((3 + B) / 2) base 12
[3137] ['2A', '31', '35', '37'] -> (35 + 37) / (31 - 2A) base 12
[3138] ['2A', '32', '34', '34'] -> ((34 - 32) * 2A) - 34 base 12
[3139] ['2A', '32', '35', '39'] -> (32 * 35) - (2A * 39) base 12
[3140] ['2A', '33', '34', '35'] -> ((35 - 33) * 2A) - 34 base 12
[3141] ['2A', '33', '36', '41'] -> (2A * 41) - (33 * 36) base 12
[3142] ['2A', '33', '3A', '41'] -> ((2A * 33) + 3A) / 41 base 12
[3143] ['2A', '34', '34', '36'] -> ((36 - 34) * 2A) - 34 base 12
[3144] ['2A', '34', '35', '37'] -> ((37 - 35) * 2A) - 34 base 12
[3145] ['2A', '34', '36', '38'] -> ((38 - 36) * 2A) - 34 base 12
[3146] ['2A', '34', '37', '39'] -> ((39 - 37) * 2A) - 34 base 12
[3147] ['2', '3', 'B', '41'] -> ((2 + 41) / 3) + B base 12
[3148] ['2A', '34', '38', '3A'] -> ((3A - 38) * 2A) - 34 base 12
[3149] ['2A', '34', '38', '3B'] -> ((2A * 34) - 38) / 3B base 12
[3150] ['2A', '34', '39', '3B'] -> ((3B - 39) * 2A) - 34 base 12
[3151] ['2A', '34', '3A', '40'] -> ((40 - 3A) * 2A) - 34 base 12
[3152] ['2A', '34', '3B', '41'] -> ((41 - 3B) * 2A) - 34 base 12
[3153] ['2B', '2B', '2B', '39'] -> ((2B * 2B) + 2B) / 39 base 12
[3154] ['2B', '2B', '31', '39'] -> ((2B * 31) - 2B) / 39 base 12
[3155] ['2B', '2B', '32', '41'] -> (2B + 41) / (32 - 2B) base 12
[3156] ['2B', '30', '31', '38'] -> ((31 - 2B) * 30) - 38 base 12
[3157] ['2B', '30', '32', '36'] -> ((32 - 30) * 2B) - 36 base 12
[3158] ['2', '3', '10', '10'] -> (10 * 2) + (10 / 3) base 12
[3159] ['2B', '30', '32', '40'] -> (30 + 40) / (32 - 2B) base 12
[3160] ['2B', '30', '33', '41'] -> (2B + 41) / (33 - 30) base 12
[3161] ['2B', '30', '36', '38'] -> (2B * 38) - (30 * 36) base 12
[3162] ['2B', '31', '31', '3A'] -> ((31 - 2B) * 31) - 3A base 12
[3163] ['2B', '31', '32', '40'] -> ((31 - 2B) * 32) - 40 base 12
[3164] ['2B', '31', '33', '36'] -> ((33 - 31) * 2B) - 36 base 12
[3165] ['2B', '31', '34', '41'] -> (2B + 41) / (34 - 31) base 12
[3166] ['2B', '31', '40', '41'] -> ((2B * 31) + 41) / 40 base 12
[3167] ['2B', '32', '32', '3A'] -> (32 + 3A) / (32 - 2B) base 12
[3168] ['2B', '32', '34', '36'] -> ((34 - 32) * 2B) - 36 base 12
[3169] ['2', '3', '10', '11'] -> ((11 / 3) - 2) * 10 base 12
[3170] ['2B', '32', '34', '38'] -> (34 + 38) / (32 - 2B) base 12
[3171] ['2B', '32', '35', '37'] -> (35 + 37) / (32 - 2B) base 12
[3172] ['2B', '32', '35', '41'] -> (2B + 41) / (35 - 32) base 12
[3173] ['2B', '32', '36', '3A'] -> ((2B * 32) - 36) / 3A base 12
[3174] ['2B', '32', '36', '41'] -> ((2B * 32) + 36) / 41 base 12
[3175] ['2B', '33', '35', '36'] -> ((35 - 33) * 2B) - 36 base 12
[3176] ['2B', '33', '36', '3A'] -> (33 * 36) - (2B * 3A) base 12
[3177] ['2B', '33', '3B', '41'] -> ((2B * 33) - 41) / 3B base 12
[3178] ['2B', '34', '36', '36'] -> ((36 - 34) * 2B) - 36 base 12
[3179] ['2B', '34', '37', '41'] -> (2B + 41) / (37 - 34) base 12
[3180] ['2', '3', '10', '16'] -> (16 - (10 / 3)) * 2 base 12
[3181] ['2B', '35', '36', '37'] -> ((37 - 35) * 2B) - 36 base 12
[3182] ['2B', '35', '38', '41'] -> (2B + 41) / (38 - 35) base 12
[3183] ['2B', '36', '36', '38'] -> ((38 - 36) * 2B) - 36 base 12
[3184] ['2B', '36', '37', '39'] -> ((39 - 37) * 2B) - 36 base 12
[3185] ['2B', '36', '38', '3A'] -> ((3A - 38) * 2B) - 36 base 12
[3186] ['2B', '36', '39', '3B'] -> ((3B - 39) * 2B) - 36 base 12
[3187] ['2B', '36', '3A', '40'] -> ((40 - 3A) * 2B) - 36 base 12
[3188] ['2B', '36', '3B', '41'] -> ((41 - 3B) * 2B) - 36 base 12
[3189] ['2B', '37', '3A', '41'] -> (2B + 41) / (3A - 37) base 12
[3190] ['2B', '38', '3B', '41'] -> (2B + 41) / (3B - 38) base 12
[3191] ['2', '3', '11', '16'] -> (16 * 3) - (11 * 2) base 12
[3192] ['2B', '39', '40', '41'] -> (2B + 41) / (40 - 39) base 12
[3193] ['2B', '3A', '41', '41'] -> (2B + 41) / (41 - 3A) base 12
[3194] ['30', '30', '30', '39'] -> ((30 * 30) - 30) / 39 base 12
[3195] ['30', '30', '32', '38'] -> ((32 - 30) * 30) - 38 base 12
[3196] ['30', '30', '33', '40'] -> (30 + 40) / (33 - 30) base 12
[3197] ['30', '31', '32', '3A'] -> ((32 - 30) * 31) - 3A base 12
[3198] ['30', '31', '33', '38'] -> ((33 - 31) * 30) - 38 base 12
[3199] ['30', '31', '33', '3B'] -> (31 + 3B) / (33 - 30) base 12
[3200] ['30', '31', '34', '40'] -> (30 + 40) / (34 - 31) base 12
[3201] ['30', '31', '34', '41'] -> ((30 * 31) + 34) / 41 base 12
[3202] ['2', '3', '11', '21'] -> ((11 * 3) - 21) * 2 base 12
[3203] ['30', '32', '32', '40'] -> ((32 - 30) * 32) - 40 base 12
[3204] ['30', '32', '33', '3A'] -> (32 + 3A) / (33 - 30) base 12
[3205] ['30', '32', '34', '38'] -> ((34 - 32) * 30) - 38 base 12
[3206] ['30', '32', '35', '40'] -> (30 + 40) / (35 - 32) base 12
[3207] ['30', '33', '33', '39'] -> (33 + 39) / (33 - 30) base 12
[3208] ['30', '33', '35', '37'] -> (35 + 37) / (33 - 30) base 12
[3209] ['30', '33', '35', '38'] -> ((35 - 33) * 30) - 38 base 12
