[1] ['1', '1', '1', '11'] -> (1 + 1) * (1 + 11) base 5
[360] ['1', '12', '12', '41'] -> ((41 / 12) - 1) * 12 base 5
[361] ['1', '12', '13', '13'] -> ((13 / 13) + 1) * 12 base 5
[362] ['1', '1', '12', '22'] -> 22 / (1 - (1 / 12)) base 5
[363] ['1', '12', '13', '44'] -> ((44 / 13) - 1) * 12 base 5
[364] ['1', '12', '14', '14'] -> ((14 / 14) + 1) * 12 base 5
[365] ['1', '12', '20', '30'] -> 12 / ((30 / 20) - 1) base 5
[366] ['1', '12', '23', '23'] -> ((23 / 23) + 1) * 12 base 5
[367] ['1', '12', '30', '30'] -> ((30 / 30) + 1) * 12 base 5
[368] ['1', '12', '32', '32'] -> ((32 / 32) + 1) * 12 base 5
[369] ['1', '12', '33', '33'] -> ((33 / 33) + 1) * 12 base 5
[370] ['1', '12', '33', '42'] -> 42 / ((33 / 12) - 1) base 5
[371] ['1', '12', '34', '34'] -> ((34 / 34) + 1) * 12 base 5
[372] ['1', '12', '34', '44'] -> 44 / ((34 / 12) - 1) base 5
[373] ['1', '1', '12', '31'] -> 31 / ((1 / 12) + 1) base 5
[374] ['1', '12', '40', '40'] -> ((40 / 40) + 1) * 12 base 5
[375] ['1', '12', '42', '42'] -> ((42 / 42) + 1) * 12 base 5
[376] ['1', '12', '43', '43'] -> ((43 / 43) + 1) * 12 base 5
[377] ['1', '12', '44', '44'] -> ((44 / 44) + 1) * 12 base 5
[378] ['1', '13', '13', '42'] -> ((42 / 13) - 1) * 13 base 5
[379] ['1', '13', '14', '41'] -> 13 / (1 - (14 / 41)) base 5
[380] ['1', '13', '21', '43'] -> ((1 + 43) / 13) + 21 base 5
[381] ['1', '13', '22', '30'] -> ((1 + 30) / 13) + 22 base 5
[382] ['1', '13', '40', '41'] -> 41 / ((40 / 13) - 1) base 5
[383] ['1', '13', '41', '44'] -> (1 - (13 / 44)) * 41 base 5
[384] ['1', '1', '13', '20'] -> (13 / (1 + 1)) + 20 base 5
[385] ['1', '13', '42', '42'] -> (1 - (13 / 42)) * 42 base 5
[386] ['1', '14', '14', '43'] -> ((43 / 14) - 1) * 14 base 5
[387] ['1', '14', '20', '33'] -> ((20 / 33) + 1) * 14 base 5
[388] ['1', '14', '31', '32'] -> 31 - ((1 + 32) / 14) base 5
[389] ['1', '14', '33', '41'] -> 41 / ((14 / 33) + 1) base 5
[390] ['1', '14', '40', '41'] -> 40 / ((14 / 41) + 1) base 5
[391] ['1', '14', '43', '43'] -> (1 - (14 / 43)) * 43 base 5
[392] ['1', '20', '20', '44'] -> ((44 / 20) - 1) * 20 base 5
[393] ['1', '20', '22', '34'] -> ((1 + 34) / 20) + 22 base 5
[394] ['1', '20', '22', '42'] -> (42 / (1 + 20)) + 22 base 5
[395] ['1', '1', '1', '13'] -> (1 + 1) * (13 - 1) base 5
[396] ['1', '1', '13', '21'] -> ((1 + 1) * 21) - 13 base 5
[397] ['1', '20', '31', '42'] -> 31 - (42 / (1 + 20)) base 5
[398] ['1', '20', '40', '41'] -> 41 / ((20 / 40) + 1) base 5
[399] ['1', '20', '44', '44'] -> (1 - (20 / 44)) * 44 base 5
[400] ['1', '21', '22', '41'] -> ((1 + 41) / 21) + 22 base 5
[401] ['1', '21', '31', '41'] -> 31 - ((1 + 41) / 21) base 5
[402] ['1', '21', '31', '44'] -> 31 - (44 / (1 + 21)) base 5
[403] ['1', '21', '33', '43'] -> ((21 * 43) - 1) / 33 base 5
[404] ['1', '21', '41', '42'] -> 41 / ((21 / 42) + 1) base 5
[405] ['1', '22', '22', '43'] -> ((1 + 43) / 22) + 22 base 5
[406] ['1', '22', '31', '43'] -> 31 - ((1 + 43) / 22) base 5
[407] ['1', '1', '13', '22'] -> (22 / (1 + 1)) + 13 base 5
[408] ['1', '22', '34', '44'] -> ((34 / 22) - 1) * 44 base 5
[409] ['2', '2', '2', '33'] -> ((33 / 2) - 2) * 2 base 5
[410] ['2', '2', '4', '41'] -> 41 / (2 - (2 / 4)) base 5
[411] ['2', '2', '10', '12'] -> 12 / ((10 / 2) - 2) base 5
[412] ['2', '2', '10', '22'] -> (2 * 22) - (10 * 2) base 5
[413] ['2', '2', '10', '31'] -> ((2 + 31) / 2) + 10 base 5
[414] ['2', '2', '10', '32'] -> (32 - (10 * 2)) * 2 base 5
[415] ['2', '2', '10', '44'] -> ((44 / 2) - 10) * 2 base 5
[416] ['2', '2', '11', '32'] -> ((2 * 32) - 11) / 2 base 5
[417] ['2', '2', '13', '30'] -> (2 * 30) - (13 * 2) base 5
[418] ['1', '1', '13', '30'] -> (1 + 1) * (30 - 13) base 5
[419] ['2', '2', '13', '34'] -> 34 - ((13 + 2) / 2) base 5
[420] ['2', '2', '14', '20'] -> ((14 * 2) + 20) / 2 base 5
[421] ['2', '2', '14', '21'] -> ((14 * 2) - 21) * 2 base 5
[422] ['2', '2', '14', '31'] -> (2 * 31) - (14 * 2) base 5
[423] ['2', '2', '20', '42'] -> ((20 + 42) / 2) - 2 base 5
[424] ['2', '2', '21', '23'] -> ((21 + 23) / 2) + 2 base 5
[425] ['2', '2', '21', '33'] -> (2 * 33) - (2 * 21) base 5
[426] ['2', '2', '22', '23'] -> (23 - (22 / 2)) * 2 base 5
[427] ['2', '2', '22', '30'] -> ((30 - 2) * 2) - 22 base 5
[428] ['2', '2', '22', '31'] -> (22 / 2) + (31 / 2) base 5
[429] ['1', '1', '13', '31'] -> (1 - (1 / 13)) * 31 base 5
[430] ['2', '2', '23', '30'] -> (23 / 2) + (30 / 2) base 5
[431] ['2', '2', '23', '31'] -> ((2 + 23) * 2) - 31 base 5
[432] ['2', '2', '23', '40'] -> (2 * 40) - (2 * 23) base 5
[433] ['2', '2', '23', '41'] -> ((41 - 23) * 2) - 2 base 5
[434] ['2', '2', '23', '44'] -> (2 * 23) - (44 / 2) base 5
[435] ['2', '2', '30', '31'] -> (30 - (31 / 2)) * 2 base 5
[436] ['2', '2', '30', '32'] -> ((30 + 32) / 2) - 2 base 5
[437] ['2', '2', '30', '42'] -> (2 * 42) - (2 * 30) base 5
[438] ['2', '2', '31', '32'] -> ((32 - 2) * 2) - 31 base 5
[439] ['2', '2', '32', '40'] -> (32 - (40 / 2)) * 2 base 5
[440] ['1', '1', '13', '33'] -> 33 - (13 / (1 + 1)) base 5
[441] ['2', '2', '33', '33'] -> ((33 - 2) * 2) - 33 base 5
[442] ['2', '2', '33', '34'] -> ((33 / 2) + 34) / 2 base 5
[443] ['2', '2', '41', '44'] -> ((41 - 2) * 2) - 44 base 5
[444] ['2', '3', '3', '40'] -> ((40 / 3) - 2) * 3 base 5
[445] ['2', '3', '10', '32'] -> ((10 + 32) / 2) + 3 base 5
[446] ['2', '3', '10', '42'] -> (42 - (10 * 3)) * 2 base 5
[447] ['2', '3', '11', '21'] -> ((11 * 3) - 21) * 2 base 5
[448] ['2', '3', '13', '20'] -> (20 * 3) - (13 * 2) base 5
[449] ['2', '3', '13', '34'] -> (2 * 34) - (13 * 3) base 5
[450] ['2', '3', '21', '43'] -> ((21 + 43) / 2) - 3 base 5
[451] ['1', '1', '14', '20'] -> (20 / (1 + 1)) + 14 base 5
[452] ['2', '3', '22', '33'] -> ((2 * 22) + 33) / 3 base 5
[453] ['2', '3', '23', '31'] -> ((2 * 23) + 31) / 3 base 5
[454] ['2', '3', '30', '33'] -> (30 / 3) + (33 / 2) base 5
[455] ['2', '3', '30', '42'] -> ((3 + 30) * 2) - 42 base 5
[456] ['2', '3', '31', '32'] -> (3 * 31) - (2 * 32) base 5
[457] ['2', '3', '32', '44'] -> 44 - ((3 + 32) / 2) base 5
[458] ['2', '3', '41', '41'] -> ((41 / 3) + 41) / 2 base 5
[459] ['2', '3', '41', '42'] -> ((41 - 3) * 2) - 42 base 5
[460] ['2', '4', '4', '43'] -> (43 - (4 * 4)) * 2 base 5
[461] ['2', '4', '10', '10'] -> ((4 / 10) + 2) * 10 base 5
[462] ['1', '1', '14', '31'] -> (1 + 1) * (31 - 14) base 5
[463] ['2', '4', '10', '14'] -> ((14 - 10) * 4) - 2 base 5
[464] ['2', '4', '12', '21'] -> ((21 - 12) * 4) - 2 base 5
[465] ['2', '4', '13', '32'] -> ((32 - 13) * 2) - 4 base 5
[466] ['2', '4', '14', '14'] -> (2 - (4 / 14)) * 14 base 5
[467] ['2', '4', '23', '32'] -> ((32 - 23) * 4) - 2 base 5
[468] ['2', '4', '23', '42'] -> ((42 - 23) * 2) - 4 base 5
[469] ['2', '4', '23', '43'] -> ((23 + 43) / 2) - 4 base 5
[470] ['2', '4', '30', '34'] -> ((34 - 30) * 4) - 2 base 5
[471] ['2', '4', '32', '33'] -> 32 - (33 / (2 + 4)) base 5
[472] ['2', '4', '32', '34'] -> ((32 + 34) / 2) - 4 base 5
[473] ['1', '1', '14', '34'] -> (14 + 34) / (1 + 1) base 5
[474] ['2', '4', '32', '41'] -> ((41 - 32) * 4) - 2 base 5
[475] ['2', '4', '34', '43'] -> ((43 - 34) * 4) - 2 base 5
[476] ['2', '4', '42', '42'] -> ((42 - 4) * 2) - 42 base 5
[477] ['2', '4', '43', '44'] -> ((43 - 4) * 2) - 44 base 5
[478] ['2', '10', '10', '40'] -> (10 * 2) + (40 / 10) base 5
[479] ['2', '10', '10', '41'] -> ((10 + 2) * 10) - 41 base 5
[480] ['2', '10', '10', '44'] -> ((44 / 10) - 2) * 10 base 5
[481] ['2', '10', '14', '43'] -> ((2 + 43) / 10) + 14 base 5
[482] ['2', '10', '21', '34'] -> ((10 - 2) * 21) - 34 base 5
[483] ['2', '10', '21', '40'] -> (21 - (40 / 10)) * 2 base 5
[484] ['1', '1', '20', '22'] -> ((1 + 1) * 22) - 20 base 5
[485] ['2', '10', '21', '41'] -> (41 / (10 + 2)) + 21 base 5
[486] ['2', '10', '22', '42'] -> ((10 - 2) * 22) - 42 base 5
[487] ['2', '10', '23', '41'] -> 41 / ((23 / 2) - 10) base 5
[488] ['2', '10', '23', '43'] -> 43 - ((10 + 23) / 2) base 5
[489] ['2', '10', '30', '43'] -> ((30 + 43) / 2) - 10 base 5
[490] ['2', '10', '30', '44'] -> 44 - ((10 + 30) / 2) base 5
[491] ['2', '10', '31', '42'] -> ((31 + 42) / 2) - 10 base 5
[492] ['2', '10', '33', '41'] -> ((41 - 10) * 2) - 33 base 5
[493] ['2', '10', '33', '44'] -> (33 + 44) / (10 - 2) base 5
[494] ['2', '10', '42', '43'] -> ((43 - 10) * 2) - 42 base 5
[495] ['1', '1', '20', '32'] -> (1 + 1) * (32 - 20) base 5
[496] ['2', '10', '43', '44'] -> ((2 * 43) + 44) / 10 base 5
[497] ['2', '10', '44', '44'] -> ((44 - 10) * 2) - 44 base 5
[498] ['2', '11', '11', '11'] -> ((11 / 11) + 11) * 2 base 5
[499] ['2', '11', '11', '33'] -> ((11 / 33) + 2) * 11 base 5
[500] ['2', '11', '13', '40'] -> ((11 * 13) - 40) / 2 base 5
[501] ['2', '11', '13', '42'] -> ((13 - 2) * 11) - 42 base 5
[502] ['2', '11', '21', '31'] -> ((2 + 31) / 11) + 21 base 5
[503] ['2', '11', '22', '22'] -> ((22 / 22) + 11) * 2 base 5
[504] ['2', '11', '30', '30'] -> ((30 / 30) + 11) * 2 base 5
[505] ['2', '11', '30', '43'] -> (30 / 11) + (43 / 2) base 5
[506] ['1', '1', '2', '41'] -> 41 / ((1 / 2) + 1) base 5
[507] ['1', '1', '20', '33'] -> (20 + 33) / (1 + 1) base 5
[508] ['2', '11', '32', '44'] -> 32 - (44 / (11 + 2)) base 5
[509] ['2', '11', '33', '33'] -> ((33 / 33) + 11) * 2 base 5
[510] ['2', '11', '34', '34'] -> ((34 / 34) + 11) * 2 base 5
[511] ['2', '11', '40', '43'] -> ((43 - 11) * 2) - 40 base 5
[512] ['2', '11', '41', '44'] -> 44 / (2 - (11 / 41)) base 5
[513] ['2', '11', '43', '43'] -> ((43 / 43) + 11) * 2 base 5
[514] ['2', '12', '21', '34'] -> ((2 + 34) / 12) + 21 base 5
[515] ['2', '12', '31', '44'] -> 12 / (2 - (44 / 31)) base 5
[516] ['2', '12', '33', '44'] -> ((33 + 44) / 2) - 12 base 5
[517] ['2', '12', '40', '42'] -> ((40 + 42) / 2) - 12 base 5
[518] ['1', '1', '20', '34'] -> 34 - (20 / (1 + 1)) base 5
[519] ['2', '13', '13', '13'] -> (13 - (13 / 13)) * 2 base 5
[520] ['2', '13', '13', '34'] -> ((34 - 13) * 2) - 13 base 5
[521] ['2', '13', '20', '43'] -> 43 - ((13 + 20) / 2) base 5
[522] ['2', '13', '21', '44'] -> ((13 + 21) * 2) - 44 base 5
[523] ['2', '13', '22', '41'] -> ((41 - 13) * 2) - 22 base 5
[524] ['2', '13', '23', '23'] -> (13 - (23 / 23)) * 2 base 5
[525] ['2', '13', '31', '31'] -> (13 - (31 / 31)) * 2 base 5
[526] ['2', '13', '31', '41'] -> 41 / (2 - (13 / 31)) base 5
[527] ['2', '13', '32', '32'] -> (13 - (32 / 32)) * 2 base 5
[528] ['2', '13', '34', '34'] -> (13 - (34 / 34)) * 2 base 5
[529] ['1', '1', '21', '32'] -> (21 + 32) / (1 + 1) base 5
[530] ['2', '13', '41', '41'] -> (13 - (41 / 41)) * 2 base 5
[531] ['2', '13', '43', '43'] -> (13 - (43 / 43)) * 2 base 5
[532] ['2', '13', '44', '44'] -> (13 - (44 / 44)) * 2 base 5
[533] ['2', '14', '14', '42'] -> ((14 + 14) * 2) - 42 base 5
[534] ['2', '14', '20', '41'] -> ((41 - 14) * 2) - 20 base 5
[535] ['2', '14', '20', '44'] -> ((14 + 20) * 2) - 44 base 5
[536] ['2', '14', '24', '42'] -> ((14 * 42) - 2) / 24 base 5
[537] ['2', '14', '30', '41'] -> 41 / (14 - (30 / 2)) base 5
[538] ['2', '14', '31', '44'] -> ((44 - 14) * 2) - 31 base 5
[539] ['2', '14', '41', '41'] -> 41 / ((41 / 2) - 14) base 5
[540] ['1', '1', '21', '33'] -> (1 + 1) * (33 - 21) base 5
[541] ['2', '20', '20', '42'] -> ((42 - 20) * 2) - 20 base 5
[542] ['2', '20', '22', '22'] -> (2 - (20 / 22)) * 22 base 5
[543] ['2', '20', '22', '32'] -> ((20 * 32) - 2) / 22 base 5
[544] ['2', '20', '22', '43'] -> ((43 - 20) * 2) - 22 base 5
[545] ['2', '20', '40', '41'] -> 41 / (2 - (20 / 40)) base 5
[546] ['2', '22', '30', '33'] -> (2 - (30 / 33)) * 22 base 5
[547] ['2', '22', '32', '40'] -> ((22 * 40) - 2) / 32 base 5
[548] ['2', '31', '31', '33'] -> (2 - (33 / 31)) * 31 base 5
[549] ['2', '31', '40', '43'] -> ((31 * 40) + 2) / 43 base 5
[550] ['2', '32', '32', '40'] -> (2 - (40 / 32)) * 32 base 5
[551] ['1', '1', '22', '23'] -> ((1 + 1) * 23) - 22 base 5
[552] ['2', '33', '33', '42'] -> (2 - (42 / 33)) * 33 base 5
[553] ['2', '34', '34', '44'] -> (2 - (44 / 34)) * 34 base 5
[554] ['3', '3', '3', '4'] -> ((3 + 3) * 3) - 4 base 5
[555] ['3', '3', '4', '40'] -> (3 * 3) + (40 / 4) base 5
[556] ['3', '3', '10', '31'] -> ((3 + 3) * 10) - 31 base 5
[557] ['3', '3', '10', '44'] -> ((3 + 44) / 3) + 10 base 5
[558] ['3', '3', '11', '44'] -> ((11 * 3) + 44) / 3 base 5
[559] ['3', '3', '12', '21'] -> (21 - (3 * 3)) * 12 base 5
[560] ['3', '3', '13', '20'] -> (13 - (20 / 3)) * 3 base 5
[561] ['3', '3', '13', '33'] -> ((13 * 3) + 33) / 3 base 5
[562] ['1', '1', '22', '31'] -> (22 + 31) / (1 + 1) base 5
[563] ['3', '3', '13', '34'] -> ((13 + 3) * 3) - 34 base 5
[564] ['3', '3', '20', '21'] -> ((21 - 3) * 3) - 20 base 5
[565] ['3', '3', '20', '22'] -> ((20 * 3) + 22) / 3 base 5
[566] ['3', '3', '20', '31'] -> (20 - (31 / 3)) * 3 base 5
[567] ['3', '3', '21', '41'] -> ((21 / 3) - 3) * 41 base 5
[568] ['3', '3', '22', '22'] -> (22 / (3 + 3)) + 22 base 5
[569] ['3', '3', '22', '31'] -> 31 - (22 / (3 + 3)) base 5
[570] ['3', '3', '22', '42'] -> (22 - (42 / 3)) * 3 base 5
[571] ['3', '3', '23', '31'] -> ((23 - 3) * 3) - 31 base 5
[572] ['3', '3', '23', '40'] -> ((23 + 40) / 3) + 3 base 5
[573] ['1', '1', '22', '34'] -> (1 + 1) * (34 - 22) base 5
[574] ['3', '3', '30', '34'] -> ((3 * 34) - 30) / 3 base 5
[575] ['3', '3', '31', '32'] -> ((31 + 32) / 3) + 3 base 5
[576] ['3', '3', '33', '40'] -> ((3 * 40) - 33) / 3 base 5
[577] ['3', '3', '34', '43'] -> (34 / 3) + (43 / 3) base 5
[578] ['3', '3', '40', '42'] -> (40 / 3) + (42 / 3) base 5
[579] ['3', '3', '41', '42'] -> 42 - ((3 + 41) / 3) base 5
[580] ['3', '3', '42', '44'] -> ((3 * 42) - 44) / 3 base 5
[581] ['3', '3', '43', '44'] -> 43 - ((3 + 44) / 3) base 5
[582] ['3', '4', '4', '12'] -> (3 - (4 / 4)) * 12 base 5
[583] ['3', '4', '4', '40'] -> ((3 * 40) - 4) / 4 base 5
[584] ['1', '1', '22', '40'] -> 40 - (22 / (1 + 1)) base 5
[585] ['3', '4', '10', '23'] -> ((10 + 4) * 3) - 23 base 5
[586] ['3', '4', '10', '43'] -> ((4 + 43) / 3) + 10 base 5
[587] ['3', '4', '12', '33'] -> ((33 / 3) - 4) * 12 base 5
[588] ['3', '4', '14', '20'] -> ((14 - 3) * 4) - 20 base 5
[589] ['3', '4', '20', '24'] -> ((20 - 3) * 4) - 24 base 5
[590] ['3', '4', '20', '30'] -> ((20 / 30) + 4) * 3 base 5
[591] ['3', '4', '20', '41'] -> (4 - (20 / 3)) * 41 base 5
[592] ['3', '4', '20', '42'] -> ((3 * 42) - 20) / 4 base 5
[593] ['3', '4', '21', '32'] -> ((32 - 21) * 3) - 4 base 5
[594] ['3', '4', '23', '33'] -> 33 - ((23 + 3) / 4) base 5
[595] ['1', '1', '23', '23'] -> ((1 / 23) + 1) * 23 base 5
[596] ['3', '4', '23', '34'] -> ((34 - 23) * 3) - 4 base 5
[597] ['3', '4', '23', '42'] -> (3 * 42) - (23 * 4) base 5
[598] ['3', '4', '23', '43'] -> ((3 * 43) - 23) / 4 base 5
[599] ['3', '4', '30', '33'] -> ((30 * 4) - 33) / 3 base 5
[600] ['3', '4', '30', '34'] -> ((30 - 4) * 3) - 34 base 5
[601] ['3', '4', '30', '41'] -> ((41 - 30) * 3) - 4 base 5
[602] ['3', '4', '32', '33'] -> (32 * 4) - (3 * 33) base 5
[603] ['3', '4', '32', '43'] -> ((43 - 32) * 3) - 4 base 5
[604] ['3', '4', '40', '41'] -> 40 - ((3 + 41) / 4) base 5
[605] ['3', '4', '40', '44'] -> ((40 + 44) / 4) + 3 base 5
[606] ['1', '1', '23', '30'] -> (23 + 30) / (1 + 1) base 5
[607] ['3', '4', '42', '42'] -> ((42 + 42) / 4) + 3 base 5
[608] ['3', '4', '44', '44'] -> (44 / 3) + (44 / 4) base 5
[609] ['3', '10', '10', '10'] -> (10 * 3) - (10 / 10) base 5
[610] ['3', '10', '10', '23'] -> (23 * 3) - (10 * 10) base 5
[611] ['3', '10', '10', '42'] -> ((10 + 42) / 3) + 10 base 5
[612] ['3', '10', '10', '43'] -> (10 + 43) / (10 - 3) base 5
[613] ['3', '10', '11', '13'] -> (10 - (13 / 3)) * 11 base 5
[614] ['3', '10', '11', '40'] -> (11 * 3) - (40 / 10) base 5
[615] ['3', '10', '12', '32'] -> (32 - (10 * 3)) * 12 base 5
[616] ['3', '10', '13', '34'] -> ((13 + 34) / 3) + 10 base 5
[617] ['1', '1', '3', '40'] -> 40 - ((1 + 1) * 3) base 5
[618] ['1', '1', '23', '40'] -> (1 + 1) * (40 - 23) base 5
[619] ['3', '10', '14', '14'] -> (10 * 3) - (14 / 14) base 5
[620] ['3', '10', '14', '34'] -> (14 + 34) / (10 - 3) base 5
[621] ['3', '10', '20', '33'] -> (20 + 33) / (10 - 3) base 5
[622] ['3', '10', '21', '23'] -> ((10 * 21) - 23) / 3 base 5
[623] ['3', '10', '22', '22'] -> (10 * 3) - (22 / 22) base 5
[624] ['3', '10', '23', '23'] -> (10 * 3) - (23 / 23) base 5
[625] ['3', '10', '23', '32'] -> (10 * 23) - (3 * 32) base 5
[626] ['3', '10', '23', '41'] -> (10 - (23 / 3)) * 41 base 5
[627] ['3', '10', '23', '43'] -> ((10 * 23) - 43) / 3 base 5
[628] ['3', '10', '32', '32'] -> (10 * 3) - (32 / 32) base 5
[629] ['1', '1', '30', '30'] -> (1 - (1 / 30)) * 30 base 5
[630] ['3', '10', '32', '34'] -> ((3 * 32) + 34) / 10 base 5
[631] ['3', '10', '32', '41'] -> ((32 / 3) - 10) * 41 base 5
[632] ['3', '10', '32', '42'] -> ((32 - 10) * 3) - 42 base 5
[633] ['3', '10', '33', '33'] -> (10 * 3) - (33 / 33) base 5
[634] ['3', '10', '33', '42'] -> ((10 - 3) * 33) - 42 base 5
[635] ['3', '10', '34', '34'] -> (10 * 3) - (34 / 34) base 5
[636] ['3', '10', '34', '44'] -> ((10 - 3) * 34) - 44 base 5
[637] ['3', '10', '40', '40'] -> (10 * 3) - (40 / 40) base 5
[638] ['3', '10', '42', '42'] -> (10 * 3) - (42 / 42) base 5
[639] ['3', '10', '43', '43'] -> (10 * 3) - (43 / 43) base 5
[640] ['1', '1', '30', '31'] -> ((1 + 1) * 30) - 31 base 5
[641] ['3', '10', '44', '44'] -> (10 * 3) - (44 / 44) base 5
[642] ['3', '11', '11', '14'] -> (3 - (11 / 14)) * 11 base 5
[643] ['3', '11', '12', '40'] -> (40 - (11 * 3)) * 12 base 5
[644] ['3', '11', '13', '32'] -> (13 - (32 / 3)) * 11 base 5
[645] ['3', '11', '14', '42'] -> ((14 - 3) * 11) - 42 base 5
[646] ['3', '11', '20', '31'] -> ((11 - 3) * 20) - 31 base 5
[647] ['3', '11', '20', '43'] -> (20 - (43 / 3)) * 11 base 5
[648] ['3', '11', '21', '34'] -> ((11 - 3) * 21) - 34 base 5
[649] ['3', '11', '21', '44'] -> ((11 * 21) - 44) / 3 base 5
[650] ['3', '11', '30', '43'] -> ((3 * 43) + 30) / 11 base 5
[651] ['1', '1', '30', '42'] -> (1 + 1) * (42 - 30) base 5
[652] ['3', '11', '33', '41'] -> 33 - ((3 + 41) / 11) base 5
[653] ['3', '11', '40', '41'] -> ((40 / 3) - 11) * 41 base 5
[654] ['3', '11', '40', '42'] -> (40 + 42) / (11 - 3) base 5
[655] ['3', '11', '41', '42'] -> ((42 / 11) - 3) * 41 base 5
[656] ['3', '11', '41', '43'] -> 43 - ((11 + 41) / 3) base 5
[657] ['3', '12', '12', '30'] -> (12 - (30 / 3)) * 12 base 5
[658] ['3', '12', '12', '34'] -> ((12 * 3) - 34) * 12 base 5
[659] ['3', '12', '12', '41'] -> (3 * 41) - (12 * 12) base 5
[660] ['3', '12', '12', '43'] -> (43 - (12 * 3)) * 12 base 5
[661] ['3', '12', '13', '13'] -> (3 - (13 / 13)) * 12 base 5
[662] ['1', '1', '31', '33'] -> ((1 + 1) * 31) - 33 base 5
[663] ['3', '12', '13', '40'] -> 12 / (3 - (40 / 13)) base 5
[664] ['3', '12', '20', '20'] -> (3 - (20 / 20)) * 12 base 5
[665] ['3', '12', '20', '42'] -> 42 / (3 - (20 / 12)) base 5
[666] ['3', '12', '20', '44'] -> (20 - (44 / 3)) * 12 base 5
[667] ['3', '12', '21', '21'] -> (3 - (21 / 21)) * 12 base 5
[668] ['3', '12', '22', '40'] -> (40 / (12 + 3)) + 22 base 5
[669] ['3', '12', '23', '23'] -> (3 - (23 / 23)) * 12 base 5
[670] ['3', '12', '30', '30'] -> (3 - (30 / 30)) * 12 base 5
[671] ['3', '12', '31', '31'] -> (3 - (31 / 31)) * 12 base 5
[672] ['3', '12', '32', '32'] -> (3 - (32 / 32)) * 12 base 5
[673] ['1', '1', '31', '42'] -> 42 - (31 / (1 + 1)) base 5
[674] ['3', '12', '33', '33'] -> (3 - (33 / 33)) * 12 base 5
[675] ['3', '12', '34', '34'] -> (3 - (34 / 34)) * 12 base 5
[676] ['3', '12', '34', '41'] -> (12 - (34 / 3)) * 41 base 5
[677] ['3', '12', '40', '40'] -> (3 - (40 / 40)) * 12 base 5
[678] ['3', '12', '40', '43'] -> 43 - ((12 + 40) / 3) base 5
[679] ['3', '12', '41', '41'] -> (3 - (41 / 41)) * 12 base 5
[680] ['3', '12', '42', '42'] -> (3 - (42 / 42)) * 12 base 5
[681] ['3', '12', '43', '43'] -> (3 - (43 / 43)) * 12 base 5
[682] ['3', '12', '44', '44'] -> (3 - (44 / 44)) * 12 base 5
[683] ['3', '13', '13', '42'] -> ((13 * 13) - 42) / 3 base 5
[684] ['1', '1', '31', '43'] -> (1 + 1) * (43 - 31) base 5
[685] ['3', '13', '31', '32'] -> (3 - (32 / 13)) * 31 base 5
[686] ['3', '13', '41', '42'] -> (13 - (42 / 3)) * 41 base 5
[687] ['3', '14', '31', '34'] -> ((34 - 14) * 3) - 31 base 5
[688] ['3', '14', '34', '40'] -> ((40 - 14) * 3) - 34 base 5
[689] ['3', '14', '41', '42'] -> ((41 - 14) * 3) - 42 base 5
[690] ['3', '14', '41', '44'] -> 44 - ((14 + 41) / 3) base 5
[691] ['3', '20', '22', '32'] -> ((3 + 32) / 20) + 22 base 5
[692] ['3', '20', '23', '41'] -> ((41 - 23) * 3) - 20 base 5
[693] ['3', '20', '30', '43'] -> ((43 - 30) * 3) - 20 base 5
[694] ['3', '20', '31', '40'] -> ((40 - 20) * 3) - 31 base 5
[695] ['1', '1', '32', '40'] -> ((1 + 1) * 32) - 40 base 5
[696] ['3', '20', '32', '43'] -> 43 - ((20 + 32) / 3) base 5
[697] ['3', '20', '40', '43'] -> (3 - (43 / 20)) * 40 base 5
[698] ['3', '21', '21', '34'] -> (3 - (34 / 21)) * 21 base 5
[699] ['3', '21', '22', '30'] -> ((21 * 30) + 3) / 22 base 5
[700] ['3', '21', '31', '34'] -> 31 - ((3 + 34) / 21) base 5
[701] ['3', '21', '31', '41'] -> ((41 - 21) * 3) - 31 base 5
[702] ['3', '21', '34', '44'] -> 44 - ((21 + 34) / 3) base 5
[703] ['3', '22', '22', '41'] -> ((3 + 41) / 22) + 22 base 5
[704] ['3', '22', '23', '41'] -> ((41 - 22) * 3) - 23 base 5
[705] ['3', '22', '33', '41'] -> 41 / (3 - (33 / 22)) base 5
[706] ['1', '1', '32', '44'] -> (1 + 1) * (44 - 32) base 5
[707] ['3', '22', '34', '43'] -> ((43 - 22) * 3) - 34 base 5
[708] ['3', '23', '23', '42'] -> ((42 - 23) * 3) - 23 base 5
[709] ['3', '23', '30', '44'] -> ((44 - 30) * 3) - 23 base 5
[710] ['3', '23', '31', '32'] -> ((23 * 32) + 3) / 31 base 5
[711] ['3', '30', '32', '33'] -> ((30 * 32) - 3) / 33 base 5
[712] ['3', '31', '41', '44'] -> 41 / (3 - (44 / 31)) base 5
[713] ['4', '4', '4', '22'] -> ((4 + 4) / 4) + 22 base 5
[714] ['4', '4', '4', '23'] -> ((23 * 4) + 4) / 4 base 5
[715] ['4', '4', '4', '30'] -> ((30 * 4) - 4) / 4 base 5
[716] ['4', '4', '4', '31'] -> 31 - ((4 + 4) / 4) base 5
[717] ['1', '1', '33', '42'] -> ((1 + 1) * 33) - 42 base 5
[718] ['4', '4', '10', '22'] -> ((10 * 22) - 4) / 4 base 5
