[1] ['1', '1', '1', '11'] -> (1 + 1) * (1 + 11) base 8
[6655] ['4', '7', '37', '45'] -> 37 - ((45 + 7) / 4) base 8
[6656] ['4', '7', '40', '53'] -> ((4 * 53) - 40) / 7 base 8
[6657] ['4', '7', '42', '61'] -> 42 - ((61 + 7) / 4) base 8
[6658] ['4', '7', '43', '43'] -> 43 / ((43 / 4) - 7) base 8
[6659] ['1', '4', '34', '43'] -> 4 / (1 - (34 / 43)) base 8
[6660] ['4', '7', '44', '50'] -> 50 / ((44 / 4) - 7) base 8
[6661] ['4', '7', '50', '55'] -> ((4 * 55) - 50) / 7 base 8
[6662] ['4', '7', '52', '60'] -> (4 - (60 / 52)) * 7 base 8
[6663] ['4', '7', '57', '60'] -> ((4 * 57) - 60) / 7 base 8
[6664] ['4', '10', '10', '46'] -> ((4 * 46) + 10) / 10 base 8
[6665] ['4', '10', '11', '24'] -> ((11 - 4) * 10) - 24 base 8
[6666] ['4', '10', '11', '32'] -> (11 - (32 / 4)) * 10 base 8
[6667] ['4', '10', '11', '44'] -> ((10 + 44) / 4) + 11 base 8
[6668] ['4', '10', '11', '47'] -> ((11 + 47) / 4) + 10 base 8
[6669] ['4', '10', '11', '56'] -> ((56 / 4) - 11) * 10 base 8
[6670] ['1', '4', '34', '50'] -> 34 - (50 / (1 + 4)) base 8
[6671] ['4', '10', '11', '57'] -> ((4 * 57) - 10) / 11 base 8
[6672] ['4', '10', '12', '21'] -> ((21 - 12) * 4) - 10 base 8
[6673] ['4', '10', '12', '46'] -> ((12 + 46) / 4) + 10 base 8
[6674] ['4', '10', '13', '21'] -> (10 * 13) - (21 * 4) base 8
[6675] ['4', '10', '13', '42'] -> (13 - (42 / 4)) * 10 base 8
[6676] ['4', '10', '13', '45'] -> ((13 + 45) / 4) + 10 base 8
[6677] ['4', '10', '14', '15'] -> ((14 * 15) + 4) / 10 base 8
[6678] ['4', '10', '14', '35'] -> (35 * 4) - (10 * 14) base 8
[6679] ['4', '10', '14', '45'] -> ((4 * 45) + 14) / 10 base 8
[6680] ['4', '10', '14', '46'] -> (14 - (46 / 4)) * 10 base 8
[6681] ['1', '1', '10', '40'] -> (10 + 40) / (1 + 1) base 8
[6682] ['1', '4', '34', '60'] -> ((34 + 60) / 4) + 1 base 8
[6683] ['4', '10', '14', '53'] -> ((4 * 53) - 14) / 10 base 8
[6684] ['4', '10', '15', '41'] -> ((10 * 41) - 4) / 15 base 8
[6685] ['4', '10', '15', '52'] -> (15 - (52 / 4)) * 10 base 8
[6686] ['4', '10', '16', '27'] -> (10 * 16) - (27 * 4) base 8
[6687] ['4', '10', '16', '41'] -> (4 * 41) - (10 * 16) base 8
[6688] ['4', '10', '16', '42'] -> ((16 + 42) / 4) + 10 base 8
[6689] ['4', '10', '17', '26'] -> ((26 - 17) * 4) - 10 base 8
[6690] ['4', '10', '17', '32'] -> 17 / (4 - (32 / 10)) base 8
[6691] ['4', '10', '17', '35'] -> 17 / (10 - (35 / 4)) base 8
[6692] ['4', '10', '17', '44'] -> ((4 + 44) / 10) + 17 base 8
[6693] ['1', '4', '35', '37'] -> (35 + 37) / (4 - 1) base 8
[6694] ['4', '10', '20', '21'] -> ((21 - 10) * 4) - 20 base 8
[6695] ['4', '10', '20', '27'] -> ((27 - 20) * 4) - 10 base 8
[6696] ['4', '10', '20', '52'] -> ((52 / 10) - 4) * 20 base 8
[6697] ['4', '10', '21', '30'] -> ((30 - 21) * 4) - 10 base 8
[6698] ['4', '10', '21', '37'] -> ((21 + 37) / 4) + 10 base 8
[6699] ['4', '10', '21', '44'] -> (44 / (10 + 4)) + 21 base 8
[6700] ['4', '10', '21', '52'] -> ((10 * 52) + 4) / 21 base 8
[6701] ['4', '10', '21', '53'] -> ((10 * 53) - 4) / 21 base 8
[6702] ['4', '10', '21', '60'] -> ((10 - 4) * 21) - 60 base 8
[6703] ['4', '10', '22', '31'] -> ((31 - 22) * 4) - 10 base 8
[6704] ['1', '4', '35', '57'] -> ((35 + 57) / 4) + 1 base 8
[6705] ['4', '10', '22', '33'] -> (4 - (33 / 22)) * 10 base 8
[6706] ['4', '10', '23', '32'] -> ((32 - 23) * 4) - 10 base 8
[6707] ['4', '10', '23', '57'] -> ((10 * 57) + 4) / 23 base 8
[6708] ['4', '10', '25', '33'] -> ((25 + 33) / 4) + 10 base 8
[6709] ['4', '10', '25', '57'] -> (4 * 57) - (10 * 25) base 8
[6710] ['4', '10', '26', '32'] -> ((26 + 32) / 4) + 10 base 8
[6711] ['4', '10', '26', '35'] -> ((35 - 26) * 4) - 10 base 8
[6712] ['4', '10', '26', '41'] -> (4 - (41 / 26)) * 10 base 8
[6713] ['4', '10', '26', '44'] -> ((26 - 10) * 4) - 44 base 8
[6714] ['4', '10', '26', '47'] -> (10 * 26) - (4 * 47) base 8
[6715] ['1', '4', '36', '47'] -> 36 - ((1 + 47) / 4) base 8
[6716] ['4', '10', '26', '61'] -> (4 * 61) - (10 * 26) base 8
[6717] ['4', '10', '27', '36'] -> ((36 - 27) * 4) - 10 base 8
[6718] ['4', '10', '27', '50'] -> ((27 - 10) * 4) - 50 base 8
[6719] ['4', '10', '30', '37'] -> ((37 - 30) * 4) - 10 base 8
[6720] ['4', '10', '30', '53'] -> (10 * 30) - (4 * 53) base 8
[6721] ['4', '10', '30', '54'] -> ((30 - 10) * 4) - 54 base 8
[6722] ['4', '10', '31', '40'] -> ((40 - 31) * 4) - 10 base 8
[6723] ['4', '10', '31', '44'] -> 31 - ((4 + 44) / 10) base 8
[6724] ['4', '10', '31', '52'] -> 31 / ((52 / 10) - 4) base 8
[6725] ['4', '10', '31', '55'] -> (10 * 31) - (4 * 55) base 8
[6726] ['1', '4', '37', '53'] -> 37 - ((1 + 53) / 4) base 8
[6727] ['4', '10', '31', '60'] -> ((31 - 10) * 4) - 60 base 8
[6728] ['4', '10', '32', '36'] -> 36 / (10 - (32 / 4)) base 8
[6729] ['4', '10', '32', '57'] -> (10 * 32) - (4 * 57) base 8
[6730] ['4', '10', '34', '35'] -> 35 - ((10 + 34) / 4) base 8
[6731] ['4', '10', '34', '52'] -> (4 - (52 / 34)) * 10 base 8
[6732] ['4', '10', '34', '57'] -> ((4 * 57) - 34) / 10 base 8
[6733] ['4', '10', '34', '60'] -> ((34 * 4) + 60) / 10 base 8
[6734] ['4', '10', '36', '45'] -> ((45 - 36) * 4) - 10 base 8
[6735] ['4', '10', '36', '54'] -> 36 / ((54 / 10) - 4) base 8
[6736] ['4', '10', '36', '55'] -> (4 - (55 / 36)) * 10 base 8
[6737] ['1', '4', '40', '50'] -> 4 / (1 - (40 / 50)) base 8
[6738] ['4', '10', '37', '46'] -> ((46 - 37) * 4) - 10 base 8
[6739] ['4', '10', '40', '40'] -> ((4 * 40) + 40) / 10 base 8
[6740] ['4', '10', '40', '47'] -> ((47 - 40) * 4) - 10 base 8
[6741] ['4', '10', '41', '50'] -> ((50 - 41) * 4) - 10 base 8
[6742] ['4', '10', '41', '54'] -> 41 - ((10 + 54) / 4) base 8
[6743] ['4', '10', '41', '57'] -> (41 + 57) / (10 - 4) base 8
[6744] ['4', '10', '42', '51'] -> ((51 - 42) * 4) - 10 base 8
[6745] ['4', '10', '43', '47'] -> 43 / ((47 / 4) - 10) base 8
[6746] ['4', '10', '43', '52'] -> ((52 - 43) * 4) - 10 base 8
[6747] ['4', '10', '43', '56'] -> 43 / ((56 / 10) - 4) base 8
[6748] ['1', '4', '41', '53'] -> ((41 + 53) / 4) + 1 base 8
[6749] ['4', '10', '44', '50'] -> ((44 / 10) - 4) * 50 base 8
[6750] ['4', '10', '44', '53'] -> ((53 - 44) * 4) - 10 base 8
[6751] ['4', '10', '45', '53'] -> (45 + 53) / (10 - 4) base 8
[6752] ['4', '10', '45', '54'] -> ((54 - 45) * 4) - 10 base 8
[6753] ['4', '10', '46', '52'] -> (46 + 52) / (10 - 4) base 8
[6754] ['4', '10', '46', '55'] -> ((55 - 46) * 4) - 10 base 8
[6755] ['4', '10', '47', '56'] -> ((56 - 47) * 4) - 10 base 8
[6756] ['4', '10', '50', '57'] -> ((57 - 50) * 4) - 10 base 8
[6757] ['4', '10', '51', '55'] -> 55 / ((51 / 4) - 10) base 8
[6758] ['4', '10', '51', '60'] -> ((60 - 51) * 4) - 10 base 8
[6759] ['1', '4', '43', '52'] -> 4 / ((52 / 43) - 1) base 8
[6760] ['4', '10', '52', '61'] -> ((61 - 52) * 4) - 10 base 8
[6761] ['4', '11', '11', '43'] -> ((11 + 43) / 4) + 11 base 8
[6762] ['4', '11', '12', '34'] -> (11 - (34 / 4)) * 12 base 8
[6763] ['4', '11', '12', '37'] -> ((11 + 37) / 4) + 12 base 8
[6764] ['4', '11', '12', '54'] -> ((54 / 4) - 11) * 12 base 8
[6765] ['4', '11', '12', '55'] -> (12 - (55 / 11)) * 4 base 8
[6766] ['4', '11', '13', '20'] -> ((13 * 20) + 4) / 11 base 8
[6767] ['4', '11', '13', '23'] -> ((11 * 13) - 23) / 4 base 8
[6768] ['4', '11', '13', '30'] -> ((11 * 30) + 4) / 13 base 8
[6769] ['4', '11', '13', '43'] -> ((11 - 4) * 13) - 43 base 8
[6770] ['1', '4', '43', '61'] -> ((43 + 61) / 4) - 1 base 8
[6771] ['4', '11', '13', '53'] -> ((13 - 4) * 11) - 53 base 8
[6772] ['4', '11', '13', '60'] -> (60 / (13 - 11)) - 4 base 8
[6773] ['4', '11', '14', '26'] -> (11 * 14) - (26 * 4) base 8
[6774] ['4', '11', '14', '52'] -> ((4 * 52) + 14) / 11 base 8
[6775] ['4', '11', '15', '37'] -> ((15 + 37) / 4) + 11 base 8
[6776] ['4', '11', '15', '55'] -> ((11 - 4) * 15) - 55 base 8
[6777] ['4', '11', '16', '17'] -> ((11 + 17) / 4) + 16 base 8
[6778] ['4', '11', '16', '26'] -> 26 - ((16 + 4) / 11) base 8
[6779] ['4', '11', '16', '56'] -> ((11 * 16) - 56) / 4 base 8
[6780] ['4', '11', '17', '30'] -> (4 - (30 / 11)) * 17 base 8
[6781] ['1', '4', '45', '47'] -> ((45 + 47) / 4) + 1 base 8
[6782] ['4', '11', '17', '32'] -> 32 - ((11 + 17) / 4) base 8
[6783] ['4', '11', '17', '41'] -> 17 / (11 - (41 / 4)) base 8
[6784] ['4', '11', '17', '47'] -> 17 / ((47 / 4) - 11) base 8
[6785] ['4', '11', '20', '22'] -> ((22 - 11) * 4) - 20 base 8
[6786] ['4', '11', '20', '34'] -> ((20 + 34) / 4) + 11 base 8
[6787] ['4', '11', '20', '44'] -> ((11 * 44) - 4) / 20 base 8
[6788] ['4', '11', '21', '27'] -> ((27 + 4) / 11) + 21 base 8
[6789] ['4', '11', '21', '33'] -> ((21 + 33) / 4) + 11 base 8
[6790] ['4', '11', '22', '56'] -> ((56 / 11) - 4) * 22 base 8
[6791] ['4', '11', '23', '24'] -> ((23 - 11) * 4) - 24 base 8
[6792] ['1', '1', '10', '44'] -> 44 - ((1 + 1) * 10) base 8
[6793] ['1', '4', '45', '57'] -> ((45 + 57) / 4) - 1 base 8
[6794] ['4', '11', '23', '31'] -> ((23 + 31) / 4) + 11 base 8
[6795] ['4', '11', '24', '54'] -> ((11 * 54) + 4) / 24 base 8
[6796] ['4', '11', '26', '40'] -> ((26 - 11) * 4) - 40 base 8
[6797] ['4', '11', '27', '27'] -> 27 - ((27 + 4) / 11) base 8
[6798] ['4', '11', '27', '34'] -> 34 - ((11 + 27) / 4) base 8
[6799] ['4', '11', '27', '44'] -> ((27 - 11) * 4) - 44 base 8
[6800] ['4', '11', '31', '54'] -> ((31 - 11) * 4) - 54 base 8
[6801] ['4', '11', '32', '60'] -> ((32 - 11) * 4) - 60 base 8
[6802] ['4', '11', '33', '55'] -> 55 / (11 - (33 / 4)) base 8
[6803] ['4', '11', '34', '46'] -> ((4 * 46) + 34) / 11 base 8
[6804] ['1', '4', '46', '46'] -> ((46 + 46) / 4) + 1 base 8
[6805] ['4', '11', '35', '43'] -> 43 / (11 - (35 / 4)) base 8
[6806] ['4', '11', '36', '37'] -> 36 - ((11 + 37) / 4) base 8
[6807] ['4', '11', '37', '44'] -> (4 - (37 / 11)) * 44 base 8
[6808] ['4', '11', '40', '55'] -> (4 - (40 / 11)) * 55 base 8
[6809] ['4', '11', '41', '53'] -> 41 - ((11 + 53) / 4) base 8
[6810] ['4', '11', '42', '54'] -> ((4 * 42) + 54) / 11 base 8
[6811] ['4', '11', '42', '57'] -> 42 - ((11 + 57) / 4) base 8
[6812] ['4', '11', '43', '50'] -> ((4 * 43) + 50) / 11 base 8
[6813] ['4', '11', '43', '53'] -> 43 / ((53 / 4) - 11) base 8
[6814] ['4', '11', '44', '51'] -> ((51 / 11) - 4) * 44 base 8
[6815] ['1', '4', '46', '56'] -> ((46 + 56) / 4) - 1 base 8
[6816] ['4', '11', '55', '55'] -> 55 / ((55 / 4) - 11) base 8
[6817] ['4', '12', '12', '40'] -> (12 - (40 / 4)) * 12 base 8
[6818] ['4', '12', '12', '43'] -> 12 / (4 - (43 / 12)) base 8
[6819] ['4', '12', '12', '60'] -> ((60 / 4) - 12) * 12 base 8
[6820] ['4', '12', '13', '35'] -> ((13 + 35) / 4) + 12 base 8
[6821] ['4', '12', '13', '44'] -> (13 - (44 / 4)) * 12 base 8
[6822] ['4', '12', '14', '42'] -> 14 / (4 - (42 / 12)) base 8
[6823] ['4', '12', '14', '43'] -> (4 * 43) - (12 * 14) base 8
[6824] ['4', '12', '14', '44'] -> (4 + 44) / (14 - 12) base 8
[6825] ['4', '12', '14', '57'] -> ((4 * 57) + 14) / 12 base 8
[6826] ['1', '4', '50', '60'] -> 4 / ((60 / 50) - 1) base 8
[6827] ['4', '12', '15', '54'] -> (15 - (54 / 4)) * 12 base 8
[6828] ['4', '12', '16', '36'] -> (12 * 16) - (36 * 4) base 8
[6829] ['4', '12', '16', '41'] -> 16 / (4 - (41 / 12)) base 8
[6830] ['4', '12', '16', '57'] -> 16 / ((57 / 12) - 4) base 8
[6831] ['4', '12', '16', '61'] -> 12 / (4 - (61 / 16)) base 8
[6832] ['4', '12', '17', '45'] -> 17 / (12 - (45 / 4)) base 8
[6833] ['4', '12', '17', '53'] -> 17 / ((53 / 4) - 12) base 8
[6834] ['4', '12', '17', '56'] -> ((4 + 56) / 12) + 17 base 8
[6835] ['4', '12', '20', '23'] -> ((23 - 12) * 4) - 20 base 8
[6836] ['4', '12', '20', '56'] -> ((4 * 56) + 20) / 12 base 8
[6837] ['1', '4', '51', '53'] -> ((51 + 53) / 4) - 1 base 8
[6838] ['4', '12', '21', '56'] -> 56 / (4 - (21 / 12)) base 8
[6839] ['4', '12', '22', '33'] -> 33 - ((12 + 22) / 4) base 8
[6840] ['4', '12', '22', '37'] -> 22 / (4 - (37 / 12)) base 8
[6841] ['4', '12', '22', '61'] -> 22 / ((61 / 12) - 4) base 8
[6842] ['4', '12', '25', '30'] -> ((25 - 12) * 4) - 30 base 8
[6843] ['4', '12', '26', '35'] -> 26 / (4 - (35 / 12)) base 8
[6844] ['4', '12', '27', '32'] -> 27 - ((32 + 4) / 12) base 8
[6845] ['4', '12', '27', '40'] -> ((27 - 12) * 4) - 40 base 8
[6846] ['4', '12', '30', '34'] -> 30 / (4 - (34 / 12)) base 8
[6847] ['4', '12', '31', '60'] -> ((60 / 12) - 4) * 31 base 8
[6848] ['1', '4', '52', '52'] -> ((52 + 52) / 4) - 1 base 8
[6849] ['4', '12', '32', '33'] -> 32 / (4 - (33 / 12)) base 8
[6850] ['4', '12', '32', '35'] -> 35 - ((12 + 32) / 4) base 8
[6851] ['4', '12', '33', '60'] -> ((33 - 12) * 4) - 60 base 8
[6852] ['4', '12', '36', '42'] -> 36 / (12 - (42 / 4)) base 8
[6853] ['4', '12', '36', '56'] -> 36 / ((56 / 4) - 12) base 8
[6854] ['4', '12', '37', '42'] -> 37 - ((12 + 42) / 4) base 8
[6855] ['4', '12', '40', '52'] -> ((4 * 52) + 40) / 12 base 8
[6856] ['4', '12', '41', '52'] -> 41 - ((12 + 52) / 4) base 8
[6857] ['4', '12', '42', '56'] -> 42 - ((12 + 56) / 4) base 8
[6858] ['4', '12', '43', '57'] -> 43 / ((57 / 4) - 12) base 8
[6859] ['1', '5', '5', '17'] -> ((17 / 5) + 1) * 5 base 8
[6860] ['4', '12', '46', '60'] -> ((4 * 46) + 60) / 12 base 8
[6861] ['4', '12', '55', '61'] -> 55 / ((61 / 4) - 12) base 8
[6862] ['4', '13', '13', '51'] -> ((13 * 13) - 51) / 4 base 8
[6863] ['4', '13', '14', '23'] -> ((23 - 13) * 4) - 14 base 8
[6864] ['4', '13', '14', '25'] -> ((13 + 25) / 4) + 14 base 8
[6865] ['4', '13', '14', '46'] -> (4 * 46) - (13 * 14) base 8
[6866] ['4', '13', '15', '21'] -> ((13 + 21) / 4) + 15 base 8
[6867] ['4', '13', '15', '27'] -> ((15 + 27) / 4) + 13 base 8
[6868] ['4', '13', '15', '30'] -> ((13 * 30) - 4) / 15 base 8
[6869] ['4', '13', '15', '44'] -> (4 + 44) / (15 - 13) base 8
[6870] ['1', '5', '6', '17'] -> ((1 + 6) * 5) - 17 base 8
[6871] ['4', '13', '16', '20'] -> ((16 * 20) - 4) / 13 base 8
[6872] ['4', '13', '17', '51'] -> 17 / (13 - (51 / 4)) base 8
[6873] ['4', '13', '17', '57'] -> 17 / ((57 / 4) - 13) base 8
[6874] ['4', '13', '21', '23'] -> ((21 + 23) / 4) + 13 base 8
[6875] ['4', '13', '21', '33'] -> 33 - ((13 + 21) / 4) base 8
[6876] ['4', '13', '21', '35'] -> ((35 + 4) / 13) + 21 base 8
[6877] ['4', '13', '21', '55'] -> (55 / (13 + 4)) + 21 base 8
[6878] ['4', '13', '22', '36'] -> (36 / (13 + 4)) + 22 base 8
[6879] ['4', '13', '24', '25'] -> ((25 - 13) * 4) - 24 base 8
[6880] ['4', '13', '26', '30'] -> ((26 - 13) * 4) - 30 base 8
[6881] ['1', '5', '6', '20'] -> ((1 + 5) * 6) - 20 base 8
[6882] ['4', '13', '26', '36'] -> 26 - (36 / (13 + 4)) base 8
[6883] ['4', '13', '26', '42'] -> (4 - (42 / 13)) * 26 base 8
[6884] ['4', '13', '27', '55'] -> 27 - (55 / (13 + 4)) base 8
[6885] ['4', '13', '30', '54'] -> ((13 * 54) - 4) / 30 base 8
[6886] ['4', '13', '30', '61'] -> ((4 * 61) + 30) / 13 base 8
[6887] ['4', '13', '31', '35'] -> 35 - ((13 + 31) / 4) base 8
[6888] ['4', '13', '31', '44'] -> ((31 - 13) * 4) - 44 base 8
[6889] ['4', '13', '33', '54'] -> ((33 - 13) * 4) - 54 base 8
[6890] ['4', '13', '35', '36'] -> 36 - ((13 + 35) / 4) base 8
[6891] ['4', '13', '36', '46'] -> 36 / (13 - (46 / 4)) base 8
[6892] ['1', '5', '7', '47'] -> (1 + 47) / (7 - 5) base 8
[6893] ['4', '13', '40', '57'] -> ((4 * 57) + 40) / 13 base 8
[6894] ['4', '13', '41', '51'] -> 41 - ((13 + 51) / 4) base 8
[6895] ['4', '13', '42', '55'] -> 42 - ((13 + 55) / 4) base 8
[6896] ['4', '13', '43', '45'] -> 43 / (13 - (45 / 4)) base 8
[6897] ['4', '13', '43', '55'] -> 55 / (13 - (43 / 4)) base 8
[6898] ['4', '13', '43', '61'] -> 43 - ((13 + 61) / 4) base 8
[6899] ['4', '13', '44', '56'] -> ((4 * 56) + 44) / 13 base 8
[6900] ['4', '13', '54', '54'] -> ((4 * 54) + 54) / 13 base 8
[6901] ['4', '14', '14', '32'] -> 32 - ((14 + 14) / 4) base 8
[6902] ['4', '14', '14', '34'] -> (4 - (34 / 14)) * 14 base 8
[6903] ['1', '1', '10', '60'] -> (60 - 10) / (1 + 1) base 8
[6904] ['1', '5', '7', '52'] -> (52 / (7 - 5)) - 1 base 8
[6905] ['4', '14', '14', '37'] -> (14 * 14) - (37 * 4) base 8
[6906] ['4', '14', '14', '51'] -> (4 * 51) - (14 * 14) base 8
[6907] ['4', '14', '15', '26'] -> ((14 * 26) - 4) / 15 base 8
[6908] ['4', '14', '15', '42'] -> (14 * 15) - (4 * 42) base 8
[6909] ['4', '14', '16', '27'] -> ((14 * 27) + 4) / 16 base 8
[6910] ['4', '14', '16', '57'] -> (4 * 57) - (14 * 16) base 8
[6911] ['4', '14', '17', '27'] -> ((27 - 17) * 4) - 14 base 8
[6912] ['4', '14', '17', '43'] -> (4 - (43 / 17)) * 14 base 8
[6913] ['4', '14', '17', '47'] -> 17 / (4 - (47 / 14)) base 8
[6914] ['4', '14', '20', '20'] -> ((20 + 20) / 4) + 14 base 8
[6915] ['1', '5', '10', '31'] -> ((1 + 10) * 5) - 31 base 8
[6916] ['4', '14', '20', '30'] -> ((30 - 20) * 4) - 14 base 8
[6917] ['4', '14', '21', '34'] -> ((14 * 34) + 4) / 21 base 8
[6918] ['4', '14', '21', '40'] -> ((4 + 40) / 14) + 21 base 8
[6919] ['4', '14', '21', '56'] -> (14 * 21) - (4 * 56) base 8
[6920] ['4', '14', '21', '60'] -> (60 / (14 + 4)) + 21 base 8
[6921] ['4', '14', '22', '40'] -> (40 / (14 + 4)) + 22 base 8
[6922] ['4', '14', '22', '61'] -> (14 * 22) - (4 * 61) base 8
[6923] ['4', '14', '23', '33'] -> ((33 - 23) * 4) - 14 base 8
[6924] ['4', '14', '23', '40'] -> ((14 * 40) - 4) / 23 base 8
[6925] ['4', '14', '24', '41'] -> ((14 * 41) + 4) / 24 base 8
[6926] ['1', '5', '11', '13'] -> ((11 * 13) + 1) / 5 base 8
[6927] ['4', '14', '25', '35'] -> ((35 - 25) * 4) - 14 base 8
[6928] ['4', '14', '26', '40'] -> 26 - (40 / (14 + 4)) base 8
[6929] ['4', '14', '26', '45'] -> ((14 * 45) - 4) / 26 base 8
[6930] ['4', '14', '27', '37'] -> ((37 - 27) * 4) - 14 base 8
[6931] ['4', '14', '27', '40'] -> 27 - ((4 + 40) / 14) base 8
[6932] ['4', '14', '27', '46'] -> ((14 * 46) + 4) / 27 base 8
[6933] ['4', '14', '27', '60'] -> 27 - (60 / (14 + 4)) base 8
[6934] ['4', '14', '30', '35'] -> 35 - ((14 + 30) / 4) base 8
[6935] ['4', '14', '34', '44'] -> ((44 - 34) * 4) - 14 base 8
[6936] ['4', '14', '34', '57'] -> ((14 * 57) - 4) / 34 base 8
[6937] ['1', '5', '11', '22'] -> ((1 + 11) / 5) + 22 base 8
[6938] ['4', '14', '35', '45'] -> ((45 - 35) * 4) - 14 base 8
[6939] ['4', '14', '37', '40'] -> 37 - ((14 + 40) / 4) base 8
[6940] ['4', '14', '37', '47'] -> ((47 - 37) * 4) - 14 base 8
[6941] ['4', '14', '41', '51'] -> ((51 - 41) * 4) - 14 base 8
[6942] ['4', '14', '42', '54'] -> 42 - ((14 + 54) / 4) base 8
[6943] ['4', '14', '43', '51'] -> 43 / (14 - (51 / 4)) base 8
[6944] ['4', '14', '43', '53'] -> ((53 - 43) * 4) - 14 base 8
[6945] ['4', '14', '43', '60'] -> 43 - ((14 + 60) / 4) base 8
[6946] ['4', '14', '44', '54'] -> ((54 - 44) * 4) - 14 base 8
[6947] ['4', '14', '45', '55'] -> ((55 - 45) * 4) - 14 base 8
[6948] ['1', '5', '11', '24'] -> ((11 - 1) * 5) - 24 base 8
[6949] ['4', '14', '46', '56'] -> ((56 - 46) * 4) - 14 base 8
[6950] ['4', '14', '47', '55'] -> 55 / (14 - (47 / 4)) base 8
[6951] ['4', '14', '47', '57'] -> ((57 - 47) * 4) - 14 base 8
[6952] ['4', '14', '50', '50'] -> 50 / (14 - (50 / 4)) base 8
[6953] ['4', '14', '50', '60'] -> ((60 - 50) * 4) - 14 base 8
[6954] ['4', '14', '51', '61'] -> ((61 - 51) * 4) - 14 base 8
[6955] ['4', '14', '53', '60'] -> (4 - (53 / 14)) * 60 base 8
[6956] ['4', '14', '54', '61'] -> ((4 * 61) + 54) / 14 base 8
[6957] ['4', '14', '60', '60'] -> ((4 * 60) + 60) / 14 base 8
[6958] ['4', '15', '15', '40'] -> (4 - (40 / 15)) * 15 base 8
[6959] ['1', '5', '11', '26'] -> 26 - ((1 + 11) / 5) base 8
[6960] ['4', '15', '16', '16'] -> ((16 + 16) / 4) + 15 base 8
[6961] ['4', '15', '17', '44'] -> (4 + 44) / (17 - 15) base 8
[6962] ['4', '15', '17', '60'] -> (60 / (17 - 15)) - 4 base 8
[6963] ['4', '15', '17', '61'] -> 17 / (15 - (61 / 4)) base 8
[6964] ['4', '15', '20', '26'] -> ((26 - 15) * 4) - 20 base 8
[6965] ['4', '15', '22', '34'] -> ((15 * 34) - 4) / 22 base 8
[6966] ['4', '15', '22', '42'] -> (42 / (15 + 4)) + 22 base 8
[6967] ['4', '15', '23', '34'] -> 34 - ((15 + 23) / 4) base 8
[6968] ['4', '15', '26', '26'] -> 26 - ((26 + 4) / 15) base 8
[6969] ['4', '15', '26', '42'] -> 26 - (42 / (15 + 4)) base 8
[6970] ['1', '5', '11', '33'] -> ((33 / 11) + 1) * 5 base 8
[6971] ['4', '15', '27', '35'] -> 35 - ((15 + 27) / 4) base 8
[6972] ['4', '15', '27', '43'] -> 27 - ((4 + 43) / 15) base 8
[6973] ['4', '15', '30', '30'] -> ((30 - 15) * 4) - 30 base 8
[6974] ['4', '15', '32', '52'] -> (4 - (52 / 15)) * 32 base 8
[6975] ['4', '15', '33', '44'] -> ((33 - 15) * 4) - 44 base 8
[6976] ['4', '15', '35', '54'] -> ((35 - 15) * 4) - 54 base 8
[6977] ['4', '15', '36', '56'] -> 36 / (15 - (56 / 4)) base 8
[6978] ['4', '15', '37', '37'] -> 37 - ((15 + 37) / 4) base 8
[6979] ['4', '15', '37', '60'] -> ((15 * 60) - 4) / 37 base 8
[6980] ['4', '15', '42', '53'] -> 42 - ((15 + 53) / 4) base 8
[6981] ['1', '5', '12', '61'] -> ((1 + 61) / 5) + 12 base 8
[6982] ['4', '15', '43', '55'] -> 43 / (15 - (55 / 4)) base 8
[6983] ['4', '15', '43', '57'] -> 43 - ((15 + 57) / 4) base 8
[6984] ['4', '15', '50', '54'] -> 50 / (15 - (54 / 4)) base 8
[6985] ['4', '15', '53', '55'] -> 55 / (15 - (53 / 4)) base 8
[6986] ['4', '16', '16', '33'] -> 33 - ((16 + 16) / 4) base 8
[6987] ['4', '16', '16', '44'] -> (4 - (44 / 16)) * 16 base 8
[6988] ['4', '16', '20', '27'] -> ((27 - 16) * 4) - 20 base 8
[6989] ['4', '16', '20', '60'] -> (60 / (20 - 16)) - 4 base 8
[6990] ['4', '16', '21', '30'] -> ((16 * 30) + 4) / 21 base 8
[6991] ['4', '16', '21', '46'] -> ((4 + 46) / 16) + 21 base 8
[6992] ['1', '5', '13', '36'] -> ((13 - 1) * 5) - 36 base 8
[6993] ['4', '16', '22', '30'] -> ((30 + 4) / 16) + 22 base 8
[6994] ['4', '16', '22', '32'] -> ((16 * 32) - 4) / 22 base 8
[6995] ['4', '16', '24', '30'] -> ((30 - 16) * 4) - 24 base 8
[6996] ['4', '16', '26', '35'] -> 35 - ((16 + 26) / 4) base 8
[6997] ['4', '16', '26', '44'] -> 26 - (44 / (16 + 4)) base 8
[6998] ['4', '16', '27', '46'] -> 27 - ((4 + 46) / 16) base 8
[6999] ['4', '16', '30', '31'] -> ((31 - 16) * 4) - 30 base 8
[7000] ['4', '16', '32', '36'] -> 36 - ((16 + 32) / 4) base 8
[7001] ['4', '16', '33', '40'] -> ((33 - 16) * 4) - 40 base 8
[7002] ['4', '16', '35', '50'] -> ((35 - 16) * 4) - 50 base 8
[7003] ['1', '5', '13', '41'] -> ((41 / 13) + 1) * 5 base 8
