[1] ['1', '1', '1', 'A'] -> (1 + 1 + 1) * A base 13
[349] ['14', '1C', '26', '37'] -> ((14 * 37) - 26) / 1C base 13
[350] ['14', '1C', '28', '34'] -> 28 - ((1C + 34) / 14) base 13
[351] ['14', '1C', '2A', '33'] -> ((14 * 33) + 2A) / 1C base 13
[352] ['14', '1C', '2A', '3A'] -> ((2A + 3A) / 14) + 1C base 13
[353] ['14', '1C', '2B', '39'] -> ((2B + 39) / 14) + 1C base 13
[354] ['14', '1C', '2C', '38'] -> ((2C + 38) / 14) + 1C base 13
[355] ['14', '1C', '30', '37'] -> ((30 + 37) / 14) + 1C base 13
[356] ['14', '1C', '31', '36'] -> ((31 + 36) / 14) + 1C base 13
[357] ['14', '1C', '32', '35'] -> ((32 + 35) / 14) + 1C base 13
[358] ['14', '1C', '33', '34'] -> ((33 + 34) / 14) + 1C base 13
[359] ['1', '1B', '1C', '35'] -> 1C / ((35 / 1B) - 1) base 13
[360] ['14', '1C', '38', '3A'] -> ((14 * 38) - 3A) / 1C base 13
[361] ['14', '20', '20', '2C'] -> (20 * 20) - (14 * 2C) base 13
[362] ['14', '20', '20', '33'] -> ((20 + 33) / 14) + 20 base 13
[363] ['14', '20', '21', '32'] -> ((21 + 32) / 14) + 20 base 13
[364] ['14', '20', '22', '29'] -> ((14 + 29) / 20) + 22 base 13
[365] ['14', '20', '22', '31'] -> ((22 + 31) / 14) + 20 base 13
[366] ['14', '20', '22', '34'] -> (14 + 34) / (22 - 20) base 13
[367] ['14', '20', '25', '2B'] -> ((25 + 2B) / 14) + 20 base 13
[368] ['14', '20', '26', '29'] -> 26 - ((14 + 29) / 20) base 13
[369] ['14', '20', '26', '2A'] -> ((26 + 2A) / 14) + 20 base 13
[370] ['1', '1B', '1C', '36'] -> 1B / ((36 / 1C) - 1) base 13
[371] ['14', '20', '26', '35'] -> ((14 * 35) + 26) / 20 base 13
[372] ['14', '20', '28', '33'] -> 28 - ((20 + 33) / 14) base 13
[373] ['14', '20', '2A', '39'] -> ((14 * 39) - 2A) / 20 base 13
[374] ['14', '20', '34', '3A'] -> ((14 * 34) + 3A) / 20 base 13
[375] ['14', '21', '22', '2B'] -> ((14 + 2B) / 21) + 22 base 13
[376] ['14', '21', '25', '2C'] -> ((25 - 21) * 14) - 2C base 13
[377] ['14', '21', '26', '2B'] -> 26 - ((14 + 2B) / 21) base 13
[378] ['14', '21', '28', '32'] -> 28 - ((21 + 32) / 14) base 13
[379] ['14', '21', '36', '36'] -> ((14 * 36) + 36) / 21 base 13
[380] ['14', '22', '22', '30'] -> ((14 + 30) / 22) + 22 base 13
[381] ['1', '1B', '22', '38'] -> ((1 + 38) / 1B) + 22 base 13
[382] ['14', '22', '23', '32'] -> ((14 + 32) / 23) + 22 base 13
[383] ['14', '22', '26', '2C'] -> ((26 - 22) * 14) - 2C base 13
[384] ['14', '22', '26', '30'] -> 26 - ((14 + 30) / 22) base 13
[385] ['14', '22', '27', '3A'] -> ((14 + 3A) / 27) + 22 base 13
[386] ['14', '22', '28', '31'] -> 28 - ((22 + 31) / 14) base 13
[387] ['14', '22', '32', '38'] -> ((14 * 38) + 32) / 22 base 13
[388] ['14', '23', '25', '34'] -> (14 + 34) / (25 - 23) base 13
[389] ['14', '23', '26', '32'] -> 26 - ((14 + 32) / 23) base 13
[390] ['14', '23', '27', '2C'] -> ((27 - 23) * 14) - 2C base 13
[391] ['14', '23', '28', '30'] -> 28 - ((23 + 30) / 14) base 13
[392] ['1', '1B', '26', '38'] -> 26 - ((1 + 38) / 1B) base 13
[393] ['14', '23', '2B', '3A'] -> ((14 * 3A) + 2B) / 23 base 13
[394] ['14', '23', '32', '34'] -> ((23 * 34) - 14) / 32 base 13
[395] ['14', '23', '37', '38'] -> ((23 * 38) + 14) / 37 base 13
[396] ['14', '25', '27', '34'] -> (14 + 34) / (27 - 25) base 13
[397] ['14', '25', '28', '2B'] -> 28 - ((25 + 2B) / 14) base 13
[398] ['14', '25', '29', '2C'] -> ((29 - 25) * 14) - 2C base 13
[399] ['14', '25', '34', '36'] -> ((25 * 34) + 14) / 36 base 13
[400] ['14', '25', '38', '39'] -> ((25 * 38) - 14) / 39 base 13
[401] ['14', '26', '27', '3A'] -> 26 - ((14 + 3A) / 27) base 13
[402] ['14', '26', '28', '34'] -> (14 + 34) / (28 - 26) base 13
[403] ['1', '1B', '30', '39'] -> ((30 / 1B) - 1) * 39 base 13
[404] ['14', '27', '28', '29'] -> 28 - ((27 + 29) / 14) base 13
[405] ['14', '27', '29', '34'] -> (14 + 34) / (29 - 27) base 13
[406] ['14', '27', '2B', '2C'] -> ((2B - 27) * 14) - 2C base 13
[407] ['14', '28', '28', '28'] -> 28 - ((28 + 28) / 14) base 13
[408] ['14', '28', '2A', '34'] -> (14 + 34) / (2A - 28) base 13
[409] ['14', '28', '2C', '2C'] -> ((2C - 28) * 14) - 2C base 13
[410] ['14', '29', '2A', '3A'] -> 29 - ((2A + 3A) / 14) base 13
[411] ['14', '29', '2B', '34'] -> (14 + 34) / (2B - 29) base 13
[412] ['14', '29', '2B', '39'] -> 29 - ((2B + 39) / 14) base 13
[413] ['14', '29', '2C', '38'] -> 29 - ((2C + 38) / 14) base 13
[414] ['1', '1B', '31', '33'] -> ((33 / 1B) - 1) * 31 base 13
[415] ['14', '29', '30', '37'] -> 29 - ((30 + 37) / 14) base 13
[416] ['14', '29', '31', '36'] -> 29 - ((31 + 36) / 14) base 13
[417] ['14', '29', '32', '35'] -> 29 - ((32 + 35) / 14) base 13
[418] ['14', '29', '33', '34'] -> 29 - ((33 + 34) / 14) base 13
[419] ['14', '2A', '2C', '31'] -> ((31 - 2A) * 14) - 2C base 13
[420] ['14', '2A', '2C', '34'] -> (14 + 34) / (2C - 2A) base 13
[421] ['14', '2B', '2C', '32'] -> ((32 - 2B) * 14) - 2C base 13
[422] ['14', '2B', '30', '34'] -> (14 + 34) / (30 - 2B) base 13
[423] ['14', '2C', '2C', '33'] -> ((33 - 2C) * 14) - 2C base 13
[424] ['14', '2C', '30', '34'] -> ((34 - 30) * 14) - 2C base 13
[425] ['1', '1B', '36', '37'] -> 37 / ((1B / 36) + 1) base 13
[426] ['14', '2C', '31', '34'] -> (14 + 34) / (31 - 2C) base 13
[427] ['14', '2C', '31', '35'] -> ((35 - 31) * 14) - 2C base 13
[428] ['14', '2C', '32', '36'] -> ((36 - 32) * 14) - 2C base 13
[429] ['14', '2C', '33', '37'] -> ((37 - 33) * 14) - 2C base 13
[430] ['14', '2C', '34', '38'] -> ((38 - 34) * 14) - 2C base 13
[431] ['14', '2C', '35', '39'] -> ((39 - 35) * 14) - 2C base 13
[432] ['14', '2C', '36', '3A'] -> ((3A - 36) * 14) - 2C base 13
[433] ['14', '30', '32', '34'] -> (14 + 34) / (32 - 30) base 13
[434] ['14', '31', '33', '34'] -> (14 + 34) / (33 - 31) base 13
[435] ['14', '32', '34', '34'] -> (14 + 34) / (34 - 32) base 13
[436] ['1', '1B', '36', '39'] -> 36 / ((1B / 39) + 1) base 13
[437] ['14', '33', '34', '35'] -> (14 + 34) / (35 - 33) base 13
[438] ['14', '34', '34', '36'] -> (14 + 34) / (36 - 34) base 13
[439] ['14', '34', '36', '38'] -> (14 + 34) / (38 - 36) base 13
[440] ['14', '34', '37', '39'] -> (14 + 34) / (39 - 37) base 13
[441] ['14', '34', '38', '3A'] -> (14 + 34) / (3A - 38) base 13
[442] ['15', '15', '15', '22'] -> ((15 + 15) / 15) + 22 base 13
[443] ['15', '15', '15', '23'] -> ((15 * 23) + 15) / 15 base 13
[444] ['15', '15', '15', '25'] -> ((15 * 25) - 15) / 15 base 13
[445] ['15', '15', '15', '26'] -> 26 - ((15 + 15) / 15) base 13
[446] ['15', '15', '17', '33'] -> (15 + 33) / (17 - 15) base 13
[447] ['1', '1', '21', '27'] -> (21 + 27) / (1 + 1) base 13
[448] ['1', '1C', '22', '3A'] -> ((1 + 3A) / 1C) + 22 base 13
[449] ['15', '15', '18', '28'] -> ((15 * 28) + 15) / 18 base 13
[450] ['15', '15', '19', '33'] -> ((19 - 15) * 15) - 33 base 13
[451] ['15', '15', '1B', '30'] -> ((15 * 30) + 15) / 1B base 13
[452] ['15', '15', '1B', '32'] -> ((15 * 32) - 15) / 1B base 13
[453] ['15', '15', '21', '2A'] -> ((15 + 2A) / 15) + 21 base 13
[454] ['15', '15', '21', '35'] -> ((15 * 35) + 15) / 21 base 13
[455] ['15', '15', '21', '37'] -> ((15 * 37) - 15) / 21 base 13
[456] ['15', '15', '22', '2A'] -> ((15 * 22) + 2A) / 15 base 13
[457] ['15', '15', '26', '2A'] -> ((15 * 26) - 2A) / 15 base 13
[458] ['15', '16', '17', '22'] -> ((15 + 17) / 16) + 22 base 13
[459] ['1', '1C', '26', '3A'] -> 26 - ((1 + 3A) / 1C) base 13
[460] ['15', '16', '17', '26'] -> 26 - ((15 + 17) / 16) base 13
[461] ['15', '16', '17', '32'] -> (16 + 32) / (17 - 15) base 13
[462] ['15', '16', '18', '21'] -> ((18 - 15) * 16) - 21 base 13
[463] ['15', '16', '19', '37'] -> ((19 - 15) * 16) - 37 base 13
[464] ['15', '16', '1A', '1B'] -> ((1A * 1B) + 15) / 16 base 13
[465] ['15', '16', '1A', '33'] -> ((1A - 16) * 15) - 33 base 13
[466] ['15', '16', '1B', '21'] -> (15 * 21) - (16 * 1B) base 13
[467] ['15', '16', '1B', '27'] -> ((15 * 27) - 1B) / 16 base 13
[468] ['15', '16', '20', '33'] -> ((16 * 33) - 15) / 20 base 13
[469] ['15', '16', '20', '37'] -> ((16 * 20) + 37) / 15 base 13
[470] ['1', '21', '36', '36'] -> ((36 / 21) - 1) * 36 base 13
[471] ['15', '16', '21', '21'] -> ((16 * 21) + 21) / 15 base 13
[472] ['15', '16', '21', '29'] -> ((16 + 29) / 15) + 21 base 13
[473] ['15', '16', '23', '39'] -> ((15 * 23) + 39) / 16 base 13
[474] ['15', '16', '25', '39'] -> ((16 * 39) + 15) / 25 base 13
[475] ['15', '16', '25', '3A'] -> ((16 * 25) - 3A) / 15 base 13
[476] ['15', '16', '27', '29'] -> 27 - ((16 + 29) / 15) base 13
[477] ['15', '16', '27', '30'] -> 27 - ((15 + 30) / 16) base 13
[478] ['15', '16', '28', '33'] -> ((15 * 28) - 33) / 16 base 13
[479] ['15', '16', '33', '37'] -> (15 * 37) - (16 * 33) base 13
[480] ['15', '16', '39', '3A'] -> (16 * 39) - (15 * 3A) base 13
[481] ['1', '22', '31', '3A'] -> ((3A / 22) - 1) * 31 base 13
[482] ['15', '17', '17', '1C'] -> ((17 - 15) * 1C) - 17 base 13
[483] ['15', '17', '17', '20'] -> ((17 * 20) + 17) / 15 base 13
[484] ['15', '17', '18', '1C'] -> (15 * 1C) - (17 * 18) base 13
[485] ['15', '17', '18', '30'] -> (18 + 30) / (17 - 15) base 13
[486] ['15', '17', '19', '20'] -> ((17 - 15) * 20) - 19 base 13
[487] ['15', '17', '19', '22'] -> ((15 + 19) / 17) + 22 base 13
[488] ['15', '17', '19', '26'] -> 26 - ((15 + 19) / 17) base 13
[489] ['15', '17', '19', '2C'] -> (19 + 2C) / (17 - 15) base 13
[490] ['15', '17', '19', '33'] -> (15 + 33) / (19 - 17) base 13
[491] ['15', '17', '1A', '2B'] -> (1A + 2B) / (17 - 15) base 13
[492] ['1', '22', '33', '39'] -> ((39 / 22) - 1) * 33 base 13
[493] ['15', '17', '1B', '21'] -> ((17 - 15) * 21) - 1B base 13
[494] ['15', '17', '20', '22'] -> ((17 - 15) * 22) - 20 base 13
[495] ['15', '17', '21', '27'] -> (21 + 27) / (17 - 15) base 13
[496] ['15', '17', '21', '28'] -> ((17 + 28) / 15) + 21 base 13
[497] ['15', '17', '23', '25'] -> (23 + 25) / (17 - 15) base 13
[498] ['15', '17', '23', '31'] -> ((17 * 23) - 31) / 15 base 13
[499] ['15', '17', '25', '26'] -> ((17 - 15) * 25) - 26 base 13
[500] ['15', '17', '25', '33'] -> ((15 * 25) + 33) / 17 base 13
[501] ['15', '17', '26', '28'] -> ((17 - 15) * 26) - 28 base 13
[502] ['15', '17', '27', '2A'] -> ((17 - 15) * 27) - 2A base 13
[503] ['2', '2', '2', 'A'] -> ((2 / 2) + 2) * A base 13
[504] ['15', '17', '27', '33'] -> 27 - ((15 + 33) / 17) base 13
[505] ['15', '17', '28', '2C'] -> ((17 - 15) * 28) - 2C base 13
[506] ['15', '17', '29', '31'] -> ((17 - 15) * 29) - 31 base 13
[507] ['15', '17', '2B', '35'] -> ((17 - 15) * 2B) - 35 base 13
[508] ['15', '17', '30', '39'] -> ((17 - 15) * 30) - 39 base 13
[509] ['15', '18', '18', '27'] -> ((18 - 15) * 18) - 27 base 13
[510] ['15', '18', '1A', '33'] -> (15 + 33) / (1A - 18) base 13
[511] ['15', '18', '1B', '26'] -> 26 - ((15 + 1B) / 18) base 13
[512] ['15', '18', '1C', '33'] -> ((1C - 18) * 15) - 33 base 13
[513] ['15', '18', '1C', '36'] -> ((18 - 15) * 1C) - 36 base 13
[514] ['2', '2', '2', 'C'] -> ((2 + C) * 2) + 2 base 13
[515] ['15', '18', '20', '26'] -> (15 * 26) - (18 * 20) base 13
[516] ['15', '18', '20', '2C'] -> ((18 * 2C) - 15) / 20 base 13
[517] ['15', '18', '21', '36'] -> ((15 + 36) / 18) + 21 base 13
[518] ['15', '18', '22', '25'] -> (18 * 22) - (15 * 25) base 13
[519] ['15', '18', '22', '39'] -> ((18 * 22) - 39) / 15 base 13
[520] ['15', '18', '24', '33'] -> ((18 * 33) + 15) / 24 base 13
[521] ['15', '18', '26', '30'] -> (15 * 30) - (18 * 26) base 13
[522] ['15', '18', '27', '27'] -> 27 - ((18 + 27) / 15) base 13
[523] ['15', '18', '27', '39'] -> ((18 * 39) - 15) / 27 base 13
[524] ['15', '18', '28', '2C'] -> (18 * 28) - (15 * 2C) base 13
[525] ['2', '2', '2', '15'] -> ((15 - 2) * 2) - 2 base 13
[526] ['15', '18', '2A', '2B'] -> ((15 * 2B) - 2A) / 18 base 13
[527] ['15', '18', '2C', '37'] -> (15 * 37) - (18 * 2C) base 13
[528] ['15', '18', '32', '3A'] -> (32 + 3A) / (18 - 15) base 13
[529] ['15', '18', '33', '39'] -> (33 + 39) / (18 - 15) base 13
[530] ['15', '18', '34', '38'] -> (34 + 38) / (18 - 15) base 13
[531] ['15', '19', '1A', '28'] -> ((19 * 1A) + 28) / 15 base 13
[532] ['15', '19', '1B', '25'] -> (15 * 25) - (19 * 1B) base 13
[533] ['15', '19', '1B', '2C'] -> ((15 * 2C) - 1B) / 19 base 13
[534] ['15', '19', '1B', '33'] -> (15 + 33) / (1B - 19) base 13
[535] ['15', '19', '20', '22'] -> ((15 + 20) / 19) + 22 base 13
[536] ['2', '2', '2', '20'] -> ((20 / 2) + 2) * 2 base 13
[537] ['15', '19', '20', '33'] -> ((20 - 19) * 15) - 33 base 13
[538] ['15', '19', '21', '26'] -> ((19 + 26) / 15) + 21 base 13
[539] ['15', '19', '21', '39'] -> ((15 + 39) / 19) + 21 base 13
[540] ['15', '19', '22', '30'] -> ((19 * 30) - 15) / 22 base 13
[541] ['15', '19', '27', '39'] -> 27 - ((15 + 39) / 19) base 13
[542] ['15', '19', '28', '39'] -> ((15 * 28) + 39) / 19 base 13
[543] ['15', '19', '30', '33'] -> ((15 * 30) - 33) / 19 base 13
[544] ['15', '19', '30', '37'] -> (19 * 30) - (15 * 37) base 13
[545] ['15', '1A', '1B', '23'] -> (1A * 1B) - (15 * 23) base 13
[546] ['15', '1A', '1B', '2B'] -> ((15 * 2B) + 1B) / 1A base 13
[547] ['2', '2', '2', '28'] -> ((28 / 2) - 2) * 2 base 13
[548] ['15', '1A', '1C', '33'] -> (15 + 33) / (1C - 1A) base 13
[549] ['15', '1A', '20', '3A'] -> ((1A + 3A) / 15) + 20 base 13
[550] ['15', '1A', '21', '25'] -> ((1A + 25) / 15) + 21 base 13
[551] ['15', '1A', '21', '2A'] -> ((1A * 2A) - 15) / 21 base 13
[552] ['15', '1A', '21', '33'] -> ((21 - 1A) * 15) - 33 base 13
[553] ['15', '1A', '22', '22'] -> ((15 + 22) / 1A) + 22 base 13
[554] ['15', '1A', '25', '27'] -> 27 - ((1A + 25) / 15) base 13
[555] ['15', '1A', '28', '3A'] -> 28 - ((1A + 3A) / 15) base 13
[556] ['15', '1A', '32', '39'] -> ((15 * 32) - 39) / 1A base 13
[557] ['15', '1B', '1C', '26'] -> ((1B * 26) - 15) / 1C base 13
[558] ['1', '1', '21', '33'] -> (1 + 1) * (33 - 21) base 13
[559] ['2', '2', '3', '8'] -> (2 + 3) * (8 - 2) base 13
[560] ['15', '1B', '1C', '34'] -> ((15 * 34) - 1B) / 1C base 13
[561] ['15', '1B', '21', '27'] -> ((1B * 27) + 15) / 21 base 13
[562] ['15', '1B', '22', '30'] -> (15 * 30) - (1B * 22) base 13
[563] ['15', '1B', '22', '33'] -> ((22 - 1B) * 15) - 33 base 13
[564] ['15', '1B', '23', '38'] -> ((15 * 38) + 1B) / 23 base 13
[565] ['15', '1B', '25', '2C'] -> ((1B * 2C) + 15) / 25 base 13
[566] ['15', '1B', '26', '32'] -> (1B * 26) - (15 * 32) base 13
[567] ['15', '1B', '27', '33'] -> ((1B * 33) - 15) / 27 base 13
[568] ['15', '1B', '28', '38'] -> (15 * 38) - (1B * 28) base 13
[569] ['15', '1B', '29', '34'] -> ((1B * 34) + 15) / 29 base 13
[570] ['2', '2', '3', '10'] -> ((10 + 3) * 2) - 2 base 13
[571] ['15', '1B', '2B', '38'] -> ((1B * 38) - 15) / 2B base 13
[572] ['15', '1B', '2C', '3A'] -> (1B * 2C) - (15 * 3A) base 13
[573] ['15', '1C', '21', '23'] -> ((1C + 23) / 15) + 21 base 13
[574] ['15', '1C', '22', '26'] -> ((15 + 26) / 1C) + 22 base 13
[575] ['15', '1C', '23', '27'] -> 27 - ((1C + 23) / 15) base 13
[576] ['15', '1C', '26', '26'] -> 26 - ((15 + 26) / 1C) base 13
[577] ['15', '1C', '30', '39'] -> ((15 * 30) + 39) / 1C base 13
[578] ['15', '1C', '32', '3A'] -> ((32 + 3A) / 15) + 1C base 13
[579] ['15', '1C', '33', '35'] -> ((15 * 35) - 33) / 1C base 13
[580] ['15', '1C', '33', '39'] -> ((33 + 39) / 15) + 1C base 13
[581] ['2', '2', '3', '16'] -> ((16 - 3) * 2) - 2 base 13
[582] ['15', '1C', '34', '38'] -> ((34 + 38) / 15) + 1C base 13
[583] ['15', '1C', '35', '37'] -> ((35 + 37) / 15) + 1C base 13
[584] ['15', '1C', '36', '36'] -> ((36 + 36) / 15) + 1C base 13
[585] ['15', '20', '20', '37'] -> ((20 + 37) / 15) + 20 base 13
[586] ['15', '20', '21', '22'] -> ((20 + 22) / 15) + 21 base 13
[587] ['15', '20', '21', '36'] -> ((21 + 36) / 15) + 20 base 13
[588] ['15', '20', '22', '28'] -> ((15 + 28) / 20) + 22 base 13
[589] ['15', '20', '22', '35'] -> ((22 + 35) / 15) + 20 base 13
[590] ['15', '20', '25', '32'] -> ((25 + 32) / 15) + 20 base 13
[591] ['15', '20', '26', '31'] -> ((26 + 31) / 15) + 20 base 13
[592] ['2', '2', '3', '18'] -> (18 - (2 * 3)) * 2 base 13
[593] ['15', '20', '27', '30'] -> ((27 + 30) / 15) + 20 base 13
[594] ['15', '20', '27', '37'] -> (20 * 27) - (15 * 37) base 13
[595] ['15', '20', '28', '2C'] -> ((28 + 2C) / 15) + 20 base 13
[596] ['15', '20', '28', '37'] -> 28 - ((20 + 37) / 15) base 13
[597] ['15', '20', '29', '2B'] -> ((29 + 2B) / 15) + 20 base 13
[598] ['15', '20', '2A', '2A'] -> ((2A + 2A) / 15) + 20 base 13
[599] ['15', '20', '2B', '33'] -> ((20 * 33) + 15) / 2B base 13
[600] ['15', '20', '32', '33'] -> ((15 * 32) + 33) / 20 base 13
[601] ['15', '20', '32', '39'] -> ((20 * 39) - 15) / 32 base 13
[602] ['15', '20', '37', '39'] -> ((15 * 37) - 39) / 20 base 13
[603] ['2', '2', '3', '2A'] -> ((2A / 2) - 3) * 2 base 13
[604] ['15', '21', '23', '33'] -> (15 + 33) / (23 - 21) base 13
[605] ['15', '21', '24', '28'] -> ((21 * 28) - 15) / 24 base 13
[606] ['15', '21', '25', '33'] -> ((25 - 21) * 15) - 33 base 13
[607] ['15', '21', '28', '36'] -> 28 - ((21 + 36) / 15) base 13
[608] ['15', '21', '2A', '34'] -> ((15 * 34) + 2A) / 21 base 13
[609] ['15', '21', '2A', '38'] -> ((15 * 38) - 2A) / 21 base 13
[610] ['15', '21', '30', '35'] -> ((21 * 35) - 15) / 30 base 13
[611] ['15', '21', '33', '37'] -> ((21 * 37) + 15) / 33 base 13
[612] ['15', '22', '22', '2C'] -> ((15 + 2C) / 22) + 22 base 13
[613] ['15', '22', '23', '31'] -> ((15 + 31) / 23) + 22 base 13
[614] ['2', '2', '3', '30'] -> ((30 / 3) + 2) * 2 base 13
[615] ['15', '22', '25', '35'] -> ((15 + 35) / 25) + 22 base 13
[616] ['15', '22', '26', '2C'] -> 26 - ((15 + 2C) / 22) base 13
[617] ['15', '22', '26', '37'] -> ((15 + 37) / 26) + 22 base 13
[618] ['15', '22', '27', '39'] -> ((15 + 39) / 27) + 22 base 13
[619] ['15', '22', '28', '35'] -> 28 - ((22 + 35) / 15) base 13
[620] ['15', '22', '33', '3A'] -> ((15 * 3A) - 33) / 22 base 13
[621] ['15', '22', '35', '39'] -> ((15 * 35) + 39) / 22 base 13
[622] ['15', '23', '25', '33'] -> (15 + 33) / (25 - 23) base 13
[623] ['15', '23', '26', '31'] -> 26 - ((15 + 31) / 23) base 13
[624] ['15', '23', '27', '33'] -> ((27 - 23) * 15) - 33 base 13
[625] ['2', '2', '3', '35'] -> ((2 * 35) + 2) / 3 base 13
[626] ['15', '23', '31', '33'] -> ((23 * 33) - 15) / 31 base 13
[627] ['15', '23', '33', '37'] -> ((15 * 37) + 33) / 23 base 13
[628] ['15', '23', '38', '39'] -> ((23 * 39) + 15) / 38 base 13
[629] ['15', '24', '2A', '39'] -> ((15 * 39) + 2A) / 24 base 13
[630] ['15', '25', '26', '35'] -> 26 - ((15 + 35) / 25) base 13
[631] ['15', '25', '27', '33'] -> (15 + 33) / (27 - 25) base 13
[632] ['15', '25', '28', '32'] -> 28 - ((25 + 32) / 15) base 13
[633] ['15', '25', '33', '35'] -> ((25 * 33) + 15) / 35 base 13
[634] ['15', '26', '26', '37'] -> 26 - ((15 + 37) / 26) base 13
[635] ['15', '26', '28', '31'] -> 28 - ((26 + 31) / 15) base 13
[636] ['2', '2', '3', '37'] -> ((2 * 37) - 2) / 3 base 13
[637] ['15', '26', '28', '33'] -> (15 + 33) / (28 - 26) base 13
[638] ['15', '26', '2A', '30'] -> ((26 * 2A) + 15) / 30 base 13
[639] ['15', '26', '2A', '33'] -> ((2A - 26) * 15) - 33 base 13
[640] ['15', '27', '28', '2C'] -> ((27 * 28) + 15) / 2C base 13
[641] ['15', '27', '28', '30'] -> 28 - ((27 + 30) / 15) base 13
[642] ['15', '27', '29', '33'] -> (15 + 33) / (29 - 27) base 13
[643] ['15', '27', '2A', '30'] -> ((27 * 2A) - 15) / 30 base 13
[644] ['15', '27', '35', '3A'] -> ((27 * 35) + 15) / 3A base 13
[645] ['15', '28', '28', '2C'] -> 28 - ((28 + 2C) / 15) base 13
[646] ['15', '28', '29', '2B'] -> 28 - ((29 + 2B) / 15) base 13
[647] ['2', '2', '4', '1A'] -> (1A - (2 * 4)) * 2 base 13
[648] ['15', '28', '2A', '2A'] -> 28 - ((2A + 2A) / 15) base 13
[649] ['15', '28', '2C', '33'] -> ((2C - 28) * 15) - 33 base 13
[650] ['15', '28', '33', '38'] -> ((28 * 33) - 15) / 38 base 13
[651] ['15', '29', '2B', '33'] -> (15 + 33) / (2B - 29) base 13
[652] ['15', '29', '30', '33'] -> ((30 - 29) * 15) - 33 base 13
[653] ['15', '29', '32', '3A'] -> 29 - ((32 + 3A) / 15) base 13
[654] ['15', '29', '33', '39'] -> 29 - ((33 + 39) / 15) base 13
[655] ['15', '29', '34', '38'] -> 29 - ((34 + 38) / 15) base 13
[656] ['15', '29', '35', '37'] -> 29 - ((35 + 37) / 15) base 13
[657] ['15', '29', '36', '36'] -> 29 - ((36 + 36) / 15) base 13
[658] ['2', '2', '4', '22'] -> ((2 * 22) + 4) / 2 base 13
[659] ['15', '2A', '2B', '36'] -> ((2A * 2B) + 15) / 36 base 13
[660] ['15', '2A', '2C', '33'] -> (15 + 33) / (2C - 2A) base 13
[661] ['15', '2A', '2C', '36'] -> ((2A * 2C) - 15) / 36 base 13
[662] ['15', '2A', '31', '33'] -> ((31 - 2A) * 15) - 33 base 13
[663] ['15', '2B', '30', '33'] -> (15 + 33) / (30 - 2B) base 13
[664] ['15', '2B', '32', '33'] -> ((32 - 2B) * 15) - 33 base 13
[665] ['15', '2C', '33', '33'] -> ((33 - 2C) * 15) - 33 base 13
[666] ['15', '30', '32', '33'] -> (15 + 33) / (32 - 30) base 13
[667] ['15', '30', '33', '34'] -> ((34 - 30) * 15) - 33 base 13
[668] ['15', '31', '33', '33'] -> (15 + 33) / (33 - 31) base 13
[669] ['1', '1', '22', '23'] -> ((1 + 1) * 23) - 22 base 13
[670] ['2', '2', '4', '26'] -> ((2 * 26) - 4) / 2 base 13
[671] ['15', '31', '33', '35'] -> ((35 - 31) * 15) - 33 base 13
[672] ['15', '32', '33', '34'] -> (15 + 33) / (34 - 32) base 13
[673] ['15', '32', '33', '36'] -> ((36 - 32) * 15) - 33 base 13
[674] ['15', '33', '33', '35'] -> (15 + 33) / (35 - 33) base 13
[675] ['15', '33', '33', '37'] -> ((37 - 33) * 15) - 33 base 13
[676] ['15', '33', '34', '36'] -> (15 + 33) / (36 - 34) base 13
[677] ['15', '33', '35', '39'] -> ((39 - 35) * 15) - 33 base 13
[678] ['15', '33', '36', '38'] -> (15 + 33) / (38 - 36) base 13
[679] ['15', '33', '36', '3A'] -> ((3A - 36) * 15) - 33 base 13
[680] ['15', '33', '38', '3A'] -> (15 + 33) / (3A - 38) base 13
[681] ['2', '2', '4', '33'] -> 33 - ((2 + 4) * 2) base 13
[682] ['16', '16', '16', '22'] -> ((16 + 16) / 16) + 22 base 13
[683] ['16', '16', '16', '23'] -> ((16 * 23) + 16) / 16 base 13
[684] ['16', '16', '16', '25'] -> ((16 * 25) - 16) / 16 base 13
[685] ['16', '16', '16', '26'] -> 26 - ((16 + 16) / 16) base 13
[686] ['16', '16', '18', '32'] -> (16 + 32) / (18 - 16) base 13
[687] ['16', '16', '19', '21'] -> ((19 - 16) * 16) - 21 base 13
[688] ['16', '16', '1A', '37'] -> ((1A - 16) * 16) - 37 base 13
[689] ['16', '16', '21', '2C'] -> ((16 + 2C) / 16) + 21 base 13
[690] ['16', '16', '22', '2C'] -> ((16 * 22) + 2C) / 16 base 13
[691] ['16', '16', '26', '2C'] -> ((16 * 26) - 2C) / 16 base 13
[692] ['2', '2', '4', '35'] -> (2 * 4) + (35 / 2) base 13
[693] ['16', '16', '27', '2C'] -> 27 - ((16 + 2C) / 16) base 13
[694] ['16', '17', '18', '1C'] -> ((18 - 16) * 1C) - 17 base 13
[695] ['16', '17', '18', '22'] -> ((16 + 18) / 17) + 22 base 13
[696] ['16', '17', '18', '26'] -> 26 - ((16 + 18) / 17) base 13
[697] ['16', '17', '19', '1C'] -> ((19 * 1C) + 17) / 16 base 13
[698] ['16', '17', '19', '32'] -> (16 + 32) / (19 - 17) base 13
[699] ['16', '17', '1A', '21'] -> ((1A - 17) * 16) - 21 base 13
