[1] ['1', '1', '1', 'C'] -> (1 + 1 + 1) * C base 16
[9419] ['8', 'A', '10', '1A'] -> ((A - 8) * 1A) - 10 base 16
[9420] ['8', 'A', '10', '2B'] -> ((2B * 8) + 10) / A base 16
[9421] ['8', 'A', '10', '2F'] -> ((2F * 8) - 10) / A base 16
[9422] ['8', 'A', '11', '13'] -> (13 - 11) * (8 + A) base 16
[9423] ['8', 'A', '11', '14'] -> ((11 - A) * 8) - 14 base 16
[9424] ['8', 'A', '12', '12'] -> (12 * A) - (12 * 8) base 16
[9425] ['8', 'A', '13', '15'] -> (15 - 13) * (8 + A) base 16
[9426] ['8', 'A', '14', '1C'] -> ((A - 8) * 1C) - 14 base 16
[9427] ['8', 'A', '14', '2C'] -> ((14 - A) * 8) - 2C base 16
[9428] ['8', 'A', '16', '1D'] -> ((A - 8) * 1D) - 16 base 16
[9429] ['1', '9', 'E', '14'] -> 14 / ((E / 9) - 1) base 16
[9430] ['8', 'A', '16', '1F'] -> ((1F * A) - 16) / 8 base 16
[9431] ['8', 'A', '16', '21'] -> ((16 + 8) / A) + 21 base 16
[9432] ['8', 'A', '16', '27'] -> 27 - ((16 + 8) / A) base 16
[9433] ['8', 'A', '17', '19'] -> (19 - 17) * (8 + A) base 16
[9434] ['8', 'A', '17', '31'] -> (17 + 31) / (A - 8) base 16
[9435] ['8', 'A', '18', '1A'] -> (1A - 18) * (8 + A) base 16
[9436] ['8', 'A', '19', '1B'] -> (1B - 19) * (8 + A) base 16
[9437] ['8', 'A', '19', '26'] -> ((19 * A) + 26) / 8 base 16
[9438] ['8', 'A', '19', '2F'] -> (19 + 2F) / (A - 8) base 16
[9439] ['8', 'A', '1A', '1F'] -> ((A - 8) * 1F) - 1A base 16
[9440] ['1', '9', 'F', '2D'] -> ((2D / F) + 1) * 9 base 16
[9441] ['8', 'A', '1A', '25'] -> (25 * 8) - (1A * A) base 16
[9442] ['8', 'A', '1A', '2E'] -> (1A + 2E) / (A - 8) base 16
[9443] ['8', 'A', '1B', '1D'] -> (1D - 1B) * (8 + A) base 16
[9444] ['8', 'A', '1C', '1E'] -> (1E - 1C) * (8 + A) base 16
[9445] ['8', 'A', '1C', '20'] -> ((A - 8) * 20) - 1C base 16
[9446] ['8', 'A', '1C', '2C'] -> (1C + 2C) / (A - 8) base 16
[9447] ['8', 'A', '1D', '1F'] -> (1F - 1D) * (8 + A) base 16
[9448] ['8', 'A', '1D', '2B'] -> (1D + 2B) / (A - 8) base 16
[9449] ['8', 'A', '1D', '2E'] -> ((2E + A) / 8) + 1D base 16
[9450] ['8', 'A', '1E', '26'] -> ((26 + A) / 8) + 1E base 16
[9451] ['1', '9', '10', '30'] -> ((30 / 10) + 1) * 9 base 16
[9452] ['8', 'A', '1F', '21'] -> (21 - 1F) * (8 + A) base 16
[9453] ['8', 'A', '1F', '29'] -> (1F + 29) / (A - 8) base 16
[9454] ['8', 'A', '1F', '2A'] -> ((2A + 8) / A) + 1F base 16
[9455] ['8', 'A', '20', '29'] -> ((29 * 8) + 20) / A base 16
[9456] ['8', 'A', '20', '31'] -> ((31 * 8) - 20) / A base 16
[9457] ['8', 'A', '21', '23'] -> (23 - 21) * (8 + A) base 16
[9458] ['8', 'A', '21', '27'] -> (21 + 27) / (A - 8) base 16
[9459] ['8', 'A', '21', '2A'] -> ((21 * A) - 2A) / 8 base 16
[9460] ['8', 'A', '22', '23'] -> ((A - 8) * 23) - 22 base 16
[9461] ['8', 'A', '22', '2F'] -> (2F * 8) - (22 * A) base 16
[9462] ['1', '1', '10', '22'] -> (1 + 1) * (22 - 10) base 16
[9463] ['1', '9', '11', '13'] -> ((11 * 13) + 1) / 9 base 16
[9464] ['8', 'A', '25', '26'] -> ((A - 8) * 25) - 26 base 16
[9465] ['8', 'A', '25', '27'] -> (27 - 25) * (8 + A) base 16
[9466] ['8', 'A', '26', '2A'] -> 2A - ((26 + A) / 8) base 16
[9467] ['8', 'A', '26', '2B'] -> (26 * A) - (2B * 8) base 16
[9468] ['8', 'A', '27', '29'] -> (29 - 27) * (8 + A) base 16
[9469] ['8', 'A', '27', '2A'] -> ((A - 8) * 27) - 2A base 16
[9470] ['8', 'A', '27', '30'] -> ((27 * 8) + 30) / A base 16
[9471] ['8', 'A', '28', '2C'] -> ((A - 8) * 28) - 2C base 16
[9472] ['8', 'A', '29', '2A'] -> 29 - ((2A + 8) / A) base 16
[9473] ['8', 'A', '29', '2B'] -> (2B - 29) * (8 + A) base 16
[9474] ['1', '9', '11', '20'] -> 20 / ((11 / 9) - 1) base 16
[9475] ['8', 'A', '29', '2E'] -> ((A - 8) * 29) - 2E base 16
[9476] ['8', 'A', '2A', '2C'] -> (2C - 2A) * (8 + A) base 16
[9477] ['8', 'A', '2B', '2D'] -> (2D - 2B) * (8 + A) base 16
[9478] ['8', 'A', '2B', '2E'] -> 2B - ((2E + A) / 8) base 16
[9479] ['8', 'A', '2C', '2E'] -> (2E - 2C) * (8 + A) base 16
[9480] ['8', 'A', '2D', '2F'] -> (2F - 2D) * (8 + A) base 16
[9481] ['8', 'A', '2E', '30'] -> (30 - 2E) * (8 + A) base 16
[9482] ['8', 'A', '2F', '31'] -> (31 - 2F) * (8 + A) base 16
[9483] ['8', 'B', 'B', 'F'] -> ((F - B) * B) - 8 base 16
[9484] ['8', 'B', 'C', 'C'] -> (B * C) - (8 * C) base 16
[9485] ['1', '9', '11', '22'] -> ((1 + 11) / 9) + 22 base 16
[9486] ['8', 'B', 'C', '11'] -> ((11 - B) * 8) - C base 16
[9487] ['8', 'B', 'D', '11'] -> ((11 - D) * B) - 8 base 16
[9488] ['8', 'B', 'D', '13'] -> ((D - 8) * B) - 13 base 16
[9489] ['8', 'B', 'D', '16'] -> ((D - B) * 16) - 8 base 16
[9490] ['8', 'B', 'D', '17'] -> ((17 * D) - B) / 8 base 16
[9491] ['8', 'B', 'D', '21'] -> ((B + D) / 8) + 21 base 16
[9492] ['8', 'B', 'E', '1E'] -> ((E - 8) * B) - 1E base 16
[9493] ['8', 'B', 'E', '22'] -> ((8 + E) / B) + 22 base 16
[9494] ['8', 'B', 'F', '13'] -> ((13 - F) * B) - 8 base 16
[9495] ['8', 'B', '10', '14'] -> ((14 - 10) * B) - 8 base 16
[9496] ['1', '9', '11', '26'] -> 26 - ((1 + 11) / 9) base 16
[9497] ['8', 'B', '11', '15'] -> ((15 - 11) * B) - 8 base 16
[9498] ['8', 'B', '12', '12'] -> ((B - 8) * 12) - 12 base 16
[9499] ['8', 'B', '12', '14'] -> ((12 - B) * 8) - 14 base 16
[9500] ['8', 'B', '12', '16'] -> ((16 - 12) * B) - 8 base 16
[9501] ['8', 'B', '13', '15'] -> ((B - 8) * 13) - 15 base 16
[9502] ['8', 'B', '13', '17'] -> ((17 - 13) * B) - 8 base 16
[9503] ['8', 'B', '13', '1C'] -> ((13 - B) * 8) - 1C base 16
[9504] ['8', 'B', '14', '17'] -> (14 * B) - (17 * 8) base 16
[9505] ['8', 'B', '14', '1C'] -> ((1C * B) - 14) / 8 base 16
[9506] ['8', 'B', '14', '2F'] -> ((2F * 8) + 14) / B base 16
[9507] ['1', '9', '13', '28'] -> 28 / ((13 / 9) - 1) base 16
[9508] ['8', 'B', '15', '19'] -> ((19 - 15) * B) - 8 base 16
[9509] ['8', 'B', '15', '1B'] -> ((B - 8) * 15) - 1B base 16
[9510] ['8', 'B', '15', '28'] -> 28 - ((15 + B) / 8) base 16
[9511] ['8', 'B', '15', '2C'] -> ((15 - B) * 8) - 2C base 16
[9512] ['8', 'B', '17', '1B'] -> ((1B - 17) * B) - 8 base 16
[9513] ['8', 'B', '17', '21'] -> ((B - 8) * 17) - 21 base 16
[9514] ['8', 'B', '18', '18'] -> ((18 * B) + 18) / 8 base 16
[9515] ['8', 'B', '19', '1D'] -> ((1D - 19) * B) - 8 base 16
[9516] ['8', 'B', '1A', '2A'] -> ((B - 8) * 1A) - 2A base 16
[9517] ['8', 'B', '1B', '1F'] -> ((1F - 1B) * B) - 8 base 16
[9518] ['1', '9', '14', '22'] -> (14 / (1 + 9)) + 22 base 16
[9519] ['8', 'B', '1C', '20'] -> ((20 - 1C) * B) - 8 base 16
[9520] ['8', 'B', '1C', '22'] -> (1C * B) - (22 * 8) base 16
[9521] ['8', 'B', '1C', '2B'] -> (2B * 8) - (1C * B) base 16
[9522] ['8', 'B', '1C', '2E'] -> ((2E * 8) + 1C) / B base 16
[9523] ['8', 'B', '1C', '30'] -> ((B - 8) * 1C) - 30 base 16
[9524] ['8', 'B', '1D', '21'] -> ((21 - 1D) * B) - 8 base 16
[9525] ['8', 'B', '1D', '2D'] -> ((2D + B) / 8) + 1D base 16
[9526] ['8', 'B', '1E', '25'] -> ((25 + B) / 8) + 1E base 16
[9527] ['8', 'B', '1F', '23'] -> ((23 - 1F) * B) - 8 base 16
[9528] ['8', 'B', '1F', '2F'] -> ((2F + 8) / B) + 1F base 16
[9529] ['1', '9', '14', '26'] -> 26 - (14 / (1 + 9)) base 16
[9530] ['8', 'B', '21', '25'] -> ((25 - 21) * B) - 8 base 16
[9531] ['8', 'B', '25', '29'] -> ((29 - 25) * B) - 8 base 16
[9532] ['8', 'B', '25', '2A'] -> 2A - ((25 + B) / 8) base 16
[9533] ['8', 'B', '26', '26'] -> 26 - (26 / (8 + B)) base 16
[9534] ['8', 'B', '26', '2A'] -> ((2A - 26) * B) - 8 base 16
[9535] ['8', 'B', '27', '2B'] -> ((2B - 27) * B) - 8 base 16
[9536] ['8', 'B', '29', '2D'] -> ((2D - 29) * B) - 8 base 16
[9537] ['8', 'B', '29', '2F'] -> 29 - ((2F + 8) / B) base 16
[9538] ['8', 'B', '2A', '2E'] -> ((2E - 2A) * B) - 8 base 16
[9539] ['8', 'B', '2B', '2D'] -> 2B - ((2D + B) / 8) base 16
[9540] ['1', '9', '14', '2C'] -> 2C / ((14 / 9) - 1) base 16
[9541] ['8', 'B', '2B', '2F'] -> ((2F - 2B) * B) - 8 base 16
[9542] ['8', 'B', '2C', '2C'] -> ((2C * 8) + 2C) / B base 16
[9543] ['8', 'B', '2D', '31'] -> ((31 - 2D) * B) - 8 base 16
[9544] ['8', 'C', 'C', '19'] -> ((19 * C) - C) / 8 base 16
[9545] ['8', 'C', 'E', '16'] -> ((E - C) * 16) - 8 base 16
[9546] ['8', 'C', 'E', '24'] -> ((E - 8) * C) - 24 base 16
[9547] ['8', 'C', '10', '1C'] -> ((C - 8) * 10) - 1C base 16
[9548] ['8', 'C', '11', '15'] -> (11 * C) - (15 * 8) base 16
[9549] ['8', 'C', '11', '1E'] -> (1E * 8) - (11 * C) base 16
[9550] ['8', 'C', '11', '20'] -> ((C - 8) * 11) - 20 base 16
[9551] ['1', '9', '15', '1B'] -> ((15 / 9) - 1) * 1B base 16
[9552] ['8', 'C', '13', '14'] -> ((13 - C) * 8) - 14 base 16
[9553] ['8', 'C', '13', '19'] -> ((19 - 13) * 8) - C base 16
[9554] ['8', 'C', '14', '16'] -> ((14 * 16) - 8) / C base 16
[9555] ['8', 'C', '14', '1A'] -> ((1A - 14) * 8) - C base 16
[9556] ['8', 'C', '14', '1C'] -> ((14 - C) * 8) - 1C base 16
[9557] ['8', 'C', '14', '30'] -> ((14 * C) + 30) / 8 base 16
[9558] ['8', 'C', '15', '30'] -> ((C - 8) * 15) - 30 base 16
[9559] ['8', 'C', '16', '1C'] -> ((1C - 16) * 8) - C base 16
[9560] ['8', 'C', '16', '2C'] -> ((16 - C) * 8) - 2C base 16
[9561] ['8', 'C', '17', '1D'] -> ((1D - 17) * 8) - C base 16
[9562] ['1', '9', '15', '1C'] -> 9 / (1 - (15 / 1C)) base 16
[9563] ['8', 'C', '17', '1E'] -> (17 * C) - (1E * 8) base 16
[9564] ['8', 'C', '19', '21'] -> (19 * C) - (21 * 8) base 16
[9565] ['8', 'C', '19', '2A'] -> (2A * 8) - (19 * C) base 16
[9566] ['8', 'C', '1A', '20'] -> ((20 - 1A) * 8) - C base 16
[9567] ['8', 'C', '1B', '2D'] -> (2D * 8) - (1B * C) base 16
[9568] ['8', 'C', '1C', '29'] -> 29 - ((1C + C) / 8) base 16
[9569] ['8', 'C', '1C', '30'] -> ((1C * C) - 30) / 8 base 16
[9570] ['8', 'C', '1D', '23'] -> ((23 - 1D) * 8) - C base 16
[9571] ['8', 'C', '1D', '27'] -> (1D * C) - (27 * 8) base 16
[9572] ['8', 'C', '1D', '2C'] -> ((2C + C) / 8) + 1D base 16
[9573] ['1', '1', '10', '28'] -> (28 / (1 + 1)) + 10 base 16
[9574] ['1', '9', '18', '1E'] -> 9 / ((1E / 18) - 1) base 16
[9575] ['8', 'C', '1D', '30'] -> (30 * 8) - (1D * C) base 16
[9576] ['8', 'C', '1F', '25'] -> ((25 - 1F) * 8) - C base 16
[9577] ['8', 'C', '20', '28'] -> ((28 + 8) / C) + 20 base 16
[9578] ['8', 'C', '21', '27'] -> ((27 - 21) * 8) - C base 16
[9579] ['8', 'C', '21', '2D'] -> (21 * C) - (2D * 8) base 16
[9580] ['8', 'C', '23', '29'] -> ((29 - 23) * 8) - C base 16
[9581] ['8', 'C', '23', '30'] -> (23 * C) - (30 * 8) base 16
[9582] ['8', 'C', '25', '2B'] -> ((2B - 25) * 8) - C base 16
[9583] ['8', 'C', '26', '28'] -> 26 - (28 / (8 + C)) base 16
[9584] ['8', 'C', '26', '2C'] -> ((2C - 26) * 8) - C base 16
[9585] ['1', '9', '18', '20'] -> 9 / (1 - (18 / 20)) base 16
[9586] ['8', 'C', '27', '2D'] -> ((2D - 27) * 8) - C base 16
[9587] ['8', 'C', '28', '28'] -> 28 - ((28 + 8) / C) base 16
[9588] ['8', 'C', '29', '2F'] -> ((2F - 29) * 8) - C base 16
[9589] ['8', 'C', '2B', '2C'] -> 2B - ((2C + C) / 8) base 16
[9590] ['8', 'C', '2B', '31'] -> ((31 - 2B) * 8) - C base 16
[9591] ['8', 'D', 'E', '2A'] -> ((E - 8) * D) - 2A base 16
[9592] ['8', 'D', 'F', '15'] -> ((15 * D) + F) / 8 base 16
[9593] ['8', 'D', 'F', '16'] -> ((F - D) * 16) - 8 base 16
[9594] ['8', 'D', '10', '2C'] -> ((D - 8) * 10) - 2C base 16
[9595] ['8', 'D', '11', '1C'] -> ((11 * 1C) - 8) / D base 16
[9596] ['1', '9', '1A', '21'] -> ((1 + 1A) / 9) + 21 base 16
[9597] ['8', 'D', '11', '31'] -> ((D - 8) * 11) - 31 base 16
[9598] ['8', 'D', '12', '26'] -> 26 - ((12 + 8) / D) base 16
[9599] ['8', 'D', '13', '28'] -> 28 - ((13 + D) / 8) base 16
[9600] ['8', 'D', '13', '29'] -> ((13 * D) + 29) / 8 base 16
[9601] ['8', 'D', '14', '14'] -> ((14 - D) * 8) - 14 base 16
[9602] ['8', 'D', '14', '17'] -> ((14 * 17) + 8) / D base 16
[9603] ['8', 'D', '15', '1C'] -> ((15 - D) * 8) - 1C base 16
[9604] ['8', 'D', '17', '2C'] -> ((17 - D) * 8) - 2C base 16
[9605] ['8', 'D', '18', '18'] -> ((18 * D) - 18) / 8 base 16
[9606] ['8', 'D', '19', '25'] -> ((19 * D) - 25) / 8 base 16
[9607] ['1', '9', '1A', '27'] -> 27 - ((1 + 1A) / 9) base 16
[9608] ['8', 'D', '1B', '1F'] -> ((1B + D) / 8) + 1F base 16
[9609] ['8', 'D', '1C', '29'] -> (1C * D) - (29 * 8) base 16
[9610] ['8', 'D', '1D', '2B'] -> ((2B + D) / 8) + 1D base 16
[9611] ['8', 'D', '1E', '23'] -> ((23 + D) / 8) + 1E base 16
[9612] ['8', 'D', '1F', '21'] -> ((1F + 8) / D) + 21 base 16
[9613] ['8', 'D', '20', '2C'] -> ((2C + 8) / D) + 20 base 16
[9614] ['8', 'D', '22', '2A'] -> (2A / (8 + D)) + 22 base 16
[9615] ['8', 'D', '23', '2A'] -> 2A - ((23 + D) / 8) base 16
[9616] ['8', 'D', '26', '2A'] -> 26 - (2A / (8 + D)) base 16
[9617] ['8', 'D', '2B', '2B'] -> 2B - ((2B + D) / 8) base 16
[9618] ['1', '9', '1B', '1B'] -> ((9 / 1B) + 1) * 1B base 16
[9619] ['8', 'E', 'E', '30'] -> ((E - 8) * E) - 30 base 16
[9620] ['8', 'E', '10', '1F'] -> ((10 * 1F) + 8) / E base 16
[9621] ['8', 'E', '12', '1B'] -> (12 * E) - (1B * 8) base 16
[9622] ['8', 'E', '13', '16'] -> ((13 * E) + 16) / 8 base 16
[9623] ['8', 'E', '14', '15'] -> ((15 - E) * 8) - 14 base 16
[9624] ['8', 'E', '16', '22'] -> (16 * E) - (22 * 8) base 16
[9625] ['8', 'E', '16', '2B'] -> (2B * 8) - (16 * E) base 16
[9626] ['8', 'E', '17', '22'] -> ((17 * E) - 22) / 8 base 16
[9627] ['8', 'E', '18', '2C'] -> ((18 - E) * 8) - 2C base 16
[9628] ['8', 'E', '1A', '1F'] -> ((1A + E) / 8) + 1F base 16
[9629] ['1', '9', '1B', '30'] -> 30 / ((9 / 1B) + 1) base 16
[9630] ['8', 'E', '1E', '30'] -> (1E * E) - (30 * 8) base 16
[9631] ['8', 'E', '20', '30'] -> ((30 + 8) / E) + 20 base 16
[9632] ['8', 'E', '21', '22'] -> ((22 + 8) / E) + 21 base 16
[9633] ['8', 'E', '22', '27'] -> 27 - ((22 + 8) / E) base 16
[9634] ['8', 'E', '22', '2C'] -> (2C / (8 + E)) + 22 base 16
[9635] ['8', 'E', '28', '30'] -> 28 - ((30 + 8) / E) base 16
[9636] ['8', 'F', '10', '30'] -> ((10 * F) + 30) / 8 base 16
[9637] ['8', 'F', '11', '16'] -> ((11 - F) * 16) - 8 base 16
[9638] ['8', 'F', '11', '21'] -> ((11 * F) + 21) / 8 base 16
[9639] ['8', 'F', '12', '12'] -> ((12 * F) + 12) / 8 base 16
[9640] ['1', '9', '1C', '23'] -> 9 / ((23 / 1C) - 1) base 16
[9641] ['8', 'F', '13', '1C'] -> ((13 * 1C) + 8) / F base 16
[9642] ['8', 'F', '14', '16'] -> ((16 - F) * 8) - 14 base 16
[9643] ['8', 'F', '16', '22'] -> ((16 + 8) / F) + 22 base 16
[9644] ['8', 'F', '16', '26'] -> 26 - ((16 + 8) / F) base 16
[9645] ['8', 'F', '16', '2A'] -> ((16 * F) - 2A) / 8 base 16
[9646] ['8', 'F', '17', '1C'] -> ((17 - F) * 8) - 1C base 16
[9647] ['8', 'F', '19', '1F'] -> ((19 + F) / 8) + 1F base 16
[9648] ['8', 'F', '19', '29'] -> 29 - ((19 + F) / 8) base 16
[9649] ['8', 'F', '19', '2C'] -> ((19 - F) * 8) - 2C base 16
[9650] ['8', 'F', '1C', '31'] -> ((31 + F) / 8) + 1C base 16
[9651] ['1', '9', '1E', '27'] -> 27 - (1E / (1 + 9)) base 16
[9652] ['8', 'F', '1D', '29'] -> ((29 + F) / 8) + 1D base 16
[9653] ['8', 'F', '1E', '21'] -> ((21 + F) / 8) + 1E base 16
[9654] ['8', 'F', '21', '25'] -> ((25 + 8) / F) + 21 base 16
[9655] ['8', 'F', '21', '2A'] -> 2A - ((21 + F) / 8) base 16
[9656] ['8', 'F', '22', '2E'] -> (2E / (8 + F)) + 22 base 16
[9657] ['8', 'F', '25', '27'] -> 27 - ((25 + 8) / F) base 16
[9658] ['8', 'F', '2C', '31'] -> 2C - ((31 + F) / 8) base 16
[9659] ['8', '10', '10', '11'] -> ((10 * 11) + 10) / 8 base 16
[9660] ['8', '10', '10', '13'] -> ((10 * 13) - 10) / 8 base 16
[9661] ['8', '10', '12', '29'] -> ((10 * 29) - 8) / 12 base 16
[9662] ['1', '9', '1E', '28'] -> 9 / (1 - (1E / 28)) base 16
[9663] ['8', '10', '14', '17'] -> ((17 - 10) * 8) - 14 base 16
[9664] ['8', '10', '15', '30'] -> ((10 * 15) - 30) / 8 base 16
[9665] ['8', '10', '16', '31'] -> ((10 * 31) + 8) / 16 base 16
[9666] ['8', '10', '18', '1F'] -> ((10 + 18) / 8) + 1F base 16
[9667] ['8', '10', '18', '22'] -> ((18 + 8) / 10) + 22 base 16
[9668] ['8', '10', '18', '26'] -> 26 - ((18 + 8) / 10) base 16
[9669] ['8', '10', '18', '29'] -> 29 - ((10 + 18) / 8) base 16
[9670] ['8', '10', '1C', '30'] -> ((10 + 30) / 8) + 1C base 16
[9671] ['8', '10', '1D', '28'] -> ((10 + 28) / 8) + 1D base 16
[9672] ['8', '10', '22', '30'] -> (30 / (10 + 8)) + 22 base 16
[9673] ['1', '9', '1F', '2C'] -> ((1 + 2C) / 9) + 1F base 16
[9674] ['8', '10', '26', '30'] -> 26 - (30 / (10 + 8)) base 16
[9675] ['8', '10', '28', '2B'] -> 2B - ((10 + 28) / 8) base 16
[9676] ['8', '11', '13', '16'] -> ((13 - 11) * 16) - 8 base 16
[9677] ['8', '11', '13', '23'] -> ((11 * 13) - 23) / 8 base 16
[9678] ['8', '11', '14', '26'] -> (11 * 14) - (26 * 8) base 16
[9679] ['8', '11', '15', '2C'] -> ((11 * 2C) + 8) / 15 base 16
[9680] ['8', '11', '17', '1F'] -> ((11 + 17) / 8) + 1F base 16
[9681] ['8', '11', '17', '29'] -> 29 - ((11 + 17) / 8) base 16
[9682] ['8', '11', '19', '1C'] -> ((19 - 11) * 8) - 1C base 16
[9683] ['8', '11', '1A', '26'] -> 26 - ((1A + 8) / 11) base 16
[9684] ['1', '1', '10', '2C'] -> 2C - (10 / (1 + 1)) base 16
[9685] ['1', '9', '21', '2C'] -> 9 / (1 - (21 / 2C)) base 16
[9686] ['8', '11', '1B', '2C'] -> ((1B - 11) * 8) - 2C base 16
[9687] ['8', '11', '1C', '2F'] -> ((11 + 2F) / 8) + 1C base 16
[9688] ['8', '11', '1D', '27'] -> ((11 + 27) / 8) + 1D base 16
[9689] ['8', '11', '21', '2B'] -> ((2B + 8) / 11) + 21 base 16
[9690] ['8', '11', '2C', '2F'] -> 2C - ((11 + 2F) / 8) base 16
[9691] ['8', '12', '14', '16'] -> ((14 - 12) * 16) - 8 base 16
[9692] ['8', '12', '14', '19'] -> ((19 - 12) * 8) - 14 base 16
[9693] ['8', '12', '16', '1F'] -> ((12 + 16) / 8) + 1F base 16
[9694] ['8', '12', '16', '29'] -> 29 - ((12 + 16) / 8) base 16
[9695] ['8', '12', '16', '2D'] -> (12 * 16) - (2D * 8) base 16
[9696] ['1', '9', '28', '28'] -> 28 - (28 / (1 + 9)) base 16
[9697] ['8', '12', '1A', '1C'] -> ((1A - 12) * 8) - 1C base 16
[9698] ['8', '12', '1C', '2E'] -> ((12 + 2E) / 8) + 1C base 16
[9699] ['8', '12', '1D', '26'] -> ((12 + 26) / 8) + 1D base 16
[9700] ['8', '12', '1E', '1E'] -> ((12 + 1E) / 8) + 1E base 16
[9701] ['8', '12', '1E', '2A'] -> 2A - ((12 + 1E) / 8) base 16
[9702] ['8', '12', '21', '2E'] -> ((2E + 8) / 12) + 21 base 16
[9703] ['8', '12', '27', '2E'] -> 27 - ((2E + 8) / 12) base 16
[9704] ['8', '12', '2C', '2E'] -> 2C - ((12 + 2E) / 8) base 16
[9705] ['8', '13', '14', '1A'] -> ((1A - 13) * 8) - 14 base 16
[9706] ['8', '13', '15', '16'] -> ((15 - 13) * 16) - 8 base 16
[9707] ['1', '9', '2D', '2D'] -> (1 - (9 / 2D)) * 2D base 16
[9708] ['8', '13', '15', '1F'] -> ((13 + 15) / 8) + 1F base 16
[9709] ['8', '13', '15', '29'] -> 29 - ((13 + 15) / 8) base 16
[9710] ['8', '13', '17', '2C'] -> ((13 * 2C) - 8) / 17 base 16
[9711] ['8', '13', '1A', '1A'] -> ((1A * 1A) + 8) / 13 base 16
[9712] ['8', '13', '1B', '1C'] -> ((1B - 13) * 8) - 1C base 16
[9713] ['8', '13', '1C', '2D'] -> ((13 + 2D) / 8) + 1C base 16
[9714] ['8', '13', '1D', '1E'] -> ((13 + 1D) / 8) + 1E base 16
[9715] ['8', '13', '1D', '25'] -> ((13 + 25) / 8) + 1D base 16
[9716] ['8', '13', '1D', '2A'] -> 2A - ((13 + 1D) / 8) base 16
[9717] ['8', '13', '1D', '2C'] -> ((1D - 13) * 8) - 2C base 16
[9718] ['1', 'A', 'A', '12'] -> ((A / A) + 1) * 12 base 16
[9719] ['8', '13', '1E', '22'] -> ((1E + 8) / 13) + 22 base 16
[9720] ['8', '13', '21', '31'] -> ((31 + 8) / 13) + 21 base 16
[9721] ['8', '13', '25', '2B'] -> 2B - ((13 + 25) / 8) base 16
[9722] ['8', '13', '27', '31'] -> 27 - ((31 + 8) / 13) base 16
[9723] ['8', '13', '2C', '2D'] -> 2C - ((13 + 2D) / 8) base 16
[9724] ['8', '14', '14', '1F'] -> ((14 + 14) / 8) + 1F base 16
[9725] ['8', '14', '14', '29'] -> 29 - ((14 + 14) / 8) base 16
[9726] ['8', '14', '16', '16'] -> ((16 - 14) * 16) - 8 base 16
[9727] ['8', '14', '16', '1D'] -> ((1D - 16) * 8) - 14 base 16
[9728] ['8', '14', '17', '1E'] -> ((1E - 17) * 8) - 14 base 16
[9729] ['1', 'A', 'A', '1A'] -> ((1A / A) + 1) * A base 16
[9730] ['8', '14', '18', '1F'] -> ((1F - 18) * 8) - 14 base 16
[9731] ['8', '14', '19', '20'] -> ((20 - 19) * 8) - 14 base 16
[9732] ['8', '14', '1A', '21'] -> ((21 - 1A) * 8) - 14 base 16
[9733] ['8', '14', '1B', '22'] -> ((22 - 1B) * 8) - 14 base 16
[9734] ['8', '14', '1B', '31'] -> ((14 * 31) - 8) / 1B base 16
[9735] ['8', '14', '1C', '1C'] -> ((1C - 14) * 8) - 1C base 16
[9736] ['8', '14', '1C', '2A'] -> 2A - ((14 + 1C) / 8) base 16
[9737] ['8', '14', '1C', '2C'] -> ((14 + 2C) / 8) + 1C base 16
[9738] ['8', '14', '1E', '25'] -> ((25 - 1E) * 8) - 14 base 16
[9739] ['8', '14', '1E', '2C'] -> ((1E - 14) * 8) - 2C base 16
[9740] ['1', 'A', 'A', '2E'] -> ((2E / A) - 1) * A base 16
[9741] ['8', '14', '1F', '26'] -> ((26 - 1F) * 8) - 14 base 16
[9742] ['8', '14', '20', '26'] -> 26 - ((20 + 8) / 14) base 16
[9743] ['8', '14', '20', '27'] -> ((27 - 20) * 8) - 14 base 16
[9744] ['8', '14', '21', '28'] -> ((28 - 21) * 8) - 14 base 16
[9745] ['8', '14', '22', '29'] -> ((29 - 22) * 8) - 14 base 16
[9746] ['8', '14', '23', '2A'] -> ((2A - 23) * 8) - 14 base 16
[9747] ['8', '14', '25', '2C'] -> ((2C - 25) * 8) - 14 base 16
[9748] ['8', '14', '26', '2D'] -> ((2D - 26) * 8) - 14 base 16
[9749] ['8', '14', '27', '2E'] -> ((2E - 27) * 8) - 14 base 16
[9750] ['8', '14', '28', '2F'] -> ((2F - 28) * 8) - 14 base 16
[9751] ['1', 'A', 'B', 'D'] -> (1 + B) * (D - A) base 16
[9752] ['8', '14', '29', '30'] -> ((30 - 29) * 8) - 14 base 16
[9753] ['8', '14', '2A', '31'] -> ((31 - 2A) * 8) - 14 base 16
[9754] ['8', '14', '2C', '2C'] -> 2C - ((14 + 2C) / 8) base 16
[9755] ['8', '15', '16', '17'] -> ((17 - 15) * 16) - 8 base 16
[9756] ['8', '15', '16', '22'] -> ((16 * 22) + 8) / 15 base 16
[9757] ['8', '15', '1B', '1E'] -> ((15 + 1B) / 8) + 1E base 16
[9758] ['8', '15', '1B', '2A'] -> 2A - ((15 + 1B) / 8) base 16
[9759] ['8', '15', '1C', '1D'] -> ((1D - 15) * 8) - 1C base 16
[9760] ['8', '15', '1C', '2B'] -> ((15 + 2B) / 8) + 1C base 16
