[1] ['1', '1', '1', '8'] -> (1 + 1 + 1) * 8
[394] ['16', '19', '22', '34'] -> ((19 * 22) - 34) / 16
[395] ['16', '19', '22', '42'] -> ((19 - 16) * 22) - 42
[396] ['16', '19', '23', '40'] -> ((23 - 19) * 16) - 40
[397] ['17', '17', '26', '34'] -> ((17 * 26) - 34) / 17
[398] ['17', '17', '27', '34'] -> 27 - ((17 + 34) / 17)
[399] ['17', '17', '34', '47'] -> ((17 * 47) + 17) / 34
[400] ['17', '17', '34', '49'] -> ((17 * 49) - 17) / 34
[401] ['17', '18', '19', '21'] -> ((19 - 17) * 21) - 18
[402] ['17', '18', '19', '22'] -> ((17 + 19) / 18) + 22
[403] ['1', '16', '23', '46'] -> ((23 / 46) + 1) * 16
[404] ['17', '18', '19', '26'] -> 26 - ((17 + 19) / 18)
[405] ['17', '18', '20', '48'] -> ((18 * 20) + 48) / 17
[406] ['17', '18', '21', '27'] -> ((21 - 18) * 17) - 27
[407] ['17', '18', '21', '30'] -> ((18 * 21) + 30) / 17
[408] ['17', '18', '21', '33'] -> ((18 + 33) / 17) + 21
[409] ['17', '18', '21', '37'] -> ((17 + 37) / 18) + 21
[410] ['16', '20', '25', '27'] -> ((27 - 25) * 20) - 16
[411] ['16', '20', '25', '39'] -> ((25 + 39) / 16) + 20
[412] ['16', '20', '26', '31'] -> (20 * 26) - (16 * 31)
[413] ['16', '20', '27', '28'] -> 27 - ((20 + 28) / 16)
[414] ['1', '16', '26', '31'] -> 26 - ((1 + 31) / 16)
[415] ['16', '20', '27', '29'] -> ((29 - 27) * 20) - 16
[416] ['16', '20', '27', '37'] -> ((27 + 37) / 16) + 20
[417] ['16', '20', '27', '48'] -> ((16 * 27) + 48) / 20
[418] ['16', '20', '28', '30'] -> ((30 - 28) * 20) - 16
[419] ['16', '20', '28', '36'] -> ((28 + 36) / 16) + 20
[420] ['16', '20', '28', '44'] -> 28 - ((20 + 44) / 16)
[421] ['16', '20', '29', '34'] -> ((20 * 34) + 16) / 29
[422] ['16', '20', '30', '39'] -> (16 * 39) - (20 * 30)
[423] ['16', '20', '31', '38'] -> ((20 * 38) - 16) / 31
[424] ['16', '20', '33', '35'] -> ((35 - 33) * 20) - 16
[425] ['1', '14', '42', '48'] -> 48 / ((42 / 14) - 1)
[426] ['16', '20', '33', '48'] -> ((16 * 33) - 48) / 20
[427] ['16', '20', '34', '41'] -> (20 * 34) - (16 * 41)
[428] ['16', '20', '34', '44'] -> (16 * 44) - (20 * 34)
[429] ['16', '20', '35', '37'] -> ((37 - 35) * 20) - 16
[430] ['16', '20', '36', '38'] -> ((38 - 36) * 20) - 16
[431] ['16', '20', '37', '39'] -> ((39 - 37) * 20) - 16
[432] ['16', '20', '38', '46'] -> (20 * 38) - (16 * 46)
[433] ['16', '20', '38', '49'] -> (16 * 49) - (20 * 38)
[434] ['16', '20', '39', '41'] -> ((41 - 39) * 20) - 16
[435] ['16', '20', '41', '43'] -> ((43 - 41) * 20) - 16
[436] ['1', '15', '15', '39'] -> ((39 / 15) - 1) * 15
[437] ['16', '20', '42', '44'] -> ((44 - 42) * 20) - 16
[438] ['16', '20', '43', '45'] -> ((45 - 43) * 20) - 16
[439] ['16', '20', '45', '47'] -> ((47 - 45) * 20) - 16
[440] ['16', '20', '46', '48'] -> ((48 - 46) * 20) - 16
[441] ['16', '20', '48', '48'] -> (48 + 48) / (20 - 16)
[442] ['16', '21', '21', '27'] -> ((21 + 27) / 16) + 21
[443] ['16', '21', '21', '47'] -> ((16 + 47) / 21) + 21
[444] ['16', '21', '23', '25'] -> ((23 + 25) / 16) + 21
[445] ['16', '21', '25', '40'] -> ((25 - 21) * 16) - 40
[446] ['16', '21', '26', '26'] -> 26 - ((16 + 26) / 21)
[447] ['1', '1', '13', '25'] -> (1 + 1) * (25 - 13)
[448] ['1', '15', '15', '40'] -> 15 / (1 - (15 / 40))
[449] ['16', '21', '27', '27'] -> 27 - ((21 + 27) / 16)
[450] ['16', '39', '40', '43'] -> ((43 - 39) * 16) - 40
[451] ['16', '40', '40', '44'] -> ((44 - 40) * 16) - 40
[452] ['16', '40', '41', '45'] -> ((45 - 41) * 16) - 40
[453] ['16', '40', '42', '46'] -> ((46 - 42) * 16) - 40
[454] ['16', '40', '43', '47'] -> ((47 - 43) * 16) - 40
[455] ['16', '40', '44', '48'] -> ((48 - 44) * 16) - 40
[456] ['16', '40', '45', '49'] -> ((49 - 45) * 16) - 40
[457] ['17', '17', '17', '22'] -> ((17 + 17) / 17) + 22
[458] ['17', '17', '17', '23'] -> ((17 * 23) + 17) / 17
[459] ['1', '15', '15', '48'] -> 48 / ((15 / 15) + 1)
[460] ['17', '17', '17', '25'] -> ((17 * 25) - 17) / 17
[461] ['17', '17', '17', '26'] -> 26 - ((17 + 17) / 17)
[462] ['17', '17', '19', '31'] -> (17 + 31) / (19 - 17)
[463] ['17', '17', '20', '27'] -> ((20 - 17) * 17) - 27
[464] ['17', '17', '21', '34'] -> ((17 + 34) / 17) + 21
[465] ['17', '17', '22', '34'] -> ((17 * 22) + 34) / 17
[466] ['16', '19', '23', '45'] -> ((19 - 16) * 23) - 45
[467] ['16', '19', '23', '49'] -> (23 + 49) / (19 - 16)
[468] ['16', '19', '25', '47'] -> (25 + 47) / (19 - 16)
[469] ['16', '19', '26', '32'] -> ((19 * 32) + 16) / 26
[470] ['1', '15', '16', '30'] -> ((15 / 30) + 1) * 16
[471] ['16', '19', '26', '40'] -> ((16 * 26) + 40) / 19
[472] ['16', '19', '26', '46'] -> (26 + 46) / (19 - 16)
[473] ['16', '19', '27', '29'] -> 27 - ((19 + 29) / 16)
[474] ['16', '19', '27', '41'] -> 27 - ((16 + 41) / 19)
[475] ['16', '19', '27', '45'] -> (27 + 45) / (19 - 16)
[476] ['16', '19', '28', '44'] -> (28 + 44) / (19 - 16)
[477] ['16', '19', '28', '45'] -> 28 - ((19 + 45) / 16)
[478] ['16', '19', '29', '43'] -> (29 + 43) / (19 - 16)
[479] ['16', '19', '30', '42'] -> (30 + 42) / (19 - 16)
[480] ['16', '19', '31', '41'] -> (31 + 41) / (19 - 16)
[481] ['1', '15', '16', '45'] -> 16 / (1 - (15 / 45))
[482] ['16', '19', '31', '49'] -> ((31 + 49) / 16) + 19
[483] ['16', '19', '32', '48'] -> ((32 + 48) / 16) + 19
[484] ['16', '19', '33', '39'] -> (33 + 39) / (19 - 16)
[485] ['16', '19', '33', '47'] -> ((33 + 47) / 16) + 19
[486] ['16', '19', '34', '38'] -> (34 + 38) / (19 - 16)
[487] ['16', '19', '34', '46'] -> ((34 + 46) / 16) + 19
[488] ['16', '19', '35', '37'] -> (35 + 37) / (19 - 16)
[489] ['16', '19', '35', '45'] -> ((35 + 45) / 16) + 19
[490] ['16', '19', '37', '43'] -> ((37 + 43) / 16) + 19
[491] ['16', '19', '39', '41'] -> ((39 + 41) / 16) + 19
[492] ['1', '15', '17', '47'] -> (1 + 47) / (17 - 15)
[493] ['16', '19', '40', '40'] -> ((40 + 40) / 16) + 19
[494] ['16', '19', '40', '46'] -> (19 * 40) - (16 * 46)
[495] ['16', '19', '40', '49'] -> (16 * 49) - (19 * 40)
[496] ['16', '20', '20', '22'] -> ((22 - 20) * 20) - 16
[497] ['16', '20', '20', '44'] -> ((20 + 44) / 16) + 20
[498] ['16', '20', '21', '23'] -> ((23 - 21) * 20) - 16
[499] ['16', '20', '21', '26'] -> ((20 * 26) - 16) / 21
[500] ['16', '20', '21', '43'] -> ((21 + 43) / 16) + 20
[501] ['16', '20', '21', '44'] -> ((16 + 44) / 20) + 21
[502] ['16', '20', '22', '29'] -> (16 * 29) - (20 * 22)
[503] ['1', '15', '18', '35'] -> ((35 / 15) - 1) * 18
[504] ['16', '20', '23', '25'] -> ((25 - 23) * 20) - 16
[505] ['16', '20', '23', '41'] -> ((23 + 41) / 16) + 20
[506] ['16', '24', '32', '38'] -> ((16 * 38) - 32) / 24
[507] ['16', '24', '39', '48'] -> ((16 * 39) - 48) / 24
[508] ['16', '25', '28', '39'] -> 28 - ((25 + 39) / 16)
[509] ['16', '21', '27', '47'] -> 27 - ((16 + 47) / 21)
[510] ['16', '21', '28', '43'] -> 28 - ((21 + 43) / 16)
[511] ['16', '21', '29', '40'] -> ((16 * 29) + 40) / 21
[512] ['16', '21', '34', '40'] -> ((16 * 34) - 40) / 21
[513] ['16', '22', '22', '28'] -> ((16 + 28) / 22) + 22
[514] ['1', '15', '18', '44'] -> 44 / ((15 / 18) + 1)
[515] ['16', '22', '25', '28'] -> ((22 * 28) - 16) / 25
[516] ['16', '22', '25', '34'] -> ((16 + 34) / 25) + 22
[517] ['16', '22', '27', '38'] -> ((16 + 38) / 27) + 22
[518] ['16', '22', '28', '37'] -> (22 * 28) - (16 * 37)
[519] ['16', '22', '29', '42'] -> ((16 + 42) / 29) + 22
[520] ['16', '22', '31', '32'] -> ((16 * 31) + 32) / 22
[521] ['16', '22', '31', '46'] -> ((16 + 46) / 31) + 22
[522] ['16', '22', '41', '44'] -> ((22 * 44) + 16) / 41
[523] ['16', '23', '25', '27'] -> 27 - ((23 + 25) / 16)
[524] ['16', '23', '26', '30'] -> 26 - ((16 + 30) / 23)
[525] ['1', '15', '18', '45'] -> ((15 / 45) + 1) * 18
[526] ['16', '23', '27', '40'] -> ((27 - 23) * 16) - 40
[527] ['16', '23', '28', '41'] -> 28 - ((23 + 41) / 16)
[528] ['16', '23', '30', '32'] -> ((23 * 32) - 16) / 30
[529] ['16', '23', '32', '40'] -> ((16 * 32) + 40) / 23
[530] ['16', '23', '39', '40'] -> ((23 * 40) + 16) / 39
[531] ['16', '26', '44', '47'] -> ((26 * 44) - 16) / 47
[532] ['16', '27', '28', '37'] -> 28 - ((27 + 37) / 16)
[533] ['16', '27', '31', '40'] -> ((31 - 27) * 16) - 40
[534] ['16', '27', '38', '40'] -> ((16 * 38) + 40) / 27
[535] ['16', '27', '40', '43'] -> ((16 * 43) - 40) / 27
[536] ['1', '15', '20', '42'] -> 42 / ((15 / 20) + 1)
[537] ['16', '28', '28', '36'] -> 28 - ((28 + 36) / 16)
[538] ['16', '28', '29', '35'] -> 28 - ((29 + 35) / 16)
[539] ['16', '28', '34', '39'] -> ((28 * 34) - 16) / 39
[540] ['16', '28', '38', '45'] -> ((28 * 38) + 16) / 45
[541] ['16', '28', '39', '48'] -> ((16 * 39) + 48) / 28
[542] ['16', '25', '29', '40'] -> ((29 - 25) * 16) - 40
[543] ['16', '25', '32', '34'] -> ((25 * 32) + 16) / 34
[544] ['16', '25', '40', '40'] -> ((16 * 40) - 40) / 25
[545] ['16', '25', '40', '41'] -> ((25 * 40) - 16) / 41
[546] ['16', '26', '26', '36'] -> 26 - ((16 + 36) / 26)
[547] ['1', '15', '21', '44'] -> ((1 + 44) / 15) + 21
[548] ['16', '26', '27', '38'] -> 26 - ((16 + 38) / 27)
[549] ['16', '26', '28', '31'] -> ((26 * 28) + 16) / 31
[550] ['16', '26', '28', '44'] -> (26 * 28) - (16 * 44)
[551] ['16', '26', '28', '47'] -> (16 * 47) - (26 * 28)
[552] ['16', '26', '29', '42'] -> 26 - ((16 + 42) / 29)
[553] ['16', '26', '30', '40'] -> ((30 - 26) * 16) - 40
[554] ['16', '26', '31', '46'] -> 26 - ((16 + 46) / 31)
[555] ['16', '26', '32', '41'] -> ((16 * 41) - 32) / 26
[556] ['16', '26', '42', '48'] -> ((16 * 42) - 48) / 26
[557] ['16', '28', '45', '48'] -> ((16 * 45) - 48) / 28
[558] ['1', '1', '13', '26'] -> (1 - (1 / 13)) * 26
[559] ['1', '15', '21', '48'] -> (48 / (1 + 15)) + 21
[560] ['16', '29', '31', '49'] -> 29 - ((31 + 49) / 16)
[561] ['16', '29', '32', '38'] -> ((29 * 32) - 16) / 38
[562] ['16', '29', '32', '48'] -> 29 - ((32 + 48) / 16)
[563] ['16', '29', '33', '40'] -> ((33 - 29) * 16) - 40
[564] ['16', '29', '33', '47'] -> 29 - ((33 + 47) / 16)
[565] ['16', '29', '34', '46'] -> 29 - ((34 + 46) / 16)
[566] ['16', '29', '35', '45'] -> 29 - ((35 + 45) / 16)
[567] ['16', '29', '36', '44'] -> 29 - ((36 + 44) / 16)
[568] ['16', '29', '37', '43'] -> 29 - ((37 + 43) / 16)
[569] ['16', '29', '38', '42'] -> 29 - ((38 + 42) / 16)
[570] ['1', '15', '22', '29'] -> ((1 + 29) / 15) + 22
[571] ['16', '29', '39', '41'] -> 29 - ((39 + 41) / 16)
[572] ['16', '29', '40', '40'] -> 29 - ((40 + 40) / 16)
[573] ['16', '29', '40', '41'] -> ((16 * 41) + 40) / 29
[574] ['16', '29', '40', '49'] -> ((29 * 40) + 16) / 49
[575] ['16', '30', '32', '43'] -> ((16 * 43) + 32) / 30
[576] ['16', '30', '32', '47'] -> ((16 * 47) - 32) / 30
[577] ['16', '30', '47', '49'] -> 30 - ((47 + 49) / 16)
[578] ['16', '31', '35', '40'] -> ((35 - 31) * 16) - 40
[579] ['16', '31', '40', '44'] -> ((16 * 44) + 40) / 31
[580] ['16', '32', '32', '42'] -> ((32 * 32) - 16) / 42
[581] ['1', '15', '23', '45'] -> ((23 / 15) - 1) * 45
[582] ['16', '32', '32', '46'] -> ((16 * 46) + 32) / 32
[583] ['16', '32', '34', '49'] -> ((16 * 49) + 32) / 34
[584] ['16', '32', '45', '48'] -> ((16 * 45) + 48) / 32
[585] ['16', '33', '37', '40'] -> ((37 - 33) * 16) - 40
[586] ['16', '34', '38', '40'] -> ((38 - 34) * 16) - 40
[587] ['16', '35', '39', '40'] -> ((39 - 35) * 16) - 40
[588] ['16', '36', '40', '40'] -> ((40 - 36) * 16) - 40
[589] ['16', '37', '40', '41'] -> ((41 - 37) * 16) - 40
[590] ['17', '18', '21', '48'] -> ((21 - 17) * 18) - 48
[591] ['17', '18', '22', '44'] -> ((22 - 18) * 17) - 44
[592] ['1', '15', '25', '36'] -> ((25 / 15) - 1) * 36
[593] ['17', '18', '23', '41'] -> ((17 * 23) + 41) / 18
[594] ['17', '18', '25', '42'] -> ((18 * 25) - 42) / 17
[595] ['17', '18', '27', '27'] -> ((17 * 27) - 27) / 18
[596] ['17', '18', '27', '30'] -> (17 * 30) - (18 * 27)
[597] ['17', '18', '27', '37'] -> 27 - ((17 + 37) / 18)
[598] ['17', '18', '28', '44'] -> ((17 * 28) - 44) / 18
[599] ['17', '18', '29', '42'] -> ((17 * 42) - 18) / 29
[600] ['17', '18', '41', '42'] -> (18 * 41) - (17 * 42)
[601] ['17', '18', '44', '48'] -> (17 * 48) - (18 * 44)
[602] ['17', '19', '19', '29'] -> (19 + 29) / (19 - 17)
[603] ['1', '15', '26', '29'] -> 26 - ((1 + 29) / 15)
[604] ['17', '19', '19', '47'] -> ((19 * 19) + 47) / 17
[605] ['17', '19', '20', '22'] -> ((19 - 17) * 22) - 20
[606] ['17', '19', '20', '33'] -> ((20 - 17) * 19) - 33
[607] ['17', '19', '20', '49'] -> ((19 + 49) / 17) + 20
[608] ['17', '19', '21', '26'] -> 26 - ((17 + 21) / 19)
[609] ['17', '19', '21', '27'] -> (21 + 27) / (19 - 17)
[610] ['17', '19', '21', '31'] -> (17 + 31) / (21 - 19)
[611] ['17', '19', '21', '32'] -> ((19 + 32) / 17) + 21
[612] ['17', '19', '21', '40'] -> ((17 + 40) / 19) + 21
[613] ['17', '19', '22', '23'] -> ((19 - 17) * 23) - 22
[614] ['1', '15', '26', '32'] -> 26 - (32 / (1 + 15))
[615] ['17', '19', '22', '27'] -> ((22 - 19) * 17) - 27
[616] ['17', '19', '23', '25'] -> (23 + 25) / (19 - 17)
[617] ['17', '19', '23', '29'] -> ((19 * 23) - 29) / 17
[618] ['17', '19', '23', '44'] -> ((23 - 19) * 17) - 44
[619] ['17', '19', '25', '26'] -> ((19 - 17) * 25) - 26
[620] ['17', '19', '25', '31'] -> ((17 * 25) + 31) / 19
[621] ['17', '19', '26', '28'] -> ((19 - 17) * 26) - 28
[622] ['17', '19', '27', '30'] -> ((19 - 17) * 27) - 30
[623] ['17', '19', '27', '35'] -> ((19 * 35) - 17) / 27
[624] ['17', '19', '27', '37'] -> ((17 * 37) + 19) / 27
[625] ['1', '15', '27', '44'] -> 27 - ((1 + 44) / 15)
[626] ['17', '19', '27', '40'] -> 27 - ((17 + 40) / 19)
[627] ['17', '19', '28', '49'] -> 28 - ((19 + 49) / 17)
[628] ['17', '19', '29', '37'] -> ((17 * 29) - 37) / 19
[629] ['17', '19', '30', '36'] -> ((19 - 17) * 30) - 36
[630] ['17', '19', '30', '37'] -> ((19 * 37) + 17) / 30
[631] ['17', '19', '33', '42'] -> ((19 - 17) * 33) - 42
[632] ['17', '19', '34', '44'] -> ((19 - 17) * 34) - 44
[633] ['17', '19', '35', '46'] -> ((19 - 17) * 35) - 46
[634] ['17', '19', '36', '49'] -> ((36 + 49) / 17) + 19
[635] ['17', '19', '37', '48'] -> ((37 + 48) / 17) + 19
[636] ['1', '15', '27', '48'] -> 27 - (48 / (1 + 15))
[637] ['17', '19', '38', '47'] -> ((38 + 47) / 17) + 19
[638] ['17', '19', '39', '45'] -> (17 * 45) - (19 * 39)
[639] ['17', '19', '39', '46'] -> ((39 + 46) / 17) + 19
[640] ['17', '19', '40', '45'] -> ((40 + 45) / 17) + 19
[641] ['17', '19', '41', '44'] -> ((41 + 44) / 17) + 19
[642] ['17', '19', '42', '43'] -> ((42 + 43) / 17) + 19
[643] ['17', '20', '20', '36'] -> ((20 - 17) * 20) - 36
[644] ['17', '20', '20', '48'] -> ((20 + 48) / 17) + 20
[645] ['17', '20', '21', '27'] -> ((17 * 27) + 21) / 20
[646] ['17', '20', '21', '39'] -> ((20 - 17) * 21) - 39
[647] ['1', '15', '30', '36'] -> 36 / ((15 / 30) + 1)
[648] ['17', '20', '21', '43'] -> ((17 + 43) / 20) + 21
[649] ['17', '20', '21', '47'] -> ((21 + 47) / 17) + 20
[650] ['17', '20', '22', '23'] -> ((17 + 23) / 20) + 22
[651] ['17', '20', '22', '31'] -> (17 + 31) / (22 - 20)
[652] ['17', '20', '22', '32'] -> ((20 * 22) - 32) / 17
[653] ['17', '20', '22', '42'] -> ((20 - 17) * 22) - 42
[654] ['17', '20', '22', '46'] -> ((22 + 46) / 17) + 20
[655] ['17', '20', '23', '26'] -> 26 - ((17 + 23) / 20)
[656] ['17', '20', '23', '27'] -> ((23 - 20) * 17) - 27
[657] ['17', '20', '23', '49'] -> (23 + 49) / (20 - 17)
[658] ['1', '17', '26', '36'] -> 26 - (36 / (1 + 17))
[659] ['17', '20', '25', '28'] -> (20 * 25) - (17 * 28)
[660] ['17', '20', '25', '43'] -> ((25 + 43) / 17) + 20
[661] ['17', '20', '26', '32'] -> (17 * 32) - (20 * 26)
[662] ['17', '20', '26', '38'] -> ((17 * 26) + 38) / 20
[663] ['17', '20', '26', '46'] -> (26 + 46) / (20 - 17)
[664] ['17', '20', '27', '31'] -> 27 - ((20 + 31) / 17)
[665] ['17', '20', '27', '41'] -> ((27 + 41) / 17) + 20
[666] ['17', '20', '27', '43'] -> 27 - ((17 + 43) / 20)
[667] ['17', '20', '27', '45'] -> (27 + 45) / (20 - 17)
[668] ['17', '20', '28', '40'] -> ((28 + 40) / 17) + 20
[669] ['1', '1', '14', '17'] -> (14 / (1 + 1)) + 17
[670] ['1', '17', '29', '34'] -> ((29 / 17) - 1) * 34
[671] ['17', '20', '28', '48'] -> 28 - ((20 + 48) / 17)
[672] ['17', '20', '29', '39'] -> ((29 + 39) / 17) + 20
[673] ['17', '20', '29', '43'] -> (29 + 43) / (20 - 17)
[674] ['17', '20', '30', '30'] -> ((17 * 30) - 30) / 20
[675] ['17', '20', '31', '37'] -> ((31 + 37) / 17) + 20
[676] ['17', '20', '31', '41'] -> (31 + 41) / (20 - 17)
[677] ['17', '20', '31', '47'] -> ((17 * 31) - 47) / 20
[678] ['17', '20', '32', '36'] -> ((32 + 36) / 17) + 20
[679] ['17', '20', '32', '44'] -> ((17 * 44) + 20) / 32
[680] ['17', '20', '33', '39'] -> (33 + 39) / (20 - 17)
[681] ['1', '17', '29', '41'] -> ((17 * 41) - 1) / 29
[682] ['17', '20', '34', '38'] -> (34 + 38) / (20 - 17)
[683] ['17', '20', '35', '37'] -> (35 + 37) / (20 - 17)
[684] ['17', '20', '42', '48'] -> (20 * 42) - (17 * 48)
[685] ['17', '21', '21', '30'] -> ((21 + 30) / 17) + 21
[686] ['17', '21', '21', '33'] -> ((21 * 21) - 33) / 17
[687] ['17', '21', '21', '46'] -> ((17 + 46) / 21) + 21
[688] ['17', '21', '22', '29'] -> ((22 + 29) / 17) + 21
[689] ['17', '21', '22', '49'] -> ((17 + 49) / 22) + 21
[690] ['17', '21', '23', '27'] -> (21 * 23) - (17 * 27)
[691] ['17', '21', '23', '28'] -> ((23 + 28) / 17) + 21
[692] ['1', '17', '34', '36'] -> 36 / ((17 / 34) + 1)
[693] ['17', '21', '25', '44'] -> ((25 - 21) * 17) - 44
[694] ['18', '18', '22', '36'] -> ((18 * 22) + 36) / 18
[695] ['18', '18', '22', '48'] -> ((22 - 18) * 18) - 48
[696] ['18', '18', '26', '36'] -> ((18 * 26) - 36) / 18
[697] ['18', '18', '27', '35'] -> ((18 * 35) + 18) / 27
[698] ['18', '18', '27', '37'] -> ((18 * 37) - 18) / 27
[699] ['18', '18', '30', '39'] -> ((18 * 39) + 18) / 30
[700] ['18', '18', '30', '41'] -> ((18 * 41) - 18) / 30
[701] ['18', '18', '33', '43'] -> ((18 * 43) + 18) / 33
[702] ['18', '18', '36', '47'] -> ((18 * 47) + 18) / 36
[703] ['1', '17', '41', '41'] -> (1 - (17 / 41)) * 41
[704] ['18', '18', '36', '49'] -> ((18 * 49) - 18) / 36
[705] ['18', '19', '20', '26'] -> 26 - ((18 + 20) / 19)
[706] ['18', '19', '20', '29'] -> (19 + 29) / (20 - 18)
[707] ['18', '19', '21', '21'] -> ((21 - 19) * 21) - 18
[708] ['18', '19', '21', '35'] -> ((19 + 35) / 18) + 21
[709] ['18', '19', '21', '39'] -> ((18 + 39) / 19) + 21
[710] ['17', '21', '27', '45'] -> ((17 * 27) + 45) / 21
[711] ['17', '21', '27', '46'] -> 27 - ((17 + 46) / 21)
[712] ['17', '21', '28', '28'] -> ((17 * 28) + 28) / 21
[713] ['17', '21', '28', '36'] -> (17 * 36) - (21 * 28)
[714] ['1', '18', '18', '42'] -> ((42 / 18) - 1) * 18
[715] ['17', '21', '28', '47'] -> 28 - ((21 + 47) / 17)
[716] ['17', '21', '32', '40'] -> ((17 * 32) - 40) / 21
[717] ['17', '21', '47', '49'] -> (47 + 49) / (21 - 17)
[718] ['17', '21', '48', '48'] -> (48 + 48) / (21 - 17)
[719] ['17', '22', '22', '27'] -> ((17 + 27) / 22) + 22
[720] ['17', '22', '23', '29'] -> ((17 + 29) / 23) + 22
[721] ['17', '22', '25', '27'] -> ((25 - 22) * 17) - 27
[722] ['17', '22', '25', '33'] -> ((17 + 33) / 25) + 22
[723] ['17', '22', '25', '34'] -> ((17 * 34) + 22) / 25
[724] ['17', '22', '26', '27'] -> 26 - ((17 + 27) / 22)
[725] ['1', '18', '18', '48'] -> 48 / ((18 / 18) + 1)
[726] ['17', '22', '26', '35'] -> ((17 + 35) / 26) + 22
[727] ['17', '22', '26', '38'] -> ((17 * 38) - 22) / 26
[728] ['17', '22', '26', '44'] -> ((26 - 22) * 17) - 44
[729] ['17', '22', '27', '29'] -> 27 - ((22 + 29) / 17)
[730] ['17', '22', '27', '37'] -> ((17 + 37) / 27) + 22
[731] ['17', '22', '27', '49'] -> 27 - ((17 + 49) / 22)
[732] ['17', '22', '28', '39'] -> ((17 + 39) / 28) + 22
[733] ['17', '22', '28', '46'] -> 28 - ((22 + 46) / 17)
[734] ['17', '22', '29', '35'] -> ((17 * 29) + 35) / 22
[735] ['17', '22', '29', '41'] -> ((17 + 41) / 29) + 22
[736] ['1', '18', '20', '33'] -> 20 / ((33 / 18) - 1)
[737] ['17', '39', '43', '44'] -> ((43 - 39) * 17) - 44
[738] ['17', '42', '44', '46'] -> ((46 - 42) * 17) - 44
[739] ['17', '43', '44', '47'] -> ((47 - 43) * 17) - 44
[740] ['17', '44', '44', '48'] -> ((48 - 44) * 17) - 44
[741] ['17', '44', '45', '49'] -> ((49 - 45) * 17) - 44
[742] ['18', '18', '18', '22'] -> ((18 + 18) / 18) + 22
[743] ['18', '18', '18', '23'] -> ((18 * 23) + 18) / 18
[744] ['18', '18', '18', '25'] -> ((18 * 25) - 18) / 18
[745] ['18', '18', '18', '26'] -> 26 - ((18 + 18) / 18)
[746] ['18', '18', '20', '21'] -> ((20 - 18) * 21) - 18
[747] ['1', '18', '20', '35'] -> 18 / ((35 / 20) - 1)
[748] ['18', '18', '21', '27'] -> ((18 * 27) + 18) / 21
[749] ['18', '18', '21', '29'] -> ((18 * 29) - 18) / 21
[750] ['17', '22', '30', '43'] -> ((17 + 43) / 30) + 22
[751] ['17', '22', '31', '45'] -> ((17 + 45) / 31) + 22
[752] ['17', '22', '33', '49'] -> ((17 + 49) / 33) + 22
[753] ['17', '22', '36', '48'] -> (17 * 48) - (22 * 36)
[754] ['17', '23', '26', '27'] -> ((26 - 23) * 17) - 27
[755] ['17', '23', '26', '29'] -> 26 - ((17 + 29) / 23)
[756] ['17', '23', '26', '34'] -> ((17 * 34) - 26) / 23
[757] ['17', '23', '29', '31'] -> ((23 * 31) - 17) / 29
[758] ['1', '18', '20', '47'] -> (1 + 47) / (20 - 18)
[759] ['17', '23', '30', '41'] -> ((17 * 41) + 23) / 30
[760] ['17', '23', '35', '43'] -> ((17 * 35) - 43) / 23
[761] ['17', '23', '40', '41'] -> ((23 * 41) + 17) / 40
[762] ['17', '25', '26', '27'] -> 27 - ((25 + 26) / 17)
[763] ['17', '25', '26', '33'] -> 26 - ((17 + 33) / 25)
[764] ['17', '25', '27', '28'] -> ((28 - 25) * 17) - 27
[765] ['17', '25', '27', '31'] -> (17 + 31) / (27 - 25)
[766] ['17', '25', '28', '41'] -> ((17 * 41) - 25) / 28
[767] ['17', '25', '28', '43'] -> 28 - ((25 + 43) / 17)
[768] ['17', '25', '29', '44'] -> ((29 - 25) * 17) - 44
[769] ['1', '18', '21', '49'] -> ((49 / 21) - 1) * 18
[770] ['17', '25', '31', '33'] -> ((25 * 31) + 17) / 33
[771] ['17', '25', '33', '39'] -> ((17 * 33) + 39) / 25
[772] ['17', '25', '38', '46'] -> ((17 * 38) - 46) / 25
[773] ['17', '25', '41', '42'] -> ((25 * 41) - 17) / 42
[774] ['17', '26', '26', '35'] -> 26 - ((17 + 35) / 26)
[775] ['17', '26', '27', '29'] -> ((29 - 26) * 17) - 27
[776] ['17', '26', '27', '37'] -> 26 - ((17 + 37) / 27)
[777] ['17', '26', '28', '38'] -> ((17 * 38) + 26) / 28
[778] ['17', '26', '28', '42'] -> 28 - ((26 + 42) / 17)
[779] ['17', '26', '29', '35'] -> ((17 * 35) + 29) / 26
[780] ['1', '1', '14', '19'] -> ((1 + 1) * 19) - 14
[781] ['1', '18', '22', '35'] -> ((1 + 35) / 18) + 22
[782] ['17', '26', '29', '41'] -> 26 - ((17 + 41) / 29)
[783] ['17', '26', '30', '43'] -> 26 - ((17 + 43) / 30)
[784] ['17', '26', '30', '44'] -> ((30 - 26) * 17) - 44
[785] ['17', '26', '31', '45'] -> 26 - ((17 + 45) / 31)
[786] ['17', '26', '34', '46'] -> ((17 * 34) + 46) / 26
[787] ['17', '26', '39', '39'] -> ((17 * 39) - 39) / 26
[788] ['17', '27', '29', '31'] -> (17 + 31) / (29 - 27)
[789] ['17', '27', '29', '32'] -> ((32 - 29) * 17) - 27
